**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	32	0
4	1	3	0	0	0	0	-32	36
8	2	1	0	0	0	0	29	-36
12	2	3	0	0	0	0	31	33
16	3	1	0	0	0	0	30	35
20	3	3	0	0	0	0	29	34
24	4	1	0	0	29	0	0	33
26	4	2	0	0	-29	0	29	-33
28	4	3	0	0	-29	0	31	0
30	4	4	0	0	-29	0	-31	33
32	5	1	0	0	26	0	28	35
35	5	2.5	0	0	-26	0	29	-35
36	5	3	0	0	28	0	30	32
37	5	3.5	0	0	-28	0	31	-32
38	5	4	0	0	-28	0	32	-32
39	5	4.5	0	0	-28	0	-32	33
40	6	1	0	0	27	0	-32	34
41	6	1.5	0	0	-27	0	31	35
42	6	2	0	0	-27	0	30	36
43	6	2.5	0	0	-27	0	29	-36
44	6	3	0	0	26	0	30	-36
45	6	3.5	0	0	-26	0	-30	35
46	6	4	0	0	-26	0	30	35
47	6	4.5	0	0	-26	0	-30	34
47.5	6	4.75	0	0	-26	0	-30	35
48	7	1	0	25	0	0	29	36
50	7	2	0	-25	25	0	-29	-36
52	7	3	0	-25	27	29	0	-36
54	7	4	0	-25	-27	-29	29	-36
56	8	1	0	22	24	-29	31	0
59	8	2.5	0	-22	25	-29	-31	0
60	8	3	0	24	26	26	28	0
61	8	3.5	0	-24	27	-26	-28	0
62	8	4	0	-24	28	-26	-28	0
63	8	4.5	0	-24	-28	-26	29	0
64	9	1	0	23	-28	28	30	0
65	9	1.5	0	-23	29	-28	31	0
66	9	2	0	-23	30	-28	32	0
67	9	2.5	0	-23	28	-28	-32	0
68	9	3	0	22	29	27	-32	0
70	9	4	0	-22	-29	-27	31	0
71	9	4.5	0	-22	-29	-27	30	0
72	10	1	22	0	-29	26	31	0
74	10	2	-22	22	28	-26	-31	0
75	10	2.5	-22	-22	27	-26	-31	0
76	10	3	-22	24	26	0	-31	0
78	10	4	-22	-24	24	26	-31	0
79	10	4.5	-22	-24	25	-26	-31	0
80	11	1	19	21	26	28	0	0
81	11	1.5	-19	-21	27	-28	0	0
82	11	2	-19	-21	28	-28	0	0
83	11	2.5	-19	22	-28	-28	0	0
84	11	3	21	23	-28	25	0	0
85	11	3.5	-21	24	-28	-25	0	0
86	11	4	-21	25	21	-25	0	0
87	11	4.5	-21	-25	-21	26	0	0
88	12	1	20	-25	22	27	0	0
89	12	1.5	-20	24	23	28	0	0
90	12	2	-20	23	24	29	0	0
91	12	2.5	-20	22	25	-29	0	0
92	12	3	19	23	26	-29	0	0
93	12	3.5	-19	-23	-26	28	0	0
94	12	4	-19	23	-26	28	0	0
95	12	4.5	-19	-23	-26	27	0	0
95.5	12	4.75	-19	-23	-26	28	0	0
96	13	1	0	22	-26	29	0	0
98	13	2	22	-22	-26	-29	0	0
100	13	3	24	-22	0	-29	0	0
102	13	4	-24	-22	26	-29	0	0
104	14	1	21	0	28	0	0	0
107	14	2.5	22	0	-28	0	0	0
108	14	3	23	0	25	0	0	0
109	14	3.5	24	0	-25	0	0	0
110	14	4	25	0	27	0	29	0
112	15	1	-25	0	-27	0	29	0
113	15	1.5	24	0	26	0	-29	0
114	15	2	23	0	25	0	29	32
115	15	2.5	22	0	24	0	-29	-32
116	15	3	23	0	25	0	28	32
118	15	4	23	0	-25	0	28	32
120	16	1	22	0	26	0	29	31
122	16	2	-22	0	-26	0	31	31
124	16	3	0	0	0	0	30	32
126	16	4	0	0	0	0	29	33
128	17	1	0	0	0	29	-29	31
129	17	1.5	0	0	0	-29	28	-31
130	17	2	0	0	0	-29	27	32
131	17	2.5	0	0	0	-29	26	-32
132	17	3	0	0	0	29	27	-32
133	17	3.5	0	0	0	-29	-27	31
134	17	4	0	0	0	29	-27	30
135	17	4.5	0	0	0	-29	-27	29
136	18	1	0	0	0	28	26	30
138	18	2	0	0	0	28	-26	33
140	18	3	0	0	0	29	0	-33
141	18	3.5	0	0	0	-29	0	32
142	18	4	0	0	0	31	29	33
143	18	4.5	0	0	0	-31	-29	31
144	19	1	0	0	0	30	30	32
145	19	1.5	0	0	0	-30	-30	33
146	19	2	0	0	0	29	31	34
148	19	3	0	25	0	-29	32	-34
149	19	3.5	0	-25	0	28	-32	33
150	19	4	0	-25	0	27	-32	32
151	19	4.5	0	-25	0	26	-32	31
152	20	1	0	25	29	27	0	32
153	20	1.5	0	-25	-29	-27	0	33
154	20	2	0	25	-29	-27	0	34
155	20	2.5	0	-25	-29	-27	0	32
156	20	3	0	24	29	26	0	33
158	20	4	0	25	29	27	0	32
159	20	4.5	0	-25	-29	-27	0	31
160	21	1	0	26	28	28	0	30
162	21	2	0	-26	28	26	0	-30
164	21	3	0	24	29	-26	0	29
166	21	4	0	25	-29	29	0	-29
167	21	4.5	0	-25	28	-29	0	-29
168	22	1	25	-25	27	-29	0	0
169	22	1.5	-25	24	26	-29	0	0
170	22	2	-25	23	25	28	0	0
171	22	2.5	-25	22	24	27	0	0
172	22	3	25	23	25	28	0	0
174	22	4	25	23	-25	-28	0	0
176	23	1	24	22	26	29	0	0
178	23	2	24	-22	-26	-29	0	0
180	23	3	25	0	27	30	0	0
182	23	4	26	0	28	31	0	0
184	24	1	24	0	26	-31	0	0
185	24	1.5	-24	0	-26	30	0	0
186	24	2	25	0	27	29	0	0
188	24	3	-25	0	-27	-29	32	0
189	24	3.5	24	0	26	-29	-32	0
190	24	4	23	0	25	28	-32	0
191	24	4.5	22	0	24	27	-32	0
192	25	1	23	0	25	28	-32	0
196	25	3	22	0	26	29	31	36
198	25	4	-22	22	-26	-29	-31	-36
200	26	1	20	24	27	-29	-31	-36
202	26	2	-20	25	-27	-29	30	-36
203	26	2.5	-20	-25	-27	-29	29	-36
204	26	3	21	23	25	0	30	35
207	26	4.5	20	24	-25	0	-30	-35
208	27	1	18	25	0	0	29	34
209	27	1.5	19	-25	0	0	-29	-34
210	27	2	20	-25	0	0	-29	-34
211	27	2.5	21	-25	0	0	-29	-34
212	27	3	22	24	0	29	31	33
215	27	4.5	-22	-24	0	-29	30	32
216	28	1	0	0	0	-29	29	31
217	28	1.5	0	0	0	-29	28	-31
218	28	2	0	0	0	28	30	32
220	28	3	0	0	0	27	-30	-32
221	28	3.5	0	0	0	-27	29	31
222	28	4	0	0	0	-27	29	30
223	28	4.5	0	0	0	-27	-29	29
224	29	1	0	0	0	26	-29	30
226	29	2	0	0	26	-26	28	30
228	29	3	0	25	27	0	29	29
230	29	4	18	-25	25	0	-29	-29
232	30	1	-18	-25	27	29	0	0
233	30	1.5	19	-25	-27	-29	0	0
234	30	2	20	-25	-27	-29	0	0
235	30	2.5	21	-25	-27	-29	0	0
236	30	3	22	24	26	-29	0	0
238	30	4	20	-24	27	-29	0	0
240	31	1	21	23	25	28	32	0
244	31	3	18	22	29	27	-32	0
245	31	3.5	19	-22	-29	-27	-32	0
246	31	4	20	-22	-29	-27	-32	0
247	31	4.5	21	-22	-29	-27	-32	0
248	32	1	22	0	-29	26	31	0
250	32	2	20	22	-29	27	-31	0
252	32	3	21	23	28	25	30	0
255	32	4.5	-21	-23	-28	26	-30	0
256	33	1	18	25	27	27	29	0
257	33	1.5	-18	-25	-27	28	-29	0
258	33	2	-18	-25	-27	29	-29	0
260	33	3	22	24	26	-29	31	0
262	33	4	-22	-24	-26	28	30	0
263	33	4.5	-22	-24	25	27	-30	0
264	34	1	-22	-24	24	26	29	0
265	34	1.5	-22	-24	-24	-26	28	0
266	34	2	21	23	25	28	30	0
268	34	3	20	24	-25	29	-30	0
269	34	3.5	-20	-24	24	-29	29	0
270	34	4	-20	25	23	27	29	0
271	34	4.5	-20	-25	22	-27	-29	0
272	35	1	19	26	23	28	-29	0
273	35	1.5	-19	-26	-23	27	-29	0
274	35	2	-19	-26	23	26	28	0
