**absq	**bar	**beat	**b7	**b7
1	1	1.5	31	0
2	1	2	32	0
3	1	2.5	33	0
4.5	1	3.25	34	0
5	1	3.5	33	0
6	1	4	32	0
8	2	1	33	0
9	2	1.5	33	0
10	2	2	34	0
11.5	2	2.75	33	0
12	2	3	33	0
13	2	3.5	32	0
14	2	4	31	0
16	3	1	32	0
22	3	4	32	0
22.5	3	4.25	33	0
23	3	4.5	34	0
24	4	1	33	0
25	4	1.5	32	0
26	4	2	32	0
27	4	2.5	31	0
28	4	3	32	0
29	4	3.5	30	0
30	4	4	29	0
32	5	1	30	0
34	5	2	0	33
35	5	2.5	0	33
35.5	5	2.75	0	32
36	5	3	0	31
37	5	3.5	0	31
38	5	4	29	34
39	5	4.5	29	-34
39.5	5	4.75	30	-34
40	6	1	31	33
41	6	1.5	31	-33
42	6	2	29	31
43	6	2.5	-29	31
43.5	6	2.75	-29	32
44	6	3	28	33
45	6	3.5	-28	32
46	6	4	0	35
48	7	1	31	-35
49	7	1.5	31	31
49.5	7	1.75	32	-31
50	7	2	33	0
51	7	2.5	33	0
52	7	3	33	0
54	7	4	31	0
55	7	4.5	-31	33
56	8	1	0	33
57	8	1.5	33	-33
57.5	8	1.75	-33	32
58	8	2	33	31
59	8	2.5	-33	30
59.5	8	2.75	32	-30
60	8	3	34	0
61	8	3.5	33	0
62	8	4	31	33
62.5	8	4.25	32	-33
63	8	4.5	33	-33
63.5	8	4.75	34	31
64	9	1	35	32
65	9	1.5	-35	33
66	9	2	-35	32
68	9	3	35	33
71	9	4.5	-35	31
72	10	1	0	31
73.5	10	1.75	0	32
74	10	2	0	33
75	10	2.5	0	33
76	10	3	0	33
78	10	4	0	31
80	11	1	35	32
81	11	1.5	35	32
82	11	2	33	28
84	11	3	33	31
85	11	3.5	31	29
86	11	4	32	32
87	11	4.5	-32	28
88	12	1	33	-28
89	12	1.5	31	35
91	12	2.5	32	34
92	12	3	29	33
94	12	4	30	32
95	12	4.5	31	31
96	13	1	28	30
98	13	2	28	30
99	13	2.5	35	30
101	13	3.5	33	29
102	13	4	33	28
104	14	1	32	29
105	14	1.5	-32	30
105.5	14	1.75	35	-30
106	14	2	34	29
108	14	3	34	29
109	14	3.5	35	31
110	14	4	31	31
111	14	4.5	32	34
112.5	15	1.25	32	34
113	15	1.5	29	32
114	15	2	30	33
116	15	3	30	33
118	15	4	31	0
119	15	4.5	-31	35
121	16	1.5	32	34
122	16	2	29	33
124	16	3	30	32
125	16	3.5	31	35
126	16	4	28	35
128	17	1	28	35
129	17	1.5	29	33
130	17	2	30	32
131	17	2.5	28	32
132.5	17	3.25	28	32
133	17	3.5	30	32
134	17	4	29	31
136	18	1	29	31
138	18	2	30	32
140	18	3	31	33
142	18	4	29	31
145	19	1.5	29	31
146	19	2	28	31
148	19	3	28	32
149	19	3.5	28	31
150.5	19	4.25	28	32
151	19	4.5	31	33
152	20	1	29	32
154	20	2	30	32
155	20	2.5	28	31
156.5	20	3.25	28	28
157	20	3.5	28	31
158	20	4	28	32
160	21	1	28	33
161	21	1.5	35	31
163	21	2.5	34	32
164	21	3	33	29
166	21	4	32	30
167	21	4.5	35	31
168	22	1	35	28
170	22	2	35	28
171	22	2.5	33	29
172	22	3	32	30
173	22	3.5	32	28
174.5	22	4.25	32	28
175	22	4.5	32	30
176	23	1	31	29
178	23	2	31	29
179	23	2.5	32	28
180	23	3	33	26
182	23	4	31	29
185	24	1.5	31	29
186	24	2	31	28
188	24	3	32	28
189	24	3.5	31	28
190.5	24	4.25	32	28
191	24	4.5	33	31
192	25	1	32	29
194	25	2	32	30
195	25	2.5	31	28
196.5	25	3.25	28	28
197	25	3.5	31	28
198	25	4	32	28
200	26	1	33	28
*-	*-	*-	*-	*-
