**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	22	0	0	0	0	0
1	1	2	-22	0	0	29	31	0
2	1	3	21	0	0	28	30	0
3	1	4	-21	0	0	-28	-30	33
4	2	1	-21	0	0	-28	-30	32
5	2	2	20	0	0	27	29	-32
6	2	3	20	0	0	27	29	-32
7	2	4	-20	0	0	-27	-29	31
8	3	1	19	0	0	26	-29	31
10	3	3	-19	0	0	-26	28	30
12	4	1	26	0	0	0	0	0
12.5	4	1.5	-26	26	0	28	30	33
13	4	2	-26	26	0	28	30	33
13.5	4	2.5	-26	26	26	28	30	33
14	4	3	24	24	26	29	29	33
14.5	4	3.5	-24	-24	26	-29	-29	-33
15	4	4	25	25	25	27	29	34
15.5	4	4.5	-25	-25	25	-27	-29	-34
16	5	1	21	21	25	28	30	32
17	5	2	-21	21	25	28	30	32
18	5	3	21	0	0	0	0	0
19	5	4	-21	0	28	0	0	32
20	6	1	21	0	28	0	0	32
21	6	2	21	0	-28	0	0	-32
21.5	6	2.5	-21	21	-28	28	30	-32
22	6	3	25	25	0	27	29	0
23	6	4	25	25	29	27	29	34
24	7	1	23	0	30	0	0	34
25	7	2	23	0	-30	0	0	-34
25.5	7	2.5	-23	23	-30	27	32	-34
26	7	3	26	26	0	28	33	0
27	7	4	26	26	30	28	30	33
28	8	1	24	0	31	0	0	33
29	8	2	24	0	0	0	0	0
29.5	8	2.5	-24	24	31	0	33	35
30	8	3	21	28	30	0	32	35
31	8	4	-21	28	30	0	32	35
32	9	1	21	0	0	0	0	32
32.5	9	1.5	-21	0	0	0	0	32
33	9	2	21	0	0	28	30	33
33.5	9	2.5	-21	0	0	28	30	-33
34	9	3	22	0	0	29	31	-33
35	9	4	20	0	0	27	-31	29
35.5	9	4.5	-20	0	0	-27	29	-29
36	10	1	19	0	0	26	29	30
37	10	2	-19	0	0	-26	28	-30
38	10	3	22	0	0	22	29	31
38.5	10	3.5	-22	0	26	-22	-29	-31
39	10	4	-22	0	26	-22	-29	-31
39.5	10	4.5	-22	0	26	-22	-29	-31
40	11	1	22	0	29	0	0	0
40.5	11	1.5	-22	22	-29	26	29	31
41	11	2	-22	22	29	26	29	31
41.5	11	2.5	-22	22	-29	26	29	31
42	11	3	25	25	27	27	29	32
43	11	4	25	25	29	27	29	32
44	12	1	23	23	0	27	30	32
46	12	3	23	23	0	27	30	32
47	12	4	-23	-23	30	-27	-30	-32
48	13	1	26	26	28	0	0	0
49	13	2	24	24	26	0	33	0
50	13	3	22	22	29	0	31	36
51	13	4	25	25	29	0	29	34
52	14	1	23	23	30	0	32	32
53	14	2	21	21	30	0	30	35
53.5	14	2.5	-21	-21	-30	0	30	-35
54	14	3	19	19	-30	26	28	-35
55	14	4	22	22	29	24	26	36
56	15	1	20	20	0	22	27	36
57	15	2	18	18	25	29	32	34
58	15	3	23	0	23	30	-32	-34
59	15	4	21	0	21	30	32	35
60	16	1	25	0	25	29	32	34
61	16	2	21	0	21	28	32	35
62	16	3	24	0	0	0	0	0
62.5	16	3.5	-24	24	28	26	31	35
63	16	4	-24	24	28	26	31	35
63.5	16	4.5	-24	24	28	26	31	35
64	17	1	24	24	28	26	31	33
65	17	2	24	24	28	26	33	35
66	17	3	26	0	0	0	33	37
66.5	17	3.5	-26	0	0	0	-33	35
67	17	4	-26	26	28	0	30	35
67.5	17	4.5	-26	19	28	0	-30	-35
68	18	1	19	19	28	0	30	35
68.5	18	1.5	-19	-19	-28	0	-30	33
69	18	2	-19	-19	-28	30	-30	35
69.5	18	2.5	-19	-19	-28	23	29	-35
69.75	18	2.75	-19	-19	-28	-23	28	-35
70	18	3	18	18	27	25	29	0
70.5	18	3.5	-18	-18	-27	-25	-29	32
71	18	4	-18	-18	-27	-25	30	32
72	19	1	19	19	26	-25	-30	28
73	19	2	-19	-19	-26	24	29	29
74	19	3	-19	-19	-26	23	-29	30
75	19	4	-19	-19	-26	-23	28	-30
76	20	1	22	22	26	22	29	31
78	20	3	-22	-22	-26	22	-29	-31
79	20	4	-22	-22	-26	23	-29	-31
80	21	1	24	0	26	24	0	0
81	21	2	-24	0	27	-24	0	0
82	21	3	23	0	28	23	0	0
83	21	4	24	0	-28	24	0	0
84	22	1	25	0	27	25	0	0
84.5	22	1.5	-25	0	-27	25	0	0
85	22	2	24	0	28	24	0	0
85.5	22	2.5	23	0	-28	23	0	0
86	22	3	22	22	29	26	0	0
86.5	22	3.5	-22	-22	29	-26	0	0
87	22	4	23	23	28	25	0	0
