**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	0	31
4	1	3	0	0	0	0	0	0	28	35
8	2	1	0	0	0	0	0	0	31	35
12	2	3	0	0	0	0	0	0	31	33
16	3	1	0	0	0	0	0	0	29	36
18	3	2	0	0	0	0	0	0	27	-36
19	3	2.5	0	0	0	0	0	0	28	-36
20	3	3	0	0	0	0	0	0	29	-36
21	3	3.5	0	0	0	0	0	0	30	-36
22	3	4	0	0	0	0	0	0	31	35
23	3	4.5	0	0	0	0	0	0	-31	34
24	4	1	0	0	0	0	0	0	-31	33
26	4	2	0	0	0	0	0	0	30	32
28	4	3	0	0	0	0	0	24	29	33
29	4	3.5	0	0	0	0	0	-24	28	-33
30	4	4	0	0	0	0	0	-24	31	33
32	5	1	0	0	0	0	21	28	-31	32
34	5	2	0	0	0	0	-21	-28	30	32
36	5	3	0	0	0	0	24	28	31	33
38	5	4	0	0	0	0	-24	-28	-31	35
40	6	1	0	0	0	0	24	26	0	-35
41	6	1.5	0	0	0	0	-24	-26	0	34
42	6	2	0	0	0	0	-24	-26	24	33
43	6	2.5	0	0	0	0	-24	-26	-24	32
44	6	3	0	0	0	0	22	29	26	31
45	6	3.5	0	0	0	0	-22	-29	-26	30
46	6	4	0	0	0	0	20	-29	27	29
47	6	4.5	0	0	0	0	21	-29	-27	30
48	7	1	0	0	0	0	22	-29	-27	31
49	7	1.5	0	0	0	0	23	-29	-27	32
50	7	2	0	0	0	0	24	28	26	33
51	7	2.5	0	0	0	0	-24	27	-26	-33
52	7	3	0	0	0	0	-24	26	28	31
53	7	3.5	0	0	0	0	23	-26	-28	-31
53.5	7	3.75	0	0	0	0	22	-26	-28	-31
54	7	4	0	0	0	0	23	25	-28	32
56	8	1	0	0	0	0	24	26	-28	-32
57	8	1.5	0	0	0	0	-24	-26	-28	31
58	8	2	0	0	0	0	-24	-26	-28	31
59	8	2.5	0	0	0	0	-24	24	-28	-31
60	8	3	0	0	0	0	21	25	-28	-31
62	8	4	0	0	0	0	-21	-25	-28	30
64	9	1	0	0	0	0	17	24	26	31
65	9	1.5	0	0	0	0	-17	-24	-26	32
66	9	2	0	24	0	0	-17	-24	-26	33
67	9	2.5	0	-24	0	0	-17	-24	-26	34
68	9	3	24	26	28	31	-17	-24	-26	35
69	9	3.5	-24	25	-28	-31	-17	-24	-26	-35
70	9	4	-24	26	-28	-31	-17	-24	-26	-35
71	9	4.5	-24	27	-28	-31	-17	-24	-26	-35
72	10	1	24	28	31	33	0	0	0	0
76	10	3	20	29	31	34	0	0	0	0
78	10	4	-20	-29	-31	-34	0	24	0	0
80	11	1	17	28	31	33	0	-24	0	0
82	11	2	-17	-28	-31	-33	24	24	28	31
84	11	3	-17	-28	-31	-33	-24	26	-28	-31
85	11	3.5	-17	-28	-31	-33	-24	25	-28	-31
86	11	4	-17	-28	-31	-33	24	26	28	31
87	11	4.5	-17	-28	-31	-33	-24	27	-28	-31
88	12	1	0	0	0	0	24	28	31	33
90	12	2	0	0	0	0	24	28	31	33
92	12	3	0	0	0	0	20	29	31	34
96	13	1	0	0	0	0	24	28	31	33
98	13	2	17	28	31	33	-24	-28	-31	-33
99	13	2.5	-17	-28	-31	-33	-24	27	-31	34
100	13	3	-17	-28	-31	-33	-24	26	-31	35
102	13	4	17	28	31	33	-24	-26	-31	-35
104	14	1	20	29	31	34	0	0	0	0
105	14	1.5	-20	28	30	33	0	0	0	0
106	14	2	-20	27	29	32	0	0	0	0
107	14	2.5	-20	26	-29	31	0	0	0	0
108	14	3	21	25	28	30	0	0	0	0
109	14	3.5	-21	24	-28	31	0	0	0	0
110	14	4	-21	23	-28	32	0	0	0	0
112	15	1	19	26	28	-32	0	0	0	0
114	15	2	-19	-26	-28	31	0	0	0	0
115	15	2.5	20	-26	-28	-31	0	0	0	0
116	15	3	21	25	-28	-31	0	0	0	0
118	15	4	-21	-25	-28	30	21	28	30	32
119	15	4.5	-21	24	-28	29	-21	-28	-30	-32
120	16	1	-21	25	-28	30	21	28	30	32
122	16	2	-21	-25	-28	-30	21	28	30	32
124	16	3	17	24	-28	31	24	26	28	33
125	16	3.5	-17	-24	-28	-31	-24	-26	-28	34
126	16	4	-17	-24	-28	-31	-24	-26	-28	35
127	16	4.5	-17	-24	-28	-31	-24	27	-28	34
128	17	1	0	0	0	0	-24	28	31	33
129	17	1.5	0	0	0	0	-24	-28	30	32
130	17	2	0	0	0	0	-24	29	29	31
131	17	2.5	0	0	0	0	-24	-29	28	30
132	17	3	0	0	0	0	25	-29	27	29
133	17	3.5	0	0	0	0	-25	28	25	-29
134	17	4	0	0	0	0	-25	27	32	-29
135	17	4.5	0	0	0	0	-25	26	-32	-29
136	18	1	0	0	0	0	23	25	-32	32
137	18	1.5	0	0	0	0	-23	-25	31	-32
138	18	2	0	0	0	0	-23	28	30	-32
139	18	2.5	0	0	0	0	24	-28	-30	-32
140	18	3	0	0	0	0	25	-28	29	-32
142	18	4	0	0	0	0	-25	27	-29	-32
144	19	1	0	0	0	0	21	28	30	32
146	19	2	21	28	30	32	-21	-28	-30	-32
150	19	4	21	28	30	32	0	0	0	0
152	20	1	24	28	31	33	0	0	0	0
154	20	2	-24	-28	-31	-33	17	26	28	31
158	20	4	-24	-28	-31	-33	17	26	28	31
160	21	1	0	0	0	0	20	29	27	31
162	21	2	20	29	31	34	-20	-29	-27	-31
165	21	3.5	20	27	29	34	-20	-29	-27	-31
166	21	4	20	27	29	34	-20	-29	-27	-31
168	22	1	24	28	31	33	0	0	0	0
170	22	2	-24	-28	-31	-33	17	26	28	31
171	22	2.5	-24	27	-31	-33	-17	-26	-28	-31
172	22	3	-24	26	28	-33	-17	-26	-28	-31
173	22	3.5	-24	-26	-28	-33	17	26	28	31
174	22	4	-24	-26	-28	-33	17	24	28	31
175	22	4.5	-24	-26	29	-33	-17	-24	-28	-31
176	23	1	21	28	30	32	21	23	28	32
177	23	1.5	-21	-28	-30	-32	-21	24	29	-32
178	23	2	-21	-28	-30	-32	-21	25	30	28
179	23	2.5	-21	-28	-30	-32	-21	24	31	29
180	23	3	0	0	0	0	-21	23	32	30
181	23	3.5	0	0	0	0	-21	22	-32	31
182	23	4	0	0	0	0	-21	23	28	32
183	23	4.5	0	0	0	0	-21	-23	-28	33
184	24	1	0	0	0	0	20	24	29	34
186	24	2	20	29	31	34	-20	-24	-29	-34
190	24	4	19	28	31	35	0	0	0	0
192	25	1	20	27	31	36	0	0	0	0
194	25	2	24	26	31	35	0	0	0	0
196	25	3	20	27	31	36	0	0	0	0
202	26	2	24	26	31	35	0	0	0	0
204	26	3	24	26	31	35	0	0	0	0
206	26	4	-24	-26	-31	36	0	0	0	0
207	26	4.5	-24	-26	30	-36	0	0	0	0
208	27	1	25	27	29	-36	0	0	0	0
209	27	1.5	-25	-27	-29	35	0	0	0	0
210	27	2	-25	-27	-29	34	0	0	0	0
211	27	2.5	24	28	-29	33	0	0	0	0
211.5	27	2.75	-24	29	-29	-33	0	0	0	0
212	27	3	23	30	0	32	0	0	0	0
213	27	3.5	22	-30	0	-32	0	0	0	0
214	27	4	21	-30	32	35	0	0	0	0
216	28	1	25	29	-32	-35	0	0	0	0
217	28	1.5	-25	-29	31	34	0	0	0	0
218	28	2	-25	27	29	34	0	0	0	0
219	28	2.5	-25	-27	30	-34	0	0	0	0
220	28	3	24	28	31	-34	0	0	0	0
222	28	4	-24	-28	-31	33	0	0	0	0
224	29	1	20	27	29	34	0	0	0	0
226	29	2	-20	-27	-29	-34	20	29	27	0
229	29	3.5	0	0	0	0	20	29	27	0
230	29	4	0	0	0	0	20	29	27	31
232	30	1	0	0	0	0	24	28	26	-31
233	30	1.5	0	0	0	0	-24	-28	-26	31
234	30	2	0	0	0	0	-24	-28	-26	31
236	30	3	0	0	0	0	21	-28	25	30
238	30	4	0	0	0	0	-21	-28	32	-30
240	31	1	0	0	0	0	18	27	-32	29
241	31	1.5	0	0	0	0	19	-27	-32	-29
242	31	2	0	0	0	0	20	-27	31	36
243	31	2.5	0	0	0	0	21	-27	-31	-36
244	31	3	0	0	0	0	22	26	31	-36
245	31	3.5	0	0	0	0	23	-26	-31	-36
246	31	4	0	0	0	0	24	-26	-31	35
247	31	4.5	0	0	0	0	25	27	-31	-35
248	32	1	0	0	0	0	26	28	30	-35
249	32	1.5	0	0	0	0	-26	-28	-30	34
250	32	2	0	0	0	0	24	28	31	33
252	32	3	0	0	0	0	27	29	-31	-33
254	32	4	0	0	0	0	-27	-29	30	32
255	32	4.5	0	0	0	0	-27	-29	29	-32
256	33	1	0	0	0	0	26	-29	30	33
258	33	2	19	26	30	0	-26	28	-30	-33
260	33	3	-19	28	-30	33	0	0	0	0
262	33	4	19	-28	30	-33	0	0	0	0
264	34	1	22	29	31	-33	0	0	0	0
266	34	2	-22	-29	-31	33	0	0	0	0
268	34	3	18	29	32	34	0	0	0	0
269	34	3.5	19	-29	-32	-34	0	0	0	0
270	34	4	20	-29	-32	-34	0	0	0	0
271	34	4.5	21	-29	-32	-34	0	0	0	0
272	35	1	22	-29	31	33	0	0	0	0
273	35	1.5	23	-29	-31	-33	0	0	0	0
274	35	2	24	28	-31	-33	0	0	0	0
275	35	2.5	-24	27	30	-33	0	0	0	0
275.5	35	2.75	-24	-27	29	-33	0	0	0	0
276	35	3	-24	26	28	-33	0	0	0	0
277	35	3.5	-24	24	-28	-33	0	0	0	0
278	35	4	23	25	-28	32	0	0	0	0
280	36	1	22	26	29	31	0	0	0	0
282	36	2	21	28	32	30	0	0	0	0
284	36	3	25	-28	32	29	0	0	0	0
286	36	4	-25	27	-32	-29	25	0	29	0
287	36	4.5	-25	26	-32	-29	-25	0	-29	0
288	37	1	18	27	-32	-29	-25	0	-29	0
289	37	1.5	-18	-27	-32	-29	25	0	29	0
290	37	2	-18	-27	-32	-29	25	0	29	32
292	37	3	0	0	0	0	21	0	30	-32
293	37	3.5	0	0	0	0	-21	0	-30	32
294	37	4	0	0	0	0	21	28	30	32
296	38	1	0	0	0	0	24	-28	31	33
297	38	1.5	0	0	0	0	-24	28	-31	-33
298	38	2	0	0	0	0	-24	28	-31	33
300	38	3	0	0	0	0	20	29	31	34
302	38	4	0	0	0	0	20	29	-31	-34
303	38	4.5	0	0	0	0	21	-29	-31	-34
304	39	1	0	0	0	0	22	29	31	-34
305	39	1.5	0	0	0	0	23	-29	-31	-34
306	39	2	0	0	0	0	24	28	-31	33
308	39	3	0	0	0	0	-24	28	-31	33
310	39	4	0	0	0	0	22	24	31	34
312	40	1	0	0	0	0	21	25	30	35
314	40	2	21	28	30	32	-21	-25	-30	-35
317	40	3.5	21	28	30	32	-21	-25	-30	-35
318	40	4	21	28	30	32	-21	-25	-30	-35
320	41	1	18	27	29	32	0	0	0	0
322	41	2	18	27	29	32	0	0	0	0
324	41	3	21	28	30	32	0	0	0	0
328	42	1	17	-28	31	33	0	0	0	0
330	42	2	17	28	31	33	0	0	0	0
331	42	2.5	18	-28	-31	-33	0	0	0	0
332	42	3	19	28	-31	-33	0	0	0	0
333	42	3.5	20	-28	-31	-33	0	0	0	0
334	42	4	21	-28	30	32	0	0	0	0
335	42	4.5	-21	-28	29	31	0	0	0	0
336	43	1	-21	28	30	32	0	0	0	0
338	43	2	17	-28	31	33	0	0	0	0
340	43	3	20	29	31	34	0	0	0	0
344	44	1	-20	-29	-31	-34	20	29	31	34
350	44	4	0	0	31	0	-20	-29	-31	-34
352	45	1	24	26	-31	35	17	28	31	33
354	45	2	-24	-26	24	-35	-17	-28	-31	-33
355	45	2.5	-24	-26	25	-35	-17	-28	-31	-33
356	45	3	-24	24	26	-35	-17	-28	-31	-33
357	45	3.5	-24	-24	27	-35	-17	-28	-31	-33
358	45	4	-24	-24	28	-35	-17	-28	-31	-33
359	45	4.5	-24	-24	29	-35	-17	-28	-31	-33
360	46	1	21	25	30	35	21	28	30	32
361	46	1.5	-21	-25	31	-35	-21	-28	-30	-32
362	46	2	-21	-25	32	-35	-21	-28	-30	-32
364	46	3	-21	-25	30	-35	-21	25	-30	35
365	46	3.5	-21	-25	31	-35	-21	-25	-30	-35
366	46	4	-21	25	32	-35	-21	-25	-30	-35
367	46	4.5	-21	26	-32	-35	-21	-25	-30	-35
368	47	1	25	27	-32	36	18	25	29	-35
369	47	1.5	-25	28	-32	-36	-18	-25	-29	-35
370	47	2	-25	29	31	-36	-18	-25	-29	34
371	47	2.5	-25	-29	30	-36	-18	-25	-29	33
372	47	3	-25	-29	29	32	-18	-25	-29	34
373	47	3.5	-25	-29	28	-32	-18	-25	-29	-34
374	47	4	-25	25	29	-32	-18	-25	-29	-34
376	48	1	21	-25	30	32	0	0	0	35
377	48	1.5	-21	24	-30	-32	0	0	0	-35
378	48	2	-21	23	28	-32	0	28	30	32
379	48	2.5	-21	22	-28	-32	0	-28	-30	-32
380	48	3	-21	23	28	-32	0	-28	-30	-32
381	48	3.5	-21	-23	-28	-32	0	28	30	32
382	48	4	-21	-23	-28	-32	0	28	30	32
384	49	1	0	0	0	0	0	25	32	34
386	49	2	0	0	0	0	25	-25	-32	-34
387	49	2.5	0	0	0	0	-25	26	31	-34
387.5	49	2.75	0	0	0	0	-25	-26	30	-34
388	49	3	0	0	0	0	-25	27	29	-34
389	49	3.5	0	0	0	0	25	-27	-29	-34
390	49	4	0	0	0	0	25	-27	-29	-34
391	49	4.5	0	0	0	0	-25	28	30	-34
392	50	1	0	0	0	0	22	29	31	33
395	50	2.5	0	0	0	0	23	-29	-31	-33
396	50	3	0	0	0	0	24	26	-31	-33
398	50	4	0	0	0	0	-24	29	-31	-33
399	50	4.5	0	0	0	0	25	-29	-31	-33
400	51	1	0	0	0	0	26	-29	30	-33
402	51	2	0	0	0	0	-26	28	-30	-33
404	51	3	0	0	0	0	22	29	0	31
406	51	4	0	0	0	0	-22	22	29	-31
407	51	4.5	0	0	0	0	-22	23	-29	-31
408	52	1	0	0	0	0	0	24	-29	-31
409	52	1.5	0	0	0	0	0	25	-29	-31
410	52	2	0	0	0	0	0	26	28	30
412	52	3	0	0	0	0	0	22	29	31
413	52	3.5	0	0	0	0	0	-22	28	30
414	52	4	0	0	0	0	0	25	27	29
415	52	4.5	0	0	0	0	0	-25	28	30
416	53	1	0	0	0	0	22	24	29	31
417	53	1.5	0	0	0	0	-22	-24	30	32
418	53	2	0	0	0	0	-22	-24	31	33
419	53	2.5	0	0	0	0	-22	25	-31	-33
420	53	3	0	0	0	0	-22	26	-31	29
422	53	4	0	0	0	0	21	-26	30	30
424	54	1	0	0	0	0	22	26	0	31
425	54	1.5	0	0	0	0	21	-26	0	-31
426	54	2	0	0	0	0	20	27	29	-31
427	54	2.5	0	0	0	0	21	-27	-29	-31
428	54	3	0	0	0	0	22	-27	-29	-31
429	54	3.5	0	0	0	0	23	-27	-29	-31
430	54	4	0	0	0	0	24	26	28	-31
432	55	1	0	0	0	0	20	27	29	0
434	55	2	0	0	0	0	23	25	27	34
435	55	2.5	0	0	0	0	-23	26	28	-34
436	55	3	0	0	0	0	22	27	29	-34
437	55	3.5	0	0	0	0	-22	28	30	-34
438	55	4	0	0	0	0	-22	29	31	33
440	56	1	0	0	0	0	0	25	29	34
442	56	2	0	0	0	0	0	22	-29	31
443	56	2.5	0	0	0	0	0	23	-29	32
444	56	3	0	0	0	0	0	24	28	33
445	56	3.5	0	0	0	0	0	25	-28	34
446	56	4	0	0	0	0	0	26	-28	35
447	56	4.5	0	0	0	0	0	27	29	-35
448	57	1	0	0	0	0	0	28	30	-35
449	57	1.5	0	0	0	0	0	-28	-30	34
450	57	2	0	0	0	0	0	29	31	33
452	57	3	0	0	0	0	0	27	-31	32
454	57	4	0	0	0	0	0	28	30	-32
456	58	1	0	0	0	0	0	24	31	33
457	58	1.5	0	0	0	0	0	25	-31	-33
458	58	2	0	0	0	0	24	26	-31	-33
459	58	2.5	0	0	0	0	-24	27	-31	-33
460	58	3	0	0	0	0	-24	28	24	-33
462	58	4	0	0	0	0	23	-28	25	32
464	59	1	0	0	0	0	24	0	26	31
466	59	2	0	0	0	0	21	28	-26	30
467	59	2.5	0	0	0	0	22	-28	-26	31
468	59	3	0	0	0	0	23	-28	25	32
469	59	3.5	0	0	0	0	24	-28	-25	33
470	59	4	0	0	0	0	25	27	-25	32
472	60	1	0	0	0	0	23	28	-25	-32
473	60	1.5	0	0	0	0	-23	27	-25	-32
474	60	2	0	0	0	0	24	26	28	31
476	60	3	0	0	0	0	21	25	-28	-31
477	60	3.5	0	0	0	0	-21	-25	27	-31
478	60	4	0	28	0	0	-21	28	25	30
480	61	1	0	-28	28	0	17	28	26	31
481	61	1.5	0	27	-28	0	-17	-28	-26	-31
482	61	2	24	26	-28	33	-17	-28	-26	-31
483	61	2.5	-24	25	-28	-33	-17	-28	-26	-31
484	61	3	-24	24	-28	-33	0	0	0	0
486	61	4	23	25	28	32	0	28	0	0
488	62	1	24	26	28	31	0	-28	0	0
489	62	1.5	-24	-26	-28	32	0	27	0	0
490	62	2	17	-26	-28	33	24	26	28	33
491	62	2.5	18	-26	-28	34	-24	25	-28	-33
492	62	3	19	0	-28	35	-24	24	-28	-33
493	62	3.5	17	0	-28	-35	-24	-24	-28	-33
494	62	4	21	28	-28	-35	23	25	28	32
496	63	1	17	-28	0	0	24	26	28	31
497	63	1.5	-17	27	0	0	-24	-26	-28	32
498	63	2	24	26	28	33	17	26	28	33
499	63	2.5	-24	25	-28	-33	18	-26	-28	34
500	63	3	-24	24	-28	-33	19	-26	-28	35
501	63	3.5	-24	-24	-28	-33	17	-26	29	-35
502	63	4	23	25	28	32	21	25	30	-35
504	64	1	24	26	28	31	17	0	28	35
506	64	2	-24	-26	-28	-31	-17	28	31	-35
508	64	3	21	25	28	32	21	-28	-31	-35
509	64	3.5	-21	-25	-28	-32	-21	28	-31	-35
510	64	4	-21	-25	-28	-32	-21	28	30	-35
512	65	1	24	24	26	33	17	26	31	35
516	65	3	-24	-24	-26	-33	-17	26	-31	-35
520	66	1	0	24	28	33	0	0	0	0
524	66	3	0	-24	31	-33	0	0	0	0
528	67	1	0	28	30	32	0	0	0	0
532	67	3	0	28	-30	32	0	0	0	0
534	67	4	0	28	30	33	0	0	0	0
536	68	1	0	28	30	32	0	0	0	0
538	68	2	0	26	30	35	0	0	0	0
540	68	3	0	29	31	34	0	0	0	0
542	68	4	0	-29	-31	33	0	0	0	0
543	68	4.5	0	-29	29	-33	0	0	0	0
544	69	1	21	28	30	-33	0	0	0	0
546	69	2	-21	-28	31	32	0	0	0	0
547	69	2.5	-21	-28	-31	31	0	0	0	0
548	69	3	-21	-28	-31	32	0	0	0	0
549	69	3.5	-21	-28	30	-32	0	0	0	0
550	69	4	-21	-28	30	32	0	0	0	0
551	69	4.5	-21	-28	29	-32	0	0	0	0
551.5	69	4.75	-21	-28	30	-32	0	0	0	0
552	70	1	24	0	31	33	0	0	0	0
554	70	2	-24	26	28	-33	0	0	0	0
556	70	3	24	28	31	33	0	0	0	0
558	70	4	24	29	-31	33	0	0	0	0
560	71	1	24	28	31	33	0	0	0	0
562	71	2	22	29	-31	33	0	0	0	0
563	71	2.5	-22	-29	30	-33	0	0	0	0
