**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	79	1	0	0	0	0	21	32	37	35
4	79	3	21	30	28	32	-21	-32	-37	-35
6	80	1	24	31	28	33	0	0	0	0
10	80	3	21	30	28	32	0	0	0	0
12	81	1	25	29	27	32	0	0	0	0
16	81	3	25	29	27	32	25	32	39	36
18	82	1	21	30	28	32	28	32	37	35
20	82	2	21	30	28	32	-28	-32	-37	-35
22	82	3	0	0	0	0	25	32	36	34
24	83	1	0	0	0	0	29	31	36	33
28	83	3	22	29	29	33	29	31	36	33
30	84	1	25	29	27	32	25	32	36	34
32	84	2	-25	-29	-27	-32	25	32	36	34
34	84	3	22	29	26	31	0	0	0	0
36	85	1	25	29	27	32	0	0	0	0
40	85	3	25	30	27	32	0	0	0	0
42	86	1	24	31	28	33	0	0	0	0
44	86	2	-24	-31	31	-33	0	0	0	0
45	86	2.5	25	30	-31	-33	0	0	0	0
45.5	86	2.75	-25	29	-31	-33	0	0	0	0
46	86	3	26	28	30	-33	0	0	0	0
48	87	1	27	29	29	32	0	0	0	0
50	87	2	26	30	-29	33	0	0	0	0
52	87	3	-26	-30	28	-33	26	33	33	37
54	88	1	22	29	29	33	29	31	33	38
56	88	2	-22	0	-29	-33	-29	29	-33	-38
58	88	3	0	0	0	0	28	30	33	37
60	89	1	0	0	0	0	29	31	33	36
64	89	3	0	0	0	0	29	31	33	36
66	90	1	0	0	0	0	25	32	36	34
67	90	1.5	0	0	0	0	26	-32	-36	-34
68	90	2	0	0	0	0	27	-32	-36	-34
69	90	2.5	0	0	0	0	28	-32	-36	-34
70	90	3	22	29	29	33	29	31	-36	33
72	91	1	25	27	29	32	25	32	36	34
76	91	3	25	29	27	32	25	32	39	34
78	92	1	21	28	30	32	28	32	37	35
80	92	2	-21	-28	-30	-32	-28	-32	-37	35
81	92	2.5	-21	-28	-30	-32	-28	-32	-37	34
82	92	3	21	28	30	32	28	32	35	32
83	92	3.5	-21	-28	-30	-32	-28	-32	-35	33
84	93	1	25	27	29	32	27	32	36	34
85	93	1.5	-25	-27	-29	-32	-27	-32	-36	35
86	93	2	25	27	29	-32	-27	-32	-36	36
88	93	3	25	27	29	-32	27	32	36	39
90	94	1	21	25	30	-32	28	32	35	37
92	94	2	21	25	28	-32	-28	-32	-35	37
95	94	3.5	-21	26	-28	-32	-28	-32	-35	-37
96	95	1	25	27	29	32	25	32	34	36
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
