**absq	**bar	**beat	**b7	**b7
0	1	1	0	32
4	1	3	0	32
5.5	1	3.75	0	35
6	1	4	0	34
7	1	4.5	0	32
8	2	1	0	33
10	2	2	0	29
11	2	2.5	29	33
12	2	3	29	33
13.5	2	3.75	32	32
14	2	4	31	33
15	2	4.5	28	32
16	3	1	29	31
18	3	2	25	32
19	3	2.5	-25	32
20	3	3	0	32
21	3	3.5	27	31
21.5	3	3.75	-27	30
22	3	4	27	29
23	3	4.5	26	-29
23.5	3	4.75	25	-29
24	4	1	26	31
26	4	2	0	31
27	4	2.5	0	32
28	4	3	0	29
32	5	1	0	29
35	5	2.5	29	30
36	5	3	29	31
37.5	5	3.75	-29	32
38	5	4	26	33
39	5	4.5	-26	33
40	6	1	26	29
41	6	1.5	27	-29
42	6	2	26	-29
44	6	3	25	29
45	6	3.5	27	32
46	6	4	27	32
47.5	6	4.75	28	32
48	7	1	29	34
49	7	1.5	29	34
50	7	2	28	33
52	7	3	29	33
53	7	3.5	29	33
54	7	4	28	35
55.5	7	4.75	25	34
56	8	1	26	33
57	8	1.5	27	32
58	8	2	26	33
59.5	8	2.75	-26	32
60	8	3	29	31
61	8	3.5	-29	33
62	8	4	-29	31
63	8	4.5	-29	30
63.5	8	4.75	-29	29
64	9	1	0	30
66	9	2	26	-30
68	9	3	26	33
72	10	1	-26	33
74	10	2	-26	29
76	10	3	25	32
77	10	3.5	-25	31
78	10	4	0	30
79	10	4.5	0	29
80	11	1	0	33
81	11	1.5	31	-33
82	11	2	30	-33
82.5	11	2.25	29	-33
83	11	2.5	30	-33
84	11	3	29	33
86	11	4	29	32
87	11	4.5	31	33
88	12	1	30	32
89	12	1.5	30	30
89.5	12	1.75	29	33
90	12	2	31	-33
90.5	12	2.25	-31	32
90.75	12	2.375	-31	31
91	12	2.5	30	32
91.5	12	2.75	29	-32
92	12	3	31	33
94	12	4	30	33
96	13	1	26	30
97	13	1.5	29	31
98	13	2	28	32
99	13	2.5	28	32
99.5	13	2.75	24	33
100	13	3	25	32
102	13	4	26	30
104	14	1	29	31
106	14	2	-29	32
110	14	4	27	31
112	15	1	28	30
113	15	1.5	-28	28
114	15	2	-28	31
116	15	3	28	-31
117	15	3.5	-28	30
117.5	15	3.75	-28	29
118	15	4	-28	30
120	16	1	28	31
121	16	1.5	-28	33
123	16	2.5	-28	33
124	16	3	0	32
126	16	4	0	32
127	16	4.5	0	32
128	17	1	0	32
130	17	2	0	34
133	17	3.5	0	34
134	17	4	0	33
136	18	1	0	33
140	18	3	0	33
144	19	1	0	0
146	19	2	26	33
149	19	3.5	26	33
150	19	4	29	33
152	20	1	28	35
158	20	4	29	33
160	21	1	26	33
162	21	2	26	33
163	21	2.5	30	33
165	21	3.5	30	33
166	21	4	29	33
168	22	1	29	34
172	22	3	-29	34
174	22	4	29	33
176	23	1	31	-33
178	23	2	30	33
179	23	2.5	31	33
180	23	3	29	32
181	23	3.5	31	33
182.5	23	4.25	31	33
183	23	4.5	29	32
184	24	1	28	30
185	24	1.5	29	31
186	24	2	0	0
187	24	2.5	29	31
188	24	3	25	32
189	24	3.5	25	34
190.5	24	4.25	25	34
191	24	4.5	29	33
192	25	1	26	33
193	25	1.5	26	33
194	25	2	0	0
195	25	2.5	30	33
196	25	3	29	33
198	25	4	29	32
201	26	1.5	29	32
202	26	2	29	33
204	26	3	30	33
207	26	4.5	-30	32
208	27	1	29	31
*-	*-	*-	*-	*-
