**absq	**bar	**beat	**b7
1	1	1.25	32
2	1	1.5	31
4	1	2	32
6	1	2.5	0
7	1	2.75	33
8	2	1	34
10	2	1.5	33
12	2	2	35
18	3	1.5	34
20	3	2	33
24	4	1	32
26	4	1.5	0
27	4	1.75	33
28	4	2	34
30	4	2.5	33
32	5	1	0
34	5	1.5	33
36	5	2	33
38	5	2.5	32
40	6	1	31
44	6	2	30
46	6	2.5	0
47	6	2.75	35
48	7	1	34
50	7	1.5	35
52	7	2	0
56	8	1	0
57	8	1.25	36
58	8	1.5	34
59	8	1.75	35
60	8	2	36
61	8	2.25	35
61.5	8	2.375	34
62	8	2.5	33
64	9	1	32
66	9	1.5	0
67	9	1.75	32
68	9	2	30
69	9	2.25	30
70	9	2.5	33
71	9	2.75	32
71.5	9	2.875	31
72	10	1	30
74	10	1.5	31
75	10	1.75	33
76	10	2	32
77	10	2.25	35
78	10	2.5	33
80	11	1	34
82	11	1.5	34
86	11	2.5	34
88	12	1	35
92	12	2	33
94	12	2.5	33
96	13	1	32
102	13	2.5	33
104	14	1	31
106	14	1.5	31
108	14	2	30
116	15	2	30
120	16	1	0
122	16	1.5	31
124	16	2	30
125	16	2.25	33
126.5	16	2.625	32
127	16	2.75	31
128	17	1	31
128.5	17	1.125	32
129	17	1.25	33
129.5	17	1.375	31
130	17	1.5	32
132	17	2	33
136	18	1	0
137	18	1.25	33
138	18	1.5	33
139	18	1.75	33
140	18	2	35
141	18	2.25	32
142	18	2.5	32
144	19	1	32
148	19	2	0
150	19	2.5	30
152	20	1	30
153	20	1.25	30
154	20	1.5	30
156	20	2	0
158	20	2.5	32
160	21	1	32
161	21	1.25	32
162	21	1.5	32
165	21	2.25	31
166	21	2.5	31
168	22	1	32
170	22	1.5	30
172	22	2	30
173	22	2.25	28
174	22	2.5	29
175	22	2.75	29
176	23	1	29
178	23	1.5	31
180	23	2	30
182	23	2.5	29
186	24	1.5	28
188	24	2	29
190	24	2.5	33
192	25	1	34
194	25	1.5	34
196	25	2	33
204	26	2	32
206	26	2.5	32
207	26	2.75	33
208	27	1	34
209	27	1.25	35
210	27	1.5	36
213	27	2.25	35
213.5	27	2.375	34
214	27	2.5	33
215	27	2.75	34
216	28	1	35
217	28	1.25	36
219	28	1.75	35
220	28	2	36
222	28	2.5	33
224	29	1	34
226	29	1.5	34
228	29	2	33
232	30	1	32
234	30	1.5	32
235	30	1.75	33
236	30	2	34
237	30	2.25	35
238	30	2.5	36
240	31	1	36
242	31	1.5	29
244	31	2	31
245	31	2.25	30
245.5	31	2.375	29
246	31	2.5	30
248	32	1	31
252	32	2	0
254	32	2.5	32
256	33	1	33
258	33	1.5	32
260	33	2	32
262	33	2.5	31
264	34	1	30
268	34	2	29
269	34	2.25	31
270	34	2.5	31
271	34	2.75	32
272	35	1	32
275	35	1.75	32
276	35	2	33
280	36	1	34
281	36	1.25	32
283	36	1.75	35
284	36	2	35
286	36	2.5	34
288	37	1	0
290	37	1.5	32
292	37	2	33
293.5	37	2.375	33
294	37	2.5	33
295	37	2.75	33
296	38	1	31
298	38	1.5	31
300	38	2	32
303	38	2.75	33
304	39	1	31
306	39	1.5	32
310	39	2.5	31
312	40	1	32
*-	*-	*-	*-
