**absq	**bar	**beat	**b7	**b7
0	1	1	27	0
2	1	3	-27	38
4	2	1	26	-38
6	2	3	25	34
7.5	2	4.5	-25	35
8	3	1	24	35
10	3	3	24	35
11	3	4	24	-35
13	4	2	24	36
14	4	3	25	32
15.5	4	4.5	-25	33
16	5	1	22	33
16.5	5	1.5	-22	34
16.75	5	1.75	-22	35
17	5	2	-22	36
17.5	5	2.5	-22	31
18	5	3	23	32
18.5	5	3.5	-23	33
18.75	5	3.75	-23	34
19	5	4	-23	35
19.25	5	4.25	-23	36
19.5	5	4.5	-23	37
20	6	1	22	33
23	6	4	22	-33
24	7	1	22	0
25	7	2	21	37
26	7	3	20	-37
27	7	4	-20	36
28	8	1	-20	35
29	8	2	19	-35
30	8	3	18	-35
31	8	4	-18	34
31.75	8	4.75	-18	33
32	9	1	17	33
33	9	2	-17	33
34	9	3	-17	38
36	10	1	24	-38
36.75	10	1.75	-24	37
37	10	2	-24	36
37.25	10	2.25	-24	35
37.5	10	2.5	-24	34
37.75	10	2.75	-24	33
38	10	3	23	34
38.5	10	3.5	-23	35
38.75	10	3.75	-23	36
39	10	4	-23	37
40	11	1	21	-37
40.75	11	1.75	-21	36
41	11	2	-21	35
41.25	11	2.25	-21	34
41.5	11	2.5	-21	35
41.75	11	2.75	-21	34
42	11	3	22	33
44	12	1	18	32
45	12	2	25	-32
47	12	4	24	0
48	13	1	25	0
49	13	2	26	0
50	13	3	27	0
51	13	4	-27	34
52	14	1	26	35
52.25	14	1.25	-26	34
52.5	14	1.5	-26	35
52.75	14	1.75	-26	36
53	14	2	-26	37
54	14	3	25	-37
55	14	4	-25	35
55.75	14	4.75	-25	34
56	15	1	24	35
58	15	3	24	0
59	15	4	-24	33
60	16	1	-24	36
60.25	16	1.25	-24	37
60.5	16	1.5	-24	38
60.75	16	1.75	-24	37
61	16	2	-24	36
61.25	16	2.25	-24	35
61.5	16	2.5	-24	34
61.75	16	2.75	-24	33
62	16	3	23	32
62.25	16	3.25	-23	33
62.5	16	3.5	-23	34
62.75	16	3.75	-23	32
63	16	4	-23	37
64	17	1	21	-37
64.75	17	1.75	-21	32
65	17	2	-21	33
65.25	17	2.25	-21	34
65.5	17	2.5	-21	35
65.75	17	2.75	-21	34
66	17	3	22	33
68	18	1	18	32
72	19	1	0	0
72	19	1	27	0
74	19	3	-27	31
76	20	1	26	-31
76.5	20	1.5	-26	31
77	20	2	-26	31
78	20	3	25	0
79	20	4	-25	30
79.5	20	4.5	-25	28
80	21	1	24	28
