**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	25	0	0
2	1	1.5	24	0	0
3	1	1.75	23	0	0
4	1	2	22	0	0
6	1	2.5	23	0	0
8	1	3	24	0	0
10	1	3.5	25	0	0
11	1	3.75	26	0	0
12	2	1	27	0	32
14	2	1.5	-27	0	31
15	2	1.75	-27	0	30
16	2	2	-27	0	29
18	2	2.5	25	0	30
20	2	3	26	0	31
22	2	3.5	27	0	32
23	2	3.75	28	0	33
24	3	1	29	25	34
26	3	1.5	-29	24	-34
27	3	1.75	28	23	-34
28	3	2	29	22	-34
30	3	2.5	27	23	32
32	3	3	26	24	33
34	3	3.5	-26	25	34
35	3	3.75	-26	26	35
36	4	1	25	27	36
38	4	1.5	-25	-27	32
42	4	2.5	-25	25	36
44	4	3	0	26	35
46	4	3.5	0	27	34
47	4	3.75	0	28	33
48	5	1	25	29	34
50	5	1.5	22	-29	33
51	5	1.75	-22	28	-33
52	5	2	24	29	-33
54	5	2.5	25	27	32
56	5	3	22	26	-32
58	5	3.5	-22	-26	31
60	6	1	0	25	32
62	6	1.5	29	-25	-32
66	6	2.5	27	-25	36
68	6	3	25	0	36
70	6	3.5	-25	29	34
72	7	1	24	29	33
74	7	1.5	25	27	32
76	7	2	22	26	31
78	7	2.5	-22	-26	31
80	7	3	23	25	32
82	7	3.5	-23	23	32
84	8	1	24	22	33
86	8	1.5	25	29	34
89	8	2.25	-25	28	33
90	8	2.5	26	27	32
91	8	2.75	-26	26	31
92	8	3	23	27	32
96	9	1	0	26	33
98	9	1.5	24	-26	-33
100	9	2	-24	29	-33
101	9	2.25	25	-29	-33
102	9	2.5	22	-29	-33
104	9	3	23	28	0
106	9	3.5	24	26	0
108	10	1	25	27	36
112	10	2	0	26	35
114	10	2.5	0	-26	33
116	10	3	25	25	34
118	10	3.5	-25	29	-34
120	11	1	24	-29	33
122	11	1.5	-24	28	33
124	11	2	25	27	32
126	11	2.5	-25	26	36
127	11	2.75	-25	25	-36
128	11	3	22	24	-36
130	11	3.5	-22	-24	35
132	12	1	23	25	34
134	12	1.5	25	27	33
135	12	1.75	-25	-27	32
136	12	2	22	-27	31
137	12	2.25	-22	26	-31
138	12	2.5	-22	29	29
140	12	3	26	-29	30
141	12	3.25	-26	28	-30
142	12	3.5	-26	28	-30
143	12	3.75	-26	27	-30
144	13	1	22	29	29
146	13	1.5	25	-29	-29
150	13	2.5	24	-29	-29
152	13	3	25	0	-29
154	13	3.5	27	0	-29
156	14	1	-27	25	0
157	14	1.25	28	-25	0
158	14	1.5	29	-25	0
160	14	2	-29	24	0
161	14	2.25	28	-24	0
162	14	2.5	26	-24	0
164	14	3	27	25	32
168	15	1	26	22	31
170	15	1.5	29	-22	-31
172	15	2	28	23	32
174	15	2.5	27	25	-32
176	15	3	26	-25	29
177	15	3.25	-26	24	-29
178	15	3.5	-26	24	-29
179	15	3.75	-26	23	-29
180	16	1	25	25	30
182	16	1.5	-25	27	32
184	16	2	22	26	-32
185	16	2.25	-22	-26	31
186	16	2.5	-22	-26	31
187	16	2.75	-22	25	30
187.5	16	2.875	-22	24	-30
188	16	3	0	23	32
190	16	3.5	0	22	34
192	17	1	24	0	33
194	17	1.5	-24	26	-33
195	17	1.75	25	-26	32
195.5	17	1.875	-25	-26	31
196	17	2	26	-26	30
197	17	2.25	-26	27	-30
198	17	2.5	-26	28	-30
199	17	2.75	-26	27	-30
199.5	17	2.875	-26	28	-30
200	17	3	22	29	31
202	17	3.5	-22	28	-31
203	17	3.75	-22	27	-31
204	18	1	-22	26	-31
206	18	1.5	-22	25	30
207	18	1.75	-22	24	-30
208	18	2	19	23	28
210	18	2.5	20	22	29
212	18	3	21	21	30
214	18	3.5	22	26	31
216	19	1	21	-26	-31
217	19	1.25	-21	25	30
218	19	1.5	22	24	29
220	19	2	19	23	28
222	19	2.5	20	22	29
224	19	3	19	23	-29
226	19	3.5	-19	-23	28
228	20	1	26	22	29
232	20	2	27	-22	0
234	20	2.5	-27	25	0
236	20	3	26	-25	33
238	20	3.5	-26	24	-33
240	21	1	0	25	34
243	21	1.75	0	-25	33
244	21	2	25	0	34
247	21	2.75	-25	0	35
248	21	3	0	25	34
250	21	3.5	0	-25	33
251	21	3.75	0	-25	32
252	22	1	25	29	34
254	22	1.5	24	-29	33
256	22	2	22	-29	-33
258	22	2.5	-22	-29	32
259	22	2.75	-22	-29	31
260	22	3	19	28	30
262	22	3.5	22	26	31
264	23	1	20	27	32
266	23	1.5	18	-27	36
267	23	1.75	-18	26	-36
268	23	2	20	24	-36
269	23	2.25	-20	-24	35
270	23	2.5	-20	22	34
272	23	3	19	23	35
274	23	3.5	-19	24	33
276	24	1	18	25	34
278	24	1.5	-18	27	32
280	24	2	22	26	31
282	24	2.5	-22	29	-31
283	24	2.75	-22	-29	32
283.5	24	2.875	-22	-29	33
284	24	3	-22	-29	34
286	24	3.5	-22	24	33
288	25	1	0	25	34
290	25	1.5	22	24	33
292	25	2	23	25	-33
293	25	2.25	-23	-25	32
294	25	2.5	-23	-25	32
296	25	3	22	26	-32
297	25	3.25	-22	-26	31
298	25	3.5	-22	-26	31
299	25	3.75	-22	-26	30
300	26	1	18	25	32
*-	*-	*-	*-	*-	*-
