**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	0	28	35
4	1	2	0	-28	35
6	1	2.5	0	-28	35
8	2	1	28	-28	37
12	2	2	28	-28	-37
14	2	2.5	28	-28	36
16	3	1	30	-28	35
18	3	1.5	-30	-28	34
19	3	1.75	-30	-28	33
20	3	2	-30	-28	32
22	3	2.5	29	-28	-32
24	4	1	28	30	32
26	4	1.5	27	-30	-32
28	4	2	26	31	33
32	5	1	25	32	34
38	5	2.5	-25	-32	32
40	6	1	0	30	32
42	6	1.5	0	-30	32
44	6	2	0	31	33
48	7	1	0	30	32
50	7	1.5	32	-30	-32
52	7	2	32	-30	0
54	7	2.5	32	-30	34
56	8	1	33	28	35
58	8	1.5	33	-28	35
60	8	2	32	0	34
62	8	2.5	32	25	34
64	9	1	29	25	36
66	9	1.5	-29	-25	36
68	9	2	0	25	36
70	9	2.5	32	-25	-36
72	10	1	30	26	35
74	10	1.5	31	-26	-35
76	10	2	32	25	34
80	11	1	31	29	33
84	11	2	30	28	33
86	11	2.5	31	29	34
88	12	1	32	25	-34
89	12	1.25	-32	-25	33
90	12	1.5	29	-25	32
92	12	2	-29	26	-32
94	12	2.5	28	-26	31
96	13	1	29	25	32
100	13	2	25	29	0
102	13	2.5	27	-29	0
104	14	1	26	28	0
106	14	1.5	29	27	0
108	14	2	28	26	0
110	14	2.5	27	25	0
112	15	1	-27	27	0
113	15	1.25	26	-27	0
114	15	1.5	25	-27	0
116	15	2	-25	26	0
118	15	2.5	24	-26	0
120	16	1	25	25	36
122	16	1.5	32	-25	-36
124	16	2	30	0	35
126	16	2.5	29	0	34
128	17	1	31	0	33
130	17	1.5	30	0	32
132	17	2	29	0	34
134	17	2.5	32	0	-34
136	18	1	-32	0	33
138	18	1.5	31	0	-33
140	18	2	32	32	32
142	18	2.5	28	-32	-32
144	19	1	29	31	0
146	19	1.5	28	30	0
148	19	2	27	29	0
150	19	2.5	30	28	0
152	20	1	-30	30	0
153	20	1.25	29	-30	0
154	20	1.5	28	-30	0
156	20	2	-28	29	0
158	20	2.5	27	-29	0
160	21	1	28	28	0
162	21	1.5	-28	-28	39
166	21	2.5	0	0	38
168	22	1	0	0	37
170	22	1.5	32	0	37
172	22	2	-32	0	36
174	22	2.5	31	0	-36
176	23	1	30	0	35
178	23	1.5	30	32	-35
180	23	2	29	-32	0
182	23	2.5	-29	31	0
184	24	1	28	30	0
186	24	1.5	-28	30	32
187	24	1.75	-28	30	-32
188	24	2	0	29	33
190	24	2.5	0	29	34
192	25	1	0	28	35
194	25	1.5	0	-28	35
196	25	2	0	0	36
198	25	2.5	25	0	34
200	26	1	26	0	35
202	26	1.5	27	0	36
204	26	2	28	0	37
206	26	2.5	28	0	36
207	26	2.75	-28	0	35
208	27	1	29	0	34
210	27	1.5	27	25	-34
212	27	2	28	26	0
