**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	0	1	0	0	0	0	28	0	32	32
4	0	3	0	0	0	28	-28	28	35	-32
8	3	1	0	0	28	26	31	-28	-35	33
10	3	2	0	0	-28	24	-31	29	-35	-33
12	3	3	0	0	28	28	30	30	35	32
14	3	4	0	0	26	-28	-30	28	-35	35
15	3	4.5	0	0	-26	-28	31	-28	-35	-35
16	4	1	0	0	27	25	29	32	36	-35
18	4	2	0	0	-27	-25	-29	-32	-36	34
20	4	3	0	0	25	21	28	-32	37	35
22	4	4	0	0	-25	21	-28	-32	-37	-35
24	5	1	0	28	0	-21	0	-32	35	0
25	5	1.5	0	-28	0	22	0	-32	-35	0
26	5	2	0	-28	0	23	28	-32	-35	32
27	5	2.5	0	-28	0	21	-28	-32	-35	-32
28	5	3	0	26	28	24	-28	31	-35	33
30	5	4	0	24	-28	-24	29	-31	-35	-33
32	6	1	0	28	28	21	30	30	0	32
34	6	2	0	-28	26	28	28	-30	0	35
35	6	2.5	0	-28	-26	-28	-28	31	0	-35
36	6	3	0	25	27	29	32	29	0	-35
38	6	4	0	-25	-27	29	-32	-29	0	34
40	7	1	28	21	25	30	-32	28	0	35
41	7	1.5	-28	22	-25	-30	-32	-28	0	-35
42	7	2	-28	23	-25	-30	-32	-28	0	-35
43	7	2.5	-28	21	-25	29	-32	-28	0	-35
44	7	3	26	24	0	28	31	-28	0	-35
45	7	3.5	-26	-24	0	27	-31	-28	0	-35
46	7	4	24	-24	28	26	-31	29	0	-35
48	8	1	28	21	28	25	30	30	0	0
50	8	2	-28	-21	28	28	-30	28	0	0
51	8	2.5	-28	-21	-28	-28	31	-28	0	0
52	8	3	25	0	29	-28	29	32	0	0
54	8	4	-25	0	-29	27	-29	-32	0	0
56	9	1	21	0	30	28	28	0	35	0
58	9	2	21	25	-30	28	-28	32	-35	0
60	9	3	-21	25	-30	28	0	32	-35	0
61	9	3.5	22	-25	-30	-28	0	-32	-35	0
62	9	4	23	25	-30	28	0	32	34	0
64	10	1	24	26	0	29	0	31	33	0
65	10	1.5	-24	25	0	-29	0	-31	-33	0
66	10	2	-24	26	0	-29	0	-31	-33	0
67	10	2.5	-24	27	0	-29	0	-31	-33	0
68	10	3	21	28	0	30	0	30	32	35
70	10	4	21	-28	0	-30	30	28	-32	-35
71	10	4.5	-21	-28	0	-30	-30	29	-32	-35
72	11	1	-21	0	0	-30	-30	30	33	-35
73	11	1.5	22	0	0	-30	-30	31	-33	-35
74	11	2	23	0	0	-30	30	32	32	34
76	11	3	24	0	0	0	28	31	35	33
77	11	3.5	25	0	0	0	-28	-31	-35	-33
78	11	4	26	0	0	0	-28	30	-35	-33
79	11	4.5	-26	0	0	0	29	-30	-35	32
79.5	11	4.75	-26	0	0	0	-29	-30	-35	31
80	12	1	23	0	0	0	30	-30	-35	32
82	12	2	-23	0	0	0	-30	29	34	33
83	12	2.5	-23	0	0	0	-30	28	33	-33
84	12	3	-23	25	0	0	-30	27	34	-33
86	12	4	-23	-25	0	0	-30	-27	-34	32
88	13	1	19	23	0	28	0	26	35	33
90	13	2	-19	21	26	-28	0	-26	-35	33
92	13	3	0	24	-26	-28	0	0	-35	-33
94	13	4	0	-24	26	29	0	0	-35	33
96	14	1	25	23	27	30	0	0	0	32
98	14	2	23	-23	25	-30	32	0	0	35
100	14	3	24	0	26	29	31	0	0	-35
102	14	4	25	0	27	-29	29	0	0	34
104	15	1	21	0	25	28	30	0	0	35
106	15	2	-21	0	28	-28	-30	0	0	-35
108	15	3	24	28	-28	-28	28	0	0	-35
109	15	3.5	-24	-28	27	-28	-28	0	0	-35
110	15	4	-24	-28	26	-28	-28	28	0	-35
111	15	4.5	-24	27	25	-28	-28	-28	0	-35
112	16	1	0	26	24	0	0	-28	0	0
113	16	1.5	0	25	-24	0	0	27	0	0
114	16	2	0	24	-24	0	28	26	0	35
115	16	2.5	0	-24	23	0	-28	25	0	-35
116	16	3	0	-24	22	0	28	24	0	35
117	16	3.5	0	-24	21	0	-28	-24	0	-35
118	16	4	0	23	28	0	28	25	0	35
120	17	1	0	22	-28	0	31	-25	0	36
122	17	2	0	-22	27	0	-31	24	0	-36
124	17	3	0	21	28	28	30	25	35	37
126	17	4	0	-21	-28	-28	-30	-25	-35	35
