**absq	**bar	**beat	**b7	**b7
0	1	1	28	35
4	1	2	30	35
6	1	2.5	30	35
8	2	1	30	35
10	2	1.5	30	35
12	2	2	30	35
14	2	2.5	30	35
16	3	1	30	35
20	3	2	29	34
22	3	2.5	27	32
24	4	1	28	33
26	4	1.5	29	34
30	4	2.5	28	33
32	5	1	27	-33
34	5	1.5	-27	32
36	5	2	26	33
40	6	1	0	0
40	6	1	28	33
44	6	2	28	35
48	7	1	30	35
50	7	1.5	30	35
52	7	2	30	35
56	8	1	30	35
58	8	1.5	30	35
60	8	2	30	35
62	8	2.5	-30	35
64	9	1	29	34
68	9	2	28	33
72	10	1	27	32
74	10	1.5	28	35
76	10	2	29	-35
78	10	2.5	-29	34
80	11	1	28	35
84	11	2	0	0
88	12	1	30	35
90	12	1.5	30	35
92	12	2	30	35
94	12	2.5	30	35
96	13	1	30	35
100	13	2	30	35
102	13	2.5	29	34
104	14	1	28	33
106	14	1.5	29	34
110	14	2.5	28	33
112	15	1	27	-33
114	15	1.5	-27	32
116	15	2	26	33
120	16	1	0	0
120	16	1	30	35
122	16	1.5	30	35
124	16	2	30	35
126	16	2.5	30	35
128	17	1	30	35
132	17	2	30	35
134	17	2.5	30	35
136	18	1	29	34
140	18	2	30	35
142	18	2.5	31	36
145	19	1.25	30	35
146	19	1.5	28	35
148	19	2	29	-35
150	19	2.5	-29	34
152	20	1	28	35
156	20	2	0	0
160	21	1	30	35
162	21	1.5	30	35
164	21	2	30	35
166	21	2.5	30	35
168	22	1	30	35
172	22	2	29	34
174	22	2.5	28	33
176	23	1	27	-33
178	23	1.5	-27	32
180	23	2	26	33
184	24	1	30	35
188	24	2	30	35
190	24	2.5	30	35
192	25	1	30	35
196	25	2	29	34
200	26	1	30	35
202	26	1.5	31	36
204	26	2	29	-36
205	26	2.25	-29	35
206	26	2.5	-29	34
207	26	2.75	28	33
208	27	1	27	32
210	27	1.5	26	33
212	27	2	27	-33
214	27	2.5	-27	32
216	28	1	26	33
224	29	1	0	0
224	29	1	28	35
228	29	2	30	35
230	29	2.5	30	35
232	30	1	30	35
234	30	1.5	-30	35
236	30	2	30	35
240	31	1	29	34
242	31	1.5	28	33
244	31	2	27	32
246	31	2.5	28	35
248	32	1	29	-35
250	32	1.5	-29	34
252	32	2	28	35
256	33	1	0	0
260	33	2	30	35
262	33	2.5	30	35
264	34	1	30	35
266	34	1.5	30	35
268	34	2	30	35
270	34	2.5	30	35
272	35	1	30	35
274	35	1.5	30	35
276	35	2	30	35
280	36	1	0	0
282	36	1.5	30	35
284	36	2	30	35
286	36	2.5	-30	35
288	37	1	29	34
290	37	1.5	27	32
292	37	2	28	33
294	37	2.5	29	34
297	38	1.25	28	33
298	38	1.5	26	33
300	38	2	27	-33
302	38	2.5	-27	32
304	39	1	26	33
312	40	1	0	0
312	40	1	30	35
314	40	1.5	30	35
316	40	2	30	35
318	40	2.5	30	35
320	41	1	30	35
324	41	2	28	33
326	41	2.5	29	34
328	42	1	30	35
330	42	1.5	31	36
334	42	2.5	30	35
336	43	1	29	-35
338	43	1.5	-29	34
340	43	2	28	35
344	44	1	0	0
348	44	2	30	35
350	44	2.5	30	35
352	45	1	30	35
356	45	2	30	35
358	45	2.5	30	35
360	46	1	29	34
362	46	1.5	28	33
364	46	2	27	-33
366	46	2.5	-27	32
368	47	1	26	33
376	48	1	0	0
376	48	1	28	33
380	48	2	30	35
382	48	2.5	30	35
384	49	1	30	35
388	49	2	30	35
390	49	2.5	30	35
392	50	1	30	35
396	50	2	30	35
400	51	1	30	35
402	51	1.5	29	34
404	51	2	28	33
406	51	2.5	28	33
408	52	1	27	32
410	52	1.5	28	-32
411	52	1.75	-28	33
412	52	2	29	34
414	52	2.5	28	35
416	53	1	29	-35
418	53	1.5	-29	34
420	53	2	28	35
424	54	1	0	0
428	54	2	30	35
430	54	2.5	30	35
432	55	1	30	35
434	55	1.5	30	35
436	55	2	30	35
440	56	1	29	34
442	56	1.5	28	33
444	56	2	29	34
448	57	1	28	33
452	57	2	0	0
454	57	2.5	30	35
456	58	1	30	35
458	58	1.5	30	35
460	58	2	30	35
464	59	1	30	35
466	59	1.5	29	34
468	59	2	28	33
470	59	2.5	29	34
473	60	1.25	-29	33
474	60	1.5	28	33
476	60	2	27	-33
478	60	2.5	-27	32
480	61	1	26	33
488	62	1	0	0
488	62	1	30	35
492	62	2	30	35
494	62	2.5	30	35
496	63	1	30	35
500	63	2	30	35
502	63	2.5	29	36
504	64	1	31	-36
505	64	1.25	-31	35
506	64	1.5	30	35
508	64	2	29	-35
510	64	2.5	-29	34
512	65	1	28	35
516	65	2	0	0
520	66	1	30	35
524	66	2	30	35
526	66	2.5	29	34
528	67	1	30	35
530	67	1.5	31	36
532	67	2	29	-36
533	67	2.25	-29	35
534	67	2.5	-29	34
535	67	2.75	28	33
536	68	1	27	32
538	68	1.5	26	33
540	68	2	27	-33
542	68	2.5	-27	32
544	69	1	26	33
552	70	1	0	0
552	70	1	28	33
556	70	2	30	35
558	70	2.5	30	35
560	71	1	30	35
564	71	2	30	35
566	71	2.5	30	35
568	72	1	30	35
570	72	1.5	30	35
572	72	2	30	35
576	73	1	28	0
578	73	1.5	-28	35
580	73	2	29	34
582	73	2.5	30	35
584	74	1	31	36
588	74	2	28	35
592	75	1	0	0
596	75	2	30	35
598	75	2.5	30	35
600	76	1	30	35
602	76	1.5	30	35
604	76	2	30	35
608	77	1	29	34
610	77	1.5	27	32
612	77	2	28	33
614	77	2.5	29	34
617	78	1.25	28	33
618	78	1.5	26	33
620	78	2	27	-33
622	78	2.5	-27	32
624	79	1	26	33
*-	*-	*-	*-	*-
