**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	29	31	33	36
4	1	3	0	0	26	30	33	35
7	1	4.5	0	0	26	30	33	35
8	2	1	0	0	26	30	33	35
10	2	2	0	0	25	32	34	36
12	2	3	0	0	28	32	35	37
14	2	4	0	0	-28	-32	35	-37
16	3	1	0	0	27	34	0	38
17	3	1.5	0	0	-27	-34	38	-38
17.5	3	1.75	0	0	-27	-34	-38	37
18	3	2	0	0	-27	31	-38	36
18.5	3	2.25	0	0	-27	-31	37	-36
19	3	2.5	0	0	-27	-31	36	-36
19.5	3	2.75	0	0	-27	-31	-36	35
20	3	3	0	0	27	-31	-36	34
20.5	3	3.25	0	0	-27	-31	35	-34
21	3	3.5	0	0	-27	-31	34	-34
21.5	3	3.75	0	0	-27	-31	-34	35
22	3	4	0	0	-27	34	-34	36
22.5	3	4.25	0	0	-27	-34	35	37
23	3	4.5	0	0	-27	-34	36	38
23.5	3	4.75	0	0	-27	-34	37	-38
24	4	1	0	0	-27	34	38	36
25	4	1.5	0	0	-27	-34	36	39
25.5	4	1.75	0	0	-27	33	-36	-39
26	4	2	0	0	28	32	39	-39
26.5	4	2.25	0	0	-28	-32	-39	38
27	4	2.5	0	0	-28	-32	-39	37
27.5	4	2.75	0	0	-28	-32	38	36
28	4	3	0	0	-28	-32	37	35
28.5	4	3.25	0	0	-28	-32	36	36
29	4	3.5	0	0	-28	-32	35	37
29.5	4	3.75	0	0	-28	-32	36	38
30	4	4	0	0	28	32	37	39
30.5	4	4.25	0	0	29	-32	38	-39
31	4	4.5	0	0	30	-32	39	32
31.5	4	4.75	0	0	31	-32	-39	33
32	5	1	0	0	32	0	32	34
32.5	5	1.25	0	0	-32	0	33	35
33	5	1.5	0	0	-32	32	34	36
33.5	5	1.75	0	0	31	-32	35	37
33.75	5	1.875	0	0	30	-32	-35	-37
34	5	2	0	0	29	33	36	38
34.5	5	2.25	0	0	-29	32	37	-38
35	5	2.5	0	0	-29	31	38	-38
35.5	5	2.75	0	0	28	32	-38	37
35.75	5	2.875	0	0	27	-32	-38	36
36	5	3	0	0	26	33	-38	35
37	5	3.5	0	0	-26	-33	37	36
37.5	5	3.75	0	0	-26	-33	36	-36
38	5	4	0	0	-26	-33	37	-36
39	5	4.5	0	0	-26	-33	-37	35
40	6	1	0	0	29	31	33	36
42	6	2	0	0	28	32	35	37
43.5	6	2.75	0	0	26	33	35	38
44	6	3	0	0	25	34	36	39
46	6	4	0	0	0	0	0	0
47	6	4.5	0	0	24	33	38	35
49	7	1.5	0	0	24	33	38	35
50	7	2	0	0	27	34	38	36
54	7	4	0	0	25	34	39	36
55	7	4.5	0	0	27	34	38	36
56	8	1	0	0	27	-34	-38	-36
57	8	1.5	0	0	28	32	37	35
58	8	2	0	0	29	31	36	33
62	8	4	0	0	29	31	36	33
