**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	30	1	0	28	0	0	0	0	0	0
4	30	3	0	-28	32	0	0	0	0	0
6	30	4	0	28	-32	0	0	0	0	0
8	31	1	28	28	-32	0	0	0	0	0
10	31	2	-28	-28	32	0	0	0	0	0
11	31	2.5	-28	29	-32	0	0	0	0	0
12	31	3	-28	30	32	35	0	0	0	0
13	31	3.5	-28	29	-32	-35	0	0	0	0
14	31	4	28	30	-32	-35	0	0	0	0
15	31	4.5	-28	31	31	-35	0	0	0	0
16	32	1	28	32	30	-35	0	0	0	0
18	32	2	-28	-32	30	35	0	0	0	0
19	32	2.5	27	-32	-30	-35	0	0	0	0
20	32	3	26	33	28	35	0	0	0	0
22	32	4	26	30	35	-35	0	0	0	0
23	32	4.5	-26	-30	-35	34	0	0	0	0
24	33	1	24	31	-35	33	0	0	0	0
26	33	2	24	-31	35	33	0	0	0	0
27	33	2.5	-24	32	-35	-33	0	0	0	0
28	33	3	-24	33	35	31	0	0	0	0
30	33	4	24	26	-35	38	0	0	0	0
31	33	4.5	-24	-26	34	-38	0	0	0	0
32	34	1	24	28	33	-38	0	0	0	0
34	34	2	-24	28	-33	38	0	0	0	0
35	34	2.5	23	-28	-33	-38	0	0	0	0
36	34	3	22	29	-33	38	0	0	0	0
38	34	4	-22	-29	31	-38	0	0	0	0
39	34	4.5	-22	28	-31	37	0	0	0	0
40	35	1	25	27	32	36	0	0	0	0
41	35	1.5	-25	-27	-32	35	0	0	0	0
42	35	2	-25	-27	34	34	0	0	0	0
44	35	3	24	31	-34	35	0	28	0	0
46	35	4	-24	-31	33	-35	0	-28	0	0
48	36	1	21	30	32	35	0	-28	32	0
49	36	1.5	-21	-30	31	-35	0	-28	-32	0
50	36	2	-21	32	30	-35	0	28	-32	0
51	36	2.5	-21	-32	29	36	0	-28	-32	0
52	36	3	-21	-32	28	37	28	28	-32	0
53	36	3.5	-21	31	-28	36	-28	-28	-32	0
54	36	4	-21	30	32	37	-28	-28	32	0
55	36	4.5	-21	29	-32	38	-28	29	-32	0
56	37	1	-21	28	-32	39	-28	30	32	35
57	37	1.5	-21	-28	31	-39	-28	29	-32	-35
58	37	2	-21	-28	30	-39	28	30	-32	-35
59	37	2.5	-21	29	29	-39	-28	31	31	-35
60	37	3	-21	30	28	-39	28	32	30	-35
62	37	4	-21	-30	-28	-39	-28	32	30	35
63	37	4.5	-21	-30	-28	-39	27	-32	-30	-35
64	38	1	0	0	0	0	26	28	30	35
66	38	2	0	0	0	0	24	31	33	-35
67	38	2.5	0	0	0	0	-24	-31	-33	34
68	38	3	0	0	0	0	24	-31	-33	33
70	38	4	0	0	0	0	27	31	29	31
72	39	1	0	0	0	0	-27	31	-29	34
73	39	1.5	0	0	0	0	-27	-31	28	-34
74	39	2	0	0	0	0	27	-31	29	-34
75	39	2.5	0	0	0	0	-27	30	30	-34
76	39	3	0	0	0	0	27	29	31	-34
78	39	4	0	0	0	0	-27	-29	-31	34
79	39	4.5	0	0	0	0	26	-29	-31	-34
80	40	1	0	0	0	0	25	27	32	34
81	40	1.5	0	0	0	0	-25	28	-32	-34
82	40	2	0	0	0	0	-25	29	-32	-34
83	40	2.5	0	0	0	0	-25	30	-32	-34
84	40	3	0	0	0	0	24	31	28	33
85	40	3.5	0	0	0	0	-24	32	-28	-33
86	40	4	0	28	0	0	-24	33	31	-33
87	40	4.5	0	-28	0	0	-24	-33	-31	34
88	41	1	0	-28	0	0	21	32	-31	35
90	41	2	0	28	0	35	-21	-32	30	-35
92	41	3	24	28	33	-35	0	31	31	33
94	41	4	-24	-28	-33	35	0	-31	-31	-33
95	41	4.5	-24	27	-33	-35	0	-31	-31	-33
96	42	1	-24	26	-33	35	24	0	-31	-33
98	42	2	24	-26	33	-35	-24	28	-31	-33
99	42	2.5	-24	27	-33	34	-24	-28	-31	-33
100	42	3	24	28	31	33	-24	-28	0	0
102	42	4	-24	26	-31	33	24	28	33	38
103	42	4.5	23	-26	-31	-33	-24	-28	-33	-38
104	43	1	22	29	-31	31	24	31	-33	-38
106	43	2	-22	-29	29	38	-24	-31	31	38
107	43	2.5	-22	-29	-29	-38	23	-31	-31	-38
108	43	3	-22	-29	31	-38	22	-31	33	38
110	43	4	22	-29	-31	38	-22	29	34	-38
111	43	4.5	-22	-29	32	-38	-22	-29	-34	37
112	44	1	22	26	33	38	-22	31	33	36
113	44	1.5	-22	-26	-33	-38	-22	30	-33	-36
114	44	2	-22	-26	-33	-38	22	29	31	38
115	44	2.5	-22	-26	-33	37	-22	28	-31	-38
116	44	3	-22	-26	-33	36	24	29	-31	-38
117	44	3.5	-22	-26	-33	-36	-24	-29	32	-38
118	44	4	-22	-26	-33	36	22	-29	33	38
120	45	1	19	-26	33	35	26	30	0	37
122	45	2	-19	-26	-33	-35	26	-30	33	37
124	45	3	0	0	0	0	29	29	33	38
125	45	3.5	0	0	0	0	-29	30	32	-38
126	45	4	0	0	0	0	-29	31	31	36
127	45	4.5	0	0	0	0	-29	32	30	-36
128	46	1	0	0	0	0	-29	33	29	38
130	46	2	0	0	0	0	28	30	32	37
132	46	3	0	0	0	0	27	31	34	-37
133	46	3.5	0	0	0	0	-27	-31	-34	36
134	46	4	0	0	0	0	25	32	-34	36
136	47	1	0	0	0	0	26	30	33	-36
138	47	2	0	0	33	0	-26	-30	-33	35
140	47	3	22	26	33	0	29	29	-33	36
141	47	3.5	-22	-26	32	0	-29	-29	-33	-36
142	47	4	-22	-26	31	36	-29	-29	-33	-36
143	47	4.5	-22	-26	30	-36	-29	-29	-33	-36
144	48	1	25	27	29	36	0	0	0	0
145	48	1.5	-25	-27	-29	35	0	0	0	0
146	48	2	-25	-27	32	34	0	0	0	0
147	48	2.5	-25	28	-32	33	0	0	0	0
148	48	3	-25	29	34	32	0	0	0	0
150	48	4	24	26	33	35	0	0	0	0
152	49	1	23	27	-33	37	0	0	0	0
153	49	1.5	-23	-27	32	-37	0	0	0	0
154	49	2	21	28	32	-37	0	0	0	0
156	49	3	22	26	-32	36	22	29	33	0
158	49	4	-22	-26	31	-36	-22	29	-33	36
159	49	4.5	-22	-26	-31	-36	-22	28	-33	-36
160	50	1	0	25	32	-36	25	27	34	36
161	50	1.5	0	-25	-32	-36	-25	26	-34	35
162	50	2	0	-25	-32	-36	-25	25	34	34
163	50	2.5	0	-25	-32	-36	-25	-25	-34	33
164	50	3	0	0	0	0	-25	29	34	32
166	50	4	0	0	0	0	24	26	33	35
168	51	1	0	0	0	0	23	27	-33	37
169	51	1.5	0	0	0	0	-23	-27	32	-37
170	51	2	0	0	0	0	21	28	32	-37
172	51	3	0	0	0	0	22	26	-32	36
174	51	4	0	29	0	33	-22	-26	31	-36
