**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	25	0	0
1	1	2	-25	0	32
2	1	3	25	0	34
2.5	1	3.5	-25	0	35
3	1	4	-25	0	34
3.5	1	4.5	-25	0	35
4	2	1	-25	0	36
5	2	2	24	0	-36
5.5	2	2.5	-24	0	35
6	2	3	23	0	35
7	2	4	22	29	-35
7.5	2	4.5	-22	-29	34
8	3	1	21	30	35
8.5	3	1.5	-21	29	-35
9	3	2	-21	30	32
9.5	3	2.5	-21	31	-32
10	3	3	-21	32	0
11	3	4	20	-32	0
11.5	3	4.5	-20	31	0
12	4	1	19	31	0
13	4	2	18	-31	32
13.5	4	2.5	-18	30	-32
14	4	3	17	31	33
14.5	4	3.5	-17	-31	34
15	4	4	-17	31	33
15.5	4	4.5	-17	-31	34
16	5	1	-17	33	35
16.5	5	1.5	-17	-33	35
17	5	2	-17	-33	36
17.5	5	2.5	-17	34	-36
18	5	3	16	32	-36
19	5	4	-16	-32	35
20	6	1	15	33	36
22	6	3	22	-33	-36
25	7	2	21	0	0
26	7	3	20	0	0
27	7	4	-20	38	36
29	8	2	21	37	35
30	8	3	22	-37	-35
31	8	4	23	36	34
32	9	1	24	-36	-34
33	9	2	-24	35	33
33.5	9	2.5	-24	34	32
34	9	3	-24	33	31
34.5	9	3.5	-24	34	32
35	9	4	-24	33	31
35.5	9	4.5	-24	34	32
36	10	1	-24	35	33
36.5	10	1.5	-24	-35	32
37	10	2	-24	36	31
37.5	10	2.5	-24	-36	30
38	10	3	25	-36	29
38.5	10	3.5	-25	35	-29
38.75	10	3.75	-25	34	-29
39	10	4	-25	33	-29
39.5	10	4.5	-25	-33	29
40	11	1	21	35	30
40.5	11	1.5	-21	-35	31
41	11	2	-21	34	32
42	11	3	22	33	-32
43	11	4	-22	-33	31
44	12	1	18	32	32
45	12	2	25	-32	-32
47	12	4	24	0	36
48	13	1	25	0	34
49	13	2	26	0	35
50	13	3	27	0	36
51	13	4	-27	36	-36
52	14	1	-27	34	-36
53	14	2	26	35	35
54	14	3	25	36	34
55	14	4	24	-36	33
56	15	1	23	32	34
58	15	3	-23	32	-34
59	15	4	23	33	-34
60	16	1	22	34	36
61	16	2	21	-34	37
62	16	3	20	0	38
63	16	4	-20	34	-38
64	17	1	23	32	0
