**absq	**bar	**beat	**b7	**b7
0	1	1	0	33
4	1	3	0	35
6	1	4	0	36
8	2	1	0	37
9	2	1.5	0	36
10	2	2	0	35
11	2	2.5	0	34
12	2	3	0	33
14	2	4	0	35
16	3	1	33	38
19	3	2.5	-33	37
20	3	3	31	36
21	3	3.5	-31	35
21.5	3	3.75	-31	36
22	3	4	30	37
24	4	1	29	33
25	4	1.5	30	-33
26	4	2	31	-33
27	4	2.5	32	-33
28	4	3	33	0
30	4	4	34	0
32	5	1	35	0
34	5	2	33	0
36	5	3	33	0
39	5	4.5	32	0
40	6	1	31	33
42	6	2	31	-33
44	6	3	30	35
46	6	4	29	36
48	7	1	-29	37
50	7	2	28	-37
52	7	3	29	33
54	7	4	-29	38
55	7	4.5	30	-38
56	8	1	31	-38
57	8	1.5	32	37
58	8	2	33	36
60	8	3	33	-36
61	8	3.5	-33	35
61.5	8	3.75	-33	34
62	8	4	-33	35
64	9	1	-33	36
68	9	3	0	0
72	10	1	0	0
80	11	1	0	0
82	11	2	33	38
84	11	3	-33	38
86	11	4	33	37
88	12	1	32	-37
89	12	1.5	-32	36
90	12	2	-32	36
91	12	2.5	29	-36
92	12	3	31	35
94	12	4	30	-35
96	13	1	31	33
99	13	2.5	-31	32
100	13	3	0	33
101	13	3.5	0	34
102	13	4	33	35
104	14	1	33	0
106	14	2	29	36
108	14	3	31	36
110	14	4	30	35
112	15	1	33	36
113	15	1.5	32	-36
114	15	2	31	-36
115	15	2.5	30	37
116	15	3	29	38
118	15	4	30	37
120	16	1	31	36
123	16	2.5	32	35
123.5	16	2.75	-32	34
124	16	3	33	33
125	16	3.5	-33	34
126	16	4	-33	35
128	17	1	32	35
130	17	2	31	33
133	17	3.5	30	32
133.5	17	3.75	-30	31
134	17	4	29	32
136	18	1	-29	33
137	18	1.5	28	-33
137.5	18	1.75	27	-33
138	18	2	28	-33
139	18	2.5	27	-33
139.5	18	2.75	28	-33
140	18	3	29	-33
144	19	1	33	0
146	19	2	-33	37
148	19	3	0	38
150	19	4	33	-38
151	19	4.5	-33	38
152	20	1	34	36
153	20	1.5	34	36
154	20	2	33	35
155	20	2.5	33	-35
156	20	3	31	36
158	20	4	29	-36
159	20	4.5	34	-36
161	21	1.5	34	-36
162	21	2	33	-36
164	21	3	34	-36
165	21	3.5	34	-36
166	21	4	33	-36
168	22	1	33	0
170	22	2	-33	38
173	22	3.5	33	38
174	22	4	-33	37
175	22	4.5	30	-37
176	23	1	31	33
179	23	2.5	31	33
180	23	3	30	37
181	23	3.5	33	-37
182	23	4	-33	36
183	23	4.5	32	-36
183.5	23	4.75	31	-36
184	24	1	32	0
186	24	2	33	35
187	24	2.5	33	-35
188	24	3	-33	36
189	24	3.5	33	-36
190	24	4	32	37
192	25	1	-32	37
193	25	1.5	33	37
194	25	2	-33	38
195	25	2.5	34	-38
196	25	3	35	37
200	26	1	33	0
202	26	2	0	0
204	26	3	0	0
208	27	1	0	0
210	27	2	0	37
212	27	3	33	36
213	27	3.5	-33	35
214	27	4	32	34
215	27	4.5	31	34
216	28	1	30	33
217	28	1.5	30	35
218	28	2	29	34
219	28	2.5	31	33
220	28	3	30	33
221	28	3.5	29	32
222	28	4	29	33
223	28	4.5	28	-33
224	29	1	29	-33
226	29	2	0	0
228	29	3	0	0
230	29	4	0	0
231	29	4.5	33	0
232	30	1	32	39
233	30	1.5	30	-39
234	30	2	33	38
235	30	2.5	32	37
236	30	3	31	36
237	30	3.5	-31	36
238	30	4	30	35
239	30	4.5	35	37
240	31	1	34	36
241	31	1.5	33	35
242	31	2	-33	34
243	31	2.5	32	-34
244	31	3	33	35
247	31	4.5	33	-35
249	32	1.5	33	0
250	32	2	32	0
252	32	3	35	0
253	32	3.5	34	0
254	32	4	33	0
256	33	1	32	0
258	33	2	34	37
260	33	3	35	-37
261	33	3.5	-35	37
262	33	4	33	36
264	34	1	35	39
265	34	1.5	34	-39
266	34	2	35	38
267	34	2.5	-35	37
267.5	34	2.75	34	-37
268	34	3	33	-37
269	34	3.5	-33	36
270	34	4	34	37
271	34	4.5	27	-37
273	35	1.5	30	-37
275	35	2.5	30	-37
276	35	3	28	0
277	35	3.5	27	0
278	35	4	26	0
280	36	1	27	0
282	36	2	0	0
284	36	3	32	37
288	37	1	35	-37
290	37	2	35	37
292	37	3	-35	39
296	38	1	35	38
298	38	2	33	37
300	38	3	33	37
303	38	4.5	32	-37
303.5	38	4.75	31	-37
304	39	1	32	35
306	39	2	33	-35
308	39	3	35	0
310	39	4	-35	39
312	40	1	35	-39
314	40	2	35	39
316	40	3	-35	37
318	40	4	35	-37
320	41	1	33	36
322	41	2	33	35
324	41	3	-33	34
325	41	3.5	32	-34
325.5	41	3.75	31	-34
326	41	4	32	-34
328	42	1	33	30
336	43	1	0	0
338	43	2	0	37
340	43	3	0	36
341	43	3.5	29	38
342	43	4	28	37
343	43	4.5	30	-37
344	44	1	29	33
345	44	1.5	31	36
346	44	2	30	-36
347	44	2.5	-30	35
348	44	3	29	36
351	44	4.5	-29	36
352	45	1	0	39
353	45	1.5	0	39
354	45	2	33	38
355	45	2.5	-33	38
356	45	3	35	37
357	45	3.5	35	-37
358	45	4	33	36
359	45	4.5	33	-36
360	46	1	32	0
361	46	1.5	-32	37
362	46	2	33	35
363	46	2.5	-33	33
364	46	3	0	36
365	46	3.5	33	-36
365.5	46	3.75	-33	35
366	46	4	32	34
367	46	4.5	30	-34
368	47	1	33	33
369.5	47	1.75	32	-33
370	47	2	31	0
371	47	2.5	30	37
372	47	3	0	38
373	47	3.5	33	38
374	47	4	34	36
375	47	4.5	34	-36
376	48	1	32	37
378	48	2	33	0
379	48	2.5	33	35
380	48	3	33	38
381	48	3.5	33	-38
382	48	4	32	37
384	49	1	33	37
389	49	3.5	33	-37
390	49	4	31	33
391	49	4.5	29	-33
392	50	1	32	37
394	50	2	33	35
395	50	2.5	-33	33
396	50	3	0	36
397.5	50	3.75	0	35
398	50	4	0	34
399	50	4.5	34	-34
400	51	1	35	33
402	51	2	35	-33
404	51	3	33	0
406	51	4	-33	36
408	52	1	32	34
410	52	2	34	32
412	52	3	35	39
413	52	3.5	35	-39
414	52	4	34	-39
415	52	4.5	-34	38
416	53	1	-34	37
417	53	1.5	33	-37
418	53	2	33	-37
421	53	3.5	32	-37
421.5	53	3.75	31	-37
422	53	4	32	-37
424	54	1	33	35
*-	*-	*-	*-	*-
