**absq	**bar	**beat	**b7
4	1	3	29
6	1	4	30
7	1	4.5	32
8	2	1	32
9	2	1.5	31
10	2	2	30
12	2	3	29
14	2	4	0
15	2	4.5	32
16	3	1	31
17.5	3	1.75	30
18	3	2	31
19	3	2.5	32
20	3	3	28
24	4	1	29
28	4	3	0
30	4	4	25
32	5	1	26
33	5	1.5	28
34	5	2	28
35	5	2.5	27
36	5	3	26
38	5	4	25
40	6	1	0
41	6	1.5	28
42	6	2	27
43.5	6	2.75	26
44	6	3	27
45	6	3.5	28
46	6	4	25
48	7	1	25
49	7	1.5	28
50	7	2	27
51.5	7	2.75	28
52	7	3	29
53	7	3.5	29
54	7	4	26
56	8	1	29
60	8	3	0
62	8	4	25
64	9	1	32
68	9	3	31
70	9	4	31
71	9	4.5	31
72	10	1	30
72.5	10	1.25	29
73	10	1.5	28
73.5	10	1.75	29
74	10	2	30
74.5	10	2.25	31
75	10	2.5	32
75.5	10	2.75	30
76	10	3	31
77	10	3.5	32
79	10	4.5	31
80	11	1	32
82	11	2	25
84	11	3	32
88	12	1	28
90	12	2	28
91	12	2.5	26
92	12	3	25
96	13	1	32
100	13	3	0
104	14	1	0
108	14	3	0
109	14	3.5	30
110	14	4	30
116	15	3	29
118	15	4	28
119	15	4.5	28
120	16	1	27
122	16	2	26
124	16	3	29
128	17	1	26
129	17	1.5	29
130	17	2	29
133	17	3.5	25
134	17	4	28
136	18	1	28
140	18	3	0
144	19	1	0
146	19	2	33
150	19	4	32
152	20	1	31
156	20	3	32
158	20	4	30
160	21	1	29
162	21	2	29
163	21	2.5	25
164	21	3	28
165	21	3.5	28
166	21	4	25
166.5	21	4.25	26
167	21	4.5	27
167.5	21	4.75	28
168	22	1	29
168.5	22	1.25	30
169	22	1.5	31
169.5	22	1.75	29
170	22	2	30
171	22	2.5	30
172	22	3	29
174	22	4	29
176	23	1	0
177	23	1.5	29
178	23	2	31
179	23	2.5	31
180	23	3	30
180.5	23	3.25	29
181	23	3.5	30
181.5	23	3.75	31
182	23	4	32
183	23	4.5	31
184	24	1	33
188	24	3	33
190	24	4	32
191	24	4.5	32
191.5	24	4.75	32
192	25	1	32
193	25	1.5	31
194	25	2	32
195	25	2.5	29
196	25	3	30
197	25	3.5	30
198	25	4	29
200	26	1	25
202	26	2	32
203	26	2.5	32
203.5	26	2.75	32
204	26	3	32
205	26	3.5	31
206	26	4	32
208	27	1	0
210	27	2	29
211	27	2.5	29
211.5	27	2.75	29
212	27	3	29
213	27	3.5	28
214	27	4	29
215	27	4.5	26
216	28	1	27
217	28	1.5	25
218	28	2	26
220	28	3	25
221	28	3.5	27
222	28	4	28
223.5	28	4.75	27
224	29	1	26
228	29	3	25
230	29	4	0
231	29	4.5	25
232	30	1	28
233	30	1.5	28
234	30	2	25
234.5	30	2.25	26
235	30	2.5	27
235.5	30	2.75	28
236	30	3	29
236.5	30	3.25	30
237	30	3.5	31
237.5	30	3.75	29
238	30	4	30
239	30	4.5	30
240	31	1	29
242	31	2	29
244	31	3	0
245	31	3.5	29
246	31	4	31
247	31	4.5	31
248	32	1	30
248.5	32	1.25	29
249	32	1.5	30
249.5	32	1.75	31
250	32	2	32
251	32	2.5	31
252	32	3	33
256	33	1	33
258	33	2	32
259	33	2.5	32
259.5	33	2.75	32
260	33	3	32
261	33	3.5	31
262	33	4	32
263	33	4.5	29
264	34	1	30
265	34	1.5	30
266	34	2	29
268	34	3	25
270	34	4	32
271	34	4.5	32
271.5	34	4.75	32
272	35	1	32
273	35	1.5	31
274	35	2	32
276	35	3	0
278	35	4	29
279	35	4.5	29
279.5	35	4.75	29
280	36	1	29
281	36	1.5	28
282	36	2	29
283	36	2.5	26
284	36	3	27
285	36	3.5	25
286	36	4	26
288	37	1	25
290	37	2	27
292	37	3	28
295	37	4.5	27
296	38	1	26
300	38	3	25
*-	*-	*-	*-
