**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	22	0	0	0	0	0
1	1	2	-22	0	0	29	31	33
2	1	3	22	0	0	29	31	33
3	1	4	20	0	0	27	29	-33
3.5	1	4.5	-20	0	0	-27	-29	29
4	2	1	19	0	0	26	28	30
5	2	2	-19	0	0	-26	-28	30
5.5	2	2.5	-19	0	0	-26	-28	30
6	2	3	19	0	0	26	28	31
6.5	2	3.5	-19	0	0	-26	-28	32
7	2	4	-19	0	0	0	0	33
7.5	2	4.5	-19	0	0	26	28	-33
8	3	1	20	0	0	27	29	0
8.5	3	1.5	-20	0	0	28	30	0
9	3	2	22	0	0	29	31	0
9.5	3	2.5	-22	0	0	-29	-31	29
10	3	3	-22	0	0	-29	-31	31
10.5	3	3.5	-22	0	0	-29	-31	32
11	3	4	19	0	0	26	31	33
12	4	1	21	0	0	28	31	-33
13	4	2	-21	0	0	-28	-31	32
14	4	3	-21	0	0	-28	30	32
16	5	1	24	0	0	24	31	33
16.5	5	1.5	-24	0	24	-24	28	-33
17	5	2	-24	0	26	-24	28	-33
17.5	5	2.5	-24	0	27	-24	29	-33
18	5	3	21	0	28	0	30	0
18.5	5	3.5	-21	21	-28	0	-30	32
19	5	4	-21	23	-28	0	-30	32
19.5	5	4.5	-21	24	-28	0	-30	33
20	6	1	25	25	0	0	0	34
20.5	6	1.5	-25	-25	0	25	29	-34
21	6	2	-25	-25	0	27	29	-34
21.5	6	2.5	-25	-25	0	28	30	-34
22	6	3	22	0	0	29	31	0
22.5	6	3.5	-22	22	26	-29	-31	36
23	6	4	-22	24	26	0	-31	35
23.5	6	4.5	-22	25	27	29	-31	34
24	7	1	19	26	28	28	0	33
24.5	7	1.5	-19	19	-28	29	30	-33
25	7	2	-19	21	-28	30	30	-33
25.5	7	2.5	-19	22	-28	-30	31	-33
26	7	3	23	23	0	-30	32	0
26.5	7	3.5	-23	-23	27	29	-32	32
27	7	4	24	24	26	28	31	33
27.5	7	4.5	-24	-24	26	26	-31	33
28	8	1	23	23	25	30	0	34
29	8	2	-23	-23	26	28	30	33
30	8	3	-23	-23	27	27	30	33
31	8	4	-23	-23	-27	-27	-30	32
32	9	1	19	19	26	28	30	33
36	10	1	21	0	0	0	0	0
36.5	10	1.5	-21	0	23	0	25	0
37	10	2	-21	0	30	0	32	0
37.5	10	2.5	-21	0	30	0	32	0
38	10	3	-21	0	30	0	32	0
38.5	10	3.5	-21	21	-30	0	-32	30
39	10	4	21	28	30	0	32	37
39.5	10	4.5	-21	28	30	0	32	37
40	11	1	28	28	30	0	32	37
40.5	11	1.5	-28	-28	30	0	32	-37
41	11	2	-28	28	28	0	30	37
41.5	11	2.5	-28	26	28	0	30	37
42	11	3	26	26	26	0	30	35
42.5	11	3.5	-26	26	-26	28	-30	35
43	11	4	25	25	27	29	32	34
43.5	11	4.5	24	24	-27	29	-32	33
44	12	1	23	23	0	30	0	32
45	12	2	-23	-23	0	30	0	34
45.5	12	2.5	-23	-23	0	30	32	-34
46	12	3	-23	-23	0	30	32	0
46.5	12	3.5	-23	-23	0	30	32	0
47	12	4	24	24	0	29	31	0
47.5	12	4.5	-24	-24	0	28	30	0
48	13	1	25	25	0	27	29	0
50	13	3	-25	-25	0	27	29	0
52	14	1	22	22	0	0	31	0
54	14	3	-22	-22	0	29	-31	0
55	14	4	-22	-22	0	-29	30	0
55.5	14	4.5	-22	-22	0	-29	29	0
56	15	1	26	0	0	-29	30	0
57	15	2	-26	0	0	28	-30	0
57.5	15	2.5	-26	0	0	27	-30	0
58	15	3	-26	0	0	28	-30	0
58.5	15	3.5	-26	0	0	-28	30	0
59	15	4	23	0	0	-28	30	0
59.5	15	4.5	-23	0	0	-28	31	0
60	16	1	25	0	0	-28	29	0
60.5	16	1.5	-25	0	0	27	-29	0
61	16	2	-25	0	0	27	-29	0
61.5	16	2.5	-25	0	0	28	-29	0
62	16	3	26	0	0	26	-29	0
63	16	4	-26	0	0	-26	28	0
64	17	1	19	0	0	26	28	0
65	17	2	-19	0	0	26	-28	0
