**absq	**bar	**beat	**b7	**b7
1	1	1.5	29	33
1.5	1	1.75	29	36
2	1	2	26	35
2.5	1	2.25	26	35
3	1	2.5	27	34
3.5	1	2.75	27	33
4	2	1	28	32
4.5	2	1.25	-28	30
5	2	1.5	-28	35
5.5	2	1.75	26	-35
6	2	2	31	-35
6.5	2	2.25	-31	36
7	2	2.5	-31	33
7.5	2	2.75	30	-33
8	3	1	29	-33
9	3	1.5	30	32
10	3	2	26	33
12	4	1	29	33
13	4	1.5	30	32
14	4	2	26	33
15	4	2.5	-26	33
15.5	4	2.75	-26	35
16	5	1	0	34
16.5	5	1.25	0	32
17	5	1.5	0	33
17.5	5	1.75	0	36
18	5	2	0	35
19	5	2.5	27	34
19.5	5	2.75	30	-34
20	6	1	28	0
20.5	6	1.25	26	0
21	6	1.5	30	34
21.5	6	1.75	23	37
22	6	2	26	35
22.5	6	2.25	-26	33
23	6	2.5	-26	35
23.5	6	2.75	27	34
24	7	1	28	33
24.5	7	1.25	26	30
25	7	1.5	24	33
26	7	2	25	34
27	7	2.5	-25	35
28	8	1	25	-35
29	8	1.5	-25	34
30	8	2	21	35
31	8	2.5	-21	33
31.5	8	2.75	-21	35
32	9	1	25	35
33	9	1.5	-25	34
34	9	2	21	35
36	10	1	0	0
37	10	1.5	28	32
37.5	10	1.75	26	33
38	10	2	25	34
39	10	2.5	23	35
40	11	1	24	33
41.5	11	1.75	25	-33
42	11	2	26	30
44	12	1	22	0
44.5	12	1.25	-22	36
45	12	1.5	-22	33
45.5	12	1.75	-22	35
46	12	2	0	34
46.5	12	2.25	25	32
47	12	2.5	22	36
47.5	12	2.75	24	33
48	13	1	23	34
48.5	13	1.25	23	32
49	13	1.5	22	35
49.5	13	1.75	21	34
50	13	2	24	33
51	13	2.5	21	32
52	14	1	22	-32
53	14	1.5	-22	31
54	14	2	25	32
54.5	14	2.25	28	-32
55	14	2.5	24	0
55.5	14	2.75	26	0
56	15	1	25	0
56.5	15	1.25	24	0
57	15	1.5	22	0
57.5	15	1.75	24	0
58	15	2	23	0
58.5	15	2.25	22	37
59	15	2.5	23	34
59.5	15	2.75	26	36
60	16	1	24	35
60.5	16	1.25	25	36
61	16	1.5	26	34
61.5	16	1.75	-26	33
62	16	2	27	32
63	16	2.5	25	-32
63.5	16	2.75	-25	31
64	17	1	26	30
66	17	2	22	29
*-	*-	*-	*-	*-
