**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	33
3	1	2.5	0	0	0	0	0	32
3.5	1	2.75	0	0	0	0	0	31
4	1	3	26	0	28	0	0	30
6	1	4	-26	0	-28	0	0	31
7	1	4.5	25	0	27	0	0	-31
7.5	1	4.75	24	0	26	0	0	-31
8	2	1	23	0	27	0	0	32
9	2	1.5	23	0	28	0	0	-32
10	2	2	23	0	27	0	0	-32
11	2	2.5	21	0	28	0	0	32
12	2	3	24	0	28	0	0	33
13	2	3.5	23	0	25	0	0	32
14	2	4	22	0	26	0	0	31
16	3	1	21	0	28	0	0	32
17	3	1.5	21	0	28	0	0	32
18	3	2	24	0	28	0	0	33
19.5	3	2.75	23	0	28	0	0	32
20	3	3	24	0	28	0	0	33
21	3	3.5	25	0	27	0	0	32
22	3	4	22	0	26	0	0	31
24	4	1	18	0	27	0	0	32
25	4	1.5	18	0	29	0	0	32
26	4	2	21	0	30	0	0	32
27.5	4	2.75	20	0	29	0	0	32
28	4	3	21	0	30	0	0	32
29	4	3.5	22	0	29	0	0	31
30	4	4	19	0	28	0	0	30
32	5	1	22	0	29	0	0	31
34	5	2	-22	24	-29	31	33	-31
36	5	3	0	25	0	29	34	0
39	5	4.5	0	24	0	31	33	0
40	6	1	0	28	0	30	32	0
42	6	2	0	28	0	30	32	0
43	6	2.5	0	24	0	31	33	0
44	6	3	0	28	0	30	32	0
46	6	4	0	28	0	30	32	0
47	6	4.5	0	28	0	30	33	0
48	7	1	0	28	0	30	33	0
49	7	1.5	0	28	0	30	32	0
50	7	2	0	24	0	28	31	0
51	7	2.5	0	28	0	28	30	0
52	7	3	0	27	0	29	31	0
53	7	3.5	0	24	0	31	33	0
54	7	4	0	28	0	30	32	0
55	7	4.5	0	29	0	29	31	0
56	8	1	0	28	0	30	32	0
58	8	2	0	28	0	30	32	0
59	8	2.5	0	-28	0	-30	32	0
59.5	8	2.75	0	-28	0	-30	33	0
60	8	3	0	0	0	0	34	0
61	8	3.5	0	25	0	29	-34	0
61.5	8	3.75	0	26	0	28	-34	0
62	8	4	0	27	0	29	-34	0
63	8	4.5	0	-27	0	-29	33	0
63.5	8	4.75	0	-27	0	-29	32	0
64	9	1	0	-27	0	-29	31	0
65	9	1.5	0	26	0	28	33	0
65.5	9	1.75	0	25	0	27	-33	0
66	9	2	0	24	0	28	33	0
67	9	2.5	0	24	0	28	-33	0
68	9	3	0	24	0	28	-33	0
69	9	3.5	0	24	0	31	33	0
70	9	4	0	28	0	30	32	0
72	10	1	0	24	0	31	33	0
74	10	2	21	0	28	0	0	32
76	10	3	24	0	28	0	0	33
77.5	10	3.75	24	0	-28	0	0	-33
78	10	4	20	0	29	0	0	34
79	10	4.5	21	0	-29	0	0	-34
80	11	1	22	0	26	0	0	31
81	11	1.5	23	0	-26	0	0	32
82	11	2	24	0	-26	0	0	33
83	11	2.5	25	0	25	0	0	34
84	11	3	24	0	26	0	0	35
85	11	3.5	-24	0	27	0	0	36
86	11	4	24	0	28	0	0	35
87.5	11	4.75	-24	0	29	0	0	34
88	12	1	24	0	28	0	0	33
89	12	1.5	24	0	-28	0	0	-33
90	12	2	24	0	28	0	0	33
92	12	3	-24	0	28	0	0	33
93	12	3.5	23	0	28	0	0	33
93.5	12	3.75	22	0	-28	0	0	-33
94	12	4	21	0	28	0	0	33
95	12	4.5	-21	0	27	0	0	32
95.5	12	4.75	-21	0	26	0	0	31
96	13	1	-21	0	25	0	0	30
97	13	1.5	22	0	24	0	0	31
98	13	2	23	0	28	0	0	32
99	13	2.5	24	0	28	0	0	33
100	13	3	23	0	28	0	0	32
102	13	4	24	0	28	0	0	33
104	14	1	22	0	29	0	0	33
105	14	1.5	25	0	27	0	0	34
106	14	2	24	0	26	0	0	35
108	14	3	24	0	26	0	0	35
109	14	3.5	20	0	27	0	0	34
110	14	4	24	0	28	0	0	33
113	15	1.5	23	0	25	0	0	32
114	15	2	23	0	27	0	0	32
115	15	2.5	23	0	25	0	0	32
116	15	3	22	0	26	0	0	31
118	15	4	18	0	27	0	0	32
120	16	1	22	26	0	31	36	33
123	16	2.5	19	26	0	30	35	33
123.5	16	2.75	19	26	0	30	35	33
124	16	3	19	26	0	30	35	33
125	16	3.5	20	22	0	29	34	31
126	16	4	17	24	0	28	33	31
127	16	4.5	19	-24	0	28	31	-31
128	17	1	20	-24	0	29	31	34
129	17	1.5	21	-24	0	30	30	-34
130	17	2	22	24	0	31	29	-34
131	17	2.5	-22	-24	0	-31	-29	33
131.5	17	2.75	-22	-24	0	-31	-29	33
132	17	3	21	28	0	30	30	33
133	17	3.5	21	-28	0	-30	-30	32
133.5	17	3.75	-21	27	0	-30	-30	-32
134	17	4	22	26	0	29	0	31
135	17	4.5	23	-26	0	-29	0	32
136	18	1	24	-26	0	28	0	33
137	18	1.5	-24	-26	0	29	0	34
138	18	2	21	25	0	30	0	35
140	18	3	24	0	24	31	33	35
141	18	3.5	-24	0	-24	31	-33	35
142	18	4	20	0	24	31	34	36
143.5	18	4.75	17	0	24	31	33	35
144	19	1	20	0	24	31	34	36
145	19	1.5	21	0	28	30	32	35
146	19	2	17	0	28	31	33	35
148	19	3	21	25	28	30	32	35
150	19	4	-21	-25	25	30	35	32
152	20	1	0	25	29	32	36	34
155	20	2.5	0	28	30	32	35	35
156	20	3	0	25	29	32	34	36
158	20	4	0	25	29	32	33	36
159	20	4.5	21	25	30	32	35	35
160	21	1	18	25	29	32	36	34
162	21	2	22	26	29	31	36	33
163	21	2.5	18	25	29	29	34	34
164	21	3	22	24	29	29	33	36
166	21	4	18	25	27	29	32	36
167	21	4.5	25	-25	27	29	-32	36
168	22	1	25	0	28	32	0	36
169	22	1.5	26	0	28	30	0	35
170	22	2	25	0	29	32	36	34
171	22	2.5	24	0	29	33	-36	33
172	22	3	25	0	29	32	36	34
173	22	3.5	21	0	30	-32	35	32
174	22	4	25	0	29	0	34	32
175	22	4.5	26	0	28	0	33	31
176	23	1	25	0	29	0	34	32
177	23	1.5	-25	0	-29	0	34	-32
178	23	2	22	0	29	0	33	31
179	23	2.5	-22	29	-29	0	32	-31
180	23	3	-22	29	0	0	31	-31
181	23	3.5	23	28	0	0	-31	32
181.5	23	3.75	24	-28	0	0	-31	33
182	23	4	25	27	0	0	29	34
183	23	4.5	24	28	0	0	-29	33
183.5	23	4.75	23	-28	0	0	-29	32
184	24	1	22	24	29	0	0	31
185	24	1.5	21	26	-29	0	0	30
186	24	2	20	27	29	0	0	29
187	24	2.5	21	25	28	0	0	32
188	24	3	22	22	27	29	36	32
189	24	3.5	-22	-22	26	-29	-36	31
190	24	4	18	22	27	29	36	32
191	24	4.5	-18	23	26	-29	35	-32
191.5	24	4.75	-18	24	-26	-29	-35	-32
192	25	1	0	25	25	-29	34	0
193	25	1.5	0	24	26	29	33	0
193.5	25	1.75	0	23	-26	-29	-33	0
194	25	2	0	22	24	29	34	0
195	25	2.5	0	-22	-24	-29	33	0
196	25	3	0	22	24	-29	33	0
197	25	3.5	0	-22	25	-29	32	0
197.5	25	3.75	0	-22	26	-29	-32	0
198	25	4	0	0	27	29	31	0
199	25	4.5	0	0	26	-29	-31	0
199.5	25	4.75	0	0	25	-29	-31	0
200	26	1	0	0	24	-29	31	0
201	26	1.5	0	0	21	30	32	0
201.5	26	1.75	0	0	-21	31	33	0
202	26	2	0	0	25	32	34	0
203	26	2.5	0	0	26	31	33	0
203.5	26	2.75	0	0	-26	30	32	0
204	26	3	0	0	27	29	31	0
205	26	3.5	0	0	26	30	31	0
205.5	26	3.75	0	0	25	-30	-31	0
206	26	4	20	27	24	31	34	36
207	26	4.5	-20	-27	24	-31	-34	-36
208	27	1	-20	-27	24	-31	-34	-36
209	27	1.5	20	27	24	31	34	36
210	27	2	24	28	24	31	33	35
212	27	3	20	27	24	31	34	36
213	27	3.5	20	27	24	31	34	36
215	27	4.5	20	27	24	31	34	36
216	28	1	24	28	24	31	33	35
218	28	2	20	27	24	31	34	36
219	28	2.5	-20	-27	-24	-31	35	-36
220	28	3	20	0	0	-31	36	0
221	28	3.5	-20	0	0	29	-36	0
222	28	4	21	25	21	30	35	0
223	28	4.5	-21	-25	-21	-30	-35	35
224	29	1	20	27	24	29	31	36
225	29	1.5	-20	-27	-24	-29	32	-36
226	29	2	17	26	-24	31	33	35
227	29	2.5	18	-26	-24	-31	34	-35
228	29	3	19	26	24	31	35	0
229	29	3.5	20	-26	22	-31	36	0
230	29	4	21	25	25	30	35	28
231	29	4.5	-21	-25	-25	-30	-35	29
232	30	1	-21	28	-25	30	-35	30
233	30	1.5	22	24	24	29	33	31
234	30	2	21	28	23	30	0	32
235	30	2.5	-21	28	24	-30	0	33
236	30	3	21	21	25	-30	0	32
237	30	3.5	-21	22	-25	-30	0	-32
238	30	4	21	23	-25	28	0	32
239	30	4.5	17	24	24	-28	0	-32
240	31	1	21	25	23	28	35	0
241	31	1.5	-21	26	21	-28	35	0
241.5	31	1.75	-21	-26	-21	28	-35	0
242	31	2	-21	25	28	30	35	0
243	31	2.5	20	-25	-28	-30	-35	0
243.5	31	2.75	19	-25	-28	-30	-35	0
244	31	3	18	25	29	32	-35	0
245	31	3.5	-18	-25	-29	-32	34	0
245.5	31	3.75	-18	-25	-29	-32	33	0
246	31	4	-18	25	29	25	32	34
247	31	4.5	-18	25	-29	27	-32	34
248	32	1	0	25	-29	27	-32	34
249	32	1.5	0	24	29	-27	33	33
249.5	32	1.75	0	23	-29	-27	-33	32
250	32	2	20	22	29	-27	34	31
251	32	2.5	-20	22	-29	26	35	-31
251.5	32	2.75	-20	-22	-29	25	-35	-31
252	32	3	20	22	-29	24	36	31
253	32	3.5	21	23	28	-24	-36	-31
253.5	32	3.75	-21	-23	27	-24	-36	-31
254	32	4	22	24	26	24	-36	31
255	32	4.5	-22	-24	26	-24	-36	32
256	33	1	-22	-24	26	31	36	33
257	33	1.5	-22	-24	26	31	-36	-33
258	33	2	22	24	29	31	-36	33
260	33	3	22	24	29	29	33	31
262	33	4	-22	-24	29	31	-33	-31
263	33	4.5	25	27	29	29	34	32
264	34	1	24	26	26	31	35	33
266	34	2	24	24	28	31	35	33
267	34	2.5	20	24	27	31	36	34
268	34	3	24	24	28	31	35	33
271	34	4.5	21	25	28	30	35	32
272	35	1	21	25	28	30	35	32
273	35	1.5	21	25	28	30	35	32
274	35	2	21	25	28	30	35	32
276	35	3	24	26	28	31	33	31
*-	*-	*-	*-	*-	*-	*-	*-	*-
