**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	27	0	0	0	0	0
8	2	1	23	0	0	0	0	34
12	2	3	27	0	0	0	0	-34
16	3	1	0	0	0	0	34	30
18	3	2	23	0	0	0	-34	-30
20	3	3	25	0	0	0	-34	34
22	3	4	25	0	0	0	-34	-34
24	4	1	21	23	0	0	30	35
25	4	1.5	22	-23	0	0	-30	-35
26	4	2	23	-23	0	0	-30	-35
27	4	2.5	24	-23	0	0	-30	-35
28	4	3	25	-23	0	0	34	34
29	4	3.5	26	-23	0	0	-34	-34
30	4	4	27	-23	0	0	-34	-34
31	4	4.5	25	-23	0	0	-34	-34
32	5	1	26	19	30	0	35	33
36	5	3	0	23	-30	0	34	32
40	6	1	0	0	26	30	33	0
42	6	2	26	0	-26	-30	-33	0
44	6	3	28	0	30	-30	32	0
46	6	4	28	0	-30	-30	-32	35
48	7	1	24	0	31	26	0	35
50	7	2	-24	26	-31	-26	0	35
51	7	2.5	25	-26	-31	-26	0	-35
52	7	3	26	28	30	30	0	35
53	7	3.5	-26	-28	-30	-30	0	36
54	7	4	-26	28	-30	-30	33	37
55	7	4.5	-26	-28	-30	-30	-33	35
56	8	1	22	24	29	31	33	36
58	8	2	-22	-24	-29	-31	33	33
59	8	2.5	-22	25	-29	-31	-33	-33
60	8	3	0	26	28	30	35	0
61	8	3.5	0	-26	-28	-30	36	0
62	8	4	0	-26	-28	-30	37	33
63	8	4.5	0	-26	-28	-30	35	-33
64	9	1	0	22	0	29	36	33
66	9	2	22	-22	29	-29	33	33
68	9	3	26	0	30	28	0	35
70	9	4	23	0	30	-28	0	-35
71	9	4.5	-23	0	-30	-28	0	34
72	10	1	24	0	28	0	0	33
74	10	2	24	22	26	29	0	33
76	10	3	23	25	27	30	0	32
78	10	4	-23	23	-27	30	32	-32
80	11	1	0	24	26	28	33	0
82	11	2	22	24	-26	26	33	0
84	11	3	25	23	0	27	32	0
86	11	4	23	-23	0	-27	-32	0
88	12	1	24	0	0	26	33	0
90	12	2	24	22	29	-26	-33	0
92	12	3	23	25	30	0	32	0
94	12	4	-23	23	30	0	-32	32
96	13	1	0	24	28	0	0	33
98	13	2	0	-24	26	29	0	33
100	13	3	0	23	27	30	0	32
101	13	3.5	0	-23	-27	-30	0	33
102	13	4	23	-23	-27	30	34	34
103	13	4.5	-23	-23	-27	-30	-34	32
104	14	1	23	19	26	28	35	33
106	14	2	24	-19	-26	26	34	-33
106.667	14	2.33333	-24	-19	-26	-26	33	-33
108	14	3	23	0	0	27	32	0
109.333	14	3.66667	-23	0	0	-27	33	0
110	14	4	23	0	0	-27	-33	0
110.667	14	4.33333	-23	0	0	-27	32	0
112	15	1	19	0	28	26	33	0
114	15	2	-19	19	-28	-26	-33	33
116	15	3	0	26	28	0	0	35
118	15	4	19	-26	-28	0	33	-35
120	16	1	26	0	0	28	35	0
122	16	2	-26	19	0	-28	-35	33
124	16	3	0	26	0	28	0	35
126	16	4	19	-26	0	-28	33	-35
128	17	1	26	0	0	0	35	0
130	17	2	-26	0	28	0	35	30
130.667	17	2.33333	26	0	-28	0	-35	-30
132	17	3	25	0	29	0	34	32
134	17	4	24	23	30	0	34	-32
134.667	17	4.33333	25	-23	-30	0	-34	-32
136	18	1	26	26	28	0	30	0
138	18	2	-26	-26	-28	28	-30	0
138.667	18	2.33333	-26	26	-28	-28	-30	0
139	18	2.5	-26	-26	-28	-28	31	0
140	18	3	0	25	27	29	32	0
142	18	4	23	24	-27	30	-32	34
142.667	18	4.33333	-23	25	-27	-30	-32	-34
144	19	1	19	26	26	28	0	35
146	19	2	21	-26	-26	-28	0	33
148	19	3	22	0	0	27	0	33
150	19	4	23	23	0	-27	34	32
152	20	1	19	26	0	26	35	33
154	20	2	-19	-26	28	-26	35	30
154.667	20	2.33333	-19	26	-28	-26	-35	-30
156	20	3	0	25	29	0	34	32
158	20	4	23	24	30	0	34	-32
158.667	20	4.33333	-23	25	-30	0	-34	-32
160	21	1	26	26	28	0	30	0
162	21	2	-26	-26	-28	28	-30	0
162.667	21	2.33333	26	-26	-28	-28	-30	0
163	21	2.5	-26	-26	-28	-28	31	0
164	21	3	25	0	27	29	32	0
166	21	4	24	23	-27	30	-32	34
166.667	21	4.33333	25	-23	-27	-30	-32	-34
168	22	1	26	19	26	28	0	35
170	22	2	-26	21	-26	-28	0	33
172	22	3	0	22	0	27	0	33
174	22	4	0	23	0	-27	0	32
176	23	1	0	19	30	26	0	33
178	23	2	23	-19	-30	-26	33	-33
180	23	3	26	-19	30	0	35	0
182	23	4	-26	-19	30	0	-35	28
183	23	4.5	26	-19	-30	0	35	-28
184	24	1	25	0	30	30	34	32
186	24	2	26	0	30	-30	33	28
188	24	3	23	0	30	30	32	0
190	24	4	-23	23	-30	30	-32	34
192	25	1	0	26	0	30	0	35
194	25	2	0	-26	0	30	28	-35
195	25	2.5	0	26	0	-30	-28	35
196	25	3	0	25	0	30	32	34
198	25	4	19	26	0	-30	28	33
200	26	1	21	23	0	0	30	32
201	26	1.5	-21	-23	0	0	31	-32
202	26	2	21	-23	30	0	32	-32
203	26	2.5	-21	-23	-30	0	30	-32
204	26	3	22	0	29	0	31	0
206	26	4	22	24	29	0	-31	0
207	26	4.5	-22	-24	-29	0	30	0
208	27	1	19	23	30	0	28	0
210	27	2	-19	21	30	30	-28	33
212	27	3	0	22	31	29	0	33
214	27	4	0	22	-31	29	0	33
215	27	4.5	0	-22	30	-29	0	-33
216	28	1	26	19	28	30	0	35
218	28	2	-26	-19	-28	30	0	-35
220	28	3	22	26	0	31	0	36
222	28	4	-22	-26	0	-31	33	-36
223	28	4.5	-22	-26	0	30	-33	-36
224	29	1	26	19	30	28	35	37
227	29	2.5	-26	-19	-30	-28	35	-37
228	29	3	0	23	-30	0	34	0
230	29	4	0	-23	-30	0	32	34
232	30	1	0	0	26	30	33	35
234	30	2	26	0	-26	-30	-33	33
236	30	3	28	0	30	-30	32	0
238	30	4	28	0	-30	-30	-32	35
240	31	1	24	0	31	26	0	35
242	31	2	-24	26	-31	-26	0	35
243	31	2.5	25	-26	-31	-26	0	-35
244	31	3	26	28	30	30	0	35
245	31	3.5	-26	-28	-30	-30	0	36
246	31	4	-26	28	-30	-30	33	37
247	31	4.5	-26	-28	-30	-30	-33	35
248	32	1	22	24	29	31	33	36
250	32	2	-22	-24	-29	-31	33	33
251	32	2.5	-22	25	-29	-31	-33	-33
252	32	3	0	26	28	30	35	0
253	32	3.5	0	-26	-28	-30	36	0
254	32	4	0	-26	-28	-30	37	33
255	32	4.5	0	-26	-28	-30	35	-33
256	33	1	0	22	0	29	36	33
258	33	2	22	-22	29	-29	33	33
260	33	3	26	0	30	28	0	35
262	33	4	23	0	30	-28	0	-35
263	33	4.5	-23	0	-30	-28	0	34
264	34	1	24	0	28	0	0	33
266	34	2	24	22	26	29	0	33
268	34	3	23	25	27	30	0	32
270	34	4	-23	23	-27	30	32	-32
272	35	1	0	24	26	28	33	0
274	35	2	22	24	-26	26	33	0
276	35	3	25	23	0	27	32	0
278	35	4	23	-23	0	-27	-32	0
280	36	1	24	0	0	26	33	0
282	36	2	24	22	29	-26	-33	0
284	36	3	23	25	30	0	32	0
286	36	4	-23	23	30	0	-32	32
288	37	1	0	24	28	0	0	33
290	37	2	0	-24	26	29	0	33
292	37	3	0	23	27	30	0	32
293	37	3.5	0	-23	-27	-30	0	33
294	37	4	23	-23	-27	30	34	34
295	37	4.5	-23	-23	-27	-30	-34	32
296	38	1	23	19	26	28	35	33
298	38	2	24	-19	-26	26	34	-33
298.667	38	2.33333	-24	-19	-26	-26	33	-33
300	38	3	23	0	0	27	32	0
301.333	38	3.66667	-23	0	0	-27	33	0
302	38	4	23	23	0	-27	-33	34
302.667	38	4.33333	-23	-23	0	-27	32	-34
304	39	1	19	23	26	26	33	35
306	39	2	22	22	-26	-26	31	33
308	39	3	21	23	-26	-26	30	35
310	39	4	19	-23	-26	-26	28	-35
311	39	4.5	-19	-23	-26	-26	-28	34
