**absq	**bar	**beat	**b7	**b7
4	1	3	26	35
8	2	1	22	36
10	2	2	22	36
13	2	3.5	22	36
14	2	4	21	37
16	3	1	22	36
17.5	3	1.75	-22	37
18	3	2	-22	38
20	3	3	19	37
24	4	1	26	0
26	4	2	25	0
28	4	3	23	0
29	4	3.5	24	0
31	4	4.5	22	0
32	5	1	23	0
34	5	2	23	0
36	5	3	0	37
38	5	4	0	36
40	6	1	0	34
41	6	1.5	0	35
43	6	2.5	0	33
44	6	3	0	34
46	6	4	23	34
48	7	1	26	33
50	7	2	-26	35
51	7	2.5	26	-35
52	7	3	26	-35
53	7	3.5	-26	35
54	7	4	28	35
56	8	1	25	34
57	8	1.5	-25	35
59	8	2.5	-25	34
60	8	3	21	35
68	9	3	23	0
70	9	4	23	37
71	9	4.5	23	-37
72	10	1	26	35
73.5	10	1.75	25	-35
74	10	2	26	-35
75	10	2.5	29	36
76	10	3	28	37
76.5	10	3.25	27	-37
77	10	3.5	28	-37
77.5	10	3.75	29	-37
78	10	4	28	0
79	10	4.5	-28	37
79.5	10	4.75	27	-37
80	11	1	26	35
81	11	1.5	25	36
81.5	11	1.75	24	-36
82	11	2	23	37
83	11	2.5	22	38
84	11	3	26	37
88	12	1	22	36
92	12	3	0	0
94	12	4	0	37
96	13	1	23	37
97	13	1.5	-23	37
98	13	2	23	37
99	13	2.5	23	-37
100	13	3	26	-37
101	13	3.5	-26	37
101.5	13	3.75	25	-37
102	13	4	26	35
103	13	4.5	29	36
104	14	1	28	37
104.5	14	1.25	27	-37
105	14	1.5	26	-37
105.5	14	1.75	25	-37
106	14	2	24	38
107.5	14	2.75	23	-38
108	14	3	22	0
108.5	14	3.25	23	0
109	14	3.5	24	38
109.5	14	3.75	25	-38
110	14	4	26	35
111	14	4.5	22	36
112	15	1	26	37
113	15	1.5	-26	36
114	15	2	-26	35
116	15	3	22	36
120	16	1	0	0
122	16	2	0	34
124	16	3	0	35
126	16	4	0	37
128	17	1	0	36
130	17	2	26	0
131	17	2.5	-26	35
132	17	3	22	36
133	17	3.5	-22	33
134	17	4	24	33
134.5	17	4.25	-24	34
135	17	4.5	-24	35
135.5	17	4.75	-24	36
136	18	1	21	37
137	18	1.5	-21	37
138	18	2	0	37
139.5	18	2.75	0	36
140	18	3	0	35
141.5	18	3.75	0	34
141.75	18	3.875	0	33
142	18	4	0	34
143	18	4.5	23	-34
144	19	1	24	33
145	19	1.5	-24	38
145.5	19	1.75	25	-38
146	19	2	26	37
147	19	2.5	26	37
148	19	3	27	36
150	19	4	26	35
152	20	1	24	0
154	20	2	23	0
155	20	2.5	21	0
156	20	3	22	0
157	20	3.5	22	0
158	20	4	21	0
158.5	20	4.25	22	0
159	20	4.5	23	0
159.5	20	4.75	24	0
160	21	1	25	0
160.5	21	1.25	23	0
161	21	1.5	26	0
163	21	2.5	25	0
164	21	3	26	0
