**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	77	1	0	0	0	0	0	0	32	0
4	77	3	0	0	0	0	0	0	29	0
6	78	1	0	0	0	0	0	0	32	36
10	78	3	0	0	0	0	0	0	31	33
12	79	1	0	0	0	0	0	29	34	36
14	79	2	0	0	0	0	0	-29	33	-36
15	79	2.5	0	0	0	0	0	-29	32	-36
16	79	3	0	0	0	0	0	26	33	35
18	80	1	0	0	0	0	0	29	-33	38
19	80	1.5	0	0	0	0	0	-29	32	-38
20	80	2	0	0	0	0	0	-29	31	-38
22	80	3	0	0	0	0	0	28	32	37
24	81	1	0	0	0	0	0	31	33	36
26	81	2	0	0	0	0	0	30	32	-36
28	81	3	0	0	0	0	0	-30	-32	35
29	81	3.5	0	0	0	0	0	-30	33	-35
30	82	1	0	0	0	0	25	29	34	36
32	82	2	0	0	0	0	-25	-29	-34	32
34	82	3	0	0	0	0	22	-29	33	31
36	83	1	0	0	0	0	25	29	32	34
40	83	3	0	0	0	0	24	31	33	35
42	84	1	0	0	0	0	27	31	34	36
43	84	1.5	0	0	0	0	-27	-31	-34	35
44	84	2	0	0	0	0	-27	-31	-34	36
45	84	2.5	0	0	0	0	26	32	-34	37
45.5	84	2.75	0	0	0	0	25	-32	-34	-37
46	84	3	0	0	0	0	24	33	35	38
48	85	1	0	0	0	0	28	32	-35	37
49	85	1.5	0	0	0	0	-28	-32	34	-37
50	85	2	0	0	0	0	29	-32	33	36
52	85	3	0	0	0	0	-29	31	-33	-36
54	86	1	25	29	32	34	25	32	32	36
58	86	3	22	29	31	33	0	0	0	0
60	87	1	25	29	32	34	0	0	0	0
64	87	3	24	31	33	35	0	0	0	0
66	88	1	27	31	34	36	0	0	0	0
67	88	1.5	-27	30	-34	-36	0	0	0	0
68	88	2	-27	29	31	-36	0	0	0	0
69	88	2.5	-27	30	32	-36	0	0	0	0
70	88	3	24	31	33	35	0	0	0	0
71	88	3.5	-24	32	32	-35	0	0	0	0
72	89	1	22	33	31	36	0	0	0	0
73	89	1.5	-22	-33	30	-36	0	0	0	0
74	89	2	25	32	29	34	0	0	0	0
75	89	2.5	-25	-32	-29	35	0	0	0	0
76	89	3	-25	29	32	36	0	0	0	0
77	89	3.5	-25	-29	-32	37	0	0	0	0
78	90	1	22	-29	33	38	29	31	33	36
79	90	1.5	-22	30	-33	-38	-29	-31	-33	-36
80	90	2	-22	31	-33	36	-29	-31	-33	-36
82	90	3	26	30	-33	35	26	33	33	37
84	91	1	22	29	33	36	29	33	31	38
85	91	1.5	-22	-29	-33	-36	-29	-33	32	-38
86	91	2	-22	-29	-33	-36	-29	31	33	-38
87	91	2.5	-22	-29	-33	-36	-29	-31	34	-38
88	91	3	0	0	0	0	28	32	35	37
90	92	1	0	0	33	0	24	33	35	38
92	92	2	0	0	-33	0	-24	31	35	-38
93	92	2.5	0	0	-33	0	-24	-31	-35	37
93.5	92	2.75	0	0	-33	0	-24	-31	-35	36
94	92	3	0	0	30	0	21	32	-35	37
95	92	3.5	0	0	-30	0	-21	-32	34	-37
96	93	1	29	0	33	36	22	31	33	38
97	93	1.5	-29	0	-33	-36	-22	-31	32	-38
98	93	2	-29	0	-33	-36	-22	-31	31	36
100	93	3	26	0	33	37	26	30	33	35
102	94	1	29	33	31	38	22	29	33	36
103	94	1.5	-29	-33	32	-38	-22	-29	-33	-36
104	94	2	-29	-33	33	31	-22	-29	-33	-36
105	94	2.5	-29	-33	34	-31	-22	-29	-33	-36
106	94	3	28	30	35	32	0	0	0	0
108	95	1	24	33	35	31	0	0	0	0
109	95	1.5	-24	-33	-35	32	0	0	0	0
110	95	2	-24	-33	28	33	0	0	0	0
111	95	2.5	25	-33	-28	34	0	0	0	0
112	95	3	26	31	-28	35	0	0	0	0
113	95	3.5	-26	-31	-28	33	0	0	0	0
114	96	1	25	32	29	34	0	0	0	36
116	96	2	-25	-32	32	-34	25	0	0	-36
117	96	2.5	26	31	-32	-34	-25	0	0	-36
117.5	96	2.75	-26	30	-32	-34	-25	0	0	-36
118	96	3	27	29	-32	-34	-25	0	0	32
119	96	3.5	28	-29	-32	-34	-25	0	0	-32
120	97	1	29	-29	31	33	22	0	33	36
122	97	2	-29	26	30	-33	26	0	-33	37
124	97	3	28	-26	-30	-33	-26	0	30	37
126	98	1	29	31	29	-33	22	29	33	38
129	98	2.5	-29	32	-29	-33	23	-29	-33	37
130	98	3	22	33	-29	-33	24	26	-33	36
131	98	3.5	-22	-33	-29	-33	-24	-26	-33	35
132	99	1	0	0	0	0	25	29	32	34
134	99	2	0	0	0	0	22	-29	31	33
135	99	2.5	0	0	0	0	-22	-29	-31	32
136	99	3	0	0	0	0	24	28	-31	33
137	99	3.5	0	0	0	0	-24	-28	32	-33
138	100	1	0	0	0	0	-24	31	33	36
139	100	1.5	0	0	0	0	25	-31	-33	-36
140	100	2	0	0	0	0	26	30	-33	-36
142	100	3	26	33	33	37	-26	-30	33	35
144	101	1	29	33	31	38	22	29	33	36
146	101	2	-29	31	33	-38	-22	-29	-33	-36
147	101	2.5	29	-31	-33	38	-22	-29	-33	-36
148	101	3	28	32	35	37	0	0	0	0
150	102	1	25	-32	34	36	0	0	0	0
151	102	1.5	26	-32	-34	35	0	0	0	0
152	102	2	27	31	34	36	0	0	0	0
153	102	2.5	28	-31	-34	37	0	0	0	0
154	102	3	29	-31	33	38	0	0	0	0
155	102	3.5	-29	32	34	-38	0	0	0	0
156	103	1	26	33	35	37	0	0	0	0
157	103	1.5	-26	32	34	-37	0	0	0	0
158	103	2	29	31	33	38	0	0	0	0
159	103	2.5	-29	30	32	-38	0	0	0	0
160	103	3	-29	29	31	-38	0	0	0	0
161	103	3.5	28	-29	-31	37	0	0	0	0
162	104	1	27	29	32	36	0	0	0	0
164	104	2	26	30	33	-36	0	0	0	0
166	104	3	-26	-30	-33	35	26	33	33	37
168	105	1	22	29	33	36	29	33	31	38
170	105	2	-22	-29	-33	-36	-29	31	33	-38
171	105	2.5	-22	-29	-33	-36	29	-31	-33	38
172	105	3	0	0	0	0	28	32	35	37
174	106	1	0	0	0	0	25	-32	34	36
175	106	1.5	0	0	0	0	26	-32	-34	35
176	106	2	0	0	0	0	27	31	-34	36
177	106	2.5	0	0	0	0	28	-31	-34	37
178	106	3	0	0	0	0	29	-31	33	38
179	106	3.5	0	0	0	0	-29	32	34	-38
180	107	1	0	0	0	0	26	33	35	37
181	107	1.5	0	0	0	0	-26	32	34	-37
182	107	2	0	0	0	0	29	31	33	38
183	107	2.5	0	0	0	0	-29	30	32	-38
184	107	3	0	0	0	0	-29	29	31	-38
185	107	3.5	0	0	0	0	28	-29	-31	37
186	108	1	0	0	0	0	27	32	34	36
188	108	2	0	0	0	0	28	-32	33	37
190	108	3	22	29	29	33	29	31	-33	36
192	109	1	25	27	29	34	0	32	32	36
194	109	2	-25	25	32	-34	25	29	34	-36
195	109	2.5	25	-25	-32	34	-25	-29	-34	-36
196	109	3	22	26	31	36	29	-29	33	38
198	110	1	22	29	-31	33	-29	31	33	-38
199	110	1.5	-22	-29	32	-33	29	-31	-33	38
200	110	2	24	28	33	-33	26	-31	33	35
201	110	2.5	-24	-28	-33	-33	-26	31	-33	-35
202	110	3	-24	-28	31	35	26	28	33	35
204	111	1	21	28	32	-35	28	28	32	37
205	111	1.5	-21	-28	-32	36	-28	-28	-32	-37
206	111	2	28	-28	30	37	-28	32	28	-37
207	111	2.5	-28	-28	-30	38	-28	-32	-28	-37
208	111	3	27	29	0	39	25	-32	0	36
210	112	1	28	30	32	37	21	32	30	39
212	112	2	21	28	-32	-37	28	0	-30	39
213	112	2.5	-21	-28	-32	-37	-28	0	31	-39
214	112	3	25	29	32	36	27	25	32	39
216	113	1	21	30	32	35	28	28	32	37
218	113	2	21	32	30	-35	-28	30	-32	-37
220	113	3	24	28	33	35	26	31	33	35
222	114	1	22	0	31	38	29	31	33	36
224	114	2	-22	26	29	-38	-29	33	-33	-36
225	114	2.5	-22	-26	-29	-38	28	-33	-33	-36
225.5	114	2.75	-22	-26	-29	-38	27	-33	-33	-36
226	114	3	26	26	0	37	28	-33	30	37
228	115	1	22	26	31	36	29	31	33	38
230	115	2	29	31	29	-36	22	0	31	0
232	115	3	28	30	26	37	26	33	0	33
234	116	1	29	29	31	38	22	31	33	33
236	116	2	22	26	33	36	29	29	31	38
238	116	3	25	27	-33	-36	27	29	32	36
239	116	3.5	-25	-27	32	-36	-27	-29	-32	-36
240	117	1	-25	27	32	36	25	29	32	34
242	117	2	22	26	-32	-36	29	29	33	36
243	117	2.5	-22	-26	-32	35	-29	-29	-33	-36
244	117	3	-22	-26	31	33	-29	-29	29	-36
246	118	1	25	25	32	34	25	27	29	36
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
