**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	38	1	0	0	0	0	0	29	33	0
4	38	3	0	0	0	0	0	32	34	0
6	38	4	0	0	0	0	0	-32	-34	32
8	39	1	0	0	0	0	0	31	-34	36
10	39	2	0	0	0	0	0	32	34	-36
12	39	3	0	0	0	0	0	31	33	-36
14	39	4	0	0	0	0	0	29	31	36
16	40	1	0	0	0	0	0	31	33	35
18	40	2	0	0	0	0	0	-31	-33	33
20	40	3	0	0	0	0	0	-31	-33	35
22	40	4	0	0	0	0	0	30	32	-35
23	40	4.5	0	0	0	0	0	29	31	-35
24	41	1	0	0	0	0	0	28	30	-35
25	41	1.5	0	0	0	0	0	-28	31	-35
26	41	2	0	0	0	0	0	-28	32	34
28	41	3	0	0	0	0	0	29	-32	33
30	41	4	0	0	0	0	0	-29	31	-33
32	42	1	0	0	0	0	25	-29	34	32
34	42	2	0	0	0	0	-25	-29	-34	36
36	42	3	0	0	0	0	29	0	33	38
38	42	4	0	0	0	0	-29	29	-33	-38
40	43	1	0	0	0	0	-29	33	0	-38
42	43	2	0	0	0	0	29	-33	31	38
44	43	3	0	0	0	0	28	-33	35	37
46	43	4	0	0	0	0	26	33	-35	35
47	43	4.5	0	0	0	0	-26	-33	-35	36
48	44	1	0	0	0	0	28	32	-35	37
49	44	1.5	0	0	0	0	-28	-32	-35	38
50	44	2	0	0	0	0	-28	30	35	39
51	44	2.5	0	0	0	0	27	-30	-35	-39
51.5	44	2.75	0	0	0	0	26	-30	-35	-39
52	44	3	0	0	0	0	25	32	34	-39
54	44	4	0	0	0	0	-25	-32	-34	36
55	44	4.5	0	0	0	0	26	31	-34	-36
55.5	44	4.75	0	0	0	0	-26	30	-34	-36
56	45	1	0	0	0	0	27	29	-34	-36
57	45	1.5	0	0	0	0	28	-29	-34	37
58	45	2	0	0	29	0	29	-29	33	38
59	45	2.5	0	0	-29	0	-29	-29	-33	36
60	45	3	26	0	33	37	-29	26	33	37
62	45	4	-26	0	-33	-37	28	33	-33	-37
64	46	1	29	0	-33	38	29	-33	31	36
66	46	2	-29	29	33	-38	-29	31	-31	-36
67	46	2.5	-29	-29	-33	-38	-29	-31	30	-36
68	46	3	-29	33	31	-38	22	-31	29	-36
69	46	3.5	-29	-33	32	-38	-22	-31	-29	-36
70	46	4	29	-33	33	38	-22	29	-29	-36
71	46	4.5	-29	-33	34	-38	-22	-29	-29	-36
72	47	1	28	-33	35	37	0	0	0	0
74	47	2	26	33	-35	35	0	0	0	0
76	47	3	28	32	-35	37	0	0	0	0
78	47	4	-28	30	35	-37	0	0	0	0
80	48	1	25	32	34	36	0	0	0	0
81	48	1.5	26	31	-34	-36	0	0	0	0
82	48	2	27	29	-34	-36	0	0	0	0
83	48	2.5	28	30	-34	-36	0	0	0	0
84	48	3	29	31	33	-36	0	0	0	0
85	48	3.5	-29	32	-33	-36	0	0	0	0
86	48	4	-29	33	31	33	0	0	0	0
88	49	1	25	-33	34	36	0	0	0	0
89	49	1.5	-25	32	-34	-36	0	0	0	0
90	49	2	-25	32	-34	-36	0	0	0	0
92	49	3	29	-32	33	36	22	0	0	0
94	49	4	-29	31	-33	-36	-22	0	33	0
95	49	4.5	28	-31	-33	-36	-22	0	-33	0
96	50	1	27	32	32	36	25	0	34	0
98	50	2	25	-32	-32	-36	-25	25	-34	0
99	50	2.5	26	31	-32	-36	-25	-25	-34	0
99.5	50	2.75	-26	30	-32	-36	-25	-25	-34	0
100	50	3	27	29	25	-36	-25	29	-34	36
101	50	3.5	28	-29	26	-36	-25	-29	-34	-36
102	50	4	29	25	27	-36	25	-29	34	-36
103	50	4.5	-29	-25	28	-36	-25	-29	-34	-36
104	51	1	22	26	29	-36	24	-29	33	38
106	51	2	-22	-26	33	-36	22	29	31	-38
108	51	3	0	-26	-33	0	24	28	33	-38
110	51	4	26	-26	35	0	-24	28	-33	38
111	51	4.5	-26	-26	-35	0	-24	29	-33	-38
112	52	1	28	0	-35	0	21	30	32	37
113	52	1.5	-28	0	-35	0	-21	31	-32	-37
114	52	2	-28	30	35	0	-21	32	-32	35
116	52	3	-28	-30	32	0	-21	-32	30	37
118	52	4	28	32	32	32	-21	28	-30	-37
119	52	4.5	-28	-32	-32	-32	-21	-28	31	-37
120	53	1	27	-32	34	36	0	25	32	36
122	53	2	25	32	-34	-36	0	-25	-32	-36
124	53	3	27	31	-34	-36	0	0	0	0
126	53	4	-27	29	-34	36	0	0	0	0
128	54	1	24	31	33	35	0	0	0	0
129	54	1.5	-24	32	-33	-35	0	0	0	0
130	54	2	-24	33	31	33	0	0	0	0
131	54	2.5	25	-33	-31	-33	0	0	0	0
132	54	3	26	-33	-31	35	0	0	0	0
133	54	3.5	-26	32	30	-35	0	0	0	0
134	54	4	-26	31	33	-35	0	24	0	0
135	54	4.5	27	-31	-33	-35	0	-24	0	0
136	55	1	28	-31	32	-35	21	28	0	0
138	55	2	-28	30	-32	-35	-21	-28	32	35
140	55	3	24	31	31	35	24	-28	33	-35
142	55	4	-24	28	-31	33	-24	28	-33	38
143	55	4.5	25	-28	-31	-33	-24	-28	-33	-38
144	56	1	26	31	0	-33	-24	26	33	-38
145	56	1.5	-26	-31	0	34	-24	-26	-33	-38
146	56	2	26	-31	28	35	24	24	33	35
147	56	2.5	-26	31	-28	-35	-24	-24	-33	-35
148	56	3	27	31	31	-35	22	-24	31	36
149	56	3.5	-27	-31	-31	34	-22	-24	-31	-36
150	56	4	-27	29	-31	33	20	31	29	38
151	56	4.5	-27	-29	-31	-33	-20	-31	30	-38
152	57	1	24	28	31	-33	24	-31	31	38
153	57	1.5	-24	-28	-31	-33	-24	30	32	-38
154	57	2	-24	-28	-31	33	-24	28	33	-38
156	57	3	0	27	29	34	20	29	31	38
158	57	4	0	-27	-29	36	20	27	-31	34
160	58	1	20	-27	31	-36	27	29	0	34
162	58	2	-20	-27	-31	38	27	-29	29	34
164	58	3	24	0	33	-38	26	28	31	35
165	58	3.5	-24	0	-33	-38	-26	27	-31	-35
166	58	4	-24	26	-33	38	24	26	-31	-35
167	58	4.5	-24	-26	-33	-38	-24	25	-31	-35
168	59	1	24	-26	-33	35	26	24	-31	33
170	59	2	-24	28	31	-35	-26	-24	31	-33
171	59	2.5	-24	-28	-31	36	-26	-24	-31	-33
172	59	3	21	-28	32	37	28	0	30	32
173	59	3.5	-21	-28	-32	38	-28	0	-30	-32
174	59	4	-21	28	30	39	-28	28	-30	-32
175	59	4.5	-21	-28	-30	-39	-28	29	29	-32
176	60	1	-21	25	32	-39	28	30	28	35
177	60	1.5	-21	-25	-32	-39	-28	31	29	-35
178	60	2	-21	-25	-32	32	-28	32	30	-35
180	60	3	25	-25	-32	34	25	-32	29	36
182	60	4	-25	27	-32	-34	-25	29	32	-36
183	60	4.5	-25	-27	-32	35	-25	-29	-32	-36
184	61	1	22	26	33	36	29	-29	-32	-36
185	61	1.5	-22	-26	-33	-36	-29	30	-32	-36
186	61	2	-22	-26	-33	-36	-29	31	31	33
187	61	2.5	-22	-26	-33	-36	-29	32	30	-33
188	61	3	-22	-26	29	33	-29	33	31	36
190	61	4	-22	-26	-29	-33	-29	29	-31	-36
192	62	1	25	25	29	34	25	-29	32	36
193	62	1.5	-25	-25	-29	-34	-25	28	-32	-36
194	62	2	-25	-25	-29	-34	-25	27	-32	-36
195	62	2.5	-25	-25	-29	-34	-25	26	-32	-36
196	62	3	-25	-25	-29	-34	-25	27	-32	-36
200	63	1	-25	-25	-29	-34	-25	27	-32	-36
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
