**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	129	1	0	28	32	0	35	37
4	129	3	0	25	32	0	34	36
6	130	1	0	26	30	0	33	35
9	130	2.5	0	26	30	0	33	35
10	130	3	0	26	30	0	33	35
12	131	1	0	29	31	0	33	36
16	131	3	0	25	32	0	34	36
18	132	1	0	28	32	0	35	37
21	132	2.5	0	28	32	0	35	37
22	132	3	0	25	32	0	34	36
24	133	1	0	26	30	0	33	35
27	133	2.5	0	26	30	0	33	35
28	133	3	0	24	31	0	33	35
30	134	1	0	25	29	0	32	34
32	134	2	0	22	29	0	31	33
36	135	1	0	25	29	0	32	34
38	135	2	25	0	27	29	32	0
40	135	3	21	0	28	30	32	0
42	136	1	22	0	26	29	31	0
46	136	3	25	0	27	29	32	0
48	137	1	24	0	28	31	33	0
51	137	2.5	24	0	28	31	33	0
52	137	3	21	0	28	30	32	0
54	138	1	22	0	26	29	31	0
58	138	3	21	0	28	32	30	0
60	139	1	25	0	27	32	29	0
64	139	3	21	0	28	30	32	0
66	140	1	0	25	0	29	0	34
68	140	2	0	-25	0	-29	32	-34
70	140	3	0	25	0	29	32	34
72	141	1	0	28	0	30	32	35
74	141	2	0	26	0	30	33	35
76	141	3	0	25	0	32	34	36
78	142	1	0	28	0	32	35	37
81	142	2.5	0	28	0	32	35	37
82	142	3	0	28	0	32	35	37
84	143	1	24	26	31	33	35	38
87	143	2.5	24	26	31	33	35	38
88	143	3	24	26	33	31	35	38
90	144	1	24	26	33	28	31	38
92	144	2	20	27	31	29	31	36
94	144	3	-20	-27	29	27	32	-36
96	145	1	24	26	31	28	33	35
98	145	2	0	24	33	-28	35	38
102	146	1	0	28	32	0	35	37
105	146	2.5	0	25	32	0	34	36
106	146	3	0	26	30	0	33	35
108	147	1	0	28	30	0	32	35
110	147	2	0	25	29	0	32	34
114	148	1	0	28	30	0	32	35
116	148	2	21	28	32	30	0	0
118	148	3	25	27	32	29	0	0
120	149	1	24	28	33	31	0	0
124	149	3	22	29	33	31	0	0
126	150	1	26	28	33	30	0	0
130	150	3	27	27	32	29	0	0
132	151	1	28	26	33	30	0	0
134	151	2	29	22	-33	31	0	0
136	151	3	-29	23	32	30	0	0
137	151	3.5	28	-23	-32	-30	0	0
138	152	1	28	-23	-32	-30	0	0
139	152	1.5	-28	24	-32	-30	0	0
140	152	2	-28	25	-32	29	0	0
142	152	3	27	-25	-32	-29	0	0
*-	*-	*-	*-	*-	*-	*-	*-	*-
