**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	26	0	0	35	0
2	1	2	21	-26	0	0	-35	0
3	1	2.5	-21	25	0	0	34	0
3.5	1	2.75	-21	24	0	0	33	0
4	1	3	-21	23	0	32	32	0
5	1	3.5	20	24	0	-32	33	0
5.5	1	3.75	19	-24	0	-32	-33	0
6	1	4	18	25	29	-32	34	0
7	1	4.5	19	-25	-29	31	-34	0
7.5	1	4.75	-19	-25	-29	30	-34	0
8	2	1	20	24	-29	29	31	0
9	2	1.5	-20	-24	28	30	-31	0
9.5	2	1.75	-20	-24	27	-30	-31	0
10	2	2	17	28	26	31	0	35
11	2	2.5	-17	-28	27	-31	0	34
11.5	2	2.75	-17	-28	-27	-31	0	33
12	2	3	0	-28	28	30	0	32
13	2	3.5	0	27	-28	-30	0	33
13.5	2	3.75	0	26	-28	-30	0	-33
14	2	4	0	25	29	32	0	34
15	2	4.5	0	26	-29	-32	0	-34
16	3	1	0	27	0	29	34	31
17.5	3	1.75	0	-27	0	-29	35	-31
18	3	2	20	24	27	29	36	0
19.5	3	2.75	21	-24	-27	30	-36	0
20	3	3	22	24	26	31	36	0
21.5	3	3.75	-22	25	-26	-31	-36	0
22	3	4	22	26	29	31	0	0
24	4	1	0	25	-29	32	0	34
25	4	1.5	0	-25	-29	32	0	-34
25.5	4	1.75	0	-25	-29	-32	0	35
26	4	2	20	27	29	31	0	36
27	4	2.5	-20	27	-29	-31	0	-36
27.5	4	2.75	21	-27	-29	-31	0	-36
28	4	3	22	26	0	31	33	36
29	4	3.5	-22	-26	0	-31	34	-36
30	4	4	21	28	0	30	35	0
31.5	4	4.75	-21	-28	0	31	-35	0
32	5	1	23	0	25	32	34	0
33	5	1.5	24	0	26	-32	33	0
34	5	2	25	0	27	29	32	0
36	5	3	24	28	26	31	0	33
37	5	3.5	20	29	24	-31	0	34
38	5	4	24	28	26	-31	0	35
39	5	4.5	17	-28	26	31	0	-35
40	6	1	20	29	27	31	0	34
41	6	1.5	17	28	28	-31	0	33
42	6	2	18	29	27	29	0	32
43	6	2.5	-18	25	-27	30	34	-32
44	6	3	17	26	24	31	35	0
45	6	3.5	-17	-26	-24	-31	36	0
46	6	4	-17	-26	-24	-31	35	0
47	6	4.5	-17	-26	24	31	-35	0
48	7	1	0	29	27	31	34	0
49	7	1.5	0	-29	27	32	-34	34
50	7	2	0	26	24	31	0	35
51	7	2.5	0	-26	-24	-31	0	36
52	7	3	0	-26	-24	-31	0	35
54	7	4	0	27	25	29	0	34
55	7	4.5	0	-27	-25	-29	32	-34
56	8	1	20	29	24	0	34	0
58	8	2	23	30	25	0	-34	0
59	8	2.5	24	28	26	0	33	0
60	8	3	23	30	27	0	32	0
61	8	3.5	-23	-30	-27	0	34	0
62	8	4	24	28	24	0	33	0
63	8	4.5	22	29	24	0	-33	0
64	9	1	23	27	25	0	32	0
65	9	1.5	-23	27	-25	0	-32	0
65.5	9	1.75	22	-27	-25	0	-32	0
66	9	2	21	30	25	0	-32	32
67	9	2.5	23	-30	-25	0	-32	-32
68	9	3	20	29	22	31	0	34
69	9	3.5	-20	29	27	-31	0	-34
70	9	4	18	29	27	32	0	-34
71	9	4.5	-18	28	-27	-32	0	33
72	10	1	-18	27	-27	29	0	32
73	10	1.5	-18	29	-27	-29	0	34
74	10	2	22	29	24	31	0	33
75	10	2.5	-22	-29	-24	31	0	-33
76	10	3	23	27	25	30	0	32
77.5	10	3.75	22	-27	-25	-30	0	-32
78	10	4	21	0	25	30	0	-32
79	10	4.5	23	0	-25	27	32	-32
80	11	1	22	0	24	29	33	0
81	11	1.5	-22	0	24	-29	-33	0
82	11	2	18	0	25	29	34	0
83	11	2.5	18	0	-25	29	-34	32
84	11	3	22	0	24	31	0	33
85	11	3.5	-22	24	-24	-31	0	-33
86	11	4	18	25	0	29	0	34
87	11	4.5	-18	-25	0	29	0	-34
88	12	1	18	22	0	32	34	0
89	12	1.5	-18	-22	0	32	-34	0
89.5	12	1.75	19	-22	0	-32	35	0
90	12	2	20	-22	27	31	36	0
91	12	2.5	-20	-22	-27	31	-36	0
91.5	12	2.75	-20	-22	28	-31	-36	0
92	12	3	0	25	29	32	0	34
93.5	12	3.75	0	26	-29	-32	0	35
94	12	4	22	27	-29	31	0	36
95	12	4.5	-22	26	-29	-31	33	-36
95.5	12	4.75	23	-26	-29	-31	-33	-36
96	13	1	24	-26	28	-31	-33	0
96.5	13	1.25	-24	26	-28	-31	33	0
97	13	1.5	-24	26	-28	31	33	0
98	13	2	-24	26	-28	31	33	0
99	13	2.5	24	-26	28	-31	-33	33
100	13	3	-24	0	28	31	0	-33
100.5	13	3.25	24	0	-28	-31	0	33
101	13	3.5	24	0	-28	-31	0	33
102	13	4	24	0	28	-31	0	33
104	14	1	26	0	28	30	35	0
106	14	2	25	0	29	32	34	0
107	14	2.5	22	0	-29	31	33	0
107.5	14	2.75	-22	0	29	-31	-33	0
108	14	3	23	0	28	30	32	0
110	14	4	24	0	26	28	31	0
112	15	1	0	24	26	31	0	35
114	15	2	0	27	29	29	0	34
115	15	2.5	0	24	28	31	0	33
116	15	3	0	28	28	30	0	32
118	15	4	0	24	26	31	0	31
119	15	4.5	0	27	29	-31	34	-31
120	16	1	0	24	28	0	33	0
121	16	1.5	0	25	27	0	32	0
122	16	2	0	26	28	0	31	0
124	16	3	0	25	27	29	32	0
125	16	3.5	25	25	-27	-29	-32	34
126	16	4	22	24	0	29	0	33
127	16	4.5	18	25	0	29	0	32
128	17	1	22	26	0	29	0	31
130	17	2	18	27	0	-29	0	32
132	17	3	-18	-27	25	29	32	0
134	17	4	21	28	-25	30	0	32
136	18	1	0	28	24	31	33	0
139	18	2.5	0	28	24	31	33	0
140	18	3	0	28	26	30	35	0
141	18	3.5	0	29	27	29	34	0
142	18	4	22	29	24	31	33	0
143	18	4.5	22	-29	-24	-31	-33	0
144	19	1	24	26	22	31	33	33
145.5	19	1.75	23	-26	-22	-31	-33	-33
146	19	2	22	24	29	31	0	-33
147	19	2.5	-22	24	29	31	0	33
148	19	3	19	26	28	30	0	35
149	19	3.5	-19	-26	28	-30	0	-35
149.5	19	3.75	-19	-26	-28	-30	0	34
150	19	4	-19	-26	28	-30	0	33
151	19	4.5	-19	25	-28	-30	0	-33
152	20	1	0	24	28	31	0	33
154	20	2	0	28	24	-31	33	0
155.5	20	2.75	0	-28	25	-31	34	0
156	20	3	0	-28	26	30	35	0
156.5	20	3.25	0	-28	25	-30	34	0
157	20	3.5	0	-28	24	-30	33	0
157.5	20	3.75	0	-28	23	-30	32	0
158	20	4	22	26	24	29	31	0
159.5	20	4.75	23	25	-24	-29	-31	0
160	21	1	24	26	22	0	31	0
160.5	21	1.25	23	25	-22	0	-31	0
161	21	1.5	22	24	26	0	31	0
161.5	21	1.75	21	23	-26	0	-31	0
162	21	2	20	22	27	0	31	0
162.5	21	2.25	-20	23	-27	0	-31	0
163	21	2.5	19	24	-27	0	-31	0
163.5	21	2.75	18	25	-27	0	-31	0
164	21	3	17	26	28	0	31	0
166	21	4	17	26	-28	31	-31	33
167	21	4.5	17	26	-28	-31	-31	-33
167.5	21	4.75	-17	-26	-28	32	-31	34
168	22	1	24	26	-28	33	0	35
168.5	22	1.25	-24	-26	-28	32	0	34
169	22	1.5	-24	-26	-28	31	0	33
169.5	22	1.75	-24	-26	-28	30	0	32
170	22	2	24	-26	-28	31	0	31
171	22	2.5	-24	-26	-28	30	0	-31
171.5	22	2.75	-24	-26	-28	29	0	-31
172	22	3	24	-26	0	28	0	31
