**absq	**bar	**beat	**b7	**b7
0	1	1	25	29
1.5	1	2.5	-25	29
2	1	3	-25	29
3	1	4	-25	29
3.5	1	4.5	-25	29
4	2	1	25	29
6	2	3	24	0
6.5	2	3.5	-24	29
7	2	4	-24	29
8	3	1	23	-29
9.5	3	2.5	-23	30
10	3	3	-23	25
10.75	3	3.75	-23	26
11	3	4	-23	27
11.25	3	4.25	-23	26
11.5	3	4.5	-23	26
11.75	3	4.75	-23	25
12	4	1	22	26
14	4	3	22	0
15	4	4	21	0
16	5	1	20	0
17.5	5	2.5	-20	31
18	5	3	20	31
18.75	5	3.75	-20	30
19	5	4	21	30
19.75	5	4.75	-21	29
20	6	1	22	29
21	6	2	-22	29
22	6	3	23	-29
23	6	4	-23	29
23.5	6	4.5	-23	30
23.75	6	4.75	-23	31
24	7	1	25	27
26	7	3	22	-27
27	7	4	23	28
27.5	7	4.5	-23	28
28	8	1	24	28
32	9	1	20	27
36	10	1	24	0
36.5	10	1.5	-24	28
37	10	2	-24	28
37.5	10	2.5	-24	29
38	10	3	21	30
38.25	10	3.25	-21	30
38.5	10	3.5	-21	30
38.75	10	3.75	-21	30
39	10	4	-21	31
40	11	1	25	-31
43	11	4	-25	29
44	12	1	26	29
47	12	4	-26	28
48	13	1	25	29
49	13	2	24	-29
50	13	3	23	0
50.5	13	3.5	-23	28
51	13	4	-23	27
51.5	13	4.5	-23	26
52	14	1	24	26
53	14	2	-24	26
54	14	3	21	0
54.5	14	3.5	-21	26
55	14	4	-21	26
55.5	14	4.5	-21	26
56	15	1	22	27
56.5	15	1.5	-22	26
57	15	2	18	25
57.5	15	2.5	-18	24
58	15	3	19	23
60	16	1	22	22
61	16	2	21	-22
62	16	3	20	0
62.5	16	3.5	-20	29
63	16	4	-20	29
63.5	16	4.5	-20	29
64	17	1	21	30
65	17	2	-21	26
66	17	3	21	0
66.5	17	3.5	-21	26
67	17	4	-21	26
67.5	17	4.5	-21	26
68	18	1	22	27
68.5	18	1.5	-22	26
69	18	2	-22	27
69.75	18	2.75	-22	26
70	18	3	-22	25
70.25	18	3.25	-22	26
70.5	18	3.5	-22	27
70.75	18	3.75	-22	26
71	18	4	-22	26
71.25	18	4.25	-22	26
71.5	18	4.5	-22	26
71.75	18	4.75	-22	25
72	19	1	18	25
76	20	1	0	0
76	20	1	25	0
77.5	20	2.5	-25	29
78	20	3	-25	30
80	21	1	25	0
80.5	21	1.5	-25	27
81	21	2	-25	26
81.5	21	2.5	-25	25
82	21	3	24	28
82.75	21	3.75	-24	28
83	21	4	-24	31
84	22	1	23	32
84.25	22	1.25	-23	28
84.5	22	1.5	-23	29
84.75	22	1.75	-23	30
84.875	22	1.875	-23	29
85	22	2	-23	28
85.25	22	2.25	-23	29
85.375	22	2.375	-23	28
85.5	22	2.5	-23	27
85.625	22	2.625	-23	26
85.75	22	2.75	-23	27
86	22	3	23	28
86.125	22	3.125	-23	27
86.25	22	3.25	-23	26
86.5	22	3.5	-23	27
86.625	22	3.625	-23	26
86.75	22	3.75	-23	25
86.875	22	3.875	-23	24
87	22	4	-23	23
87.125	22	4.125	-23	24
87.25	22	4.25	-23	25
87.375	22	4.375	-23	26
87.5	22	4.5	-23	27
87.625	22	4.625	-23	26
87.75	22	4.75	-23	26
87.875	22	4.875	-23	25
88	23	1	22	26
90	23	3	22	0
91	23	4	21	0
92	24	1	20	0
92.75	24	1.75	-20	27
93	24	2	-20	29
93.375	24	2.375	-20	26
