**absq	**bar	**beat	**b7	**b7
0	1	1	33	0
1	1	1.5	33	0
2	1	2	33	37
3	1	2.5	-33	37
4	1	3	32	37
5	1	3.5	32	-37
6	1	4	31	36
7	1	4.5	-31	36
8	2	1	30	35
9	2	1.5	33	-35
10	2	2	-33	34
11	2	2.5	32	37
12	2	3	31	-37
13	2	3.5	-31	36
14	2	4	30	35
15	2	4.5	30	-35
16	3	1	31	-35
17	3	1.5	33	-35
18	3	2	-33	34
19	3	2.5	32	-34
20	3	3	33	35
23	3	4.5	33	35
24	4	1	31	33
26	4	2	32	34
27	4	2.5	-32	37
28	4	3	33	35
29	4	3.5	30	-35
30	4	4	31	36
32	5	1	32	37
33	5	1.5	33	-37
35	5	2.5	32	34
36	5	3	33	35
37.5	5	3.75	-33	35
38	5	4	0	35
39	5	4.5	30	34
40	6	1	31	33
41.5	6	1.75	31	33
42	6	2	31	33
43	6	2.5	30	32
44	6	3	29	33
45	6	3.5	30	32
46	6	4	28	-32
47	6	4.5	29	31
48	7	1	30	32
49	7	1.5	-30	34
50	7	2	26	37
51	7	2.5	26	-37
52	7	3	30	0
53	7	3.5	-30	34
54.5	7	4.25	0	34
55	7	4.5	30	34
56	8	1	-30	32
56.5	8	1.25	30	-32
57	8	1.5	30	-32
58	8	2	28	33
60	8	3	29	0
61	8	3.5	-29	33
63	8	4.5	29	32
63.5	8	4.75	-29	31
64	9	1	-29	30
65	9	1.5	28	30
65.5	9	1.75	27	-30
66	9	2	26	31
67	9	2.5	26	-31
68	9	3	28	30
69	9	3.5	-28	37
69.5	9	3.75	27	37
69.75	9	3.875	26	-37
70	9	4	27	36
71	9	4.5	-27	36
71.5	9	4.75	-27	34
72	10	1	26	35
73	10	1.5	33	-35
73.5	10	1.75	33	35
74	10	2	32	34
75	10	2.5	32	34
75.5	10	2.75	30	-34
76	10	3	31	33
77.5	10	3.75	31	-33
78	10	4	30	32
79	10	4.5	30	-32
80	11	1	29	0
81	11	1.5	-29	34
82	11	2	28	35
83	11	2.5	30	-35
84	11	3	32	-35
85	11	3.5	-32	34
86	11	4	-32	33
87	11	4.5	31	-33
88	12	1	30	32
90	12	2	29	0
91	12	2.5	-29	33
92	12	3	0	34
93	12	3.5	29	-34
93.5	12	3.75	-29	34
94	12	4	30	32
95	12	4.5	-30	32
95.5	12	4.75	30	-32
96	13	1	28	33
97	13	1.5	28	-33
98	13	2	29	33
99	13	2.5	-29	38
100	13	3	33	37
101	13	3.5	35	37
102	13	4	34	36
103	13	4.5	34	-36
104	14	1	33	0
105	14	1.5	26	35
106	14	2	27	36
107.5	14	2.75	-27	36
108	14	3	28	37
109	14	3.5	-28	37
110	14	4	29	38
111	14	4.5	33	37
112	15	1	33	0
113	15	1.5	32	37
114	15	2	33	37
115	15	2.5	34	36
116	15	3	35	37
118	15	4	34	0
119	15	4.5	33	35
120	16	1	33	34
121	16	1.5	32	34
122	16	2	33	33
123	16	2.5	29	-33
124	16	3	29	33
125	16	3.5	28	-33
126	16	4	29	0
127	16	4.5	31	33
128	17	1	30	33
129	17	1.5	-30	32
130	17	2	29	33
131	17	2.5	33	35
132	17	3	33	34
133	17	3.5	32	-34
134	17	4	33	33
135	17	4.5	-33	33
136	18	1	0	34
137	18	1.5	29	-34
137.5	18	1.75	-29	34
138	18	2	30	32
139	18	2.5	-30	32
139.5	18	2.75	30	-32
140	18	3	28	33
141	18	3.5	28	-33
142	18	4	29	33
143	18	4.5	-29	38
144	19	1	33	37
145	19	1.5	35	37
146	19	2	34	36
147	19	2.5	34	-36
148	19	3	33	0
149	19	3.5	31	33
151	19	4.5	30	32
151.5	19	4.75	29	31
152	20	1	28	30
153	20	1.5	28	30
154	20	2	29	31
155	20	2.5	26	30
156	20	3	0	0
157	20	3.5	33	0
159	20	4.5	32	37
159.5	20	4.75	31	-37
160	21	1	32	-37
161	21	1.5	33	36
161.5	21	1.75	-33	35
162	21	2	32	36
162.5	21	2.25	-32	35
163	21	2.5	-32	34
163.5	21	2.75	31	33
164	21	3	30	32
165	21	3.5	33	33
166	21	4	-33	34
167	21	4.5	32	-34
168	22	1	33	33
*-	*-	*-	*-	*-
