**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	0	1	24	0	0	0	0	0
2	0	3	-24	0	28	0	0	0
4	0	5	25	0	-28	0	0	0
6	0	7	-25	0	27	0	0	0
8	1	1	26	31	28	0	0	0
10	1	3	27	-31	29	31	0	0
11	1	4	26	-31	28	-31	0	0
12	1	5	25	32	27	-31	0	0
14	1	7	-25	-32	-27	30	0	0
16	2	1	24	33	28	31	0	35
18	2	3	-24	31	-28	33	35	-35
19	2	4	-24	30	-28	32	-35	-35
20	2	5	0	29	0	31	-35	36
22	2	7	0	-29	0	-31	34	-36
24	3	1	0	28	26	30	35	37
26	3	3	0	-28	-26	28	33	38
27	3	4	0	-28	-26	-28	32	37
28	3	5	0	0	27	29	31	36
29	3	6	0	0	-27	30	-31	-36
30	3	7	0	0	-27	31	-31	-36
31	3	8	0	0	-27	32	-31	-36
32	4	1	24	0	28	33	31	35
34	4	3	-24	28	31	-33	-31	-35
35	4	4	-24	-28	30	-33	-31	-35
36	4	5	25	-28	29	32	0	0
38	4	7	-25	27	-29	-32	0	0
39	4	8	-25	-27	-29	31	0	0
40	5	1	26	28	28	30	0	35
42	5	3	24	26	-28	35	31	-35
43	5	4	23	25	-28	-35	-31	-35
44	5	5	22	24	0	-35	31	36
45	5	6	-22	-24	0	-35	30	-36
46	5	7	-22	-24	0	34	29	-36
47	5	8	-22	-24	0	-34	31	-36
48	6	1	21	28	0	35	32	37
50	6	3	24	-28	28	33	31	38
51	6	4	-24	-28	-28	32	-31	37
52	6	5	20	0	29	31	0	36
53	6	6	21	0	30	-31	0	-36
54	6	7	22	31	31	29	33	-36
55	6	8	23	-31	32	-29	-33	-36
56	7	1	24	31	33	0	33	35
57	7	2	-24	30	-33	0	32	-35
58	7	3	20	29	34	0	31	38
59	7	4	-20	28	-34	0	30	-38
60	7	5	27	27	0	29	29	38
61	7	6	28	-27	0	-29	-29	37
62	7	7	29	-27	31	29	31	36
63	7	8	-29	-27	30	30	-31	35
64	8	1	0	-27	29	31	31	34
65	8	2	0	-27	-29	32	30	-34
66	8	3	22	26	-29	33	29	31
67	8	4	23	-26	-29	-33	-29	-31
68	8	5	24	0	26	33	0	35
69	8	6	-24	0	-26	-33	0	36
70	8	7	21	0	28	30	32	37
71	8	8	-21	0	-28	31	31	-37
72	9	1	-21	0	25	32	30	-37
74	9	3	25	27	-25	-32	0	36
75	9	4	-25	28	-25	-32	0	37
76	9	5	22	29	0	31	33	38
77	9	6	-22	-29	0	32	34	-38
78	9	7	26	26	0	33	35	37
79	9	8	27	-26	0	-33	-35	-37
80	10	1	28	-26	0	33	35	-37
82	10	3	-28	28	0	32	35	37
84	10	5	0	25	0	32	34	36
85	10	6	0	-25	29	34	-34	-36
86	10	7	0	-25	29	34	0	-36
86.5	10	7.5	0	-25	28	33	0	-36
87	10	8	0	-25	27	32	32	-36
87.5	10	8.5	0	-25	26	31	-32	-36
88	11	1	21	0	25	30	32	0
88.5	11	1.5	-21	0	-25	-30	31	0
89	11	2	-21	30	-25	-30	30	39
89.5	11	2.5	-21	-30	-25	-30	29	-39
90	11	3	-21	30	25	30	28	39
90.5	11	3.5	-21	29	-25	-30	-28	38
91	11	4	-21	28	-25	35	-28	37
91.5	11	4.5	-21	27	-25	-35	-28	36
92	11	5	24	26	0	35	28	35
92.5	11	5.5	-24	-26	0	34	-28	-35
93	11	6	-24	-26	26	33	35	-35
93.5	11	6.5	-24	-26	-26	32	-35	-35
94	11	7	-24	26	28	31	35	33
94.5	11	7.5	-24	-26	-28	-31	34	-33
95	11	8	-24	33	-28	-31	33	-33
95.5	11	8.5	-24	-33	-28	-31	32	-33
96	12	1	22	33	29	31	31	0
96.5	12	1.5	-22	32	-29	-31	-31	0
97	12	2	-22	31	-29	33	-31	38
97.5	12	2.5	-22	30	-29	-33	-31	-38
98	12	3	-22	29	0	33	33	38
98.5	12	3.5	-22	-29	0	32	-33	37
99	12	4	-22	26	29	31	-33	36
99.5	12	4.5	-22	-26	-29	30	-33	35
100	12	5	25	27	29	29	32	34
100.5	12	5.5	-25	26	28	-29	-32	-34
101	12	6	-25	25	27	29	-32	36
101.5	12	6.5	-25	26	26	-29	-32	-36
102	12	7	-25	27	25	32	-32	36
102.5	12	7.5	-25	28	-25	-32	-32	35
103	12	8	-25	29	32	-32	-32	34
103.5	12	8.5	-25	-29	-32	31	-32	33
103.75	12	8.75	-25	-29	-32	30	-32	-33
104	13	1	-25	25	32	29	32	34
105	13	2	-25	-25	-32	28	-32	35
105.5	13	2.5	-25	-25	31	-28	-32	-35
105.75	13	2.75	-25	-25	30	-28	-32	-35
106	13	3	-25	-25	29	29	-32	-35
107	13	4	-25	-25	-29	-29	-32	34
108	13	5	21	-25	28	30	-32	35
112	14	1	0	0	0	0	0	0
