**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	0	1	0	0	27	0	0	0
3	0	1.75	0	0	27	0	0	0
4	0	2	0	0	27	0	0	0
6	0	2.5	0	0	27	0	0	0
8	0	3	0	0	28	0	0	0
12	1	1	0	23	27	0	0	0
15	1	1.75	0	23	-27	0	0	0
16	1	2	0	23	25	0	0	0
18	1	2.5	0	23	-25	0	0	0
20	1	3	0	24	26	0	0	0
24	2	1	0	23	27	0	30	0
26	2	1.5	0	-23	25	0	-30	0
27	2	1.75	0	-23	-25	0	30	0
28	2	2	0	21	-25	0	30	0
30	2	2.5	0	-21	26	0	30	0
32	2	3	0	22	-26	0	31	0
34	2	3.5	0	-22	25	0	-31	0
35	2	3.75	0	-22	24	0	-31	0
36	3	1	0	23	25	0	30	34
38	3	1.5	0	-23	25	0	-30	-34
39	3	1.75	0	-23	-25	0	-30	34
40	3	2	0	-23	-25	0	-30	34
42	3	2.5	0	-23	23	0	-30	34
44	3	3	0	0	26	0	28	35
48	4	1	0	0	25	27	29	34
50	4	1.5	0	25	-25	-27	-29	-34
51	4	1.75	0	-25	-25	27	-29	-34
52	4	2	0	-25	-25	27	30	32
54	4	2.5	0	23	-25	27	-30	-32
56	4	3	0	26	0	28	-30	33
60	5	1	23	25	0	27	0	34
62	5	1.5	-23	-25	25	-27	32	-34
63	5	1.75	23	-25	-25	-27	-32	-34
64	5	2	23	-25	23	25	-32	-34
66	5	2.5	23	-25	30	-25	30	-34
68	5	3	24	0	-30	26	33	0
70	5	3.5	-24	0	29	-26	-33	0
72	6	1	23	25	30	27	32	30
74	6	1.5	-23	-25	32	-27	-32	-30
75	6	1.75	-23	-25	-32	-27	-32	30
76	6	2	21	28	-32	0	-32	30
77	6	2.25	-21	-28	31	0	-32	-30
78	6	2.5	-21	-28	30	0	-32	30
80	6	3	22	27	29	0	0	31
82	6	3.5	-22	26	-29	0	0	-31
83	6	3.75	-22	-26	28	0	0	-31
84	7	1	23	-26	27	0	0	30
86	7	1.5	-23	25	-27	0	32	-30
