**absq	**bar	**beat	**b7	**b7
0	1	1	27	32
4	1	3	27	32
7	1	4.5	27	32
8	2	1	29	33
9	2	1.5	29	33
10	2	2	28	33
12	2	3	29	33
13	2	3.5	27	32
15	2	4.5	28	32
16	3	1	26	31
18	3	2	26	31
20	3	3	0	32
22	3	4	29	32
23	3	4.5	-29	32
24	4	1	26	33
26	4	2	24	-33
27	4	2.5	-24	36
28	4	3	24	36
30	4	4	-24	36
31	4	4.5	24	-36
32	5	1	25	34
34	5	2	25	32
36	5	3	26	31
38	5	4	27	31
40	6	1	28	35
42	6	2	29	34
44	6	3	28	-34
46	6	4	24	33
48	7	1	24	-33
50	7	2	25	32
52	7	3	26	-32
53	7	3.5	-26	31
53.5	7	3.75	-26	30
54	7	4	22	31
56	8	1	0	32
60	8	3	30	0
61	8	3.5	30	0
62	8	4	30	34
63	8	4.5	-30	34
64	9	1	-30	34
65	9	1.5	29	-34
65.5	9	1.75	28	-34
66	9	2	29	33
67	9	2.5	-29	32
68	9	3	28	33
69	9	3.5	29	-33
70	9	4	-29	32
71	9	4.5	28	33
72	10	1	27	-33
73	10	1.5	-27	32
74	10	2	26	31
75	10	2.5	-26	30
76	10	3	0	0
77	10	3.5	26	36
78	10	4	27	36
79.5	10	4.75	28	-36
80	11	1	29	-36
81	11	1.5	29	36
82	11	2	29	36
83	11	2.5	-29	36
84	11	3	30	35
85	11	3.5	29	-35
85.5	11	3.75	28	-35
86	11	4	27	37
89	12	1.5	24	36
89.5	12	1.75	-24	35
90	12	2	31	34
93	12	3.5	30	-34
93.5	12	3.75	29	-34
94	12	4	28	33
96	13	1	29	34
100	13	3	0	0
102	13	4	31	36
105	14	1.5	31	35
105.5	14	1.75	31	35
106	14	2	31	35
107	14	2.5	24	33
108	14	3	25	34
108.5	14	3.25	26	-34
109	14	3.5	27	-34
109.5	14	3.75	25	35
110	14	4	29	33
112	15	1	29	33
114	15	2	0	0
115	15	2.5	0	36
116	15	3	0	35
117	15	3.5	0	34
118	15	4	0	33
119	15	4.5	0	33
119.5	15	4.75	0	30
120	16	1	0	31
121	16	1.5	0	32
122	16	2	0	33
124	16	3	0	32
125	16	3.5	0	34
127	16	4.5	0	33
128	17	1	0	32
129.5	17	1.75	0	31
130	17	2	0	30
132	17	3	0	29
133	17	3.5	31	33
134	17	4	30	33
135	17	4.5	29	32
136	18	1	28	33
139	18	2.5	29	31
140	18	3	26	33
142	18	4	28	33
144	19	1	27	34
146	19	2	0	34
147	19	2.5	22	-34
148	19	3	26	33
152	20	1	26	31
154	20	2	26	31
156	20	3	27	32
159	20	4.5	27	36
160	21	1	26	35
161	21	1.5	25	34
162	21	2	24	33
165	21	3.5	25	32
166	21	4	24	33
167	21	4.5	26	36
168	22	1	25	-36
169	22	1.5	-25	35
170.5	22	2.25	-25	34
170.75	22	2.375	-25	33
171	22	2.5	-25	34
172	22	3	25	35
174	22	4	-25	35
176	23	1	0	33
179	23	2.5	0	33
181	23	3.5	0	34
183	23	4.5	0	32
184	24	1	0	33
186	24	2	0	33
188	24	3	0	32
190	24	4	0	34
192	25	1	0	33
194	25	2	29	34
196	25	3	30	0
198	25	4	32	34
200	26	1	31	35
202	26	2	-31	36
203	26	2.5	30	-36
204	26	3	29	36
207	26	4.5	26	-36
208	27	1	26	35
209	27	1.5	24	36
210	27	2	23	-36
211	27	2.5	-23	35
212	27	3	22	33
214	27	4	29	33
216	28	1	27	-33
217	28	1.5	-27	32
218	28	2	29	-32
218.5	28	2.25	-29	31
218.75	28	2.375	-29	30
219	28	2.5	-29	31
220	28	3	29	32
224	29	1	-29	33
226	29	2	26	-33
228	29	3	26	-33
230	29	4	-26	33
231	29	4.5	26	-33
232	30	1	22	31
233	30	1.5	-22	29
234	30	2	22	36
237	30	3.5	-22	35
237.5	30	3.75	-22	34
238	30	4	29	33
240	31	1	29	34
*-	*-	*-	*-	*-
