**absq	**bar	**beat	**b7	**b7
0	1	1	25	34
1	1	1.5	20	36
2	1	2	21	32
4	2	1	28	30
5	2	1.5	26	35
6	2	2	25	34
8	3	1	25	34
8.5	3	1.25	25	-34
9	3	1.5	24	0
9.5	3	1.75	25	36
10	3	2	26	35
10.5	3	2.25	-26	36
11	3	2.5	-26	37
11.5	3	2.75	23	-37
12	4	1	24	-37
12.5	4	1.25	-24	33
13	4	1.5	-24	35
13.5	4	1.75	21	-35
14	4	2	23	-35
15	4	2.5	24	36
16	5	1	23	32
17	5	1.5	-23	33
18	5	2	-23	34
20	6	1	19	33
21	6	1.5	-19	35
22	6	2	26	-35
23	6	2.5	-26	30
24	7	1	26	31
25	7	1.5	27	-31
26	7	2	-27	31
26.5	7	2.25	27	-31
27	7	2.5	25	32
28	8	1	26	30
30	8	2	-26	35
31	8	2.5	26	-35
32	9	1	24	36
33	9	1.5	25	34
34.5	9	2.25	23	34
35	9	2.5	20	36
36	10	1	22	33
39	10	2.5	22	0
40	11	1	21	33
42	11	2	21	34
43	11	2.5	-21	35
44	12	1	22	33
48	13	1	18	32
48.5	13	1.25	25	-32
49	13	1.5	24	0
49.5	13	1.75	25	36
50	13	2	26	35
50.5	13	2.25	-26	36
51	13	2.5	-26	37
51.5	13	2.75	23	-37
52	14	1	18	32
*-	*-	*-	*-	*-
