**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	29	0	0	0	0
8	2	1	25	27	0	0	0	0
12	2	3	-25	29	0	0	0	0
16	3	1	23	30	0	0	32	0
20	3	3	25	29	0	0	-32	0
22	3	4	-25	29	0	0	-32	0
24	4	1	26	-29	0	0	30	0
26	4	2	-26	28	0	0	-30	0
28	4	3	25	29	0	29	32	0
30	4	4	25	27	0	-29	-32	0
32	5	1	-25	26	0	-29	33	0
34	5	2	24	-26	0	-29	-33	0
36	5	3	25	27	0	27	32	36
38	5	4	-25	-27	0	-27	32	-36
40	6	1	22	26	0	29	-32	-36
42	6	2	-22	-26	0	-29	31	-36
44	6	3	0	25	0	30	32	34
48	7	1	25	0	0	29	-32	36
50	7	2	-25	25	0	29	-32	-36
52	7	3	21	-25	0	-29	-32	37
54	7	4	21	26	0	28	-32	-37
56	8	1	25	27	0	29	-32	36
58	8	2	27	25	0	-29	-32	36
60	8	3	26	28	0	30	33	-36
62	8	4	-26	-28	0	-30	-33	35
63	8	4.5	-26	27	0	-30	-33	-35
64	9	1	0	25	29	29	0	36
66	9	2	27	29	-29	22	31	-36
68	9	3	-27	-29	-29	25	32	-36
69	9	3.5	26	-29	-29	-25	-32	-36
70	9	4	25	28	-29	-25	-32	-36
71	9	4.5	-25	27	-29	-25	-32	-36
72	10	1	-25	26	-29	22	33	36
74	10	2	24	-26	-29	-22	-33	-36
76	10	3	25	27	-29	25	29	-36
78	10	4	-25	-27	-29	-25	32	-36
80	11	1	22	26	-29	0	-32	-36
82	11	2	-22	-26	-29	0	31	-36
84	11	3	0	25	-29	0	32	34
88	12	1	18	0	-29	0	0	34
90	12	2	-18	25	-29	29	36	-34
92	12	3	22	25	-29	-29	-36	33
93	12	3.5	-22	-25	-29	30	-36	-33
94	12	4	-22	24	-29	31	36	-33
95	12	4.5	-22	23	-29	-31	-36	-33
96	13	1	22	24	-29	-31	36	-33
97	13	1.5	-22	-24	-29	30	-36	-33
98	13	2	-22	-24	-29	29	-36	-33
99	13	2.5	-22	-24	-29	28	-36	-33
100	13	3	18	25	-29	27	36	34
102	13	4	25	-25	-29	-27	-36	-34
104	14	1	25	22	-29	26	0	36
106	14	2	24	26	-29	-26	0	-36
108	14	3	25	27	-29	25	32	-36
110	14	4	-25	-27	-29	32	-32	36
112	15	1	22	26	-29	32	33	36
114	15	2	-22	-26	-29	31	-33	-36
116	15	3	18	25	-29	32	34	-36
118	15	4	-18	27	-29	32	-34	-36
120	16	1	25	-27	-29	-32	32	34
122	16	2	-25	27	-29	32	34	-34
124	16	3	-25	27	-29	32	-34	36
126	16	4	25	-27	-29	32	34	-36
128	17	1	25	27	29	29	32	-36
130	17	2	25	-27	-29	32	32	36
132	17	3	22	26	-29	-32	33	36
134	17	4	-22	-26	-29	31	-33	36
135	17	4.5	-22	-26	-29	30	-33	-36
136	18	1	-22	-26	-29	31	36	33
138	18	2	-22	-26	-29	-31	-36	34
139	18	2.5	-22	-26	-29	30	-36	33
140	18	3	-22	24	-29	29	-36	34
142	18	4	-22	-24	-29	28	-36	33
144	19	1	18	22	-29	27	36	-33
145	19	1.5	-18	-22	-29	-27	-36	32
146	19	2	-18	23	-29	26	-36	32
147	19	2.5	-18	-23	-29	25	-36	-32
148	19	3	22	24	-29	26	-36	-32
150	19	4	-22	-24	-29	-26	-36	31
152	20	1	18	22	27	25	36	32
154	20	2	-18	25	-27	-25	-36	-32
158	20	4	25	25	-27	-25	-36	-32
160	21	1	-25	23	27	0	0	0
162	21	2	25	-23	-27	0	0	32
163	21	2.5	-25	24	-27	0	0	-32
164	21	3	23	25	-27	0	0	-32
166	21	4	-23	-25	-27	32	0	32
