**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	25	0	0	0	0	0
1	1	2	-25	0	0	25	0	0
2	1	3	24	0	0	28	0	0
3	1	4	-24	0	0	28	0	0
3.5	1	4.5	-24	0	0	26	0	0
4	2	1	22	0	0	29	0	0
5	2	2	-22	0	22	29	0	0
6	2	3	21	0	25	0	0	0
7	2	4	-21	0	25	0	0	0
7.5	2	4.5	-21	0	23	0	0	0
8	3	1	19	0	26	0	0	0
9	3	2	22	0	26	0	0	0
9.5	3	2.5	-22	0	24	26	0	0
10	3	3	18	0	27	29	0	0
12.5	4	1.5	-18	0	26	28	0	0
13	4	2	18	0	26	28	0	0
13.5	4	2.5	-18	0	25	27	0	0
14	4	3	17	0	26	28	0	0
16	5	1	17	0	26	28	0	0
16.5	5	1.5	-17	0	-26	26	0	0
17	5	2	-17	0	-26	27	0	0
17.5	5	2.5	-17	0	-26	28	0	0
18	5	3	20	0	0	29	0	0
18.5	5	3.5	17	24	0	-29	0	33
19	5	4	18	25	0	29	0	34
19.5	5	4.5	19	26	0	-29	0	35
20	6	1	20	27	0	0	0	36
20.5	6	1.5	-20	-27	27	27	29	-36
21	6	2	-20	27	28	27	30	36
21.5	6	2.5	-20	-27	29	27	31	-36
22	6	3	23	0	30	27	32	0
22.5	6	3.5	-23	23	-30	27	-32	34
23	6	4	23	23	30	25	32	34
23.5	6	4.5	23	23	-30	-25	32	34
24	7	1	23	23	0	-25	32	34
24.5	7	1.5	21	21	30	26	32	35
25	7	2	25	25	29	27	32	36
25.5	7	2.5	-25	-25	28	-27	-32	-36
26	7	3	-25	-25	27	-27	29	-36
26.5	7	3.5	-25	-25	28	-27	-29	-36
27	7	4	22	22	29	24	31	36
28	8	1	24	24	-29	26	-31	33
29	8	2	-24	-24	26	-26	31	-33
30	8	3	-24	-24	28	-26	31	0
31	8	4	23	23	-28	25	28	35
32	9	1	22	22	-28	26	29	31
33	9	2	-22	-22	27	25	-29	32
34	9	3	-22	-22	26	-25	-29	33
35	9	4	-22	-22	-26	24	-29	-33
36	10	1	18	18	25	25	29	34
40	11	1	25	0	0	0	0	0
41	11	2	-25	0	0	27	0	0
41.5	11	2.5	-25	0	0	28	0	0
42	11	3	22	0	0	29	0	0
42.5	11	3.5	-22	0	0	29	0	0
43	11	4	-22	0	0	26	0	0
44.5	12	1.5	-22	0	0	26	0	0
45	12	2	23	0	0	25	0	0
46	12	3	22	0	0	26	0	0
48	13	1	22	0	0	26	0	0
50	13	3	21	0	0	0	0	0
51	13	4	-21	0	0	28	0	0
52	14	1	22	0	0	26	0	0
54	14	3	25	0	0	27	0	0
55	14	4	-25	0	0	28	0	0
57	15	2	25	25	0	27	0	0
58	15	3	23	23	0	28	0	0
59	15	4	-23	-23	28	-28	0	0
60	16	1	24	24	26	0	0	0
61	16	2	25	25	-26	0	0	0
63	16	4	24	24	-26	0	33	0
64	17	1	25	25	27	0	29	0
65	17	2	-25	-25	28	0	-29	0
66	17	3	18	-25	-28	0	-29	0
67	17	4	-18	-25	27	29	-29	0
68	18	1	21	0	28	25	30	0
69	18	2	-21	0	-28	-25	31	0
71	18	4	-21	0	-28	-25	30	35
72	19	1	22	0	0	24	29	33
73	19	2	-22	0	0	25	-29	-33
75	19	4	-22	0	0	24	33	-33
76	20	1	25	0	0	25	29	34
77	20	2	-25	0	0	-25	-29	35
78	20	3	18	0	0	-25	-29	-35
79	20	4	-18	0	29	-25	-29	34
80	21	1	21	0	25	0	30	35
81	21	2	-21	0	-25	0	31	-35
83	21	4	-21	0	-25	32	30	-35
84	22	1	24	0	26	28	31	0
85	22	2	-24	0	27	-28	-31	0
85.5	22	2.5	-24	0	-27	27	-31	0
86	22	3	-24	0	-27	28	-31	0
87	22	4	-24	0	26	-28	-31	0
88	23	1	20	0	27	29	0	0
90	23	3	20	20	24	29	31	34
92	24	1	24	24	26	28	31	33
92.5	24	1.5	24	24	26	28	31	33
93	24	2	24	24	26	28	31	33
93.5	24	2.5	22	22	26	29	31	36
94	24	3	25	25	27	29	32	34
95	24	4	25	25	27	29	32	34
96	25	1	28	0	0	0	32	0
97	25	2	-28	28	0	0	30	0
98	25	3	26	26	0	0	-30	35
99	25	4	-26	-26	0	28	28	33
100	26	1	24	24	0	26	31	-33
101	26	2	27	27	0	29	-31	31
102	26	3	27	-27	29	27	32	34
103	26	4	25	25	30	27	32	-34
103.75	26	4.75	-25	24	-30	-27	-32	-34
104	27	1	26	26	28	0	30	33
105	27	2	-26	-26	29	0	29	-33
106	27	3	19	19	-29	0	30	-33
107	27	4	-19	-19	28	0	-30	-33
108	28	1	22	22	29	0	29	0
112	29	1	18	0	0	0	0	0
113	29	2	-18	0	27	0	0	32
113.75	29	2.75	-18	0	28	0	0	33
114	29	3	25	0	29	0	32	34
115	29	4	-25	25	-29	27	-32	-34
115.75	29	4.75	-25	26	-29	28	-32	-34
116	30	1	27	27	-29	29	0	-34
117	30	2	-27	-27	25	-29	0	34
117.5	30	2.5	23	23	-25	30	32	-34
118	30	3	23	23	27	30	32	34
119	30	4	-23	23	27	30	32	34
119.5	30	4.5	25	25	27	29	32	32
120	31	1	22	22	26	29	31	33
121	31	2	22	22	26	29	31	33
122	31	3	0	0	0	0	0	0
122.5	31	3.5	22	22	0	26	29	31
123	31	4	25	25	0	27	29	32
123.5	31	4.5	24	24	0	28	31	33
124	32	1	20	20	0	29	31	34
126	32	3	20	20	0	29	31	34
126.5	32	3.5	-20	-20	24	-29	-31	-34
127	32	4	-20	-20	27	-29	-31	-34
127.5	32	4.5	-20	-20	27	-29	-31	-34
128	33	1	0	0	27	0	0	0
128.5	33	1.5	20	20	-27	29	31	34
129	33	2	23	23	-27	27	30	32
129.5	33	2.5	23	23	-27	27	30	32
130	33	3	23	23	25	27	30	32
132	34	1	21	21	25	28	30	-32
133	34	2	-21	-21	-25	-28	-30	32
134	34	3	25	25	0	27	29	32
135	34	4	-25	-25	25	-27	-29	32
136	35	1	21	0	28	0	0	-32
137	35	2	-21	21	-28	30	0	35
138	35	3	20	20	0	29	29	0
139	35	4	-20	-20	29	-29	-29	32
140	36	1	21	0	30	0	25	32
141	36	2	-21	21	-30	28	-25	-32
142	36	3	18	18	29	27	0	32
143	36	4	-18	-18	-29	-27	29	-32
144	37	1	21	21	0	28	30	0
145	37	2	-21	-21	28	-28	-30	0
146	37	3	25	0	27	0	29	0
148	38	1	21	0	28	0	0	0
150	38	3	24	0	0	0	0	0
150.5	38	3.5	-24	0	24	26	0	0
151	38	4	-24	0	25	27	0	0
151.5	38	4.5	-24	0	26	28	0	0
152	39	1	27	0	27	29	0	0
152.5	39	1.5	-27	0	-27	-29	29	31
153	39	2	-27	0	-27	-29	30	32
153.5	39	2.5	-27	0	-27	-29	31	33
154	39	3	25	0	25	27	32	34
155.5	39	4.5	-25	0	25	-27	-32	-34
156	40	1	28	0	28	0	30	32
157.5	40	2.5	-28	0	-28	0	30	32
158	40	3	26	0	26	0	33	35
159.5	40	4.5	-26	0	24	0	-33	-35
160	41	1	27	0	27	0	29	31
161.5	41	2.5	-27	0	-27	0	29	31
162	41	3	25	0	25	0	32	34
163	41	4	-25	0	25	0	29	32
164	42	1	28	0	28	0	30	32
165	42	2	26	0	26	0	28	33
166	42	3	25	0	25	0	29	34
167	42	4	-25	0	-25	0	30	-34
168	43	1	24	0	24	0	31	33
168.5	43	1.5	-24	0	-24	0	31	33
169	43	2	-24	0	-24	0	31	33
169.5	43	2.5	-24	0	-24	0	31	33
170	43	3	0	0	0	0	31	34
170.5	43	3.5	27	0	27	29	-31	-34
171	43	4	27	0	27	29	-31	34
171.5	43	4.5	27	0	27	29	-31	-34
172	44	1	27	0	27	29	31	0
172.5	44	1.5	-27	0	-27	-29	-31	34
173	44	2	27	0	27	-29	-31	34
173.5	44	2.5	-27	0	-27	-29	-31	34
174	44	3	25	0	25	29	32	34
174.5	44	3.5	-25	0	25	-29	32	-34
175	44	4	-25	0	25	-29	32	-34
175.5	44	4.5	24	0	24	-29	33	33
176	45	1	26	0	26	0	30	33
176.5	45	1.5	-26	0	-26	0	-30	32
177	45	2	-26	0	-26	0	29	31
177.5	45	2.5	-26	0	-26	0	-29	32
178	45	3	-26	0	-26	0	-29	30
179	45	4	-26	0	-26	0	28	-30
180	46	1	22	0	22	0	29	29
182.5	46	3.5	-22	0	24	26	-29	-29
183	46	4	21	0	25	27	-29	-29
183.5	46	4.5	-21	0	26	28	-29	-29
184	47	1	20	0	27	29	0	0
184.5	47	1.5	20	20	-27	-29	29	0
185	47	2	21	21	-27	-29	30	0
185.5	47	2.5	22	22	-27	-29	31	0
186	47	3	23	23	25	27	32	0
186.5	47	3.5	-23	-23	-25	-27	-32	32
187	47	4	-23	-23	0	0	-32	33
187.5	47	4.5	-23	-23	25	27	-32	34
188	48	1	21	21	25	30	32	35
189.5	48	2.5	-21	21	-25	-30	32	-35
190	48	3	24	24	26	28	31	33
191.5	48	4.5	-24	-24	24	28	-31	33
192	49	1	22	22	27	24	31	36
193.5	49	2.5	-22	22	-27	-24	31	-36
194	49	3	23	23	27	25	30	32
195.5	49	4.5	-23	-23	27	-25	-30	32
196	50	1	21	21	28	0	30	35
197	50	2	-21	21	-28	25	30	32
198	50	3	24	24	26	26	28	31
199	50	4	22	22	-26	24	29	33
200	51	1	21	21	0	25	30	35
201	51	2	-21	-21	0	26	-30	-35
202	51	3	20	20	0	27	29	31
202.5	51	3.5	-20	-20	27	-27	-29	-31
203	51	4	-20	-20	27	-27	-29	-31
203.5	51	4.5	-20	-20	27	-27	-29	-31
204	52	1	0	0	27	0	0	0
204.5	52	1.5	23	23	-27	27	30	32
205	52	2	23	23	25	27	30	32
205.5	52	2.5	23	23	-25	27	30	32
206	52	3	23	23	25	27	30	32
208	53	1	-23	-23	-25	-27	30	-32
209	53	2	23	23	25	27	-30	32
210	53	3	21	21	25	28	30	0
210.5	53	3.5	21	21	-25	28	30	0
211	53	4	21	21	-25	28	30	0
211.5	53	4.5	20	20	-25	29	29	0
212	54	1	22	22	0	26	29	36
212.5	54	1.5	-22	-22	0	-26	-29	36
213	54	2	-22	-22	24	-26	-29	36
213.5	54	2.5	-22	-22	-24	-26	-29	33
214	54	3	-22	-22	24	-26	-29	33
216	55	1	18	18	25	25	29	34
*-	*-	*-	*-	*-	*-	*-	*-	*-
