**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	0	0	32
8	2	1	0	0	34
16	3	1	23	0	34
20	3	3	23	0	-34
21	3	3.5	24	0	-34
22	3	4	25	0	-34
23	3	4.5	26	0	-34
24	4	1	27	0	32
26	4	2	28	0	-32
30	4	4	27	0	-32
31	4	4.5	26	0	-32
32	5	1	25	25	34
35	5	2.5	26	-25	-34
36	5	3	27	-25	-34
40	6	1	23	27	32
48	7	1	20	27	31
56	8	1	23	25	32
60	8	3	21	-25	-32
64	9	1	25	27	32
68	9	3	18	-27	-32
71	9	4.5	19	-27	-32
72	10	1	20	25	0
74	10	2	21	-25	0
78	10	4	20	-25	0
80	11	1	-20	24	0
82	11	2	19	-24	0
84	11	3	22	-24	0
88	12	1	21	25	0
96	13	1	-21	25	32
99	13	2.5	-21	-25	31
100	13	3	0	-25	32
101	13	3.5	0	-25	33
102	13	4	0	-25	34
104	14	1	0	0	33
106	14	2	0	0	32
110	14	4	0	0	31
112	15	1	0	0	32
118	15	4	21	0	-32
120	16	1	-21	25	-32
121	16	1.5	20	-25	-32
122	16	2	21	-25	-32
123	16	2.5	22	24	-32
124	16	3	23	25	0
125	16	3.5	-23	26	0
126	16	4	-23	27	32
127	16	4.5	22	-27	-32
128	17	1	21	26	33
130	17	2	20	25	34
132	17	3	19	-25	35
134	17	4	-19	24	-35
136	18	1	18	25	34
140	18	3	0	0	33
142	18	4	0	0	32
144	19	1	0	0	34
145	19	1.5	0	0	33
146	19	2	25	0	32
147	19	2.5	-25	0	31
148	19	3	25	0	30
149	19	3.5	-25	0	29
150	19	4	21	0	32
152	20	1	23	0	-32
154	20	2	24	0	31
156	20	3	25	0	-31
158	20	4	-25	25	30
160	21	1	24	26	31
161	21	1.5	23	-26	-31
162	21	2	22	-26	-31
163	21	2.5	21	-26	-31
164	21	3	20	27	-31
166	21	4	19	-27	-31
167	21	4.5	18	-27	-31
168	22	1	17	28	-31
169	22	1.5	18	-28	-31
170	22	2	19	-28	-31
171	22	2.5	20	-28	-31
172	22	3	21	28	0
174	22	4	19	-28	0
176	23	1	20	27	0
177	23	1.5	21	-27	0
178	23	2	22	-27	0
179	23	2.5	23	-27	0
180	23	3	24	26	0
181	23	3.5	22	-26	0
182	23	4	23	25	0
183	23	4.5	24	-25	0
184	24	1	25	27	0
185	24	1.5	24	26	0
186	24	2	23	25	0
187	24	2.5	22	24	0
188	24	3	21	23	0
189	24	3.5	-21	22	0
190	24	4	-21	25	0
192	25	1	20	-25	0
194	25	2	19	24	0
196	25	3	18	-24	32
198	25	4	-18	23	-32
200	26	1	22	24	31
204	26	3	0	0	32
206	26	4	21	28	-32
208	27	1	25	27	32
212	27	3	21	28	-32
216	28	1	-21	28	-32
220	28	3	-21	28	-32
224	29	1	0	30	-32
226	29	2	21	-30	-32
228	29	3	23	-30	-32
230	29	4	21	-30	-32
232	30	1	24	28	0
235	30	2.5	23	-28	0
235.5	30	2.75	22	-28	0
236	30	3	21	-28	32
240	31	1	20	29	34
248	32	1	21	0	32
252	32	3	-21	28	-32
256	33	1	0	30	0
260	33	3	28	28	32
264	34	1	27	0	34
268	34	3	28	0	32
272	35	1	25	27	0
280	36	1	24	28	31
284	36	3	20	29	-31
288	37	1	27	-29	32
292	37	3	26	28	33
296	38	1	22	29	-33
300	38	3	25	-29	32
304	39	1	24	31	33
308	39	3	-24	-31	35
312	40	1	0	29	34
316	40	3	24	-29	33
320	41	1	25	0	33
322	41	2	-25	0	32
323	41	2.5	-25	0	31
324	41	3	-25	29	32
328	42	1	22	29	33
331	42	2.5	23	-29	-33
332	42	3	24	28	-33
336	43	1	25	27	0
340	43	3	22	26	0
344	44	1	23	25	0
348	44	3	20	27	0
352	45	1	0	27	0
354	45	2	20	-27	0
356	45	3	21	25	0
358	45	4	18	-25	36
360	46	1	20	24	-36
362	46	2	-20	-24	36
364	46	3	17	24	35
366	46	4	24	-24	-35
368	47	1	25	0	34
370	47	2	22	0	-34
372	47	3	24	0	33
376	48	1	21	0	32
378	48	2	23	0	-32
380	48	3	-23	0	34
382	48	4	20	0	-34
384	49	1	-20	0	34
386	49	2	27	0	-34
387	49	2.5	-27	0	33
388	49	3	28	0	32
389	49	3.5	-28	0	31
390	49	4	25	0	32
392	50	1	27	0	-32
394	50	2	24	0	31
396	50	3	25	0	-31
398	50	4	-25	0	30
400	51	1	24	0	31
402	51	2	20	27	-31
404	51	3	20	27	-31
406	51	4	-20	27	-31
408	52	1	0	27	0
410	52	2	20	-27	0
412	52	3	21	25	0
414	52	4	18	27	0
416	53	1	21	26	0
418	53	2	-21	25	0
419	53	2.5	20	-25	0
420	53	3	19	-25	0
422	53	4	-19	24	0
424	54	1	18	25	0
426	54	2	20	29	0
428	54	3	20	29	0
430	54	4	20	29	34
432	55	1	20	29	34
434	55	2	-20	-29	34
436	55	3	-20	27	34
438	55	4	20	29	-34
440	56	1	21	28	32
442	56	2	20	24	34
444	56	3	24	-24	33
446	56	4	23	25	32
448	57	1	22	26	-32
450	57	2	-22	-26	31
452	57	3	18	25	32
456	58	1	17	28	33
460	58	3	-17	28	-33
462	58	4	-17	29	34
464	59	1	18	-29	35
465	59	1.5	-18	28	-35
466	59	2	-18	27	32
467	59	2.5	-18	26	-32
468	59	3	-18	25	-32
470	59	4	-18	-25	31
471	59	4.5	-18	-25	30
472	60	1	20	24	29
475	60	2.5	-20	-24	30
476	60	3	20	-24	31
477	60	3.5	-20	-24	29
478	60	4	-20	-24	31
480	61	1	17	-24	-31
482	61	2	-17	-24	30
483	61	2.5	-17	-24	29
484	61	3	-17	-24	28
486	61	4	-17	-24	35
488	62	1	19	24	-35
489	62	1.5	-19	-24	34
490	62	2	-19	-24	33
491	62	2.5	-19	-24	32
492	62	3	20	-24	31
496	63	1	18	25	0
498	63	2	-18	-25	34
502	63	4	-18	-25	34
504	64	1	0	27	31
508	64	3	0	27	34
512	65	1	0	24	33
518	65	4	0	-24	32
519	65	4.5	0	-24	31
520	66	1	22	26	31
524	66	3	-22	27	-31
526	66	4	-22	-27	32
527	66	4.5	-22	-27	31
528	67	1	23	25	32
536	68	1	21	-25	-32
548	69	3	21	-25	-32
560	71	1	18	-25	-32
*-	*-	*-	*-	*-	*-
