**absq	**bar	**beat	**b7	**b7
0	1	1	25	25
8	2	1	22	24
16	3	1	23	25
24	4	1	22	26
32	5	1	0	27
36	5	3	0	25
40	6	1	22	26
48	7	1	23	25
52	7	3	21	28
56	8	1	25	29
64	9	1	21	28
67	9	2.5	22	-28
68	9	3	23	-28
70	9	4	24	-28
72	10	1	-24	26
73	10	1.5	23	-26
74	10	2	22	-26
75	10	2.5	21	-26
76	10	3	22	27
80	11	1	21	28
86	11	4	20	-28
87	11	4.5	19	-28
88	12	1	18	29
96	13	1	19	28
104	14	1	22	26
108	14	3	18	27
110	14	4	25	-27
111	14	4.5	-25	28
112	15	1	-25	29
114	15	2	23	30
118	15	4	24	28
120	16	1	22	29
122	16	2	23	27
124	16	3	21	28
126	16	4	22	26
130	17	2	20	29
134	17	4	21	28
136	18	1	22	27
138	18	2	23	25
140	18	3	22	26
144	19	1	18	25
152	20	1	0	0
156	20	3	25	25
160	21	1	22	29
164	21	3	25	-29
168	22	1	21	28
172	22	3	24	-28
176	23	1	22	29
180	23	3	23	27
184	24	1	19	26
192	25	1	21	25
196	25	3	21	28
199	25	4.5	22	-28
200	26	1	23	-28
202	26	2	-23	29
204	26	3	19	30
208	27	1	0	28
210	27	2	25	30
214	27	4	24	29
215	27	4.5	23	28
216	28	1	22	27
218	28	2	21	28
220	28	3	22	-28
222	28	4	-22	27
224	29	1	21	28
228	29	3	0	0
230	29	4	25	0
232	30	1	24	28
236	30	3	26	-28
240	31	1	25	29
246	31	4	24	-29
248	32	1	23	25
252	32	3	22	26
256	33	1	18	25
258	33	2	21	-25
262	33	4	20	0
263	33	4.5	19	0
264	34	1	18	25
272	35	1	21	23
275	35	2.5	22	-23
276	35	3	21	-23
278	35	4	20	22
280	36	1	19	23
284	36	3	-19	24
286	36	4	18	25
288	37	1	19	23
292	37	3	23	0
294	37	4	-23	30
296	38	1	24	-30
298	38	2	-24	29
300	38	3	23	30
304	39	1	19	0
306	39	2	-19	23
308	39	3	26	-23
310	39	4	25	25
314	40	2	26	24
316	40	3	24	26
319	40	4.5	-24	27
320	41	1	-24	28
322	41	2	22	29
324	41	3	23	27
328	42	1	24	26
331	42	2.5	23	-26
332	42	3	22	-26
334	42	4	21	-26
335	42	4.5	20	-26
336	43	1	19	0
