**absq	**bar	**beat	**b7
0	1	1	33
16	3	1	33
22	3	4	32
23	3	4.5	31
24	4	1	30
32	5	1	32
36	5	3	33
40	6	1	34
44	6	3	35
48	7	1	36
54	7	4	35
56	8	1	34
58	8	2	33
60	8	3	32
64	9	1	0
68	9	3	33
72	10	1	31
76	10	3	29
80	11	1	30
88	12	1	29
92	12	3	33
96	13	1	34
100	13	3	35
104	14	1	36
112	15	1	37
116	15	3	38
124	16	3	37
128	17	1	36
134	17	4	35
135	17	4.5	34
136	18	1	35
144	19	1	0
152	20	1	0
160	21	1	0
168	22	1	0
176	23	1	0
184	24	1	0
192	25	1	0
196	25	3	35
200	26	1	36
204	26	3	37
208	27	1	38
214	27	4	37
215	27	4.5	36
216	28	1	35
224	29	1	36
232	30	1	37
240	31	1	36
244	31	3	35
248	32	1	34
256	33	1	33
264	34	1	0
272	35	1	0
280	36	1	0
288	37	1	0
296	38	1	0
304	39	1	0
312	40	1	0
320	41	1	0
328	42	1	0
336	43	1	0
344	44	1	0
352	45	1	0
356	45	3	35
360	46	1	36
368	47	1	35
372	47	3	33
376	48	1	34
384	49	1	33
388	49	3	31
392	50	1	32
400	51	1	31
406	51	4	30
407	51	4.5	29
408	52	1	28
412	52	3	0
416	53	1	35
424	54	1	33
432	55	1	31
440	56	1	30
444	56	3	31
450	57	2	32
452	57	3	33
460	58	3	32
462	58	4	31
464	59	1	30
468	59	3	0
472	60	1	0
480	61	1	29
488	62	1	31
494	62	4	32
496	63	1	33
502	63	4	34
504	64	1	35
510	64	4	34
512	65	1	32
518	65	4	33
520	66	1	34
522	66	2	35
524	66	3	36
530	67	2	35
531	67	2.5	34
532	67	3	33
535	67	4.5	32
536	68	1	35
544	69	1	0
548	69	3	32
552	70	1	35
556	70	3	33
558	70	4	35
561	71	1.5	34
562	71	2	33
563	71	2.5	32
564	71	3	33
568	72	1	32
*-	*-	*-	*-
