**absq	**bar	**beat	**b7	**b7
0	1	1	25	34
1	1	2	-25	34
2	1	3	-25	34
4	2	1	25	-34
5	2	2	-25	34
5.5	2	2.5	-25	34
6	2	3	-25	34
8	3	1	25	-34
9	3	2	-25	34
10	3	3	-25	37
12	4	1	24	-37
13	4	2	-24	36
13.5	4	2.5	-24	37
13.75	4	2.75	-24	38
14	4	3	-24	37
15	4	4	-24	33
15.5	4	4.5	-24	34
15.75	4	4.75	-24	35
16	5	1	-24	34
16.5	5	1.5	-24	34
17	5	2	-24	33
18	5	3	20	34
20	6	1	20	0
22	6	3	-20	38
24	7	1	23	-38
25	7	2	-23	37
25.5	7	2.5	-23	36
26	7	3	-23	36
27	7	4	-23	35
28	8	1	25	35
29.5	8	2.5	-25	34
30	8	3	-25	36
31	8	4	24	-36
32	9	1	24	36
32.5	9	1.5	-24	37
33	9	2	-24	38
33.5	9	2.5	-24	35
34	9	3	-24	33
34.5	9	3.5	-24	34
35	9	4	-24	35
35.5	9	4.5	-24	34
36	10	1	17	35
40	11	1	20	34
44	12	1	24	0
45	12	2	-24	35
46	12	3	-24	35
47	12	4	-24	35
48	13	1	24	35
50.5	13	3.5	-24	35
51	13	4	23	35
51.5	13	4.5	22	36
52	14	1	21	37
52.5	14	1.5	-21	36
53	14	2	-21	35
53.5	14	2.5	-21	36
54	14	3	-21	37
54.5	14	3.5	-21	34
55	14	4	-21	33
55.5	14	4.5	-21	34
56	15	1	-21	35
56.5	15	1.5	-21	34
57	15	2	-21	32
57.5	15	2.5	-21	33
58	15	3	25	34
59.5	15	4.5	-25	31
60	16	1	-25	32
61	16	2	26	-32
62	16	3	25	32
64	17	1	25	0
64.5	17	1.5	-25	32
65	17	2	-25	33
65.5	17	2.5	-25	34
66	17	3	-25	34
68	18	1	23	-34
68.5	18	1.5	-23	32
69	18	2	-23	33
69.5	18	2.5	-23	34
70	18	3	22	35
72	19	1	-22	29
72.25	19	1.25	-22	30
72.5	19	1.5	-22	31
72.75	19	1.75	-22	32
73	19	2	-22	33
73.25	19	2.25	-22	34
73.5	19	2.5	-22	35
73.75	19	2.75	-22	36
74	19	3	21	37
75.5	19	4.5	-21	38
76	20	1	22	31
77	20	2	-22	32
79	20	4	-22	31
80	21	1	18	32
84	22	1	24	35
85	22	2	-24	34
85.5	22	2.5	-24	33
86	22	3	-24	35
88	23	1	24	-35
88.5	23	1.5	-24	35
89	23	2	-24	35
89.5	23	2.5	-24	36
90	23	3	21	37
90.25	23	3.25	-21	36
90.5	23	3.5	-21	35
90.75	23	3.75	-21	36
91	23	4	-21	37
91.25	23	4.25	-21	34
91.5	23	4.5	-21	33
91.75	23	4.75	-21	34
92	24	1	21	35
92.25	24	1.25	-21	34
92.5	24	1.5	-21	32
92.75	24	1.75	-21	33
93	24	2	-21	34
93.75	24	2.75	-21	31
94	24	3	25	32
96	25	1	25	32
100	26	1	25	32
101	26	2	-25	33
101.5	26	2.5	-25	34
102	26	3	-25	34
104	27	1	23	-34
104.5	27	1.5	-23	32
105	27	2	-23	33
105.5	27	2.5	-23	34
106	27	3	-23	35
108	28	1	22	29
108.25	28	1.25	-22	30
108.5	28	1.5	-22	31
108.75	28	1.75	-22	32
109	28	2	-22	33
109.25	28	2.25	-22	29
109.5	28	2.5	-22	30
109.75	28	2.75	-22	31
110	28	3	-22	32
110.25	28	3.25	-22	33
110.5	28	3.5	-22	34
110.75	28	3.75	-22	31
111	28	4	-22	32
111.25	28	4.25	-22	33
111.5	28	4.5	-22	34
111.75	28	4.75	-22	35
112	29	1	22	36
116	30	1	22	38
116.25	30	1.25	-22	37
116.5	30	1.5	-22	36
116.75	30	1.75	-22	35
117	30	2	-22	34
117.25	30	2.25	-22	35
117.5	30	2.5	-22	36
117.75	30	2.75	-22	31
118	30	3	-22	32
120	31	1	15	-32
122	31	3	-15	31
124	32	1	22	32
128	33	1	0	0
128	33	1	25	34
129.5	33	2.5	-25	32
130.5	33	3.5	-25	34
131	33	4	-25	36
131.5	33	4.5	-25	37
132	34	1	24	38
133	34	2	-24	36
135	34	4	-24	35
135.5	34	4.5	-24	34
136	35	1	24	36
137	35	2	-24	35
138.5	35	3.5	-24	36
138.75	35	3.75	-24	37
139	35	4	-24	33
139.5	35	4.5	-24	33
140	36	1	24	34
141	36	2	-24	33
142.5	36	3.5	-24	34
142.75	36	3.75	-24	35
143	36	4	-24	34
143.5	36	4.5	-24	34
144	37	1	17	35
148	38	1	20	34
151	38	4	-20	38
152	39	1	23	-38
153	39	2	-23	38
154	39	3	-23	37
154.5	39	3.5	-23	38
154.75	39	3.75	-23	39
155	39	4	-23	38
156	40	1	25	36
156.5	40	1.5	-25	37
156.75	40	1.75	-25	38
157	40	2	-25	37
158	40	3	24	35
158.5	40	3.5	-24	36
158.75	40	3.75	-24	37
159	40	4	-24	34
160	41	1	17	35
164	42	1	24	0
165	42	2	-24	35
166	42	3	20	36
166.25	42	3.25	-20	37
166.5	42	3.5	-20	38
166.75	42	3.75	-20	37
167	42	4	-20	36
167.25	42	4.25	-20	35
167.5	42	4.5	-20	34
167.75	42	4.75	-20	33
168	43	1	23	32
168.25	43	1.25	-23	31
168.5	43	1.5	-23	32
168.75	43	1.75	-23	31
169	43	2	-23	30
169.25	43	2.25	-23	29
169.5	43	2.5	-23	30
170	43	3	-23	28
170.25	43	3.25	-23	29
170.5	43	3.5	-23	30
170.75	43	3.75	-23	31
171	43	4	21	32
171.25	43	4.25	-21	33
171.5	43	4.5	-21	34
172	44	1	22	-34
174	44	3	24	35
174.25	44	3.25	-24	34
174.5	44	3.5	-24	33
174.75	44	3.75	-24	32
175	44	4	-24	33
175.25	44	4.25	-24	31
175.5	44	4.5	-24	32
175.75	44	4.75	-24	33
176	45	1	24	34
176.25	45	1.25	-24	33
176.5	45	1.5	-24	34
176.75	45	1.75	-24	32
177	45	2	-24	33
177.25	45	2.25	-24	34
177.5	45	2.5	-24	35
177.75	45	2.75	-24	34
178	45	3	24	35
178.25	45	3.25	-24	33
178.5	45	3.5	-24	34
178.75	45	3.75	-24	35
179	45	4	-24	36
179.25	45	4.25	-24	35
179.5	45	4.5	-24	36
179.75	45	4.75	-24	35
180	46	1	24	34
180.25	46	1.25	-24	35
180.5	46	1.5	-24	36
180.75	46	1.75	-24	34
181	46	2	-24	35
181.25	46	2.25	-24	31
181.5	46	2.5	-24	32
181.75	46	2.75	-24	33
182	46	3	24	34
182.25	46	3.25	-24	32
182.5	46	3.5	-24	33
182.75	46	3.75	-24	34
183	46	4	-24	33
183.25	46	4.25	-24	32
183.5	46	4.5	-24	33
183.75	46	4.75	-24	34
184	47	1	24	35
184.25	47	1.25	-24	31
184.5	47	1.5	-24	32
184.75	47	1.75	-24	33
185	47	2	-24	34
185.25	47	2.25	-24	33
185.5	47	2.5	-24	34
185.75	47	2.75	-24	32
186	47	3	24	33
188	48	1	17	-33
189	48	2	-17	34
191	48	4	-17	33
192	49	1	20	34
195	49	4	-20	36
196	50	1	20	36
198	50	3	-20	38
200	51	1	24	-38
201	51	2	-24	37
201.5	51	2.5	-24	36
202	51	3	-24	37
203	51	4	-24	37
204	52	1	25	-37
205	52	2	-25	36
205.5	52	2.5	-25	35
206	52	3	-25	36
208	53	1	25	36
210	53	3	-25	34
210.5	53	3.5	-25	34
211	53	4	-25	34
212	54	1	23	-34
213	54	2	-23	35
213.5	54	2.5	-23	36
214	54	3	-23	37
215.5	54	4.5	-23	35
216	55	1	21	35
217	55	2	-21	35
217.25	55	2.25	-21	34
217.5	55	2.5	-21	33
217.75	55	2.75	-21	34
218	55	3	-21	35
218.25	55	3.25	-21	36
218.5	55	3.5	-21	37
219	55	4	22	0
219.5	55	4.5	-22	33
219.75	55	4.75	-22	32
220	56	1	22	31
220.25	56	1.25	-22	32
220.5	56	1.5	-22	33
220.75	56	1.75	-22	34
221	56	2	-22	35
221.25	56	2.25	-22	33
221.5	56	2.5	-22	29
221.75	56	2.75	-22	30
222	56	3	-22	31
222.25	56	3.25	-22	32
222.5	56	3.5	-22	30
222.75	56	3.75	-22	31
223	56	4	-22	32
223.25	56	4.25	-22	33
223.5	56	4.5	-22	34
223.75	56	4.75	-22	33
224	57	1	15	33
224.25	57	1.25	-15	33
224.5	57	1.5	-15	33
224.75	57	1.75	-15	32
225	57	2	-15	31
226	57	3	-15	32
227	57	4	-15	31
228	58	1	22	32
232	59	1	20	0
235	59	4	-20	36
236	60	1	20	36
238	60	3	-20	38
240	61	1	24	-38
241	61	2	-24	35
241.5	61	2.5	-24	34
242	61	3	-24	35
244	62	1	24	36
244.5	62	1.5	-24	37
245	62	2	-24	36
245.5	62	2.5	-24	37
245.75	62	2.75	-24	38
246	62	3	-24	36
247	62	4	-24	35
247.5	62	4.5	-24	36
248	63	1	21	35
248.5	63	1.5	-21	36
248.75	63	1.75	-21	37
249	63	2	-21	35
250	63	3	-21	37
250.5	63	3.5	-21	38
251	63	4	-21	37
251.25	63	4.25	-21	38
251.5	63	4.5	-21	39
252	64	1	21	37
253.5	64	2.5	-21	35
254	64	3	-21	36
254.25	64	3.25	-21	37
254.5	64	3.5	-21	35
255	64	4	-21	35
256	65	1	25	36
258	65	3	-25	34
258.5	65	3.5	-25	34
259	65	4	-25	34
260	66	1	23	-34
261	66	2	-23	35
261.5	66	2.5	-23	36
262	66	3	-23	37
264	67	1	23	0
265	67	2	-23	34
266	67	3	-23	34
268	68	1	21	35
268.25	68	1.25	-21	34
268.5	68	1.5	-21	33
268.75	68	1.75	-21	34
269	68	2	-21	35
269.25	68	2.25	-21	34
269.5	68	2.5	-21	35
269.75	68	2.75	-21	36
270	68	3	-21	35
270.25	68	3.25	-21	34
270.5	68	3.5	-21	35
270.75	68	3.75	-21	36
271	68	4	-21	37
272	69	1	22	33
272.25	69	1.25	-22	32
272.5	69	1.5	-22	31
272.75	69	1.75	-22	32
273	69	2	-22	33
273.25	69	2.25	-22	32
273.5	69	2.5	-22	33
273.75	69	2.75	-22	34
274	69	3	-22	33
274.25	69	3.25	-22	32
274.5	69	3.5	-22	33
274.75	69	3.75	-22	34
275	69	4	-22	35
275.25	69	4.25	-22	33
275.5	69	4.5	-22	31
275.75	69	4.75	-22	32
276	70	1	22	33
276.25	70	1.25	-22	32
276.5	70	1.5	-22	31
276.75	70	1.75	-22	32
277	70	2	-22	30
277.25	70	2.25	-22	31
277.5	70	2.5	-22	30
277.75	70	2.75	-22	31
278	70	3	22	32
278.25	70	3.25	-22	30
278.5	70	3.5	-22	31
278.75	70	3.75	-22	30
279	70	4	-22	29
279.25	70	4.25	-22	30
279.5	70	4.5	-22	31
279.75	70	4.75	-22	30
280	71	1	22	31
280.25	71	1.25	-22	32
280.5	71	1.5	-22	31
280.75	71	1.75	-22	30
281	71	2	-22	31
281.25	71	2.25	-22	32
281.5	71	2.5	-22	33
281.75	71	2.75	-22	32
282	71	3	-22	31
282.25	71	3.25	-22	32
282.5	71	3.5	-22	30
282.75	71	3.75	-22	31
283	71	4	-22	32
283.25	71	4.25	-22	33
283.5	71	4.5	-22	34
283.75	71	4.75	-22	33
284	72	1	22	34
284.25	72	1.25	-22	33
284.5	72	1.5	-22	33
284.75	72	1.75	-22	33
285	72	2	-22	33
285.25	72	2.25	-22	32
285.5	72	2.5	-22	31
285.75	72	2.75	-22	31
286	72	3	-22	32
288	73	1	15	33
292	74	1	18	32
*-	*-	*-	*-	*-
