**absq	**bar	**beat	**b7
1	1	1.5	31
2	1	2	31
3	1	2.5	32
4	1	3	33
5	1	3.5	31
6	1	4	34
8	2	1	33
10	2	2	0
12	2	3	0
14	2	4	0
15	2	4.5	32
16	3	1	33
17.5	3	1.75	35
18	3	2	34
19	3	2.5	34
20	3	3	35
22	3	4	32
24	4	1	0
26	4	2	0
27	4	2.5	32
28	4	3	30
29.5	4	3.75	30
30	4	4	29
31	4	4.5	29
32	5	1	30
32.5	5	1.25	31
33	5	1.5	32
33.5	5	1.75	30
34	5	2	31
37	5	3.5	35
38	5	4	33
40	6	1	33
41	6	1.5	30
42	6	2	31
44	6	3	31
45	6	3.5	35
46	6	4	33
47	6	4.5	33
48	7	1	34
52	7	3	34
54	7	4	36
55	7	4.5	36
56	8	1	36
58	8	2	34
59	8	2.5	34
60	8	3	35
62	8	4	34
64	9	1	0
68	9	3	34
69	9	3.5	34
69.5	9	3.75	34
70	9	4	33
71	9	4.5	33
72	10	1	32
74	10	2	0
76	10	3	0
78	10	4	36
79	10	4.5	36
79.5	10	4.75	36
80	11	1	35
81	11	1.5	35
82	11	2	34
83	11	2.5	33
84	11	3	32
85	11	3.5	31
87	11	4.5	30
88	12	1	31
89	12	1.5	33
90	12	2	36
92	12	3	35
93	12	3.5	33
94	12	4	36
98	13	2	35
100	13	3	35
103	13	4.5	33
104	14	1	32
108	14	3	32
112	15	1	0
114	15	2	30
116	15	3	30
120	16	1	0
122	16	2	33
124	16	3	33
126	16	4	31
128	17	1	30
129	17	1.5	29
131	17	2.5	28
132	17	3	29
134	17	4	0
135	17	4.5	33
136	18	1	36
137	18	1.5	36
138	18	2	35
141	18	3.5	34
142	18	4	33
144	19	1	34
145	19	1.5	36
146	19	2	37
147.5	19	2.75	38
148	19	3	36
149.5	19	3.75	35
150	19	4	34
152	20	1	35
153	20	1.5	32
154	20	2	33
155.5	20	2.75	32
156	20	3	31
157.5	20	3.75	31
158	20	4	30
160	21	1	31
161	21	1.5	33
162	21	2	35
164	21	3	0
165	21	3.5	35
166	21	4	37
168	22	1	0
169	22	1.5	35
170	22	2	36
171	22	2.5	34
172	22	3	33
174	22	4	33
176	23	1	0
177	23	1.5	33
178	23	2	35
180	23	3	0
184	24	1	0
185	24	1.5	33
186	24	2	34
187	24	2.5	32
188	24	3	33
190	24	4	29
191	24	4.5	32
192	25	1	30
194	25	2	29
196	25	3	0
198	25	4	0
199	25	4.5	36
200	26	1	34
201	26	1.5	35
202	26	2	33
204	26	3	32
206	26	4	0
208	27	1	0
209	27	1.5	34
210	27	2	33
212	27	3	32
214	27	4	0
215	27	4.5	35
216	28	1	34
217	28	1.5	35
219	28	2.5	34
220	28	3	35
224	29	1	0
224	29	1	31
226	29	2	33
227.5	29	2.75	34
228	29	3	35
229	29	3.5	33
230	29	4	32
232	30	1	31
234	30	2	0
236	30	3	0
240	31	1	0
244	31	3	0
246	31	4	32
248	32	1	31
249	32	1.5	29
250	32	2	30
251.5	32	2.75	31
252	32	3	32
254	32	4	31
256	33	1	0
257	33	1.5	31
258	33	2	31
259.5	33	2.75	29
260	33	3	30
261	33	3.5	31
263	33	4.5	30
264	34	1	31
268	35	1	35
271	35	1	34
272	35	1	35
274	36	1	33
277	36	1	34
278	36	1	33
280	36	1	35
284	36	1	36
286	37	1	35
289	37	1	34
290	37	1	35
291	37	1	36
292	37	1	35
293	37	1	34
294	37	1	35
295	37	1	34
296	37	1	35
297	37	1	34
298	38	1	35
299	38	1	34
300	38	1	35
301	38	1	34
302	38	1	33
303	38	1	32
304	38	1	33
308	38	1	34
310	39	1	33
314	39	1	33
316	40	1	0
318	40	2	34
320	41	1	33
321	41	1.5	32
322.5	41	2.25	32
323	41	2.5	31
324	41	3	30
327	41	4.5	31
328	42	1	32
330	42	2	33
332	42	3	32
333	42	3.5	31
333.5	42	3.75	30
334	42	4	29
335	42	4.5	30
336	43	1	31
337	43	1.5	32
338	43	2	33
339	43	2.5	32
339.5	43	2.75	31
340	43	3	30
341	43	3.5	31
343	43	4.5	30
344	44	1	31
346	44	2	33
348	44	3	32
348.5	44	3.25	31
349	44	3.5	32
349.5	44	3.75	33
350	44	4	32
351	44	4.5	31
352	45	1	30
352.5	45	1.25	29
353	45	1.5	30
353.5	45	1.75	31
354	45	2	30
355	45	2.5	33
356	45	3	32
356.5	45	3.25	31
357	45	3.5	32
357.5	45	3.75	33
358	45	4	32
360	46	1	32
362	46	2	0
363	46	2.5	34
364	46	3	33
364.5	46	3.25	32
365	46	3.5	33
365.5	46	3.75	34
366	46	4	33
367	46	4.5	32
368	47	1	31
368.5	47	1.25	30
369	47	1.5	31
369.5	47	1.75	32
370	47	2	31
371	47	2.5	30
372	47	3	29
374	47	4	29
376	48	1	0
384	49	1	0
388	49	3	35
389	49	3.5	35
390	49	4	36
392	50	1	36
393	50	1.5	35
394	50	2	35
396	50	3	35
398	50	4	33
399	50	4.5	33
400	51	1	33
402	51	2	34
403	51	2.5	33
404	51	3	32
405	51	3.5	31
406	51	4	32
408	52	1	33
410	52	2	31
412	52	3	30
412.5	52	3.25	29
413	52	3.5	30
413.5	52	3.75	31
414	52	4	30
415	52	4.5	31
416	53	1	32
416.5	53	1.25	31
417	53	1.5	32
417.5	53	1.75	33
418	53	2	32
419	53	2.5	31
420	53	3	30
420.5	53	3.25	29
421	53	3.5	30
421.5	53	3.75	31
422	53	4	30
423	53	4.5	28
424	54	1	0
426	54	2	32
428	54	3	31
428.5	54	3.25	30
429	54	3.5	31
429.5	54	3.75	32
430	54	4	31
431	54	4.5	32
432	55	1	33
432.5	55	1.25	32
433	55	1.5	33
433.5	55	1.75	34
434	55	2	33
436	55	3	31
437	55	3.5	34
439	55	4.5	33
439.5	55	4.75	32
440	56	1	33
441	56	1.5	32
441.5	56	1.75	31
442	56	2	32
443	56	2.5	31
443.5	56	2.75	30
444	56	3	31
450	57	2	31
452	57	3	33
453	57	3.5	33
454	57	4	33
456	58	1	34
457	58	1.5	33
458	58	2	32
