**absq	**bar	**beat	**b7	**b7
0	1	1	25	0
8	2	1	22	0
12	2	3	22	0
16	3	1	23	25
20	3	3	21	-25
24	4	1	22	25
28	4	3	-22	24
32	5	1	21	25
35	5	2.5	-21	26
36	5	3	25	27
38	5	4	24	28
41	6	1.5	-24	27
42	6	2	25	26
43	6	2.5	-25	25
44	6	3	22	26
48	7	1	18	25
50	7	2	21	-25
52	7	3	20	-25
54	7	4	21	-25
57	8	1.5	22	-25
58	8	2	23	-25
59	8	2.5	24	-25
60	8	3	25	-25
63	8	4.5	24	-25
64	9	1	23	0
67	9	2.5	22	0
67.5	9	2.75	21	0
68	9	3	22	0
72	10	1	21	0
75	10	2.5	22	0
76	10	3	23	0
78	10	4	24	0
80	11	1	23	28
82	11	2	24	-28
86	11	4	23	-28
87	11	4.5	22	-28
88	12	1	21	-28
90	12	2	20	-28
91	12	2.5	19	-28
92	12	3	18	27
94	12	4	25	29
96	13	1	26	28
98	13	2	24	26
100	13	3	23	27
104	14	1	19	26
110	14	4	19	-26
112	15	1	22	0
115	15	2.5	23	0
116	15	3	24	26
118	15	4	25	27
120	16	1	21	28
122	16	2	25	27
124	16	3	-25	25
125	16	3.5	-25	26
126	16	4	24	27
127	16	4.5	23	28
128	17	1	22	29
130	17	2	21	25
132	17	3	22	-25
134	17	4	-22	24
136	18	1	21	25
140	18	3	0	28
142	18	4	21	-28
144	19	1	25	27
148	19	3	24	28
150	19	4	26	-28
152	20	1	25	29
155	20	2.5	26	28
156	20	3	25	29
158	20	4	22	-29
160	21	1	24	28
161	21	1.5	-24	27
162	21	2	25	26
163	21	2.5	-25	25
164	21	3	22	26
168	22	1	18	25
170	22	2	21	-25
174	22	4	20	0
176	23	1	21	28
179	23	2.5	22	-28
180	23	3	23	-28
181	23	3.5	24	-28
182	23	4	25	27
184	24	1	0	26
186	24	2	24	-26
188	24	3	25	25
190	24	4	23	-25
192	25	1	24	26
196	25	3	23	27
200	26	1	0	26
202	26	2	0	30
206	26	4	0	29
208	27	1	0	28
210	27	2	0	26
212	27	3	0	27
216	28	1	0	26
220	28	3	0	0
222	28	4	26	0
225	29	1.5	25	0
226	29	2	24	0
227	29	2.5	23	0
228	29	3	22	0
230	29	4	26	0
232	30	1	27	0
234	30	2	26	0
236	30	3	25	0
238	30	4	24	0
239	30	4.5	23	0
240	31	1	22	0
242	31	2	21	0
244	31	3	23	0
247	31	4.5	24	0
248	32	1	25	0
252	32	3	0	0
254	32	4	21	0
255	32	4.5	22	0
256	33	1	23	0
257	33	1.5	24	0
258	33	2	25	0
259	33	2.5	23	0
260	33	3	26	0
263	33	4.5	25	0
264	34	1	24	0
266	34	2	23	0
268	34	3	22	0
272	35	1	21	0
276	35	3	0	0
278	35	4	24	0
280	36	1	-24	28
282	36	2	23	-28
283	36	2.5	22	-28
284	36	3	21	-28
290	37	2	20	-28
291	37	2.5	19	-28
292	37	3	18	29
294	37	4	21	30
296	38	1	20	29
298	38	2	23	28
300	38	3	22	29
302	38	4	24	-29
306	39	2	23	25
308	39	3	22	26
312	40	1	18	25
318	40	4	25	-25
320	41	1	25	0
323	41	2.5	24	0
324	41	3	23	0
326	41	4	22	0
328	42	1	21	0
330	42	2	20	29
332	42	3	19	30
335	42	4.5	-19	29
336	43	1	0	28
338	43	2	23	27
340	43	3	24	26
343	43	4.5	23	-26
344	44	1	22	0
346	44	2	21	0
348	44	3	22	26
351	44	4.5	-22	25
352	45	1	0	24
354	45	2	19	23
356	45	3	22	22
359	45	4.5	21	-22
360	46	1	20	0
362	46	2	19	0
364	46	3	18	29
366	46	4	20	-29
368	47	1	19	30
371	47	2.5	-19	29
372	47	3	-19	28
374	47	4	23	27
376	48	1	24	26
378	48	2	21	-26
379	48	2.5	-21	25
380	48	3	22	24
382	48	4	18	25
384	49	1	19	23
388	49	3	22	22
391	49	4.5	18	-22
392	50	1	18	0
394	50	2	23	25
396	50	3	24	26
398	50	4	22	27
400	51	1	21	28
403	51	2.5	24	26
404	51	3	23	27
406	51	4	19	26
408	52	1	23	27
410	52	2	-23	28
412	52	3	22	29
414	52	4	24	-29
416	53	1	23	25
420	53	3	22	26
424	54	1	19	-26
427	54	2.5	20	-26
428	54	3	21	0
430	54	4	-21	26
431	54	4.5	20	-26
431.5	54	4.75	19	-26
432	55	1	18	27
434	55	2	21	28
436	55	3	20	29
438	55	4	-20	22
440	56	1	19	23
442	56	2	22	24
444	56	3	21	25
446	56	4	24	26
448	57	1	23	27
450	57	2	21	28
452	57	3	22	26
456	58	1	18	25
458	58	2	-18	27
460	58	3	0	27
462	58	4	18	27
464	59	1	21	28
466	59	2	-21	26
468	59	3	20	-26
470	59	4	20	25
472	60	1	19	-25
473	60	1.5	-19	24
474	60	2	-19	24
475	60	2.5	-19	23
476	60	3	18	25
478	60	4	24	26
480	61	1	25	27
482	61	2	21	28
484	61	3	22	26
488	62	1	18	25
*-	*-	*-	*-	*-
