**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	20	34	0
1	1	2	-20	35	0
2	1	3	-20	36	36
3	1	4	-20	-36	37
4	2	1	20	-36	38
6	2	3	20	35	37
7	2	4	-20	34	36
8	3	1	24	33	35
10	3	3	24	33	35
10.25	3	3.25	-24	31	-35
10.5	3	3.5	-24	32	-35
10.75	3	3.75	-24	33	-35
11	3	4	24	34	-35
11.25	3	4.25	-24	35	-35
11.5	3	4.5	-24	36	-35
11.75	3	4.75	-24	37	-35
12	4	1	-24	38	0
12.5	4	1.5	-24	-38	31
12.75	4	1.75	-24	-38	32
13	4	2	24	-38	33
13.25	4	2.25	-24	-38	34
13.5	4	2.5	-24	-38	35
13.75	4	2.75	-24	-38	36
14	4	3	25	34	37
16	5	1	22	-34	36
17	5	2	-22	33	-36
17.5	5	2.5	-22	-33	31
18	5	3	23	35	32
18.5	5	3.5	-23	-35	33
18.75	5	3.75	-23	-35	34
19	5	4	-23	-35	33
20	6	1	22	33	31
23	6	4	22	-33	-31
24	7	1	22	0	0
24.5	7	1.5	-22	0	31
25	7	2	21	0	32
25.5	7	2.5	-21	0	33
26	7	3	20	0	34
26.5	7	3.5	-20	31	-34
27	7	4	-20	32	-34
27.5	7	4.5	-20	33	-34
28	8	1	-20	34	0
28.5	8	1.5	-20	-34	34
29	8	2	19	0	35
29.5	8	2.5	-19	31	36
30	8	3	18	32	37
30.5	8	3.5	-18	33	-37
31	8	4	-18	34	-37
31.5	8	4.5	-18	-34	34
31.75	8	4.75	-18	32	-34
32	9	1	17	33	35
34	9	3	-17	33	35
35	9	4	-17	38	-35
36	10	1	24	-38	38
36.5	10	1.5	-24	37	-38
37	10	2	-24	36	-38
37.5	10	2.5	-24	35	37
38	10	3	25	34	36
38.5	10	3.5	-25	35	35
39	10	4	-25	36	34
40	11	1	21	35	33
40.5	11	1.5	-21	-35	32
41	11	2	-21	-35	32
41.5	11	2.5	-21	34	-32
42	11	3	22	33	-32
43	11	4	-22	-33	31
44	12	1	18	32	32
45	12	2	25	-32	-32
47	12	4	24	0	0
48	13	1	25	0	0
48.5	13	1.5	-25	34	0
49	13	2	26	33	0
49.5	13	2.5	-26	32	0
50	13	3	27	31	0
50.5	13	3.5	-27	-31	38
51	13	4	-27	-31	36
51.5	13	4.5	-27	-31	35
52	14	1	-27	0	34
52.5	14	1.5	-27	38	-34
53	14	2	26	37	0
53.5	14	2.5	-26	36	35
54	14	3	25	37	34
54.5	14	3.5	-25	-37	33
55	14	4	-25	-37	34
55.5	14	4.5	-25	34	32
56	15	1	24	35	33
58	15	3	-24	-35	33
59	15	4	-24	36	-33
60	16	1	24	-36	0
60.5	16	1.5	-24	35	0
60.75	16	1.75	-24	34	0
61	16	2	-24	35	37
61.25	16	2.25	-24	34	-37
61.5	16	2.5	-24	33	-37
62	16	3	25	34	-37
62.5	16	3.5	-25	-34	36
62.75	16	3.75	-25	-34	35
63	16	4	-25	-34	36
63.25	16	4.25	-25	-34	35
63.5	16	4.5	-25	-34	34
64	17	1	21	33	35
65	17	2	-21	32	-35
65.5	17	2.5	-21	-32	33
66	17	3	22	-32	33
67	17	4	-22	31	-33
68	18	1	18	32	32
72	19	1	0	0	0
72	19	1	20	0	0
73	19	2	-20	0	34
74	19	3	-20	0	36
75	19	4	-20	34	36
76	20	1	20	36	38
77	20	2	-20	36	-38
78	20	3	20	38	36
80	21	1	24	35	0
81	21	2	-24	-35	33
81.5	21	2.5	-24	-35	34
82	21	3	24	0	35
83	21	4	24	33	-35
83.5	21	4.5	-24	34	-35
84	22	1	-24	35	0
85	22	2	24	-35	35
85.5	22	2.5	-24	-35	36
86	22	3	25	0	37
87	22	4	-25	32	-37
87.5	22	4.5	-25	33	-37
88	23	1	22	34	-37
89	23	2	-22	33	36
90	23	3	23	32	-36
91	23	4	-23	-32	35
92	24	1	22	33	36
95	24	4	22	-33	-36
96	25	1	22	0	0
97	25	2	21	0	0
