**absq	**bar	**beat	**b7	**b7	**b7
4	1	3	0	0	33
5	1	3.5	0	0	34
6	1	4	0	33	33
7	1	4.5	0	34	32
8	2	1	0	33	31
9	2	1.5	0	32	30
9.5	2	1.75	0	31	29
10	2	2	0	30	30
11	2	2.5	0	-30	33
12	2	3	0	31	33
13	2	3.5	0	32	34
14	2	4	26	31	33
14.5	2	4.25	-26	30	-33
15	2	4.5	27	29	32
15.5	2	4.75	-27	28	-32
16	3	1	26	29	31
17	3	1.5	25	29	32
18	3	2	24	0	33
19	3	2.5	25	0	34
20	3	3	26	30	33
21	3	3.5	-26	31	-33
22	3	4	-26	30	-33
23	3	4.5	-26	29	-33
24	4	1	26	28	-33
25	4	1.5	-26	29	-33
26	4	2	-26	30	-33
28	4	3	0	31	33
29	4	3.5	22	29	-33
30	4	4	21	30	0
31	4	4.5	19	31	0
32	5	1	18	32	0
34	5	2	22	31	0
35	5	2.5	20	32	0
36	5	3	21	25	0
37	5	3.5	22	29	31
38	5	4	23	29	32
39	5	4.5	-23	28	33
39.5	5	4.75	-23	28	-33
40	6	1	22	29	34
41	6	1.5	-22	30	-34
42	6	2	0	31	33
45	6	3.5	0	30	0
45.5	6	3.75	0	29	0
46	6	4	0	33	35
48	7	1	0	31	36
49	7	1.5	0	31	38
50	7	2	0	32	37
51	7	2.5	0	28	37
52	7	3	0	31	36
53	7	3.5	0	30	-36
53.5	7	3.75	0	29	-36
54	7	4	0	30	35
55	7	4.5	24	31	-35
56	8	1	25	29	0
57	8	1.5	27	29	32
57.5	8	1.75	-27	29	-32
58	8	2	26	30	33
59	8	2.5	26	31	35
60	8	3	25	32	34
61	8	3.5	-25	32	32
62	8	4	24	28	33
62.5	8	4.25	-24	-28	34
63	8	4.5	-24	-28	35
64	9	1	0	31	-35
65	9	1.5	0	-31	34
66	9	2	0	0	35
67	9	2.5	24	31	33
68	9	3	27	31	36
69.5	9	3.75	27	31	36
70	9	4	27	31	34
71	9	4.5	25	30	34
72	10	1	24	31	33
75	10	2.5	-24	-31	35
76	10	3	0	0	33
77	10	3.5	0	0	34
78	10	4	0	31	35
79	10	4.5	24	-31	34
79.5	10	4.75	-24	-31	33
80	11	1	22	31	34
81	11	1.5	23	30	-34
82	11	2	24	30	33
82.5	11	2.25	-24	29	-33
83	11	2.5	23	29	-33
83.5	11	2.75	22	-29	-33
84	11	3	23	-29	0
85	11	3.5	-23	28	0
86	11	4	22	29	0
88	12	1	0	-29	34
90	12	2	0	0	33
92	12	3	22	31	0
94	12	4	25	32	0
95.5	12	4.75	25	32	0
96	13	1	25	29	0
97	13	1.5	24	31	33
98	13	2	27	31	34
99.5	13	2.75	-27	-31	34
100	13	3	27	31	34
101	13	3.5	26	31	35
102	13	4	27	-31	36
102.5	13	4.25	-27	34	-36
103.5	13	4.75	27	34	-36
104	14	1	27	34	29
105	14	1.5	26	35	33
106	14	2	25	36	29
107	14	2.5	-25	32	-29
107.5	14	2.75	-25	-32	29
108	14	3	24	0	31
109	14	3.5	-24	33	28
110	14	4	0	34	32
110.5	14	4.25	0	-34	33
111	14	4.5	0	-34	34
111.5	14	4.75	0	34	35
112	15	1	22	34	36
113	15	1.5	-22	33	-36
114	15	2	18	32	36
115.5	15	2.75	18	-32	-36
116	15	3	20	31	0
117	15	3.5	17	-31	33
118	15	4	18	0	34
118.5	15	4.25	19	0	-34
119	15	4.5	20	32	-34
119.5	15	4.75	21	-32	34
120	16	1	22	29	34
121	16	1.5	-22	-29	33
121.5	16	1.75	-22	29	-33
122	16	2	18	34	32
123	16	2.5	-18	32	-32
124	16	3	0	29	-32
124.5	16	3.25	0	30	-32
125	16	3.5	0	31	31
125.5	16	3.75	0	32	30
126	16	4	0	33	31
128	17	1	0	34	32
130	17	2	25	-34	32
131	17	2.5	25	-34	32
131.5	17	2.75	25	-34	32
132	17	3	25	0	32
133	17	3.5	22	0	33
134	17	4	25	29	34
135	17	4.5	-25	29	-34
135.5	17	4.75	25	29	34
136	18	1	25	29	34
137	18	1.5	24	-29	33
138	18	2	23	25	32
140	18	3	22	29	31
141.5	18	3.75	-22	29	-31
142	18	4	-22	29	0
143	18	4.5	-22	28	0
144	19	1	-22	27	0
146	19	2	-22	26	0
148	19	3	0	0	29
149	19	3.5	0	0	29
149.5	19	3.75	0	0	29
150	19	4	0	0	30
151.5	19	4.75	0	0	31
152	20	1	0	0	32
153	20	1.5	0	0	29
154	20	2	22	29	31
155	20	2.5	-22	29	-31
155.5	20	2.75	-22	29	-31
156	20	3	21	30	30
157.5	20	3.75	-21	31	-30
158	20	4	20	32	0
159	20	4.5	-20	32	36
160	21	1	19	33	-36
161	21	1.5	19	-33	35
162	21	2	22	-33	34
163	21	2.5	-22	32	-34
164	21	3	-22	-32	33
165	21	3.5	-22	31	36
166	21	4	18	32	34
170	22	2	0	0	33
171	22	2.5	0	33	-33
172	22	3	18	-33	36
173	22	3.5	18	32	36
173.5	22	3.75	18	-32	36
174	22	4	19	-32	35
175	22	4.5	-19	31	-35
175.5	22	4.75	20	-31	34
176	23	1	21	30	33
177	23	1.5	21	30	-33
178	23	2	22	29	-33
179	23	2.5	-22	-29	32
180	23	3	-22	-29	31
180.5	23	3.25	-22	-29	29
181	23	3.5	21	-29	36
181.5	23	3.75	20	-29	-36
182	23	4	19	30	-36
183	23	4.5	-19	-30	35
184	24	1	22	0	36
185	24	1.5	22	29	-36
186	24	2	25	29	-36
187.5	24	2.75	25	29	-36
188	24	3	25	29	0
189	24	3.5	24	31	0
190	24	4	20	31	0
193	25	1.5	21	30	0
194	25	2	22	29	0
195	25	2.5	23	28	0
196	25	3	22	29	0
198	25	4	18	29	0
199	25	4.5	18	29	32
200	26	1	22	29	31
201.5	26	1.75	22	29	31
202	26	2	22	29	31
203	26	2.5	21	30	32
204	26	3	17	31	33
205.5	26	3.75	-17	31	-33
206	26	4	-17	31	-33
207	26	4.5	18	29	32
208	27	1	19	28	30
209	27	1.5	20	29	29
210	27	2	19	-29	30
211	27	2.5	-19	28	-30
212	27	3	22	29	31
216	28	1	0	32	0
217	28	1.5	0	32	0
217.5	28	1.75	0	32	0
218	28	2	0	31	0
219.5	28	2.75	0	30	0
220	28	3	18	29	32
221	28	3.5	-18	-29	32
221.5	28	3.75	-18	-29	32
222	28	4	19	28	31
223.5	28	4.75	-19	-28	30
224	29	1	20	0	29
225	29	1.5	-20	0	29
226	29	2	21	32	30
227	29	2.5	21	32	-30
227.5	29	2.75	-21	32	-30
228	29	3	17	31	31
229.5	29	3.75	-17	30	-31
230	29	4	-17	29	-31
231	29	4.5	-17	29	-31
232	30	1	-17	28	-31
234	30	2	-17	28	-31
236	30	3	20	0	-31
238	30	4	-20	29	-31
240	31	1	0	30	0
242	31	2	0	31	0
244	31	3	25	32	32
245	31	3.5	25	32	-32
245.5	31	3.75	25	-32	-32
246	31	4	24	28	33
247.5	31	4.75	23	-28	-33
248	32	1	22	31	34
249	32	1.5	22	-31	-34
250	32	2	23	0	35
251	32	2.5	-23	0	35
252	32	3	22	0	36
252.5	32	3.25	-22	0	35
253	32	3.5	-22	0	34
253.5	32	3.75	-22	0	33
253.75	32	3.875	-22	0	32
254	32	4	-22	29	33
255	32	4.5	22	-29	-33
256	33	1	25	29	32
257.5	33	1.75	25	29	-32
258	33	2	25	29	0
259	33	2.5	24	31	0
260	33	3	20	31	0
263	33	4.5	21	30	0
264	34	1	22	29	0
265	34	1.5	23	28	0
266	34	2	22	29	0
268	34	3	18	29	0
269	34	3.5	18	29	32
270	34	4	22	29	31
271.5	34	4.75	22	29	31
272	35	1	22	29	31
273	35	1.5	21	30	32
274	35	2	17	31	33
277	35	3.5	18	29	36
278	35	4	19	31	35
278.5	35	4.25	-19	-31	33
279	35	4.5	20	32	36
280	36	1	19	30	35
281	36	1.5	-19	29	36
282	36	2	-19	30	-36
283	36	2.5	-19	-30	35
284	36	3	22	31	36
*-	*-	*-	*-	*-	*-
