**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	32	0
8	2	1	0	0	0	0	0	0	35	0
12	2	3	0	0	0	0	0	0	34	32
16	3	1	0	0	0	0	0	0	32	-32
18	3	2	0	0	0	0	0	0	34	-32
20	3	3	0	0	0	0	0	0	33	35
24	4	1	0	0	0	0	0	0	32	34
26	4	2	0	0	0	0	0	0	34	-34
28	4	3	0	0	0	0	0	0	-34	32
29	4	3.5	0	0	0	0	0	0	33	-32
30	4	4	0	0	0	0	0	0	32	34
32	5	1	0	0	0	0	0	0	-32	33
34	5	2	0	0	0	0	0	0	31	-33
36	5	3	0	0	0	0	0	0	34	32
38	5	4	0	0	0	0	0	0	-34	39
40	6	1	0	0	0	0	0	29	33	-39
42	6	2	0	0	0	0	0	-29	-33	38
43	6	2.5	0	0	0	0	0	-29	-33	37
44	6	3	0	0	0	0	0	-29	-33	38
46	6	4	0	0	0	0	0	-29	33	-38
47	6	4.5	0	0	0	0	0	-29	-33	37
48	7	1	0	0	0	0	0	32	34	36
49	7	1.5	0	0	0	0	0	-32	-34	35
50	7	2	0	0	0	0	0	-32	32	34
52	7	3	0	0	0	0	0	31	33	35
54	7	4	0	0	0	0	0	-31	29	36
55	7	4.5	0	0	0	0	0	-31	30	-36
56	8	1	0	0	0	0	0	29	31	-36
57	8	1.5	0	0	0	0	0	-29	32	-36
58	8	2	0	0	0	0	0	31	33	35
59	8	2.5	0	0	0	0	0	-31	-33	34
60	8	3	0	0	0	0	0	30	-33	35
61	8	3.5	0	0	0	0	0	-30	32	34
62	8	4	0	0	0	0	0	-30	32	33
63	8	4.5	0	0	0	0	0	-30	-32	32
64	9	1	0	0	0	0	0	29	-32	33
66	9	2	0	0	0	0	0	-29	31	-33
68	9	3	0	0	0	0	25	0	32	32
69	9	3.5	0	0	0	0	-25	0	-32	33
70	9	4	0	0	0	0	-25	25	-32	34
71	9	4.5	0	0	0	0	-25	26	-32	35
72	10	1	0	0	0	0	-25	27	-32	36
73	10	1.5	0	0	0	0	-25	28	-32	-36
74	10	2	0	0	0	0	-25	29	-32	-36
75	10	2.5	0	0	0	0	-25	27	-32	-36
76	10	3	0	0	0	0	28	30	0	32
78	10	4	0	0	0	0	-28	-30	32	-32
80	11	1	0	0	0	0	27	29	-32	0
81	11	1.5	0	0	0	0	-27	-29	31	0
82	11	2	0	0	0	0	-27	-29	34	0
84	11	3	0	0	0	0	25	-29	-34	0
85	11	3.5	0	0	0	0	-25	-29	33	0
86	11	4	0	0	0	0	27	-29	32	0
88	12	1	0	0	0	0	26	28	-32	0
90	12	2	0	0	0	0	-26	-28	31	0
92	12	3	0	0	0	0	25	0	34	36
94	12	4	0	0	0	0	-25	32	-34	-36
95	12	4.5	0	0	0	0	26	-32	-34	-36
96	13	1	0	0	0	0	27	-32	-34	-36
97	13	1.5	0	0	0	0	28	-32	-34	-36
98	13	2	0	0	0	0	29	31	33	-36
100	13	3	0	0	0	0	-29	30	32	39
101	13	3.5	0	0	0	0	28	-30	-32	-39
102	13	4	0	0	0	0	28	-30	-32	-39
103	13	4.5	0	0	0	0	-28	-30	33	-39
104	14	1	0	0	0	0	29	29	34	38
106	14	2	0	0	0	0	-29	31	33	-38
107	14	2.5	0	0	0	0	-29	-31	32	-38
108	14	3	0	0	0	0	-29	-31	33	36
109	14	3.5	0	0	0	0	-29	30	-33	-36
110	14	4	0	0	0	0	-29	29	-33	38
112	15	1	0	0	0	0	0	-29	-33	37
114	15	2	0	0	0	0	0	28	-33	-37
116	15	3	0	0	0	0	22	29	-33	36
118	15	4	0	0	0	0	-22	-29	-33	38
120	16	1	0	0	0	0	-22	0	31	-38
121	16	1.5	0	0	0	0	-22	0	-31	37
122	16	2	0	0	0	0	-22	29	-31	36
123	16	2.5	0	0	0	0	-22	-29	30	35
124	16	3	0	0	0	0	25	-29	29	34
125	16	3.5	0	0	0	0	-25	-29	28	33
126	16	4	0	0	0	0	-25	30	27	32
128	17	1	0	0	0	0	24	31	28	33
129	17	1.5	0	0	0	0	-24	-31	-28	34
130	17	2	0	0	0	0	-24	28	31	35
131	17	2.5	0	0	0	0	-24	-28	-31	33
132	17	3	0	0	0	0	22	29	-31	34
133	17	3.5	0	0	0	0	-22	-29	30	33
134	17	4	0	0	0	0	24	-29	29	33
136	18	1	0	0	0	0	23	25	-29	-33
137	18	1.5	0	0	0	0	-23	-25	-29	32
138	18	2	0	0	0	0	-23	-25	28	32
140	18	3	0	0	0	0	22	26	29	-32
142	18	4	29	0	0	0	-22	-26	-29	31
144	19	1	29	0	0	0	25	25	27	32
146	19	2	29	0	0	36	-25	-25	-27	-32
147	19	2.5	-29	0	0	-36	-25	26	28	-32
148	19	3	27	0	0	36	-25	27	29	-32
149	19	3.5	-27	0	0	-36	-25	28	-29	-32
150	19	4	-27	32	0	36	-25	29	-29	-32
151	19	4.5	26	-32	0	-36	-25	-29	-29	-32
152	20	1	25	32	0	34	0	0	0	0
154	20	2	-25	32	32	-34	0	0	0	0
155	20	2.5	-25	-32	-32	33	0	0	0	0
156	20	3	0	30	32	32	0	0	0	0
158	20	4	28	-30	32	-32	0	0	0	0
159	20	4.5	-28	29	-32	-32	0	0	0	0
160	21	1	28	28	30	0	0	0	0	0
162	21	2	28	30	-30	35	0	0	0	0
163	21	2.5	-28	-30	29	-35	0	0	0	0
164	21	3	26	-30	28	35	0	0	0	0
166	21	4	-26	30	35	35	0	0	0	0
167	21	4.5	25	-30	-35	-35	0	0	0	0
168	22	1	24	31	35	33	0	0	0	0
170	22	2	-24	31	35	-33	0	0	0	0
171	22	2.5	-24	-31	-35	32	0	0	0	0
172	22	3	-24	31	33	31	0	0	0	0
174	22	4	-24	31	-33	38	0	0	0	0
175	22	4.5	-24	-31	32	-38	0	0	0	0
176	23	1	27	29	31	-38	0	0	0	0
177	23	1.5	-27	-29	-31	37	0	0	0	0
178	23	2	-27	-29	34	36	0	0	0	0
179	23	2.5	26	28	-34	-36	0	0	0	0
180	23	3	25	27	-34	-36	0	0	0	0
181	23	3.5	-25	-27	33	35	0	0	0	0
182	23	4	-25	29	32	34	0	0	0	0
183	23	4.5	-25	-29	31	33	0	0	0	0
184	24	1	-25	-29	32	34	0	0	0	0
185	24	1.5	-25	30	-32	32	0	0	0	0
186	24	2	24	31	33	35	0	0	0	0
188	24	3	25	30	32	-35	0	0	0	0
190	24	4	-25	29	-32	34	0	0	0	0
191	24	4.5	-25	-29	31	-34	0	0	0	0
192	25	1	26	-29	30	33	0	0	0	0
194	25	2	-26	28	-30	-33	0	0	0	0
195	25	2.5	-26	27	29	-33	0	0	0	0
196	25	3	0	28	30	-33	0	0	0	0
198	25	4	22	29	31	-33	0	0	0	0
200	26	1	-22	26	31	0	0	0	0	0
201	26	1.5	23	-26	32	0	0	0	0	0
202	26	2	24	-26	33	33	0	0	0	0
203	26	2.5	25	-26	34	-33	0	0	0	0
204	26	3	26	0	35	-33	0	0	0	0
205	26	3.5	-26	0	-35	34	0	0	0	0
206	26	4	-26	33	-35	35	0	0	0	0
207	26	4.5	27	-33	-35	36	0	0	0	0
208	27	1	28	-33	-35	37	0	0	0	0
209	27	1.5	-28	32	-35	-37	0	0	0	0
210	27	2	29	31	33	38	0	0	0	0
211	27	2.5	-29	30	-33	-38	0	0	0	0
212	27	3	-29	29	33	-38	0	0	0	0
213	27	3.5	28	30	-33	37	0	0	0	0
214	27	4	27	31	34	36	0	0	0	0
215	27	4.5	26	-31	-34	35	0	0	0	0
216	28	1	25	32	-34	34	0	0	0	0
217	28	1.5	26	31	-34	35	0	0	0	0
218	28	2	27	30	32	36	0	0	0	0
219	28	2.5	-27	29	-32	-36	0	0	0	0
220	28	3	26	30	33	-36	0	0	0	0
222	28	4	26	30	-33	35	0	33	0	0
223	28	4.5	-26	-30	32	-35	0	-33	0	0
224	29	1	22	29	31	36	0	33	0	0
226	29	2	-22	-29	-31	-36	0	33	33	0
227	29	2.5	-22	-29	30	-36	0	-33	-33	0
228	29	3	-22	-29	29	-36	29	31	33	0
