**absq	**bar	**beat	**b7	**b7
0	1	1	25	0
1	1	2	-25	36
3	1	4	-25	34
3.75	1	4.75	-25	33
4	2	1	25	34
6	2	3	-25	32
8	3	1	25	0
9	3	2	-25	32
9.5	3	2.5	-25	33
10	3	3	-25	34
11.5	3	4.5	-25	33
12	4	1	24	35
14	4	3	-24	35
16	5	1	24	-35
16.5	5	1.5	-24	35
17	5	2	-24	35
17.75	5	2.75	-24	33
18	5	3	20	36
19.5	5	4.5	-20	37
20	6	1	20	38
21	6	2	-20	37
21.25	6	2.25	-20	36
21.5	6	2.5	-20	35
21.75	6	2.75	-20	34
22	6	3	24	33
22.25	6	3.25	-24	34
22.5	6	3.5	-24	35
22.75	6	3.75	-24	33
23	6	4	-24	34
23.25	6	4.25	-24	33
23.5	6	4.5	-24	34
23.75	6	4.75	-24	35
24	7	1	24	36
24.25	7	1.25	-24	35
24.5	7	1.5	-24	36
24.75	7	1.75	-24	34
25	7	2	-24	35
25.25	7	2.25	-24	31
25.5	7	2.5	-24	32
25.75	7	2.75	-24	33
26	7	3	-24	34
26.25	7	3.25	-24	31
26.5	7	3.5	-24	32
26.75	7	3.75	-24	33
27	7	4	-24	34
27.25	7	4.25	-24	35
27.5	7	4.5	-24	36
27.75	7	4.75	-24	37
28	8	1	-24	38
29	8	2	22	-38
30	8	3	23	37
30.25	8	3.25	-23	36
30.5	8	3.5	-23	37
30.75	8	3.75	-23	35
31	8	4	-23	36
31.25	8	4.25	-23	35
31.5	8	4.5	-23	36
31.75	8	4.75	-23	34
32	9	1	24	35
36	10	1	20	34
40	11	1	24	0
41	11	2	-24	33
42	11	3	-24	33
42.75	11	3.75	-24	34
43	11	4	-24	35
43.25	11	4.25	-24	34
43.5	11	4.5	-24	33
43.75	11	4.75	-24	32
44	12	1	24	31
44.25	12	1.25	-24	30
44.5	12	1.5	-24	29
44.75	12	1.75	-24	30
45	12	2	-24	31
45.25	12	2.25	-24	30
45.5	12	2.5	-24	31
45.75	12	2.75	-24	32
46	12	3	-24	31
46.25	12	3.25	-24	28
46.5	12	3.5	-24	29
46.75	12	3.75	-24	30
47	12	4	-24	31
47.25	12	4.25	-24	30
47.5	12	4.5	-24	31
47.75	12	4.75	-24	32
48	13	1	-24	33
48.25	13	1.25	-24	30
48.5	13	1.5	-24	31
48.75	13	1.75	-24	32
49	13	2	-24	33
49.25	13	2.25	-24	32
49.5	13	2.5	-24	33
49.75	13	2.75	-24	34
50	13	3	-24	35
50.5	13	3.5	-24	34
50.75	13	3.75	-24	34
51	13	4	-24	34
51.25	13	4.25	-24	34
51.5	13	4.5	-24	33
51.75	13	4.75	-24	32
52	14	1	-24	33
52.25	14	1.25	-24	33
52.5	14	1.5	-24	33
52.75	14	1.75	-24	33
53	14	2	-24	33
53.25	14	2.25	-24	33
53.5	14	2.5	-24	32
