**absq	**bar	**beat	**b7	**b7
0	1	1	25	0
8	2	1	22	0
12	2	3	22	0
16	3	1	23	0
20	3	3	21	0
24	4	1	25	0
32	5	1	21	25
36	5	3	23	25
40	6	1	22	26
44	6	3	22	26
48	7	1	23	25
52	7	3	21	28
56	8	1	18	29
60	8	3	18	-29
64	9	1	21	28
70	9	4	21	-28
72	10	1	22	0
74	10	2	22	26
76	10	3	24	28
78	10	4	24	29
80	11	1	21	30
82	11	2	21	30
84	11	3	18	29
86	11	4	-18	29
88	12	1	21	28
91	12	2.5	22	-28
92	12	3	23	27
94	12	4	21	28
96	13	1	22	26
98	13	2	24	29
100	13	3	23	-29
102	13	4	-23	28
104	14	1	22	29
110	14	4	-22	28
112	15	1	-22	27
114	15	2	-22	26
115	15	2.5	-22	25
116	15	3	-22	26
120	16	1	18	25
136	18	1	21	0
138	18	2	-21	25
140	18	3	23	25
142	18	4	23	25
144	19	1	22	26
146	19	2	22	26
148	19	3	24	26
150	19	4	24	26
152	20	1	23	27
154	20	2	23	27
156	20	3	25	27
158	20	4	25	27
160	21	1	24	28
162	21	2	-24	28
164	21	3	26	28
166	21	4	26	28
168	22	1	25	29
172	22	3	22	0
174	22	4	24	28
176	23	1	25	27
178	23	2	23	25
180	23	3	22	26
184	24	1	18	25
190	24	4	21	-25
194	25	2	21	0
196	25	3	18	25
200	26	1	19	23
204	26	3	19	21
208	27	1	17	24
216	28	1	22	24
220	28	3	22	-24
222	28	4	22	-24
224	29	1	18	25
228	29	3	21	-25
232	30	1	22	24
234	30	2	-22	24
236	30	3	23	25
238	30	4	-23	25
240	31	1	22	26
244	31	3	-22	29
246	31	4	-22	29
248	32	1	0	29
250	32	2	22	29
252	32	3	22	-29
254	32	4	22	29
256	33	1	22	29
258	33	2	-22	29
260	33	3	23	27
264	34	1	0	0
266	34	2	23	30
268	34	3	23	30
270	34	4	23	30
272	35	1	19	30
274	35	2	19	30
276	35	3	23	30
278	35	4	23	-30
280	36	1	24	28
282	36	2	24	29
284	36	3	23	30
286	36	4	21	-30
288	37	1	22	29
290	37	2	23	28
292	37	3	24	26
296	38	1	23	27
298	38	2	21	28
300	38	3	22	26
304	39	1	19	26
312	40	1	-19	26
316	40	3	0	26
318	40	4	19	26
322	41	2	19	25
323	41	2.5	-19	24
324	41	3	19	23
