**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	29	0	0
4	1	3	0	0	0	0	0	29	0	36
6	1	4	0	0	0	0	0	29	0	-36
8	2	1	0	0	0	0	25	32	0	36
10	2	2	0	0	0	0	-25	-32	0	36
11	2	2.5	0	0	0	0	-25	31	0	-36
12	2	3	0	0	0	0	25	30	32	39
14	2	4	0	0	0	0	25	29	-32	-39
16	3	1	0	0	0	0	28	30	32	37
18	3	2	0	0	0	0	-28	28	32	-37
20	3	3	0	0	0	0	26	28	35	0
22	3	4	0	0	0	0	-26	28	-35	35
24	4	1	0	0	0	0	0	31	33	35
26	4	2	0	0	0	0	24	-31	-33	35
27	4	2.5	0	0	0	0	-24	30	-33	-35
28	4	3	0	0	0	0	24	29	0	38
30	4	4	0	0	0	0	24	28	31	-38
32	5	1	0	0	0	0	27	29	31	36
34	5	2	0	0	0	0	-27	-29	32	-36
36	5	3	0	28	0	0	26	30	33	35
38	5	4	0	-28	0	0	24	31	-33	33
39	5	4.5	0	-28	0	0	25	-31	-33	-33
40	6	1	0	28	0	0	26	-31	-33	35
41	6	1.5	0	-28	0	0	27	-31	-33	-35
42	6	2	0	28	0	0	28	30	32	-35
44	6	3	25	32	0	0	-28	29	32	36
46	6	4	-25	-32	0	36	27	-29	-32	-36
47	6	4.5	-25	-32	0	-36	26	-29	31	-36
47.5	6	4.75	-25	-32	0	-36	-26	-29	30	-36
48	7	1	25	-32	32	36	27	25	29	-36
50	7	2	25	-32	-32	36	-27	-25	32	-36
52	7	3	28	30	32	37	28	32	-32	35
54	7	4	-28	28	32	-37	-28	30	35	32
56	8	1	26	28	35	37	-28	30	35	33
58	8	2	-26	28	-35	35	24	31	33	-33
59	8	2.5	-26	-28	-35	-35	-24	-31	-33	34
60	8	3	0	31	33	35	24	28	-33	35
61	8	3.5	0	-31	-33	-35	-24	-28	34	-35
62	8	4	24	-31	-33	35	-24	-28	35	33
63	8	4.5	-24	30	-33	-35	-24	-28	-35	-33
64	9	1	24	29	0	38	-24	0	31	33
66	9	2	24	28	31	-38	-24	0	-31	-33
68	9	3	27	29	31	36	0	0	0	0
70	9	4	-27	-29	31	-36	0	0	0	0
72	10	1	26	30	33	35	0	0	0	0
74	10	2	-26	-30	35	-35	0	0	0	35
75	10	2.5	25	-30	-35	34	0	0	0	-35
76	10	3	24	31	-35	33	0	31	33	35
77	10	3.5	-24	-31	34	-33	0	-31	-33	-35
78	10	4	-24	28	33	31	24	-31	-33	35
79	10	4.5	23	-28	32	-31	-24	-31	-33	-35
80	11	1	22	29	31	33	24	31	33	38
82	11	2	-22	-29	-31	34	24	29	31	-38
84	11	3	21	25	0	35	28	30	32	37
86	11	4	21	32	28	-35	-28	-30	-32	-37
87	11	4.5	-21	-32	29	-35	-28	-30	-32	-37
88	12	1	21	-32	30	-35	-28	30	-32	-37
89	12	1.5	-21	-32	31	-35	-28	-30	-32	-37
90	12	2	21	30	32	-35	-28	28	-32	-37
91	12	2.5	-21	-30	30	-35	-28	-28	-32	-37
92	12	3	24	28	31	0	26	28	33	0
93	12	3.5	-24	-28	32	0	-26	-28	-33	0
94	12	4	-24	31	33	33	-26	28	-33	35
95	12	4.5	-24	-31	34	-33	-26	-28	-33	-35
96	13	1	-24	-31	35	33	0	31	-33	35
97	13	1.5	-24	30	-35	-33	0	-31	-33	-35
97.5	13	1.75	-24	29	-35	-33	0	-31	-33	-35
98	13	2	-24	28	-35	33	24	31	-33	35
100	13	3	22	29	31	36	24	-31	0	38
101	13	3.5	-22	-29	-31	-36	-24	30	0	-38
102	13	4	-22	26	-31	-36	24	29	31	-38
103	13	4.5	-22	-26	-31	37	-24	28	-31	-38
104	14	1	20	29	0	38	27	29	31	36
106	14	2	-20	-29	31	38	-27	27	31	-36
107	14	2.5	-20	30	-31	-38	-27	-27	-31	-36
108	14	3	24	31	-31	0	26	28	33	35
109	14	3.5	-24	-31	32	0	-26	-28	-33	-35
110	14	4	-24	-31	33	35	-26	-28	-33	-35
111	14	4.5	25	-31	-33	-35	25	-28	34	-35
112	15	1	26	28	-33	35	24	-28	35	-35
113	15	1.5	27	-28	-33	-35	-24	-28	-35	-35
114	15	2	28	30	32	35	23	-28	28	32
116	15	3	-28	31	31	38	22	24	29	36
118	15	4	27	-31	29	-38	-22	-24	-29	-36
119	15	4.5	-27	29	-29	-38	-22	-24	-29	-36
120	16	1	28	30	32	37	21	25	0	32
121	16	1.5	-28	31	-32	-37	22	-25	0	-32
122	16	2	-28	32	-32	-37	23	-25	0	35
123	16	2.5	-28	-32	33	-37	24	-25	0	-35
124	16	3	25	-32	34	36	25	32	0	34
125	16	3.5	-25	-32	-34	-36	26	-32	0	35
126	16	4	-25	29	-34	-36	27	-32	29	36
127	16	4.5	-25	-29	-34	-36	28	-32	-29	37
128	17	1	22	29	33	-36	29	31	29	38
129	17	1.5	-22	-29	-33	-36	-29	-31	30	-38
130	17	2	-22	-29	-33	-36	-29	-31	31	36
131	17	2.5	-22	-29	-33	-36	-29	30	32	-36
132	17	3	0	0	0	0	-29	29	33	38
134	17	4	0	0	0	0	28	30	33	37
136	18	1	22	0	0	0	29	31	33	-37
137	18	1.5	-22	0	0	0	-29	-31	-33	36
138	18	2	-22	26	33	36	-29	-31	-33	36
140	18	3	26	26	33	37	26	30	-33	-36
142	18	4	26	33	33	37	-26	-30	-33	35
144	19	1	22	-33	31	38	29	29	33	36
145	19	1.5	23	32	32	-38	-29	-29	-33	-36
