**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	25	32
8	2	1	0	0	25	0	32	34
14	2	4	0	0	-25	0	32	34
16	3	1	0	0	29	0	31	33
20	3	3	0	0	-29	0	29	31
22	3	4	0	0	29	0	-29	-31
24	4	1	0	0	28	0	30	32
28	4	3	0	22	26	0	29	33
32	5	1	18	25	27	29	-29	-33
34	5	2	-18	-25	-27	-29	-29	32
35	5	2.5	-18	-25	-27	-29	-29	31
36	5	3	-18	-25	-27	-29	0	32
38	5	4	-18	25	-27	-29	0	-32
40	6	1	22	24	26	31	0	33
44	6	3	-22	22	24	-31	0	-33
46	6	4	22	-22	-24	31	0	-33
48	7	1	21	23	25	30	0	0
52	7	3	19	-23	26	28	0	0
56	8	1	20	22	-26	29	0	0
58	8	2	-20	-22	25	-29	0	0
59	8	2.5	-20	-22	24	-29	0	0
60	8	3	-20	0	25	-29	0	0
62	8	4	-20	22	-25	-29	0	0
63	8	4.5	-20	-22	22	-29	0	0
64	9	1	19	26	23	28	0	0
66	9	2	-19	-26	-23	-28	0	30
68	9	3	-19	-26	-23	-28	26	33
70	9	4	-19	25	-23	-28	-26	-33
72	10	1	0	24	22	0	29	-33
74	10	2	0	-24	-22	0	-29	32
75	10	2.5	0	23	-22	0	-29	-32
76	10	3	0	22	-22	0	-29	31
78	10	4	0	22	-22	0	28	-31
79	10	4.5	0	-22	-22	0	-28	30
80	11	1	0	25	0	0	27	29
82	11	2	0	-25	0	0	-27	29
83	11	2.5	0	24	0	0	26	-29
84	11	3	0	23	0	0	25	32
86	11	4	0	-23	0	0	27	-32
88	12	1	0	22	0	0	-27	-32
89	12	1.5	0	-22	0	0	28	-32
90	12	2	0	-22	22	0	29	31
92	12	3	19	0	26	0	-29	30
94	12	4	-19	0	-26	0	28	-30
96	13	1	22	0	-26	26	29	29
98	13	2	-22	0	25	-26	-29	-29
100	13	3	-22	0	24	29	26	-29
102	13	4	21	0	-24	-29	-26	-29
103	13	4.5	-21	0	23	-29	-26	-29
104	14	1	20	0	22	-29	0	0
106	14	2	-20	0	22	28	0	0
107	14	2.5	19	0	-22	-28	0	0
108	14	3	18	22	25	27	0	0
110	14	4	18	-22	-25	-27	0	0
111	14	4.5	-18	-22	24	26	0	0
112	15	1	21	23	23	25	0	0
113	15	1.5	-21	-23	22	-25	0	0
114	15	2	-21	-23	25	25	0	0
115	15	2.5	20	-23	-25	-25	0	0
116	15	3	19	21	-25	28	0	0
117	15	3.5	-19	-21	24	-28	0	0
117.5	15	3.75	-19	-21	23	-28	0	0
118	15	4	-19	-21	24	-28	0	0
120	16	1	18	22	25	-28	0	0
122	16	2	-18	-22	-25	27	0	0
124	16	3	0	-22	0	26	31	33
128	17	1	0	18	25	25	32	34
134	17	4	0	-18	-25	0	32	34
136	18	1	0	0	29	0	31	33
140	18	3	0	0	-29	0	29	31
142	18	4	0	0	29	0	-29	-31
144	19	1	0	0	28	0	30	32
148	19	3	0	22	26	0	29	33
152	20	1	18	25	27	29	-29	-33
154	20	2	-18	-25	-27	-29	-29	32
155	20	2.5	-18	-25	-27	-29	-29	31
156	20	3	-18	-25	-27	-29	0	32
158	20	4	-18	25	-27	-29	0	-32
160	21	1	22	24	26	31	0	33
164	21	3	-22	22	24	-31	0	-33
166	21	4	22	-22	-24	31	0	-33
168	22	1	21	23	25	30	0	0
172	22	3	19	-23	26	28	0	0
176	23	1	20	22	-26	29	0	0
179	23	2.5	-20	-22	25	-29	0	0
180	23	3	-20	0	24	-29	0	0
181	23	3.5	-20	0	25	-29	0	0
182	23	4	-20	22	-25	-29	0	0
183	23	4.5	-20	-22	22	-29	0	0
184	24	1	19	26	23	28	0	0
186	24	2	-19	-26	-23	-28	0	30
188	24	3	-19	-26	-23	-28	26	33
190	24	4	-19	25	-23	-28	-26	-33
192	25	1	0	24	22	0	29	-33
194	25	2	0	-24	-22	0	-29	32
195	25	2.5	0	23	-22	0	-29	-32
196	25	3	0	22	0	0	-29	31
198	25	4	0	22	0	0	28	-31
199	25	4.5	0	-22	0	0	-28	30
200	26	1	0	25	0	0	27	29
202	26	2	0	-25	0	0	-27	29
203	26	2.5	0	24	0	0	26	-29
204	26	3	0	23	0	0	25	32
206	26	4	0	-23	0	0	27	-32
208	27	1	0	22	0	0	-27	-32
209	27	1.5	0	-22	0	0	28	-32
210	27	2	0	-22	22	0	29	31
212	27	3	19	0	26	0	-29	30
213	27	3.5	-19	0	-26	0	28	-30
213.5	27	3.75	-19	0	-26	0	27	-30
214	27	4	-19	0	-26	0	28	-30
216	28	1	22	0	-26	26	29	29
218	28	2	-22	0	25	-26	-29	-29
220	28	3	-22	0	24	29	26	-29
222	28	4	21	0	-24	-29	-26	-29
223	28	4.5	-21	0	23	-29	-26	-29
224	29	1	20	0	22	-29	0	0
226	29	2	-20	0	22	28	0	0
227	29	2.5	19	0	-22	-28	0	0
228	29	3	18	22	25	27	0	0
230	29	4	18	-22	-25	-27	0	0
231	29	4.5	-18	-22	24	26	0	0
232	30	1	21	23	23	25	0	0
233	30	1.5	-21	-23	22	-25	0	0
234	30	2	-21	-23	25	25	0	0
235	30	2.5	20	-23	-25	-25	0	0
236	30	3	19	21	-25	28	0	0
237	30	3.5	-19	-21	24	-28	0	0
237.5	30	3.75	-19	-21	23	-28	0	0
238	30	4	-19	-21	24	-28	0	0
240	31	1	18	22	25	-28	0	0
242	31	2	-18	-22	-25	27	32	0
244	31	3	0	-22	0	26	-32	36
246	31	4	0	-22	29	-26	31	-36
248	32	1	0	18	-29	25	32	-36
250	32	2	0	25	29	-25	-32	-36
252	32	3	0	-25	30	0	-32	34
254	32	4	0	25	-30	0	-32	-34
256	33	1	0	26	28	0	30	35
258	33	2	0	-26	31	0	28	-35
260	33	3	0	24	-31	0	29	33
261	33	3.5	0	-24	30	0	-29	-33
262	33	4	25	25	29	0	-29	34
264	34	1	-25	23	-29	0	30	32
266	34	2	25	-23	28	0	-30	-32
268	34	3	26	22	29	0	0	31
270	34	4	-26	-22	-29	29	31	-31
271	34	4.5	-26	-22	28	-29	-31	-31
272	35	1	24	0	26	-29	-31	0
273	35	1.5	-24	0	-26	-29	30	0
274	35	2	25	0	27	29	29	0
276	35	3	23	0	25	30	-29	0
278	35	4	-23	0	-25	32	28	0
280	36	1	22	0	26	-32	29	0
282	36	2	-22	26	-26	31	29	0
284	36	3	-22	26	-26	-31	31	33
285	36	3.5	-22	-26	-26	30	-31	-33
286	36	4	-22	26	-26	29	31	-33
288	37	1	0	26	0	-29	30	33
290	37	2	0	-26	0	28	30	33
292	37	3	0	0	0	29	31	33
294	37	4	0	24	0	-29	-31	-33
295	37	4.5	0	-24	0	-29	30	-33
296	38	1	0	27	0	0	29	31
297	38	1.5	0	-27	0	0	28	-31
298	38	2	0	-27	0	0	29	34
299	38	2.5	0	26	0	0	-29	-34
300	38	3	0	25	0	0	-29	-34
302	38	4	0	24	0	0	31	33
304	39	1	0	25	0	0	30	32
306	39	2	0	-25	0	0	29	-32
307	39	2.5	0	-25	0	0	-29	31
308	39	3	0	26	0	0	-29	30
309	39	3.5	0	-26	0	0	28	-30
309.5	39	3.75	0	-26	0	0	27	-30
310	39	4	0	-26	0	0	28	-30
312	40	1	22	-26	0	0	29	29
314	40	2	-22	-26	24	0	-29	-29
316	40	3	22	-26	24	29	0	-29
318	40	4	22	-26	24	-29	0	-29
320	41	1	22	-26	24	29	0	0
322	41	2	-22	-26	24	29	0	0
324	41	3	0	0	27	29	0	0
326	41	4	20	0	-27	-29	0	0
327	41	4.5	-20	0	26	-29	0	0
328	42	1	23	0	25	27	0	0
329	42	1.5	-23	0	24	-27	0	0
330	42	2	-23	0	25	30	27	0
331	42	2.5	22	0	-25	-30	-27	0
332	42	3	21	0	-25	-30	28	0
334	42	4	20	0	27	29	29	0
336	43	1	21	0	26	28	30	0
338	43	2	-21	0	25	-28	-30	0
339	43	2.5	-21	0	-25	27	-30	0
340	43	3	22	0	-25	26	29	0
341	43	3.5	-22	0	24	-26	-29	0
341.5	43	3.75	-22	0	23	-26	-29	0
342	43	4	-22	0	24	-26	-29	0
344	44	1	18	22	25	27	-29	0
348	44	3	18	-22	-25	27	0	0
350	44	4	-18	-22	-25	-27	29	0
352	45	1	-18	25	0	-27	29	32
354	45	2	-18	-25	25	-27	29	-32
355	45	2.5	-18	24	-25	-27	-29	-32
356	45	3	21	23	-25	28	30	-32
358	45	4	-21	23	28	-28	-30	-32
359	45	4.5	20	-23	-28	28	-30	-32
360	46	1	19	26	-28	28	30	35
361	46	1.5	-19	-26	27	-28	-30	-35
362	46	2	19	-26	26	28	-30	-35
363	46	2.5	-19	25	-26	-28	-30	34
364	46	3	22	24	26	29	31	33
365	46	3.5	-22	23	-26	-29	-31	-33
366	46	4	-22	24	29	-29	-31	33
