**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	32	0
8	2	1	0	0	0	0	0	0	29	36
12	2	3	0	0	0	0	0	0	32	-36
15	2	4.5	0	0	0	0	0	0	33	-36
16	3	1	0	0	0	0	0	0	34	32
17	3	1.5	0	0	0	0	0	0	35	-32
18	3	2	0	0	0	0	0	0	34	-32
20	3	3	0	0	0	0	0	29	-34	36
22	3	4	0	0	0	0	0	-29	33	-36
23	3	4.5	0	0	0	0	0	-29	32	37
24	4	1	0	0	0	0	0	-29	33	38
25	4	1.5	0	0	0	0	0	-29	-33	37
26	4	2	0	0	0	0	0	-29	31	36
27	4	2.5	0	0	0	0	0	-29	-31	35
28	4	3	0	0	0	0	0	25	32	34
32	5	1	0	0	0	0	0	29	31	33
34	5	2	0	0	0	0	0	-29	34	36
35	5	2.5	0	0	0	0	0	30	-34	-36
36	5	3	0	0	0	0	0	31	33	35
37	5	3.5	0	0	0	0	0	30	32	-35
38	5	4	0	0	0	0	0	29	31	38
39	5	4.5	0	0	0	0	0	28	30	-38
40	6	1	0	0	0	0	0	27	29	-38
41	6	1.5	0	0	0	0	0	-27	-29	37
42	6	2	0	0	0	0	0	-27	-29	36
44	6	3	0	0	0	0	0	26	30	-36
46	6	4	0	0	0	0	0	-26	-30	35
47	6	4.5	0	0	0	0	0	-26	31	-35
48	7	1	0	0	0	0	25	29	32	34
49	7	1.5	0	0	0	0	-25	-29	33	-34
50	7	2	0	0	0	0	-25	-29	34	32
52	7	3	0	0	0	0	-25	-29	-34	34
53	7	3.5	0	0	0	0	-25	-29	33	-34
54	7	4	0	0	0	0	-25	-29	32	-34
56	8	1	0	0	0	0	22	-29	-32	33
58	8	2	0	0	0	0	-22	-29	31	-33
60	8	3	0	0	0	0	25	0	32	34
62	8	4	0	0	0	0	-25	25	34	-34
63	8	4.5	0	0	0	0	26	-25	-34	35
64	9	1	25	0	0	0	27	-25	-34	36
65	9	1.5	-25	0	0	0	28	26	-34	-36
66	9	2	-25	0	0	0	27	27	34	-36
67	9	2.5	-25	0	0	0	-27	28	-34	-36
68	9	3	-25	0	0	0	-27	29	34	-36
70	9	4	-25	0	0	0	26	32	-34	-36
71	9	4.5	-25	0	0	0	25	-32	-34	-36
72	10	1	22	29	0	0	29	-32	33	-36
74	10	2	-22	-29	0	0	-29	31	-33	-36
76	10	3	25	-29	0	0	25	32	34	-36
78	10	4	-25	-29	0	0	27	25	-34	-36
79	10	4.5	26	-29	0	0	-27	-25	33	-36
80	11	1	27	25	0	0	-27	-25	32	0
81	11	1.5	28	-25	0	0	26	26	-32	0
82	11	2	27	-25	0	0	25	27	-32	39
83	11	2.5	-27	-25	0	0	24	28	-32	-39
84	11	3	-27	29	0	0	25	27	34	-39
86	11	4	26	-29	0	0	-25	-27	-34	39
87	11	4.5	25	30	0	0	-25	28	-34	-39
88	12	1	26	31	0	0	22	29	33	38
89	12	1.5	-26	32	0	0	-22	-29	-33	-38
90	12	2	27	31	0	0	-22	29	29	-38
91	12	2.5	-27	-31	0	0	-22	-29	-29	36
92	12	3	28	30	32	0	21	25	32	37
93	12	3.5	-28	-30	-32	0	-21	-25	-32	38
94	12	4	27	29	-32	0	25	-25	-32	39
96	13	1	28	30	-32	0	21	25	30	-39
97	13	1.5	-28	-30	-32	0	-21	-25	-30	38
98	13	2	21	28	-32	0	-21	-25	-30	37
99	13	2.5	-21	-28	-32	0	-21	-25	31	-37
100	13	3	25	-28	29	36	0	-25	32	36
102	13	4	-25	27	-29	-36	0	-25	-32	-36
103	13	4.5	-25	26	-29	-36	0	-25	-32	-36
104	14	1	-25	27	32	-36	0	0	0	0
107	14	2.5	-25	28	33	-36	0	0	0	0
108	14	3	25	29	34	32	0	0	0	0
109	14	3.5	-25	-29	35	-32	0	0	0	0
110	14	4	-25	-29	34	-32	0	0	0	0
112	15	1	-25	25	-34	36	0	0	0	0
114	15	2	24	29	33	-36	0	0	0	0
115	15	2.5	23	-29	32	37	0	0	0	0
116	15	3	22	-29	33	38	0	0	0	0
117	15	3.5	-22	28	-33	39	0	0	0	0
118	15	4	29	29	-33	38	0	0	0	0
119	15	4.5	-29	30	32	-38	0	0	0	0
120	16	1	-29	31	33	-38	0	0	0	0
121	16	1.5	-29	32	34	-38	0	0	0	0
122	16	2	28	33	35	37	0	0	0	0
123	16	2.5	27	-33	-35	36	0	0	0	0
124	16	3	26	-33	-35	37	0	0	0	0
125	16	3.5	-26	32	34	-37	0	0	0	0
126	16	4	-26	31	33	38	0	0	0	0
127	16	4.5	-26	30	32	-38	0	0	0	0
128	17	1	27	29	31	-38	0	0	0	0
129	17	1.5	-27	-29	-31	37	0	0	0	0
130	17	2	-27	29	32	36	0	0	0	0
132	17	3	26	30	33	-36	0	0	0	0
134	17	4	-26	-30	-33	35	0	0	0	0
136	18	1	22	29	33	36	0	0	0	0
138	18	2	-22	-29	-33	-36	22	29	31	33
140	18	3	0	0	0	0	25	29	32	34
142	18	4	25	29	32	36	-25	-29	-32	-34
144	19	1	29	31	33	36	22	29	31	33
145	19	1.5	-29	-31	-33	-36	-22	-29	29	-33
146	19	2	-29	-31	-33	-36	-22	-29	31	-33
147	19	2.5	-29	-31	-33	-36	-22	-29	32	-33
148	19	3	26	30	33	35	0	0	33	0
150	19	4	-26	-30	-33	-35	26	30	33	35
152	20	1	0	0	0	0	29	31	33	36
154	20	2	26	0	33	37	28	33	33	37
156	20	3	29	0	33	36	29	33	31	38
158	20	4	28	26	-33	37	26	-33	33	37
160	21	1	29	33	-33	38	0	31	0	0
162	21	2	-29	31	33	-38	22	29	33	36
163	21	2.5	28	-31	-33	-38	-22	-29	-33	-36
164	21	3	27	32	34	36	25	29	32	36
165	21	3.5	26	-32	-34	-36	-25	28	-32	-36
166	21	4	25	-32	27	-36	-25	27	29	-36
167	21	4.5	-25	-32	-27	-36	-25	26	-29	35
168	22	1	-25	29	-27	-36	-25	25	29	34
169	22	1.5	-25	-29	28	-36	-25	-25	-29	-34
170	22	2	22	-29	29	-36	24	26	-29	33
172	22	3	0	0	-29	-36	25	27	-29	32
173	22	3.5	0	0	25	-36	-25	-27	-29	-32
174	22	4	25	29	32	-36	-25	-27	-29	-32
176	23	1	28	30	-32	0	21	28	28	32
178	23	2	-28	-30	32	35	-21	-28	-28	-32
180	23	3	-28	-30	32	35	0	0	0	0
182	23	4	27	29	32	36	0	0	0	0
184	24	1	28	30	32	35	21	0	0	0
186	24	2	-28	-30	-32	-35	-21	28	32	35
188	24	3	24	31	33	35	24	28	31	33
190	24	4	24	31	35	38	-24	-28	-31	-33
192	25	1	27	31	34	36	20	29	31	34
196	25	3	24	31	33	35	0	0	0	0
198	25	4	-24	-31	-33	-35	24	28	33	35
200	26	1	0	-31	0	0	27	27	31	36
202	26	2	24	-31	33	35	26	24	31	35
204	26	3	27	0	31	36	27	31	29	34
206	26	4	26	24	31	35	24	31	33	35
208	27	1	27	27	29	34	0	0	0	0
210	27	2	24	26	33	35	24	28	33	35
212	27	3	0	27	0	0	27	27	31	36
214	27	4	24	28	33	35	26	24	31	35
216	28	1	20	0	31	36	27	31	29	-35
217	28	1.5	-20	31	-31	-36	-27	-31	-29	34
218	28	2	20	29	31	36	-27	-31	-29	34
219	28	2.5	-20	27	-31	-36	-27	-31	30	-34
220	28	3	24	28	31	35	24	-31	31	-34
221	28	3.5	-24	-28	-31	-35	-24	-31	32	-34
222	28	4	-24	-28	-31	-35	-24	-31	33	33
224	29	1	20	27	-31	36	27	29	31	34
226	29	2	-20	-27	29	-36	-27	-29	31	-34
228	29	3	-20	-27	29	-36	-27	0	-31	-34
229	29	3.5	-20	-27	-29	-36	-27	0	30	-34
230	29	4	-20	-27	-29	-36	-27	31	29	-34
231	29	4.5	-20	-27	-29	-36	-27	-31	28	-34
232	30	1	0	0	0	0	0	-31	27	38
233	30	1.5	0	0	0	0	0	30	-27	-38
234	30	2	0	0	0	0	0	29	31	-38
235	30	2.5	0	0	0	0	0	28	-31	37
236	30	3	0	0	0	0	0	27	34	36
238	30	4	0	0	0	0	0	31	33	35
240	31	1	0	0	0	0	0	32	-33	34
241	31	1.5	0	0	0	0	0	-32	32	-34
242	31	2	0	0	0	0	0	30	32	32
244	31	3	0	0	0	0	0	29	-32	33
246	31	4	0	0	0	0	0	-29	31	-33
248	32	1	0	0	0	0	0	30	32	32
250	32	2	0	0	0	0	28	30	-32	32
252	32	3	0	0	0	0	-28	-30	35	-32
253	32	3.5	0	0	0	0	27	-30	-35	-32
254	32	4	0	0	0	0	26	30	-35	33
255	32	4.5	0	0	0	0	25	-30	34	-33
256	33	1	0	0	0	0	24	31	33	35
258	33	2	0	0	0	0	28	30	32	-35
259	33	2.5	0	0	0	0	-28	-30	-32	34
260	33	3	0	0	0	0	29	-30	31	33
261	33	3.5	0	0	0	0	-29	29	-31	-33
262	33	4	0	0	0	0	27	29	29	32
264	34	1	0	0	0	0	26	-29	30	33
266	34	2	0	0	33	0	-26	28	-30	-33
268	34	3	0	0	-33	0	22	29	29	31
269	34	3.5	0	0	32	0	-22	-29	-29	-31
270	34	4	0	33	31	0	-22	-29	-29	-31
271	34	4.5	0	-33	30	0	-22	-29	30	32
272	35	1	0	-33	29	0	-22	-29	31	33
273	35	1.5	0	32	-29	0	-22	-29	-31	-33
274	35	2	29	31	-29	0	-22	-29	-31	-33
275	35	2.5	-29	30	-29	0	-22	-29	-31	-33
276	35	3	-29	29	31	0	0	0	0	0
277	35	3.5	28	-29	-31	0	0	0	0	0
278	35	4	27	-29	-31	36	0	0	0	0
279	35	4.5	26	-29	-31	-36	0	0	0	0
280	36	1	25	29	32	-36	0	0	0	0
281	36	1.5	-25	-29	-32	35	0	0	0	0
282	36	2	27	-29	-32	34	0	0	0	0
283	36	2.5	-27	-29	31	33	0	0	0	0
284	36	3	28	30	30	32	0	0	0	0
286	36	4	25	32	29	34	0	0	0	0
288	37	1	26	31	28	35	0	0	0	0
289	37	1.5	-26	30	-28	-35	0	0	0	0
290	37	2	27	29	27	36	0	0	0	0
291	37	2.5	-27	28	28	-36	0	0	0	0
292	37	3	-27	27	29	-36	0	0	0	0
293	37	3.5	-27	-27	30	-36	0	0	0	0
294	37	4	26	28	31	35	0	0	0	0
295	37	4.5	-26	-28	30	-35	0	0	0	0
295.5	37	4.75	-26	-28	31	-35	0	0	0	0
296	38	1	25	29	32	-35	0	0	0	0
298	38	2	-25	-29	-32	34	0	0	32	0
300	38	3	21	28	30	35	0	32	-32	0
301	38	3.5	-21	-28	-30	-35	0	-32	31	0
302	38	4	-21	-28	-30	-35	0	-32	30	39
303	38	4.5	-21	-28	-30	-35	0	31	29	-39
304	39	1	-21	-28	-30	-35	0	30	28	-39
305	39	1.5	-21	-28	-30	-35	0	29	-28	38
306	39	2	-21	-28	-30	-35	28	28	32	37
307	39	2.5	-21	-28	-30	-35	-28	27	-32	36
308	39	3	0	0	0	0	-28	26	33	35
309	39	3.5	0	0	0	0	27	-26	-33	-35
310	39	4	0	0	0	0	26	28	-33	37
311	39	4.5	0	0	0	0	25	-28	-33	-37
312	40	1	0	0	0	0	24	29	-33	38
314	40	2	0	0	0	0	26	28	35	-38
315	40	2.5	0	0	0	0	-26	-28	-35	37
316	40	3	0	0	0	0	27	31	34	36
318	40	4	0	0	0	0	24	-31	33	35
319	40	4.5	0	0	0	0	-24	30	-33	-35
320	41	1	0	0	0	0	25	29	-33	-35
321	41	1.5	0	0	0	0	-25	-29	32	34
322	41	2	0	0	0	0	-25	-29	32	34
324	41	3	0	0	29	0	22	-29	-32	33
326	41	4	0	29	-29	0	-22	-29	31	-33
327	41	4.5	0	-29	28	0	-22	-29	-31	-33
328	42	1	0	-29	27	36	25	29	32	32
329	42	1.5	0	28	26	-36	-25	-29	-32	-32
330	42	2	25	27	25	-36	-25	-29	-32	-32
331	42	2.5	-25	26	-25	35	-25	-29	-32	-32
332	42	3	-25	25	29	34	-25	0	-32	0
333	42	3.5	24	-25	-29	33	-25	0	-32	0
334	42	4	23	25	30	32	-25	32	-32	0
335	42	4.5	22	-25	-30	-32	-25	-32	-32	0
336	43	1	21	28	-30	-32	0	-32	-32	39
337	43	1.5	-21	-28	31	-32	0	31	-32	-39
338	43	2	-21	-28	32	32	28	30	-32	-39
339	43	2.5	-21	29	-32	-32	-28	29	-32	38
340	43	3	21	30	-32	35	-28	28	0	37
341	43	3.5	-21	-30	-32	-35	27	-28	0	36
342	43	4	24	31	33	-35	26	28	33	35
343	43	4.5	-24	-31	-33	34	25	-28	-33	-35
344	44	1	-24	31	33	33	24	31	-33	35
345	44	1.5	23	-31	-33	32	-24	-31	-33	-35
346	44	2	22	-31	-33	31	24	-31	33	38
347	44	2.5	21	-31	-33	-31	-24	30	-33	-38
348	44	3	20	31	34	38	27	29	36	-38
349	44	3.5	-20	-31	-34	-38	-27	28	-36	37
350	44	4	20	-31	-34	38	-27	27	-36	36
351	44	4.5	-20	-31	-34	37	-27	-27	-36	35
352	45	1	27	0	-34	36	-27	29	36	34
353	45	1.5	-27	0	-34	35	-27	-29	-36	35
354	45	2	-27	29	-34	34	25	-29	-36	36
356	45	3	-27	29	36	-34	27	-29	0	-36
357	45	3.5	-27	-29	-36	35	-27	-29	0	-36
358	45	4	25	27	-36	36	-27	-29	34	36
359	45	4.5	-25	-27	-36	-36	26	-29	-34	-36
360	46	1	27	-27	29	-36	25	29	-34	34
361	46	1.5	-27	28	-29	-36	-25	-29	33	-34
362	46	2	-27	29	-29	36	-25	-29	32	-34
363	46	2.5	28	-29	-29	-36	-25	-29	-32	-34
364	46	3	29	-29	29	38	22	29	31	33
365	46	3.5	-29	30	-29	-38	-22	-29	-31	-33
366	46	4	-29	31	-29	-38	-22	-29	33	-33
367	46	4.5	-29	-31	30	-38	-22	-29	-33	-33
368	47	1	22	-31	31	36	29	0	-33	38
369	47	1.5	-22	-31	32	-36	-29	0	33	-38
370	47	2	-22	24	33	36	-29	29	31	-38
371	47	2.5	-22	-24	-33	-36	29	-29	-31	-38
372	47	3	25	27	32	-36	27	29	32	36
374	47	4	-25	-27	-32	34	25	29	32	36
375	47	4.5	-25	26	-32	-34	-25	-29	-32	-36
