**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	33	37	0
2	1	2	0	0	0	-33	-37	33
4	1	3	0	0	0	32	37	34
6	1	4	0	0	0	33	37	35
8	2	1	0	0	0	31	36	33
10	2	2	0	0	0	30	37	32
12	2	3	0	0	0	29	38	33
13	2	3.5	0	0	0	-29	-38	34
13.5	2	3.75	0	0	0	-29	-38	35
14	2	4	0	0	0	-29	-38	36
16	3	1	26	0	30	33	37	-36
18	3	2	-26	26	-30	-33	-37	35
20	3	3	25	27	30	0	0	0
22	3	4	26	28	30	0	0	0
24	4	1	24	26	29	0	0	0
26	4	2	23	25	30	0	0	0
28	4	3	22	26	31	0	0	0
29	4	3.5	-22	27	-31	0	0	0
29.5	4	3.75	-22	28	-31	0	0	0
30	4	4	-22	29	-31	0	0	0
32	5	1	26	-29	30	0	0	0
34	5	2	-26	28	-30	0	37	0
35	5	2.5	-26	-28	-30	30	-37	0
36	5	3	0	0	0	31	36	0
37	5	3.5	0	0	27	32	-36	0
38	5	4	0	0	28	33	35	0
39	5	4.5	0	0	29	-33	-35	0
40	6	1	23	0	30	32	34	0
41	6	1.5	-23	30	-30	-32	35	0
42	6	2	24	29	26	0	-35	0
43	6	2.5	25	-29	29	0	34	0
44	6	3	26	28	31	0	35	0
45	6	3.5	-26	-28	30	0	-35	0
46	6	4	23	27	32	0	0	37
47	6	4.5	-23	28	-32	0	0	-37
47.5	6	4.75	24	-28	-32	0	0	-37
48	7	1	25	-28	32	0	0	36
49	7	1.5	-25	27	-32	29	0	-36
50	7	2	0	28	-32	30	37	35
51	7	2.5	0	-28	-32	31	-37	-35
52	7	3	0	0	0	32	36	34
53	7	3.5	25	0	27	-32	-36	-34
54	7	4	26	0	28	30	35	33
55	7	4.5	26	0	29	-30	-35	-33
56	8	1	23	0	30	0	34	-33
57	8	1.5	-23	0	-30	0	-34	32
57.5	8	1.75	-23	0	-30	0	-34	31
58	8	2	-23	30	27	0	-34	32
60	8	3	26	30	0	0	35	33
62	8	4	-26	-30	28	35	37	-33
64	9	1	0	32	28	35	37	0
66	9	2	21	-32	-28	-35	-37	37
67	9	2.5	-21	-32	29	-35	-37	-37
68	9	3	21	-32	30	35	39	37
70	9	4	-21	32	32	-35	-39	-37
72	10	1	25	29	-32	34	-39	36
74	10	2	-25	32	29	-34	39	-36
76	10	3	25	-32	-29	34	36	39
78	10	4	21	32	28	35	39	37
80	11	1	25	0	29	-35	-39	36
81	11	1.5	-25	0	-29	34	36	-36
81.5	11	1.75	-25	0	-29	33	-36	-36
82	11	2	-25	25	-29	34	39	-36
84	11	3	21	-25	28	35	-39	37
85	11	3.5	-21	-25	-28	-35	38	-37
86	11	4	-21	32	-28	-35	37	-37
87	11	4.5	-21	-32	27	-35	36	-37
88	12	1	0	-32	26	0	35	0
89	12	1.5	0	31	-26	0	-35	0
89.5	12	1.75	0	30	-26	0	-35	0
90	12	2	0	31	-26	0	-35	33
91	12	2.5	0	31	-26	0	-35	-33
92	12	3	0	32	25	0	34	36
93	12	3.5	0	29	-25	0	-34	-36
94	12	4	25	32	-25	29	-34	-36
95	12	4.5	-25	-32	-25	-29	-34	35
95.5	12	4.75	-25	-32	-25	-29	-34	34
96	13	1	28	32	0	30	0	35
97	13	1.5	-28	-32	0	-30	0	32
98	13	2	-28	-32	0	-30	37	35
99	13	2.5	27	-32	0	29	-37	35
99.5	13	2.75	26	-32	0	28	-37	-35
100	13	3	25	-32	0	29	39	34
101	13	3.5	25	-32	0	29	-39	-34
102	13	4	23	-32	27	30	-39	-34
103	13	4.5	-23	-32	-27	30	38	33
103.5	13	4.75	-23	-32	-27	-30	37	32
104	14	1	22	0	29	26	38	33
105	14	1.5	-22	0	-29	-26	38	-33
106	14	2	25	29	-29	25	39	34
107	14	2.5	-25	-29	28	32	39	-34
107.5	14	2.75	-25	-29	27	-32	-39	-34
108	14	3	21	32	28	-32	37	0
109	14	3.5	-21	-32	25	35	-37	0
110	14	4	-21	-32	28	-35	-37	0
111	14	4.5	-21	31	28	35	-37	0
111.5	14	4.75	-21	30	-28	-35	-37	0
112	15	1	0	31	29	33	36	0
113	15	1.5	0	31	-29	33	-36	0
114	15	2	0	32	25	34	-36	0
115	15	2.5	0	32	-25	-34	-36	0
116	15	3	0	30	28	32	0	0
118	15	4	21	30	-28	-32	0	37
119	15	4.5	-21	-30	28	-32	0	-37
120	16	1	-21	32	28	35	0	-37
121	16	1.5	21	-32	-28	-35	0	37
122	16	2	21	-32	25	-35	39	37
123	16	2.5	-21	32	-25	35	-39	-37
124	16	3	25	32	27	34	-39	36
125	16	3.5	-25	-32	-27	-34	39	-36
126	16	4	23	32	-27	34	39	37
128	17	1	26	28	28	30	37	35
130	17	2	-26	30	-28	33	37	-35
131	17	2.5	-26	-30	29	-33	-37	-35
132	17	3	23	-30	30	-33	37	34
133	17	3.5	-23	29	-30	32	-37	-34
133.5	17	3.75	-23	-29	-30	31	-37	-34
134	17	4	-23	27	-30	32	-37	-34
136	18	1	26	28	30	33	37	0
138	18	2	-26	-28	0	-33	35	37
139	18	2.5	-26	-28	33	-33	-35	-37
140	18	3	0	0	33	0	35	37
141	18	3.5	0	0	30	0	35	37
142	18	4	0	0	32	0	34	36
144	19	1	0	0	25	0	-34	36
145	19	1.5	0	0	-25	0	34	-36
146	19	2	0	30	26	0	33	35
147.5	19	2.75	0	-30	27	0	-33	-35
148	19	3	0	30	28	0	32	-35
149	19	3.5	0	30	-28	0	-32	-35
150	19	4	0	29	25	0	-32	34
151	19	4.5	0	-29	-25	0	31	-34
152	20	1	26	28	0	35	30	0
153	20	1.5	-26	26	30	-35	-30	0
154	20	2	26	33	30	35	0	0
155	20	2.5	23	32	30	35	0	0
156	20	3	25	32	29	34	0	0
158	20	4	25	32	29	-34	0	0
159	20	4.5	-25	-32	-29	34	0	0
160	21	1	26	30	28	33	0	37
162	21	2	-26	-30	-28	-33	0	35
163	21	2.5	26	30	-28	33	0	33
164	21	3	23	30	27	32	37	34
166	21	4	26	30	0	33	35	35
167	21	4.5	-26	-30	0	-33	33	-35
168	22	1	25	32	0	34	36	0
169	22	1.5	-25	31	0	-34	-36	39
169.5	22	1.75	-25	30	0	-34	-36	-39
170	22	2	-25	29	32	-34	-36	39
171	22	2.5	-25	-29	-32	-34	-36	38
172	22	3	21	28	32	35	35	37
173	22	3.5	-21	-28	31	-35	-35	-37
173.5	22	3.75	-21	-28	-31	-35	-35	36
174	22	4	-21	0	30	32	0	35
175	22	4.5	-21	28	-30	-32	0	-35
176	23	1	0	25	29	32	39	-35
177	23	1.5	0	-25	-29	29	-39	34
177.5	23	1.75	0	-25	-29	-29	-39	33
178	23	2	0	25	-29	32	39	34
179	23	2.5	0	-25	-29	-32	38	-34
180	23	3	0	28	0	32	37	35
181	23	3.5	0	-28	30	-32	-37	-35
182	23	4	21	28	32	0	37	0
183	23	4.5	-21	32	-32	35	-37	37
184	24	1	25	32	0	34	0	36
186	24	2	26	30	0	33	0	35
187.5	24	2.75	-26	-30	0	33	0	-35
188	24	3	24	31	0	33	0	35
189	24	3.5	25	29	0	32	0	34
190	24	4	26	28	0	-32	0	35
191	24	4.5	-26	-28	26	31	0	-35
192	25	1	25	29	27	32	0	34
193	25	1.5	-25	-29	28	-32	32	-34
194	25	2	-25	-29	29	-32	34	0
195	25	2.5	-25	-29	30	-32	35	32
196	25	3	-25	-29	29	-32	36	34
197	25	3.5	-25	-29	28	-32	37	35
198	25	4	-25	-29	-28	-32	36	36
199	25	4.5	-25	-29	27	-32	-36	-36
200	26	1	0	0	28	0	32	37
201	26	1.5	0	28	-28	0	-32	-37
202	26	2	21	-28	0	35	-32	-37
203	26	2.5	-21	28	30	-35	-32	-37
204	26	3	-21	32	-30	-35	0	-37
205	26	3.5	21	-32	30	35	0	-37
206	26	4	28	-32	30	35	0	-37
207	26	4.5	-28	32	-30	-35	0	-37
208	27	1	28	32	30	35	0	0
209	27	1.5	25	-32	29	34	0	0
210	27	2	26	30	28	33	0	0
212	27	3	23	30	27	32	0	0
214	27	4	0	0	0	0	37	0
215	27	4.5	0	26	0	33	-37	35
216	28	1	0	-26	0	33	-37	-35
217	28	1.5	0	26	0	33	37	35
218	28	2	0	26	0	-33	37	35
219	28	2.5	0	-26	0	33	-37	-35
220	28	3	0	28	0	30	37	32
221	28	3.5	0	27	0	32	36	32
222	28	4	0	26	0	-32	35	33
223	28	4.5	0	-26	0	31	-35	-33
224	29	1	0	25	0	32	34	29
225	29	1.5	0	-25	29	-32	-34	-29
226	29	2	0	0	30	-32	-34	0
227	29	2.5	25	27	29	-32	-34	0
228	29	3	26	28	31	0	0	0
228.5	29	3.25	-26	-28	30	0	0	0
229	29	3.5	25	27	30	0	0	0
230	29	4	24	26	-30	0	0	0
231	29	4.5	-24	-26	29	0	0	0
232	30	1	23	27	30	0	0	0
233	30	1.5	-23	-27	-30	32	0	34
234	30	2	0	0	0	33	0	35
235	30	2.5	0	0	0	32	37	34
236	30	3	0	29	0	31	38	33
237	30	3.5	0	-29	0	-31	37	-33
238	30	4	22	29	26	-31	36	-33
239	30	4.5	-22	29	-26	-31	-36	-33
240	31	1	26	30	-26	30	-36	33
241	31	1.5	-26	-30	-26	-30	35	-33
241.5	31	1.75	-26	-30	-26	-30	34	-33
242	31	2	26	26	33	-30	35	-33
243	31	2.5	-26	26	-33	-30	-35	-33
244	31	3	22	26	31	0	36	0
245	31	3.5	-22	27	32	0	-36	0
246	31	4	-22	26	-32	33	-36	36
247	31	4.5	-22	-26	31	-33	-36	-36
248	32	1	25	25	32	34	0	-36
250	32	2	-25	27	29	32	34	39
252	32	3	23	-27	30	32	-34	-39
254	32	4	-23	30	32	-32	34	37
255	32	4.5	-23	-30	-32	31	-34	-37
256	33	1	21	-30	-32	30	35	37
258	33	2	-21	28	30	-30	33	-37
259	33	2.5	22	-28	-30	-30	-33	-37
260	33	3	23	27	-30	-30	-33	-37
261	33	3.5	-23	-27	29	-30	32	-37
261.5	33	3.75	-23	-27	-29	-30	31	-37
262	33	4	-23	-27	27	-30	32	-37
264	34	1	19	26	28	30	33	37
*-	*-	*-	*-	*-	*-	*-	*-	*-
