**absq	**bar	**beat	**b7	**b7
0	0	1	0	37
4	0	5	0	37
6	0	7	0	37
7	0	8	0	38
9	1	2	0	37
10	1	3	0	36
12	1	5	0	35
13	1	6	26	35
14	1	7	24	33
15	1	8	25	34
16	2	1	26	35
16.5	2	1.5	25	-35
17	2	2	26	-35
17.5	2	2.5	27	36
18	2	3	28	37
19	2	4	29	38
20	2	5	25	39
21.5	2	6.5	-25	38
22	2	7	26	37
24	3	1	0	36
25	3	2	22	-36
26	3	3	26	0
27	3	4	24	0
28	3	5	25	0
29	3	6	26	0
30	3	7	25	0
32	4	1	21	0
33	4	2	21	37
35	4	4	21	37
36	4	5	21	37
38	4	7	25	36
39	4	8	25	-36
40	5	1	22	38
42	5	3	23	37
46	5	7	24	36
48	6	1	-24	35
50	6	3	25	34
52	6	5	26	33
54	6	7	-26	33
56	7	1	-26	33
60	7	5	22	33
61	7	6	-22	38
62	7	7	0	37
63	7	8	0	35
64	8	1	0	38
65	8	2	0	37
66	8	3	0	33
66.5	8	3.5	0	34
67	8	4	0	35
67.5	8	4.5	0	33
68	8	5	0	34
69	8	6	23	-34
70	8	7	26	33
71	8	8	24	-33
72.5	9	1.5	24	0
73	9	2	23	0
74	9	3	25	0
76	9	5	21	0
78	9	7	28	0
80	10	1	27	0
81	10	2	27	0
82	10	3	26	37
84	10	5	0	38
86	10	7	26	37
88	11	1	22	36
90	11	3	21	33
92	11	5	22	-33
94	11	7	19	33
95.5	11	8.5	-19	32
96	12	1	20	31
98	12	3	-20	32
100	12	5	19	30
104	13	1	0	0
106	13	3	0	0
107	13	4	25	0
108	13	5	28	0
109	13	6	26	0
110	13	7	27	0
111	13	8	28	0
112	14	1	25	0
113	14	2	27	0
114	14	3	26	0
115	14	4	24	0
116	14	5	25	0
120	15	1	22	0
124	15	5	0	32
126	15	7	21	-32
128	16	1	24	33
129.5	16	2.5	25	34
130	16	3	26	35
131	16	4	27	36
132	16	5	26	37
133	16	6	-26	36
135	16	8	-26	35
136	17	1	22	36
140	17	5	0	0
142	17	7	0	35
144	18	1	0	38
145	18	2	22	-38
146	18	3	26	37
147	18	4	26	-37
148	18	5	27	36
149	18	6	27	-36
150	18	7	26	35
152	19	1	25	36
154	19	3	0	37
155	19	4	28	-37
156	19	5	26	0
157	19	6	29	0
158	19	7	28	0
160	20	1	0	0
161	20	2	29	38
162	20	3	28	37
163.5	20	4.5	27	36
164	20	5	26	35
164.5	20	5.5	25	34
165	20	6	24	33
166	20	7	23	-33
166.5	20	7.5	-23	32
166.75	20	7.75	-23	31
167	20	8	-23	32
168	21	1	0	33
170	21	3	22	-33
171	21	4	-22	36
172	21	5	24	35
173	21	6	-24	33
174	21	7	-24	33
175	21	8	25	34
176	22	1	26	35
177	22	2	-26	36
179	22	4	-26	35
180	22	5	22	36
182	22	7	29	36
184	23	1	27	36
186	23	3	28	37
187	23	4	29	38
189	23	6	26	37
190	23	7	27	36
192	24	1	26	35
194	24	3	0	0
195	24	4	0	35
196	24	5	0	34
198	24	7	0	33
200	25	1	0	33
201	25	2	26	-33
202	25	3	23	-33
203	25	4	-23	32
203.5	25	4.5	23	-32
204	25	5	24	33
205	25	6	21	37
206	25	7	25	36
208	26	1	0	35
210	26	3	0	34
212	26	5	0	33
213	26	6	26	-33
214	26	7	-26	37
215	26	8	23	-37
216	27	1	-23	34
216.5	27	1.5	24	-34
217	27	2	25	34
219	27	4	24	37
220	27	5	23	37
224	28	1	19	35
*-	*-	*-	*-	*-
