**absq	**bar	**beat	**b7
282	36	2	0
283	36	2.5	33
284	36	3	32
285	36	3.5	30
286	36	4	31
288	37	1	0
296	38	1	0
300	38	3	0
301	38	3.5	31
302	38	4	31
303	38	4.5	32
304	39	1	33
305	39	1.5	32
307	39	2.5	31
308	39	3	32
312	40	1	0
320	41	1	0
328	42	1	0
329	42	1.5	33
331	42	2.5	34
332	42	3	35
334	42	4	34
335	42	4.5	32
336	43	1	33
337	43	1.5	32
337.5	43	1.75	31
338	43	2	32
339	43	2.5	31
339.5	43	2.75	30
340	43	3	29
342	43	4	28
344	44	1	0
348	44	3	0
349	44	3.5	32
350	44	4	31
351	44	4.5	32
352	45	1	33
356	45	3	34
357	45	3.5	34
358	45	4	32
359	45	4.5	33
361	46	1.5	32
363	46	2.5	31
364	46	3	32
366	46	4	34
368	47	1	33
369	47	1.5	34
370	47	2	35
371	47	2.5	33
372	47	3	32
373	47	3.5	33
374	47	4	34
375	47	4.5	33
375.5	47	4.75	32
376	48	1	33
378	48	2	33
379	48	2.5	33
380	48	3	34
381	48	3.5	33
382	48	4	31
383	48	4.5	32
384	49	1	33
386	49	2	32
387	49	2.5	33
388	49	3	29
388.5	49	3.25	29
389	49	3.5	32
391	49	4.5	31
392	50	1	32
393	50	1.5	33
394	50	2	32
395	50	2.5	31
397	50	3.5	34
399	50	4.5	33
400	51	1	34
401	51	1.5	32
402	51	2	33
403	51	2.5	32
403.5	51	2.75	31
404	51	3	32
405	51	3.5	33
407	51	4.5	32
408	52	1	33
411	52	2.5	33
412	52	3	34
413	52	3.5	33
414	52	4	33
415	52	4.5	32
416	53	1	33
417	53	1.5	32
418	53	2	31
420	53	3	31
421	53	3.5	32
422	53	4	33
423	53	4.5	34
424	54	1	33
425	54	1.5	36
427	54	2.5	35
429	54	3.5	34
430	54	4	33
434	55	2	34
436	55	3	34
438	55	4	35
440	56	1	35
441	56	1.5	33
442	56	2	33
444	56	3	33
445	56	3.5	34
446	56	4	33
447	56	4.5	32
448	57	1	31
449	57	1.5	32
450	57	2	33
451	57	2.5	34
452	57	3	35
454	57	4	31
456	58	1	31
457	58	1.5	31
458	58	2	32
460	58	3	32
461	58	3.5	34
463	58	4.5	33
463.5	58	4.75	32
464	59	1	34
465	59	1.5	33
466	59	2	0
467	59	2.5	31
468	59	3	32
470	59	4	33
472	60	1	34
474	60	2	32
476	60	3	0
477	60	3.5	36
478	60	4	36
479	60	4.5	35
479.5	60	4.75	34
480	61	1	33
481	61	1.5	32
483	61	2.5	31
484	61	3	32
486	61	4	0
487	61	4.5	32
488	62	1	33
490	62	2	34
492	62	3	33
493	62	3.5	36
495	62	4.5	35
497	63	1.5	34
498	63	2	33
502	63	4	34
504	64	1	34
506	64	2	35
508	64	3	35
509	64	3.5	33
510	64	4	33
512	65	1	33
513	65	1.5	34
514	65	2	33
515	65	2.5	32
516	65	3	31
517	65	3.5	32
518	65	4	33
519	65	4.5	34
520	66	1	35
522	66	2	31
524	66	3	31
525	66	3.5	31
526	66	4	32
528	67	1	32
529	67	1.5	34
531	67	2.5	33
531.5	67	2.75	32
532	67	3	34
533	67	3.5	33
534	67	4	0
535	67	4.5	31
536	68	1	32
538	68	2	33
540	68	3	34
542	68	4	32
544	69	1	0
545	69	1.5	36
546	69	2	36
547	69	2.5	35
547.5	69	2.75	34
548	69	3	33
549	69	3.5	32
551	69	4.5	31
552	70	1	32
*-	*-	*-	*-
