**absq	**bar	**beat	**b7	**b7
14	2	4	21	0
16	3	1	24	35
18	3	2	-24	33
19	3	2.5	23	-33
20	3	3	24	0
21	3	3.5	22	31
22	3	4	23	32
22.5	3	4.25	24	-32
23	3	4.5	25	32
23.5	3	4.75	23	-32
24	4	1	24	33
24.5	4	1.25	25	34
25	4	1.5	26	35
25.5	4	1.75	-26	33
26	4	2	-26	34
26.5	4	2.25	25	-34
26.75	4	2.375	24	-34
27	4	2.5	25	-34
28	4	3	26	33
29	4	3.5	19	-33
30	4	4	26	35
32	5	1	-26	35
33	5	1.5	25	34
34	5	2	24	33
35	5	2.5	22	33
36	5	3	23	32
38	5	4	22	33
39	5	4.5	19	-33
40	6	1	-19	35
40.5	6	1.25	20	-35
41	6	1.5	21	-35
41.5	6	1.75	22	-35
42	6	2	23	34
43	6	2.5	19	33
44	6	3	20	-33
44.5	6	3.25	-20	32
45	6	3.5	-20	32
45.5	6	3.75	21	-32
46	6	4	22	-32
46.5	6	4.25	-22	31
46.75	6	4.375	-22	30
47	6	4.5	-22	31
48	7	1	18	32
52	7	3	0	0
54	7	4	0	0
55	7	4.5	25	0
56	8	1	22	0
57	8	1.5	-22	36
57.5	8	1.75	23	-36
58	8	2	24	33
59	8	2.5	25	34
60	8	3	26	35
61	8	3.5	27	36
62	8	4	28	37
63	8	4.5	25	34
64	9	1	26	35
65.5	9	1.75	25	34
65.75	9	1.875	24	33
66	9	2	23	32
67	9	2.5	22	33
68	9	3	0	35
69	9	3.5	19	-35
70	9	4	20	32
71	9	4.5	21	-32
72	10	1	22	0
73	10	1.5	19	33
74	10	2	22	-33
74.5	10	2.25	-22	32
75	10	2.5	-22	32
76.5	10	3.25	-22	31
76.75	10	3.375	-22	30
77	10	3.5	-22	31
78	10	4	18	32
80	11	1	0	0
81	11	1.5	0	36
82	11	2	0	37
83.5	11	2.75	0	36
84	11	3	0	35
85	11	3.5	0	34
86	11	4	0	33
86.5	11	4.25	0	34
87	11	4.5	0	35
88.5	12	1.25	0	34
88.75	12	1.375	0	33
89	12	1.5	0	35
90	12	2	0	36
91	12	2.5	0	33
92	12	3	0	36
93	12	3.5	0	35
95	12	4.5	0	34
96.5	13	1.25	0	33
97	13	1.5	0	33
98.5	13	2.25	0	32
98.75	13	2.375	0	31
99	13	2.5	0	32
100	13	3	0	33
101	13	3.5	26	-33
102.5	13	4.25	26	-33
103	13	4.5	22	-33
104	14	1	25	0
105	14	1.5	21	0
107	14	2.5	24	0
107.5	14	2.75	23	0
108	14	3	22	0
108.75	14	3.375	23	0
109	14	3.5	24	0
109.5	14	3.75	25	0
110	14	4	26	0
111	14	4.5	25	0
112	15	1	0	0
114	15	2	0	0
115	15	2.5	0	29
116	15	3	0	32
117	15	3.5	23	-32
