**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	23	0	0
4	1	3	25	0	0
6	1	4	24	0	0
7	1	4.5	25	0	0
9	2	1.5	23	0	0
10	2	2	24	0	0
10.5	2	2.25	25	0	0
11	2	2.5	26	0	0
11.5	2	2.75	27	0	0
12	2	3	28	35	0
16	3	1	24	33	0
17	3	1.5	24	-33	0
18	3	2	25	34	0
19	3	2.5	22	33	0
20	3	3	24	-33	0
21	3	3.5	-24	35	0
22	3	4	25	34	0
22.5	3	4.25	-25	33	0
23	3	4.5	-25	32	0
23.5	3	4.75	-25	31	0
24	4	1	26	30	0
26	4	2	-26	35	37
28	4	3	25	34	-37
29	4	3.5	-25	32	36
30	4	4	0	33	-36
31	4	4.5	0	32	34
32	5	1	0	34	36
33	5	1.5	0	32	37
34	5	2	0	35	33
34.5	5	2.25	0	-35	34
35	5	2.5	0	33	35
35.5	5	2.75	0	-33	33
36	5	3	0	36	34
38	5	4	21	37	35
39	5	4.5	-21	37	-35
41	6	1.5	22	38	0
43	6	2.5	24	35	0
44	6	3	22	36	0
45	6	3.5	21	37	0
46	6	4	25	36	0
46.5	6	4.25	24	-36	0
47	6	4.5	23	37	0
47.5	6	4.75	22	-37	0
48	7	1	21	-37	39
48.5	7	1.25	22	-37	-39
49	7	1.5	23	35	39
49.5	7	1.75	21	-35	39
50	7	2	25	0	39
51	7	2.5	-25	0	36
52	7	3	21	35	37
53	7	3.5	-21	35	-37
53.5	7	3.75	-21	35	-37
54	7	4	0	36	0
55	7	4.5	0	34	39
56	8	1	0	35	37
57	8	1.5	0	33	38
58	8	2	29	34	36
59	8	2.5	29	34	-36
59.5	8	2.75	29	-34	-36
60	8	3	30	35	35
61	8	3.5	28	-35	-35
62	8	4	29	34	0
63	8	4.5	25	39	34
64	9	1	26	37	35
65	9	1.5	24	38	33
66	9	2	25	36	34
67	9	2.5	25	-36	-34
68	9	3	28	35	35
69	9	3.5	28	-35	-35
69.5	9	3.75	28	-35	-35
70	9	4	29	0	0
71	9	4.5	27	0	39
72	10	1	28	0	37
73	10	1.5	26	0	38
74	10	2	27	32	36
75	10	2.5	25	32	-36
75.5	10	2.75	-25	32	-36
76	10	3	29	33	36
77	10	3.5	-29	31	-36
78	10	4	25	32	-36
79	10	4.5	23	39	37
80	11	1	24	38	35
81	11	1.5	22	38	36
82	11	2	26	37	-36
83	11	2.5	-26	-37	35
84	11	3	22	36	36
88	12	1	21	0	0
89	12	1.5	-21	0	37
90	12	2	24	0	35
92	12	3	23	0	35
93	12	3.5	24	0	35
95	12	4.5	26	0	35
96	13	1	25	0	36
98	13	2	25	32	-36
100	13	3	0	32	37
101	13	3.5	0	32	-37
102	13	4	0	35	-37
103	13	4.5	0	36	-37
104	14	1	0	37	0
105	14	1.5	0	-37	32
106	14	2	0	35	32
107	14	2.5	0	35	32
108	14	3	0	36	33
109	14	3.5	0	37	34
110	14	4	0	38	35
111.5	14	4.75	0	-38	34
111.75	14	4.875	0	-38	33
112	15	1	25	-38	34
113	15	1.5	-25	37	35
114	15	2	25	36	-35
115	15	2.5	25	-36	34
116	15	3	28	37	35
117	15	3.5	29	-37	-35
118	15	4	30	-37	39
120	16	1	29	0	38
121	16	1.5	-29	0	38
122	16	2	28	0	37
122.5	16	2.25	-28	0	36
123	16	2.5	-28	0	37
123.5	16	2.75	-28	0	38
124	16	3	-28	0	37
125	16	3.5	27	0	36
126	16	4	26	37	35
126.5	16	4.25	-26	-37	36
127	16	4.5	-26	-37	37
127.5	16	4.75	-26	-37	38
128	17	1	23	-37	39
129	17	1.5	-23	36	-39
130	17	2	24	35	38
131	17	2.5	-24	-35	38
132	17	3	21	35	-38
133	17	3.5	-21	35	37
134	17	4	25	34	36
136	18	1	25	-34	36
137	18	1.5	26	33	35
138	18	2	23	32	34
139	18	2.5	-23	-32	34
140	18	3	23	-32	34
142	18	4	-23	33	33
144	19	1	-23	32	34
148	19	3	-23	32	34
152	20	1	0	34	0
153	20	1.5	0	34	0
154	20	2	0	34	0
155	20	2.5	0	37	0
157	20	3.5	0	37	0
158	20	4	0	36	0
160	21	1	0	35	0
162	21	2	0	34	0
165	21	3.5	0	36	0
166	21	4	0	33	0
168	22	1	0	34	0
172	22	3	0	-34	32
173	22	3.5	23	-34	-32
174	22	4	25	-34	-32
176	23	1	24	0	33
177	23	1.5	22	0	-33
178	23	2	26	0	-33
180	23	3	25	0	34
181	23	3.5	23	0	-34
182	23	4	25	0	34
183	23	4.5	-25	36	-34
184	24	1	24	38	33
185	24	1.5	22	-38	-33
186	24	2	24	35	-33
187	24	2.5	24	35	-33
188	24	3	23	37	32
189	24	3.5	23	-37	-32
190	24	4	25	36	-32
192	25	1	22	0	0
193	25	1.5	-22	40	0
194	25	2	-22	38	0
195	25	2.5	-22	-38	36
196	25	3	0	39	34
197	25	3.5	0	39	-34
198	25	4	0	37	35
199	25	4.5	0	-37	35
200	26	1	0	35	33
201	26	1.5	0	35	-33
202	26	2	0	36	31
203	26	2.5	0	36	31
204	26	3	0	37	32
205	26	3.5	0	37	32
206	26	4	0	35	33
207	26	4.5	0	-35	33
208	27	1	22	36	31
209.5	27	1.75	-22	-36	32
210	27	2	-22	-36	33
212	27	3	23	0	32
213	27	3.5	-23	0	30
214	27	4	-23	0	32
216	28	1	24	0	31
217	28	1.5	-24	0	31
218	28	2	24	0	33
220	28	3	23	0	32
221	28	3.5	-23	0	30
222	28	4	-23	0	30
223	28	4.5	-23	0	30
224	29	1	22	0	33
225	29	1.5	-22	0	33
226	29	2	-22	0	33
228	29	3	0	32	34
231	29	4.5	27	-32	-34
232	30	1	29	33	0
233	30	1.5	-29	-33	33
234	30	2	28	-33	35
235	30	2.5	28	-33	-35
236	30	3	30	32	34
237	30	3.5	-30	-32	34
238	30	4	27	32	36
239	30	4.5	30	-32	32
240	31	1	29	32	34
241	31	1.5	28	-32	35
242	31	2	27	-32	36
243	31	2.5	25	-32	37
243.5	31	2.75	-25	-32	37
244	31	3	25	32	36
245	31	3.5	-25	-32	35
246	31	4	25	0	34
247	31	4.5	-25	37	32
248	32	1	25	36	32
249	32	1.5	-25	35	-32
250	32	2	25	34	32
251	32	2.5	-25	35	39
252	32	3	25	36	-39
253	32	3.5	-25	35	39
254	32	4	-25	-35	36
255	32	4.5	-25	34	-36
256	33	1	21	35	37
*-	*-	*-	*-	*-	*-
