**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	0	31
4	1	3	0	0	0	0	0	0	28	35
8	2	1	0	0	0	0	0	0	31	-35
10	2	2	0	0	0	0	0	0	-31	35
12	2	3	0	0	0	0	0	0	-31	35
14	2	4	0	0	0	0	0	0	31	-35
15	2	4.5	0	0	0	0	0	0	-31	34
16	3	1	0	0	0	0	0	0	31	33
19	3	2.5	0	0	0	0	0	0	30	-33
20	3	3	0	0	0	0	0	0	29	36
21	3	3.5	0	0	0	0	0	0	28	-36
22	3	4	0	0	0	0	0	0	27	-36
23	3	4.5	0	0	0	0	0	0	28	-36
24	4	1	0	0	0	0	0	0	29	-36
25	4	1.5	0	0	0	0	0	0	30	-36
26	4	2	0	0	0	0	0	0	31	35
27	4	2.5	0	0	0	0	0	0	-31	34
28	4	3	0	0	0	0	0	0	-31	33
30	4	4	0	0	0	0	0	0	30	32
32	5	1	0	0	0	0	0	24	29	33
33	5	1.5	0	0	0	0	0	-24	28	-33
34	5	2	0	0	0	0	0	-24	31	-33
35	5	2.5	0	0	0	0	0	-24	-31	31
36	5	3	0	0	0	0	21	28	-31	32
38	5	4	0	0	0	0	-21	-28	30	-32
40	6	1	0	0	0	0	24	-28	31	33
42	6	2	0	0	0	0	-24	28	-31	-33
43	6	2.5	0	0	0	0	-24	-28	-31	32
44	6	3	0	0	0	0	-24	28	-31	33
45	6	3.5	0	0	0	0	-24	-28	-31	34
46	6	4	0	0	0	0	24	-28	-31	35
47	6	4.5	0	0	0	0	-24	27	-31	-35
48	7	1	0	0	0	0	24	26	0	-35
49	7	1.5	0	0	0	0	-24	-26	0	34
50	7	2	0	0	0	0	-24	-26	24	33
51	7	2.5	0	0	0	0	23	-26	-24	32
52	7	3	0	0	0	0	22	29	26	31
53	7	3.5	0	0	0	0	21	-29	-26	30
54	7	4	0	0	0	0	20	-29	27	29
55	7	4.5	0	0	0	0	21	-29	-27	30
56	8	1	0	0	0	0	22	-29	26	31
57	8	1.5	0	0	0	0	23	-29	-26	32
58	8	2	0	0	0	0	24	28	-26	33
59	8	2.5	0	0	0	0	-24	27	27	-33
60	8	3	0	0	0	0	-24	26	28	31
61	8	3.5	0	0	0	0	-24	-26	29	-31
62	8	4	0	0	0	0	23	25	28	32
64	9	1	0	0	0	31	22	26	-28	-32
65	9	1.5	0	0	0	-31	-22	-26	-28	31
66	9	2	0	0	0	-31	-22	24	27	31
68	9	3	0	0	0	35	21	25	28	-31
70	9	4	0	0	28	-35	-21	-25	-28	30
72	10	1	0	0	-28	-35	17	24	26	31
74	10	2	0	0	31	35	-17	-24	-26	-31
75	10	2.5	0	0	-31	-35	-17	-24	-26	32
76	10	3	0	0	-31	35	-17	-24	-26	33
77	10	3.5	0	0	-31	-35	-17	-24	-26	32
78	10	4	0	0	31	-35	-17	-24	-26	33
79	10	4.5	0	0	-31	34	-17	-24	-26	34
80	11	1	0	24	31	33	-17	-24	-26	35
81	11	1.5	0	-24	-31	32	-17	-24	-26	-35
82	11	2	0	-24	-31	33	-17	-24	-26	-35
83	11	2.5	0	-24	30	-33	-17	-24	-26	-35
83.5	11	2.75	0	-24	29	-33	-17	-24	-26	-35
84	11	3	21	28	30	32	0	0	0	0
85	11	3.5	-21	-28	29	-32	0	0	0	0
86	11	4	-21	-28	28	-32	0	0	0	0
87	11	4.5	-21	-28	27	-32	0	0	0	0
88	12	1	24	-28	26	31	0	0	0	0
90	12	2	-24	28	24	-31	0	0	0	0
91	12	2.5	-24	-28	25	-31	0	0	0	0
92	12	3	-24	28	26	-31	0	0	0	0
93	12	3.5	-24	-28	25	-31	0	0	0	0
94	12	4	24	-28	26	-31	0	0	0	0
95	12	4.5	-24	27	27	-31	0	0	0	0
96	13	1	24	26	28	0	0	0	0	0
98	13	2	-24	-26	24	31	0	0	0	0
99	13	2.5	23	-26	-24	-31	0	0	0	0
100	13	3	22	29	26	31	0	0	0	0
101	13	3.5	21	-29	-26	-31	0	0	0	0
102	13	4	20	-29	27	29	0	0	0	0
103	13	4.5	21	-29	-27	30	0	0	0	0
104	14	1	22	-29	26	31	0	0	0	0
105	14	1.5	23	-29	-26	32	0	0	0	0
106	14	2	24	28	-26	33	0	0	0	0
107	14	2.5	-24	27	27	-33	0	0	0	0
108	14	3	-24	26	28	31	0	0	0	0
109	14	3.5	-24	-26	29	-31	0	0	0	0
110	14	4	23	25	28	32	0	0	0	0
112	15	1	22	26	-28	-32	0	24	0	0
113	15	1.5	-22	-26	-28	31	0	-24	0	0
114	15	2	-22	24	27	31	0	-24	0	0
116	15	3	21	25	28	-31	21	28	0	32
118	15	4	-21	-25	-28	30	-21	-28	0	-32
120	16	1	19	24	-28	31	24	28	28	33
122	16	2	-19	-24	-28	-31	-24	26	-28	-33
124	16	3	0	0	0	0	24	28	31	33
126	16	4	0	0	0	0	22	29	-31	31
128	17	1	0	0	0	0	24	28	31	33
130	17	2	0	0	0	0	25	27	29	34
132	17	3	0	0	0	0	26	28	31	33
134	17	4	0	0	0	0	27	29	-31	32
135	17	4.5	0	0	0	0	-27	-29	-31	31
136	18	1	0	0	0	0	24	-29	-31	33
138	18	2	0	0	0	0	-24	28	30	-33
140	18	3	0	0	0	0	25	27	29	32
142	18	4	0	21	0	0	-25	28	28	-32
144	19	1	18	25	0	0	-25	-28	29	-32
146	19	2	-18	-25	29	0	-25	27	-29	-32
148	19	3	21	25	30	32	21	28	28	-32
150	19	4	-21	23	-30	-32	-21	-28	-28	-32
152	20	1	21	25	30	35	0	0	0	0
154	20	2	19	26	28	-35	0	0	0	0
156	20	3	21	25	30	35	0	0	0	0
158	20	4	22	24	31	33	0	0	0	0
160	21	1	23	0	32	35	0	0	0	0
162	21	2	24	26	31	-35	0	0	0	0
163	21	2.5	-24	-26	-31	34	0	0	0	0
164	21	3	-24	28	-31	33	0	0	0	0
166	21	4	21	-28	30	32	0	0	0	0
167	21	4.5	-21	27	-30	-32	0	0	0	0
168	22	1	22	26	29	31	0	0	0	0
170	22	2	-22	25	-29	32	0	0	0	0
172	22	3	-22	26	29	-32	0	0	0	0
174	22	4	-22	-26	-29	31	0	0	0	0
175	22	4.5	-22	27	-29	-31	0	0	0	0
176	23	1	21	28	25	30	0	0	0	0
178	23	2	-21	-28	-25	28	0	25	32	0
179	23	2.5	20	-28	-25	-28	0	-25	-32	0
180	23	3	19	21	28	-28	0	26	31	0
181	23	3.5	-19	-21	-28	29	0	-26	-31	0
182	23	4	-19	-21	-28	30	0	28	30	0
183	23	4.5	-19	22	-28	31	0	-28	-30	0
184	24	1	18	23	0	32	0	-28	-30	0
185	24	1.5	-18	24	0	-32	0	-28	-30	0
186	24	2	-18	25	0	-32	0	27	29	32
188	24	3	0	0	0	0	0	26	28	33
190	24	4	0	0	0	0	0	-26	-28	35
191	24	4.5	0	0	0	0	0	-26	29	-35
192	25	1	0	0	0	0	0	25	30	-35
193	25	1.5	0	0	0	0	0	-25	31	-35
194	25	2	0	0	0	0	0	25	32	34
196	25	3	0	0	0	0	0	22	-32	33
197	25	3.5	0	0	0	0	0	-22	31	-33
198	25	4	0	0	0	0	0	24	31	-33
200	26	1	0	0	0	0	0	21	-31	32
202	26	2	0	0	0	0	21	28	30	-32
204	26	3	0	0	0	0	22	27	31	0
206	26	4	0	0	0	0	24	26	-31	0
208	27	1	0	0	0	0	-24	-26	0	35
210	27	2	0	0	0	0	23	25	28	-35
212	27	3	0	0	0	0	22	24	29	34
213	27	3.5	0	0	0	0	-22	25	-29	-34
214	27	4	0	0	0	0	-22	26	31	33
215	27	4.5	0	0	0	0	-22	27	-31	-33
216	28	1	0	0	0	0	21	28	-31	-33
218	28	2	0	0	0	0	-21	-28	30	32
220	28	3	0	0	0	0	22	26	29	31
221	28	3.5	0	0	0	0	-22	-26	-29	32
222	28	4	0	0	0	0	-22	24	-29	33
223	28	4.5	0	0	0	0	-22	-24	-29	31
224	29	1	0	0	0	0	20	27	-29	32
225	29	1.5	0	0	0	0	-20	-27	-29	31
226	29	2	0	0	0	0	-20	-27	-29	31
227	29	2.5	0	0	0	0	-20	26	-29	-31
228	29	3	0	0	0	0	21	25	28	-31
230	29	4	21	0	0	35	-21	-25	-28	30
232	30	1	22	0	0	34	24	24	0	31
234	30	2	24	0	0	33	-24	-24	0	-31
236	30	3	-24	0	28	-33	0	0	0	0
238	30	4	23	28	-28	32	0	0	0	0
240	31	1	22	-28	29	31	0	0	0	0
242	31	2	-22	27	31	-31	0	0	0	0
244	31	3	21	26	-31	35	0	0	0	0
246	31	4	-21	25	30	35	0	0	0	0
248	32	1	22	-25	29	34	0	0	0	0
250	32	2	-22	24	-29	33	0	0	0	0
252	32	3	20	27	-29	32	0	0	0	0
254	32	4	-20	-27	-29	31	0	0	0	0
255	32	4.5	-20	26	-29	-31	0	0	0	0
256	33	1	21	25	28	-31	0	28	0	0
257	33	1.5	-21	-25	-28	30	0	-28	0	0
258	33	2	-21	-25	25	30	21	-28	0	0
259	33	2.5	-21	-25	26	-30	-21	-28	0	0
260	33	3	18	-25	27	29	22	27	0	0
261	33	3.5	-18	-25	28	-29	-22	-27	0	0
262	33	4	20	24	29	-29	-22	-27	0	31
264	34	1	17	0	28	0	24	26	0	33
266	34	2	-17	21	-28	31	-24	-26	28	-33
268	34	3	21	23	-28	32	23	25	-28	35
270	34	4	-21	25	-28	-32	-23	-25	28	-35
272	35	1	17	24	0	33	24	0	28	-35
273	35	1.5	-17	25	0	-33	-24	0	-28	-35
274	35	2	24	26	28	-33	-24	24	24	35
275	35	2.5	-24	27	-28	-33	-24	-24	25	-35
276	35	3	-24	28	-28	32	21	25	26	35
277	35	3.5	-24	-28	-28	-32	-21	-25	27	-35
278	35	4	23	21	28	-32	-21	-25	28	-35
279	35	4.5	-23	-21	-28	-32	-21	-25	-28	34
280	36	1	24	0	28	35	17	26	28	33
281	36	1.5	-24	0	-28	-35	-17	-26	-28	32
282	36	2	-24	28	26	-35	-17	-26	-28	31
283	36	2.5	-24	-28	27	34	-17	-26	-28	-31
284	36	3	21	-28	28	33	-17	24	-28	-31
285	36	3.5	-21	-28	29	-33	-17	-24	-28	-31
286	36	4	-21	21	30	32	21	25	-28	30
288	37	1	17	21	28	-32	24	26	-28	31
289	37	1.5	-17	-21	-28	31	-24	-26	-28	-31
290	37	2	-17	-21	24	31	24	-26	-28	-31
291	37	2.5	-17	22	-24	-31	-24	-26	-28	-31
292	37	3	21	23	0	-31	21	25	-28	32
294	37	4	-21	-23	28	30	-21	-25	-28	-32
296	38	1	17	21	-28	31	24	24	28	33
297	38	1.5	-17	-21	27	-31	-24	-24	-28	-33
298	38	2	-17	-21	26	-31	-24	-24	-28	-33
299	38	2.5	-17	-21	25	-31	-24	-24	-28	-33
300	38	3	-17	-21	26	-31	-24	-24	-28	-33
304	39	1	-17	-21	26	-31	-24	-24	-28	-33
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
