**absq	**bar	**beat	**b7	**b7
0	1	1	24	31
4	1	3	22	31
8	2	1	22	31
10	2	2	-22	32
12	2	3	22	-32
14	2	4	-22	31
16	3	1	18	34
20	3	3	22	-34
22	3	4	-22	33
26	4	2	22	0
27	4	2.5	-22	33
28	4	3	20	36
29.5	4	3.75	-20	36
30	4	4	-20	36
31	4	4.5	18	37
32	5	1	19	35
34	5	2	24	33
35	5	2.5	-24	35
36	5	3	17	35
36.5	5	3.25	-17	34
37	5	3.5	-17	33
37.25	5	3.625	-17	32
37.5	5	3.75	-17	31
37.75	5	3.875	-17	30
38	5	4	20	29
39	5	4.5	-20	36
40	6	1	20	36
40.25	6	1.125	-20	35
40.5	6	1.25	-20	34
40.75	6	1.375	-20	35
41	6	1.5	-20	36
41.5	6	1.75	-20	35
41.75	6	1.875	-20	34
42	6	2	17	33
43	6	2.5	-17	34
45	6	3.5	-17	33
46	6	4	20	34
46.5	6	4.25	20	-34
47	6	4.5	20	-34
47.5	6	4.75	19	-34
48	7	1	18	0
48.5	7	1.25	-18	34
49	7	1.5	-18	34
49.5	7	1.75	-18	33
50	7	2	0	32
50.5	7	2.25	23	-32
51	7	2.5	23	-32
51.5	7	2.75	22	-32
52	7	3	21	0
52.5	7	3.25	-21	37
53	7	3.5	-21	37
53.5	7	3.75	-21	36
54	7	4	0	35
54.5	7	4.25	21	-35
55	7	4.5	21	-35
55.5	7	4.75	20	-35
56	8	1	19	0
56.5	8	1.25	-19	35
57	8	1.5	18	35
57.5	8	1.75	-18	34
58	8	2	22	33
59	8	2.5	-22	36
60	8	3	22	36
60.5	8	3.25	-22	35
61	8	3.5	-22	34
61.5	8	3.75	-22	33
61.75	8	3.875	-22	32
62	8	4	-22	31
64	9	1	18	32
68	9	3	25	34
70	9	4	0	0
71	9	4.5	25	34
71.5	9	4.75	22	31
72	10	1	23	32
73	10	1.5	20	34
73.25	10	1.625	-20	32
73.5	10	1.75	-20	33
73.75	10	1.875	-20	34
74	10	2	17	35
77	10	3.5	-17	34
78	10	4	17	35
80	11	1	24	0
80.5	11	1.25	-24	35
81	11	1.5	-24	35
81.5	11	1.75	-24	35
82	11	2	22	38
83	11	2.5	21	-38
83.5	11	2.75	-21	37
83.75	11	2.875	-21	36
84	11	3	18	36
86	11	4	21	35
88	12	1	21	0
88.5	12	1.25	-21	32
89	12	1.5	-21	32
89.5	12	1.75	-21	32
90	12	2	19	33
92.5	12	3.25	-19	33
93	12	3.5	-19	33
93.5	12	3.75	-19	30
94	12	4	19	31
96	13	1	19	-31
97	13	1.5	-19	31
98	13	2	18	32
100	13	3	-18	32
102	13	4	18	0
103	13	4.5	-18	32
103.5	13	4.75	-18	29
104	14	1	21	30
106	14	2	21	0
107	14	2.5	-21	35
107.5	14	2.75	-21	32
108	14	3	17	33
109	14	3.5	-17	35
109.5	14	3.75	-17	33
110	14	4	20	36
112	15	1	22	-36
113	15	1.5	-22	36
114	15	2	19	35
115	15	2.5	-19	31
115.25	15	2.625	-19	30
115.5	15	2.75	-19	31
115.75	15	2.875	-19	29
116	15	3	19	30
120	16	1	22	29
124	16	3	20	0
126	16	4	-20	36
128	17	1	23	37
129.5	17	1.75	-23	36
130	17	2	25	35
131	17	2.5	-25	34
131.5	17	2.75	-25	34
132	17	3	24	35
136	18	1	24	35
138	18	2	24	0
139	18	2.5	-24	35
139.5	18	2.75	-24	35
140	18	3	-24	36
142	18	4	24	-36
143	18	4.5	-24	35
143.25	18	4.625	-24	34
143.5	18	4.75	-24	33
144	19	1	25	34
145	19	1.5	-25	35
146	19	2	18	-35
147	19	2.5	-18	34
148	19	3	21	35
151	19	4.5	-21	32
152	20	1	18	32
153.5	20	1.75	-18	33
154	20	2	-18	34
155	20	2.5	-18	35
156	20	3	22	33
158	20	4	19	33
159.5	20	4.75	-19	31
160	21	1	20	31
161	21	1.5	21	-31
162	21	2	22	-31
162.5	21	2.25	-22	32
163	21	2.5	20	32
163.5	21	2.75	-20	32
164	21	3	21	32
168	22	1	17	31
*-	*-	*-	*-	*-
