**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	0	25	0
4	1	3	0	28	0
12	2	3	25	29	0
16	3	1	23	30	32
20	3	3	21	-30	35
24	4	1	24	31	-35
28	4	3	-24	-31	36
30	4	4	23	-31	-36
31	4	4.5	22	-31	-36
32	5	1	21	30	37
36	5	3	-21	28	-37
40	6	1	0	29	38
44	6	3	27	-29	-38
48	7	1	28	28	37
52	7	3	25	27	36
56	8	1	26	28	-36
58	8	2	-26	-28	35
60	8	3	-26	-28	35
64	9	1	25	29	-35
68	9	3	-25	-29	34
72	10	1	21	28	35
88	12	1	28	32	0
96	13	1	31	33	0
100	13	3	31	33	0
104	14	1	30	32	39
108	14	3	28	-32	-39
110	14	4	-28	31	-39
111	14	4.5	-28	30	-39
112	15	1	0	31	40
116	15	3	29	31	40
120	16	1	30	30	39
124	16	3	28	-30	-39
126	16	4	-28	-30	38
127	16	4.5	-28	-30	37
128	17	1	29	0	38
132	17	3	27	29	38
136	18	1	28	30	37
140	18	3	-28	32	-37
144	19	1	29	31	0
148	19	3	27	-31	36
150	19	4	-27	30	-36
151	19	4.5	-27	29	-36
152	20	1	28	28	37
156	20	3	-28	-28	39
158	20	4	27	-28	-39
160	21	1	26	28	38
162	21	2	-26	-28	37
164	21	3	-26	28	-37
166	21	4	-26	-28	36
167	21	4.5	-26	-28	35
168	22	1	25	32	34
176	23	1	25	32	0
182	23	4	24	-32	0
183	23	4.5	23	-32	0
184	24	1	22	31	0
188	24	3	23	30	0
192	25	1	21	-30	39
196	25	3	-21	28	-39
200	26	1	0	29	38
204	26	3	28	30	37
208	27	1	-28	28	-37
212	27	3	26	-28	35
216	28	1	27	0	36
220	28	3	28	28	37
224	29	1	-28	30	35
226	29	2	27	-30	-35
228	29	3	26	31	-35
230	29	4	-26	-31	34
231	29	4.5	-26	-31	33
232	30	1	25	32	34
236	30	3	24	33	35
244	31	3	25	32	34
248	32	1	22	-32	33
252	32	3	-22	31	-33
256	33	1	25	32	32
264	34	1	25	-32	0
268	34	3	-25	-32	39
270	34	4	24	-32	-39
272	35	1	23	0	-39
276	35	3	22	0	38
280	36	1	21	0	37
284	36	3	-21	32	-37
286	36	4	-21	-32	36
287	36	4.5	-21	-32	35
288	37	1	25	32	34
292	37	3	27	31	36
296	38	1	28	30	-36
298	38	2	-28	-30	35
300	38	3	26	28	35
304	39	1	25	29	-35
308	39	3	-25	-29	34
312	40	1	21	28	35
316	40	3	-21	-28	39
318	40	4	22	27	-39
319	40	4.5	-22	26	-39
320	41	1	23	25	-39
324	41	3	22	26	38
326	41	4	-22	27	-38
328	42	1	21	28	37
332	42	3	-21	32	-37
334	42	4	-21	-32	36
335	42	4.5	-21	-32	35
336	43	1	25	-32	34
338	43	2	-25	-32	35
340	43	3	27	31	36
344	44	1	28	30	-36
346	44	2	-28	-30	35
348	44	3	26	28	35
352	45	1	25	29	-35
354	45	2	-25	-29	34
355	45	2.5	-25	-29	33
356	45	3	-25	-29	34
360	46	1	21	28	35
*-	*-	*-	*-	*-	*-
