**absq	**bar	**beat	**b7	**b7	**b7
0	42	1	0	29	0
6	42	4	0	26	0
8	43	1	0	28	32
12	43	3	0	27	-32
14	43	4	0	-27	29
16	44	1	0	26	31
19	44	2.5	0	25	-31
20	44	3	0	26	30
21	44	3.5	0	27	-30
22	44	4	0	28	-30
24	45	1	25	-28	29
26	45	2	-25	27	-29
27	45	2.5	-25	26	28
28	45	3	-25	27	29
29	45	3.5	-25	-27	30
30	45	4	22	26	31
31	45	4.5	-22	25	-31
32	46	1	24	26	-31
33	46	1.5	-24	-26	30
34	46	2	-24	-26	29
36	46	3	23	25	-29
38	46	4	-23	-25	28
40	47	1	22	0	29
42	47	2	-22	29	-29
43	47	2.5	21	-29	-29
44	47	3	22	-29	0
45	47	3.5	23	-29	0
46	47	4	24	26	0
48	48	1	21	28	0
49	48	1.5	22	-28	0
50	48	2	23	-28	32
51	48	2.5	24	-28	-32
52	48	3	25	27	-32
54	48	4	-25	-27	29
56	49	1	24	26	31
57	49	1.5	25	-26	-31
58	49	2	26	-26	-31
59	49	2.5	27	25	-31
60	49	3	28	26	30
61	49	3.5	-28	27	-30
62	49	4	-28	28	-30
64	50	1	25	-28	29
66	50	2	-25	27	-29
67	50	2.5	-25	26	28
68	50	3	0	27	29
69	50	3.5	0	28	30
70	50	4	0	29	31
71	50	4.5	0	30	32
72	51	1	0	31	33
74	51	2	29	-31	-33
76	51	3	-29	29	-33
78	51	4	26	31	-33
80	52	1	28	-31	32
81	52	1.5	-28	30	-32
82	52	2	-28	30	28
84	52	3	27	-30	29
85	52	3.5	-27	29	-29
86	52	4	-27	29	29
88	53	1	26	-29	30
90	53	2	-26	28	-30
92	53	3	22	31	29
95	53	4.5	21	30	30
96	54	1	22	29	31
97	54	1.5	23	-29	32
98	54	2	24	28	33
100	54	3	25	27	-33
101	54	3.5	-25	-27	32
102	54	4	-25	26	32
103	54	4.5	-25	25	-32
104	55	1	22	26	-32
106	55	2	-22	-26	31
108	55	3	0	25	32
110	55	4	25	-25	-32
113	56	1.5	26	0	-32
114	56	2	27	25	-32
115	56	2.5	28	-25	-32
116	56	3	29	-25	0
117	56	3.5	-29	26	0
118	56	4	25	27	0
119	56	4.5	26	28	0
120	57	1	27	29	0
121	57	1.5	28	-29	0
122	57	2	29	25	0
123	57	2.5	-29	26	0
124	57	3	-29	27	0
125	57	3.5	28	28	0
126	57	4	27	29	0
127	57	4.5	-27	30	0
128	58	1	26	31	0
129	58	1.5	-26	32	0
130	58	2	-26	33	0
131	58	2.5	27	-33	0
132	58	3	28	-33	0
133	58	3.5	-28	32	0
134	58	4	27	32	0
136	59	1	26	-32	0
138	59	2	-26	31	0
140	59	3	25	32	0
142	59	4	-25	-32	25
145	60	1.5	-25	0	26
146	60	2	-25	25	27
147	60	2.5	-25	-25	28
148	60	3	-25	-25	29
149	60	3.5	-25	26	-29
150	60	4	-25	27	25
151	60	4.5	-25	28	26
152	61	1	0	29	27
153	61	1.5	0	-29	28
154	61	2	0	25	29
155	61	2.5	0	26	-29
156	61	3	0	27	-29
157	61	3.5	0	28	30
158	61	4	22	29	31
159	61	4.5	-22	30	32
160	62	1	-22	31	33
161	62	1.5	23	-31	-33
162	62	2	24	-31	-33
163	62	2.5	25	30	32
163.5	62	2.75	-25	29	31
164	62	3	26	28	30
166	62	4	22	31	29
167	62	4.5	23	-31	-29
168	63	1	24	-31	33
169	63	1.5	25	-31	-33
170	63	2	26	30	-33
171	63	2.5	27	29	-33
172	63	3	28	30	32
174	63	4	29	31	31
176	64	1	27	-31	29
177	64	1.5	-27	30	-29
178	64	2	-27	29	-29
180	64	3	26	-29	30
182	64	4	-26	28	-30
184	65	1	0	29	31
186	65	2	29	-29	-31
188	65	3	-29	26	30
190	65	4	28	-26	-30
192	66	1	27	0	29
194	66	2	-27	29	-29
195	66	2.5	26	-29	-29
196	66	3	27	-29	0
197	66	3.5	25	-29	0
198	66	4	26	28	0
200	67	1	25	27	0
203	67	2.5	-25	26	0
204	67	3	-25	27	0
205	67	3.5	-25	25	0
206	67	4	24	26	0
208	68	1	23	25	0
210	68	2	-23	28	32
211	68	2.5	22	-28	-32
211.5	68	2.75	21	-28	-32
212	68	3	22	27	-32
214	68	4	-22	26	31
216	69	1	21	28	30
218	69	2	-21	32	-30
219	69	2.5	-21	-32	29
220	69	3	0	-32	30
221	69	3.5	0	-32	28
222	69	4	0	31	29
224	70	1	0	30	28
225	70	1.5	0	-30	29
226	70	2	28	-30	30
227	70	2.5	-28	29	31
228	70	3	-28	30	32
229	70	3.5	-28	28	-32
230	70	4	27	29	-32
232	71	1	26	-29	31
233	71	1.5	-26	28	-31
234	71	2	-26	28	30
235	71	2.5	25	-28	-30
236	71	3	26	-28	-30
237	71	3.5	24	-28	31
238	71	4	25	27	29
239	71	4.5	-25	26	-29
240	72	1	-25	27	30
242	72	2	24	26	29
244	72	3	23	25	-29
246	72	4	-23	-25	28
248	73	1	22	0	29
249	73	1.5	-22	0	30
250	73	2	-22	29	31
251	73	2.5	-22	-29	29
252	73	3	26	-29	30
254	73	4	-26	28	-30
256	74	1	0	27	29
258	74	2	25	-27	-29
259	74	2.5	-25	26	-29
260	74	3	-25	27	-29
261	74	3.5	-25	25	-29
262	74	4	24	26	-29
264	75	1	23	25	0
266	75	2	-23	32	0
267	75	2.5	22	-32	0
268	75	3	23	-32	0
269	75	3.5	21	-32	0
270	75	4	22	31	0
272	76	1	21	30	0
274	76	2	28	-30	0
275	76	2.5	-28	29	0
276	76	3	-28	30	0
277	76	3.5	-28	28	0
278	76	4	27	29	0
280	77	1	26	28	0
282	77	2	-26	31	0
283	77	2.5	25	-31	0
284	77	3	26	-31	0
285	77	3.5	24	-31	0
286	77	4	25	30	0
288	78	1	24	29	0
290	78	2	23	28	32
292	78	3	22	27	-32
294	78	4	-22	26	31
296	79	1	21	-26	30
297	79	1.5	-21	25	-30
298	79	2	21	28	-30
299	79	2.5	-21	-28	29
300	79	3	21	-28	30
301	79	3.5	-21	-28	28
302	79	4	25	27	29
304	80	1	21	30	28
307	80	2.5	-21	29	29
308	80	3	-21	28	30
312	81	1	25	27	29
*-	*-	*-	*-	*-	*-
