**absq	**bar	**beat	**b7	**b7
0	1	1	18	36
3	1	4	-18	34
4	2	1	18	34
6	2	3	18	34
7	2	4	-18	34
8	3	1	18	34
9	3	2	-18	33
11	3	4	-18	32
11.5	3	4.5	-18	32
12	4	1	18	32
14	4	3	-18	32
16	5	1	18	0
16.5	5	1.5	-18	36
17	5	2	-18	36
17.5	5	2.5	-18	36
18	5	3	-18	36
19	5	4	-18	35
20	6	1	21	37
21	6	2	19	38
23	6	4	19	36
23.5	6	4.5	-19	35
24	7	1	18	34
25	7	2	-18	35
27	7	4	-18	34
28	8	1	21	35
29.5	8	2.5	-21	35
30	8	3	17	35
30.5	8	3.5	-17	35
31	8	4	-17	38
33	9	2	-17	36
34	9	3	17	0
35	9	4	-17	35
35.5	9	4.5	-17	36
36	10	1	21	37
37.5	10	2.5	-21	36
38	10	3	18	36
40	11	1	18	-36
41	11	2	-18	35
41.5	11	2.5	-18	34
42	11	3	-18	34
44	12	1	18	-34
44.5	12	1.5	-18	31
45	12	2	-18	31
45.5	12	2.5	-18	31
46	12	3	-18	31
48	13	1	19	-31
49	13	2	-19	30
50	13	3	-19	30
51.5	13	4.5	-19	29
52	14	1	22	29
54	14	3	-22	29
56	15	1	25	0
58	15	3	21	35
60	16	1	18	-35
61	16	2	-18	34
61.5	16	2.5	-18	34
62	16	3	-18	34
64	17	1	18	34
67	17	4	18	32
68	18	1	18	32
70.5	18	3.5	-18	30
71	18	4	-18	30
71.5	18	4.5	-18	30
72	19	1	21	30
74	19	3	-21	30
76	20	1	17	35
77	20	2	-17	35
78	20	3	-17	35
79	20	4	-17	35
79.5	20	4.5	-17	35
80	21	1	17	35
81.5	21	2.5	-17	36
82	21	3	-17	34
82.5	21	3.5	-17	31
83	21	4	-17	33
84	22	1	21	-33
85	22	2	-21	32
86	22	3	21	0
86.5	22	3.5	-21	37
87	22	4	-21	35
87.5	22	4.5	-21	33
88	23	1	21	31
88.5	23	1.5	-21	30
89	23	2	-21	29
90	23	3	22	-29
91	23	4	-22	29
92	24	1	15	-29
94	24	3	22	0
95	24	4	-22	31
96	25	1	22	31
97	25	2	-22	31
98	25	3	-22	31
100	26	1	22	31
104	27	1	20	31
105	27	2	-20	31
106	27	3	-20	31
108	28	1	20	32
111	28	4	-20	29
112	29	1	21	30
116	30	1	21	30
119	30	4	-21	33
120	31	1	21	33
122	31	3	20	-33
123	31	4	-20	29
124	32	1	19	29
127	32	4	-19	28
128	33	1	15	29
*-	*-	*-	*-	*-
