**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	0	32
8	2	1	0	0	0	0	0	0	0	35
12	2	3	0	0	0	0	25	0	0	34
15	2	4.5	0	0	0	0	-25	0	0	33
16	3	1	0	0	0	0	-25	29	0	32
17	3	1.5	0	0	0	0	-25	-29	0	33
18	3	2	0	0	0	0	-25	-29	0	34
19	3	2.5	0	0	0	0	-25	-29	0	35
20	3	3	0	0	0	0	27	-29	0	36
21	3	3.5	0	0	0	0	-27	-29	0	37
22	3	4	0	0	0	0	-27	-29	0	38
24	4	1	0	0	0	0	28	32	0	-38
25	4	1.5	0	0	0	0	-28	-32	0	37
25.5	4	1.75	0	0	0	0	-28	-32	0	36
26	4	2	0	0	0	0	-28	-32	0	37
28	4	3	0	0	0	0	29	31	29	33
31	4	4.5	0	0	0	0	-29	30	-29	-33
32	5	1	0	0	0	0	22	29	-29	-33
33	5	1.5	0	0	0	0	-22	30	-29	-33
34	5	2	0	0	0	0	-22	31	-29	-33
35	5	2.5	0	0	0	0	-22	32	-29	-33
36	5	3	0	0	0	0	-22	33	31	36
38	5	4	0	0	0	0	-22	31	-31	-36
40	6	1	0	0	0	0	25	-31	32	-36
41	6	1.5	0	0	0	0	-25	30	-32	-36
41.5	6	1.75	0	0	0	0	-25	29	-32	-36
42	6	2	0	0	0	0	-25	30	-32	35
43	6	2.5	0	0	0	0	-25	-30	-32	34
44	6	3	0	0	0	0	24	31	33	36
46	6	4	0	0	0	0	-24	-31	-33	35
47	6	4.5	0	0	0	0	23	-31	32	-35
48	7	1	0	0	0	0	22	33	31	38
49	7	1.5	0	0	0	0	23	-33	32	-38
50	7	2	0	0	0	0	24	-33	33	-38
51	7	2.5	0	0	0	0	25	-33	34	-38
52	7	3	0	0	0	0	26	-33	35	-38
54	7	4	0	0	0	0	-26	33	-35	37
55	7	4.5	0	0	0	0	27	-33	-35	36
56	8	1	0	0	0	0	28	32	-35	37
58	8	2	0	0	0	0	29	31	34	36
60	8	3	0	0	0	0	26	30	33	-36
62	8	4	0	0	0	0	-26	-30	-33	35
64	9	1	25	29	0	0	27	29	0	36
66	9	2	-25	-29	0	0	25	-29	32	-36
68	9	3	-25	-29	0	0	27	25	-32	-36
69	9	3.5	-25	-29	0	0	-27	-25	33	-36
70	9	4	-25	-29	0	0	-27	-25	34	-36
71	9	4.5	-25	-29	0	0	26	-25	-34	-36
72	10	1	27	32	0	0	25	-25	-34	36
74	10	2	-27	-32	0	0	24	-25	33	-36
76	10	3	28	32	0	0	23	25	32	37
78	10	4	-28	-32	0	0	-23	-25	30	-37
80	11	1	29	31	29	0	22	0	33	38
82	11	2	-29	-31	-29	0	-22	29	33	-38
83	11	2.5	-29	30	-29	0	-22	30	-33	-38
84	11	3	22	29	-29	33	29	31	-33	-38
85	11	3.5	-22	30	-29	-33	-29	32	32	-38
86	11	4	-22	31	-29	-33	-29	33	31	36
87	11	4.5	-22	32	-29	-33	-29	-33	30	-36
88	12	1	-22	33	31	-33	-29	-33	29	36
89	12	1.5	-22	-33	-31	-33	-29	32	-29	-36
90	12	2	-22	29	-31	-33	29	31	-29	-36
92	12	3	25	0	32	34	27	29	-29	-36
94	12	4	-25	29	-32	-34	-27	-29	25	-36
96	13	1	24	31	33	35	26	0	28	0
99	13	2.5	23	32	32	-35	-26	0	-28	0
100	13	3	22	33	31	36	0	0	0	0
101	13	3.5	23	-33	32	-36	0	0	0	0
102	13	4	24	-33	33	33	0	0	0	0
103	13	4.5	25	-33	34	-33	0	0	0	0
104	14	1	26	-33	35	-33	0	0	0	0
105	14	1.5	-26	-33	-35	34	0	0	0	0
106	14	2	-26	-33	-35	35	0	0	0	0
107	14	2.5	27	-33	-35	36	0	0	0	0
108	14	3	28	32	-35	37	0	0	0	0
110	14	4	26	33	-35	-37	0	0	0	0
111	14	4.5	-26	-33	-35	38	0	0	0	0
112	15	1	27	31	34	36	0	0	0	0
114	15	2	-27	-31	-34	-36	0	0	0	31
