**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	0	1	0	0	22	0	0	0
4	0	2	18	0	25	0	0	0
8	1	1	22	0	26	0	0	0
12	1	2	23	0	25	25	0	0
16	2	1	21	21	0	28	0	0
20	2	2	0	25	0	29	0	0
24	3	1	0	26	0	28	0	28
28	3	2	0	25	0	0	25	32
30	3	2.5	0	23	0	0	-25	-32
32	4	1	0	24	0	0	29	33
36	4	2	21	23	28	0	30	-33
38	4	2.5	-21	-23	-28	0	-30	32
40	5	1	22	0	27	0	29	-32
42	5	1.5	-22	0	26	0	-29	31
43	5	1.75	-22	0	-26	0	28	-31
44	5	2	23	0	-26	0	27	32
45	5	2.25	-23	0	25	0	-27	-32
46	5	2.5	21	28	25	0	30	-32
48	6	1	22	27	-25	31	29	0
50	6	1.5	-22	26	24	-31	-29	0
52	6	2	21	-26	25	30	0	0
53	6	2.25	-21	25	-25	-30	0	0
54	6	2.5	20	25	-25	29	0	0
56	7	1	19	-25	0	-29	0	0
57	7	1.25	-19	-25	0	28	0	0
58	7	1.5	-19	24	0	28	0	0
60	7	2	18	25	0	-28	32	0
62	7	2.5	25	-25	0	27	-32	0
64	8	1	26	0	0	28	31	35
66	8	1.5	25	21	0	-28	30	-35
68	8	2	-25	25	0	0	-30	34
69	8	2.25	-25	-25	0	0	29	-34
70	8	2.5	24	26	0	0	29	33
72	9	1	23	27	0	0	-29	-33
73	9	1.25	-23	-27	0	0	-29	32
74	9	1.5	-23	25	0	0	28	32
76	9	2	22	26	26	0	29	-32
78	9	2.5	-22	-26	-26	0	-29	31
80	10	1	18	25	27	0	-29	32
82	10	1.5	25	-25	-27	0	-29	-32
84	10	2	-25	22	26	0	-29	0
86	10	2.5	24	-22	-26	0	-29	33
88	11	1	25	0	25	29	29	34
90	11	1.5	18	25	-25	-29	29	34
92	11	2	21	-25	0	30	28	32
94	11	2.5	-21	25	23	-30	28	-32
96	12	1	22	24	24	29	26	0
98	12	1.5	18	23	25	-29	27	0
100	12	2	19	26	23	28	28	0
101	12	2.25	-19	-26	-23	-28	27	0
102	12	2.5	-19	-26	-23	-28	26	30
103	12	2.75	-19	-26	-23	-28	25	-30
104	13	1	0	-26	22	0	24	31
106	13	1.5	22	24	-22	26	-24	-31
107	13	1.75	-22	-24	-22	-26	-24	30
108	13	2	-22	25	0	27	0	29
110	13	2.5	21	-25	0	28	0	30
112	14	1	22	24	0	26	29	31
114	14	1.5	-22	22	0	-26	29	-31
116	14	2	0	23	0	25	27	32
118	14	2.5	0	-23	0	-25	28	-32
120	15	1	0	22	0	0	29	31
122	15	1.5	22	-22	0	0	-29	-31
123	15	1.75	-22	23	0	0	-29	-31
124	15	2	22	24	0	0	-29	-31
126	15	2.5	20	25	25	0	29	29
