**absq	**bar	**beat	**b7	**b7
0	1	1	25	0
1	1	2	24	34
2	1	3	23	34
3	1	4	22	-34
3.5	1	4.5	-22	34
4	2	1	21	35
5	2	2	24	35
6	2	3	20	36
6.75	2	3.75	-20	37
7	2	4	21	36
7.75	2	4.75	-21	37
8	3	1	22	38
9	3	2	23	-38
10	3	3	24	35
11	3	4	25	35
11.5	3	4.5	-25	34
12	4	1	24	35
13	4	2	17	-35
14	4	3	20	34
15	4	4	21	-34
16	5	1	22	0
17	5	2	23	0
18	5	3	24	0
19	5	4	-24	35
20	6	1	23	35
21	6	2	22	34
22	6	3	21	35
23	6	4	22	-35
24	7	1	23	34
25	7	2	21	-34
26	7	3	22	33
27	7	4	20	-33
27.5	7	4.5	-20	34
28	8	1	21	32
29	8	2	22	31
30	8	3	21	32
32	9	1	17	31
33	9	2	18	-31
34	9	3	19	0
35	9	4	20	0
36	10	1	21	0
37	10	2	-21	37
38	10	3	22	36
39.5	10	4.5	-22	35
40	11	1	18	34
40.25	11	1.25	-18	33
41	11	2	19	34
41.25	11	2.25	-19	35
42	11	3	20	36
42.5	11	3.5	-20	35
43	11	4	21	35
43.5	11	4.5	-21	34
44	12	1	22	33
45	12	2	23	-33
46	12	3	24	33
47	12	4	25	32
47.5	12	4.5	-25	31
48	13	1	26	30
49	13	2	27	29
50	13	3	25	30
51	13	4	26	-30
52	14	1	22	29
53	14	2	23	-29
54	14	3	24	0
55	14	4	25	0
56	15	1	26	0
57	15	2	19	35
58	15	3	20	34
59	15	4	21	-34
59.5	15	4.5	-21	33
60	16	1	17	33
60.25	16	1.25	-17	34
60.5	16	1.5	-17	35
60.75	16	1.75	-17	36
61	16	2	18	34
61.25	16	2.25	-18	35
61.5	16	2.5	-18	36
61.75	16	2.75	-18	37
62	16	3	19	35
62.25	16	3.25	-19	34
62.5	16	3.5	-19	35
62.75	16	3.75	-19	33
63	16	4	20	36
63.25	16	4.25	-20	35
63.5	16	4.5	-20	34
63.75	16	4.75	-20	33
64	17	1	21	32
65	17	2	22	32
66	17	3	23	32
67	17	4	21	33
68	18	1	22	33
69	18	2	-22	33
69.5	18	2.5	21	-33
70	18	3	22	33
71	18	4	15	-33
72	19	1	18	32
76	20	1	0	0
76	20	1	25	0
77	20	2	24	0
78	20	3	23	0
79	20	4	22	33
79.5	20	4.5	-22	34
80	21	1	21	35
81	21	2	24	34
81.5	21	2.5	-24	35
82	21	3	20	36
82.5	21	3.5	-20	37
82.75	21	3.75	-20	38
83	21	4	21	37
83.5	21	4.5	-21	36
84	22	1	22	35
84.5	22	1.5	-22	36
85	22	2	23	37
85.25	22	2.25	-23	36
85.5	22	2.5	-23	35
85.75	22	2.75	-23	34
86	22	3	24	33
86.5	22	3.5	-24	33
87	22	4	25	34
87.5	22	4.5	-25	34
88	23	1	24	34
89	23	2	17	-34
89.5	23	2.5	-17	33
90	23	3	20	34
91	23	4	21	-34
92	24	1	22	0
93	24	2	23	0
94	24	3	24	0
95	24	4	-24	33
96	25	1	23	35
97	25	2	22	-35
97.5	25	2.5	-22	34
98	25	3	21	34
99	25	4	22	-34
99.5	25	4.5	-22	33
100	26	1	23	32
100.75	26	1.75	-23	33
101	26	2	21	32
101.75	26	2.75	-21	33
102	26	3	22	31
103	26	4	20	-31
103.5	26	4.5	-20	32
104	27	1	21	30
105	27	2	22	31
106	27	3	21	31
107.5	27	4.5	-21	30
108	28	1	17	31
109	28	2	18	-31
110	28	3	19	0
111	28	4	20	0
112	29	1	21	0
113	29	2	-21	32
113.5	29	2.5	-21	32
114	29	3	22	32
115	29	4	-22	32
115.5	29	4.5	-22	31
116	30	1	18	32
116.5	30	1.5	-18	32
117	30	2	19	34
117.5	30	2.5	-19	34
118	30	3	20	34
119	30	4	21	34
119.5	30	4.5	-21	33
120	31	1	22	33
120.25	31	1.25	-22	32
120.5	31	1.5	-22	33
120.75	31	1.75	-22	31
121	31	2	23	32
121.25	31	2.25	-23	30
121.5	31	2.5	-23	31
121.75	31	2.75	-23	32
122	31	3	24	33
122.25	31	3.25	-24	32
122.5	31	3.5	-24	31
122.75	31	3.75	-24	30
123	31	4	25	29
123.5	31	4.5	-25	32
124	32	1	26	31
125	32	2	27	-31
125.5	32	2.5	-27	32
126	32	3	25	30
127	32	4	26	-30
128	33	1	22	29
129	33	2	23	-29
130	33	3	24	0
131	33	4	25	0
132	34	1	26	0
133	34	2	19	0
133.5	34	2.5	-19	35
134	34	3	20	34
134.5	34	3.5	-20	33
135	34	4	21	32
135.5	34	4.5	-21	35
136	35	1	17	33
136.5	35	1.5	-17	33
137	35	2	18	32
137.5	35	2.5	-18	31
138	35	3	19	30
138.5	35	3.5	-19	33
139	35	4	20	31
139.5	35	4.5	-20	36
140	36	1	21	35
140.5	36	1.5	-21	34
141	36	2	22	33
141.5	36	2.5	-22	36
142	36	3	23	34
143	36	4	21	-34
143.5	36	4.5	-21	35
144	37	1	22	33
145	37	2	-22	33
145.5	37	2.5	21	-33
146	37	3	22	33
147	37	4	15	-33
148	38	1	18	32
*-	*-	*-	*-	*-
