**absq	**bar	**beat	**b7
0	1	1	23
6	1	2.5	24
8	1	3	25
12	2	1	25
16	2	2	26
20	2	3	28
24	3	1	27
36	4	1	26
44	4	3	0
48	5	1	25
52	5	2	28
58	5	3.5	29
60	6	1	30
68	6	3	26
74	7	1.5	25
75	7	1.75	24
76	7	2	23
80	7	3	21
84	8	1	28
88	8	2	27
90	8	2.5	26
94	8	3.5	25
96	9	1	24
100	9	2	23
108	10	1	23
114	10	4	24
116	11	1	25
120	11	3	25
124	12	1	26
128	12	3	28
132	13	1	27
140	14	1	26
148	15	1	0
152	15	3	25
156	16	1	28
162	16	4	29
164	17	1	30
172	18	1	26
178	18	4	25
179	18	4.5	24
180	19	1	23
184	19	3	21
188	20	1	28
192	20	3	27
194	20	4	26
198	21	2	25
200	21	3	24
204	22	1	23
212	23	1	0
212	23	1	28
216	23	3	27
218	23	4	26
222	24	2	25
224	24	3	24
228	25	1	23
230	25	2	26
232	25	3	25
234	25	4	24
238	26	2	23
242	26	4	22
244	27	1	23
248	27	3	24
252	28	1	23
256	28	3	0
258	28	4	25
262	29	2	23
264	29	3	24
266	29	4	25
268	30	1	23
*-	*-	*-	*-
