**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	20	0	0
1	1	2	-20	34	36
2	1	3	-20	36	38
4	2	1	20	-36	-38
5	2	2	-20	35	37
6	2	3	20	34	36
7	2	4	-20	34	36
8	3	1	24	33	35
10	3	3	24	33	-35
10.25	3	3.25	-24	33	-35
10.5	3	3.5	-24	31	-35
10.75	3	3.75	-24	32	-35
11	3	4	24	33	-35
11.25	3	4.25	-24	34	-35
11.5	3	4.5	-24	33	-35
11.75	3	4.75	-24	34	-35
12	4	1	-24	35	33
12.25	4	1.25	-24	-35	35
12.5	4	1.5	-24	-35	33
12.75	4	1.75	-24	-35	34
13	4	2	24	-35	35
13.25	4	2.25	-24	-35	36
13.5	4	2.5	-24	-35	35
13.75	4	2.75	-24	-35	36
14	4	3	25	34	37
16	5	1	22	33	36
17.5	5	2.5	-22	34	-36
18	5	3	23	32	35
20	6	1	22	31	33
23	6	4	22	-31	-33
24	7	1	22	0	0
25	7	2	21	0	0
26	7	3	20	0	0
27	7	4	-20	0	36
27.5	7	4.5	-20	0	36
28	8	1	-20	0	36
29	8	2	19	34	-36
29.5	8	2.5	-19	34	-36
30	8	3	18	34	-36
31	8	4	-18	32	34
32	9	1	17	33	35
34	9	3	-17	33	-35
36	10	1	24	0	-35
37	10	2	-24	0	36
38	10	3	25	0	-36
39	10	4	-25	37	32
39.5	10	4.5	-25	-37	32
40	11	1	21	-37	32
41	11	2	-21	33	-32
41.5	11	2.5	-21	33	-32
42	11	3	22	33	-32
43	11	4	-22	-33	31
44	12	1	18	32	32
45	12	2	25	-32	-32
47	12	4	24	0	0
48	13	1	25	0	0
49	13	2	26	36	38
49.5	13	2.5	-26	36	38
50	13	3	27	36	38
51	13	4	-27	35	-38
52	14	1	-27	34	-38
53	14	2	26	-34	-38
53.5	14	2.5	-26	-34	35
54	14	3	25	33	37
56	15	1	24	-33	35
59	15	4	-24	36	38
60	16	1	24	-36	-38
60.5	16	1.5	-24	35	37
60.75	16	1.75	-24	34	36
61	16	2	-24	33	35
61.25	16	2.25	-24	32	34
61.5	16	2.5	-24	31	33
62	16	3	25	0	34
64	17	1	21	32	30
65	17	2	-21	-32	32
65.5	17	2.5	-21	33	-32
66	17	3	22	33	-32
67	17	4	-22	-33	31
68	18	1	18	32	32
72	19	1	0	0	0
72	19	1	20	0	31
74	19	3	-20	29	-31
74.5	19	3.5	-20	-29	32
74.75	19	3.75	-20	-29	33
75	19	4	-20	-29	34
75.25	19	4.25	-20	-29	35
75.5	19	4.5	-20	-29	36
75.75	19	4.75	-20	-29	37
76	20	1	20	-29	38
76.5	20	1.5	-20	30	-38
76.75	20	1.75	-20	31	-38
77	20	2	-20	32	-38
77.25	20	2.25	-20	33	-38
77.5	20	2.5	-20	34	-38
77.75	20	2.75	-20	35	-38
78	20	3	20	36	-38
79	20	4	-20	34	31
80	21	1	24	35	33
81	21	2	-24	35	33
81.5	21	2.5	-24	35	33
82	21	3	24	35	33
83	21	4	24	35	33
84.5	22	1.5	-24	33	0
84.75	22	1.75	-24	32	0
85	22	2	24	33	0
85.25	22	2.25	-24	31	0
85.5	22	2.5	-24	32	36
85.75	22	2.75	-24	33	35
86	22	3	25	34	36
86.25	22	3.25	-25	-34	34
86.5	22	3.5	-25	-34	35
86.75	22	3.75	-25	-34	36
87	22	4	-25	-34	37
88	23	1	22	33	-37
89	23	2	-22	-33	36
90	23	3	23	32	-36
91	23	4	-23	-32	35
91.25	23	4.25	-23	-32	34
91.5	23	4.5	-23	-32	33
91.75	23	4.75	-23	-32	32
92	24	1	22	31	33
95	24	4	22	0	38
95.5	24	4.5	-22	0	37
96	25	1	22	0	38
96.5	25	1.5	-22	0	36
97	25	2	21	0	37
97.5	25	2.5	-21	0	35
98	25	3	20	0	36
98.5	25	3.5	-20	0	37
99	25	4	-20	36	38
99.5	25	4.5	-20	35	-38
100	26	1	-20	36	-38
100.5	26	1.5	-20	34	-38
101	26	2	19	35	31
101.5	26	2.5	-19	33	-31
102	26	3	18	34	31
102.5	26	3.5	-18	33	-31
103	26	4	-18	34	-31
103.5	26	4.5	-18	-34	30
104	27	1	17	33	31
106	27	3	-17	36	-31
108	28	1	24	-36	0
109	28	2	-24	35	0
109.5	28	2.5	-24	35	0
110	28	3	25	34	34
110.5	28	3.5	-25	33	-34
111	28	4	-25	32	-34
111.5	28	4.5	-25	31	-34
112	29	1	21	30	-34
112.5	29	1.5	-21	31	-34
113	29	2	-21	32	33
113.5	29	2.5	-21	-32	33
114	29	3	22	-32	33
115	29	4	-22	31	-33
116	30	1	18	32	32
117	30	2	25	-32	-32
119	30	4	24	0	36
120	31	1	25	0	37
121	31	2	26	0	35
122	31	3	27	0	36
122.5	31	3.5	-27	0	37
123	31	4	-27	36	38
123.5	31	4.5	-27	-36	37
124	32	1	-27	37	36
124.5	32	1.5	-27	-37	29
125	32	2	26	35	31
126	32	3	25	34	-31
127	32	4	-25	-34	30
127.5	32	4.5	-25	32	-30
128	33	1	24	33	31
129	33	2	-24	35	-31
129.5	33	2.5	-24	34	-31
130	33	3	-24	33	35
130.5	33	3.5	-24	32	34
131	33	4	-24	31	33
131.5	33	4.5	-24	-31	32
132	34	1	24	38	31
132.5	34	1.5	-24	37	-31
133	34	2	-24	36	38
133.5	34	2.5	-24	35	37
134	34	3	25	34	36
134.5	34	3.5	-25	33	35
135	34	4	-25	32	34
135.5	34	4.5	-25	31	33
136	35	1	21	30	32
136.5	35	1.5	-21	30	-32
137	35	2	-21	32	-32
137.5	35	2.5	-21	-32	33
138	35	3	22	-32	33
139	35	4	-22	31	-33
140	36	1	18	32	32
144	37	1	0	0	0
144	37	1	20	0	0
145	37	2	-20	0	34
145.5	37	2.5	-20	0	35
146	37	3	-20	0	36
147	37	4	-20	34	-36
147.5	37	4.5	-20	35	-36
148	38	1	20	36	0
149	38	2	-20	-36	36
149.5	38	2.5	-20	-36	37
150	38	3	20	36	38
151	38	4	-20	-36	31
151.5	38	4.5	-20	34	31
152	39	1	24	35	33
154	39	3	24	35	33
155	39	4	24	-35	38
156.5	40	1.5	-24	0	37
156.75	40	1.75	-24	0	36
157	40	2	24	35	35
158	40	3	25	-35	37
158.5	40	3.5	-25	34	-37
158.75	40	3.75	-25	33	-37
159	40	4	-25	32	-37
160	41	1	22	34	36
161	41	2	-22	33	36
162	41	3	23	32	-36
162.5	41	3.5	-23	-32	37
162.75	41	3.75	-23	-32	36
163	41	4	-23	-32	35
164	42	1	22	33	36
167	42	4	22	-33	-36
168	43	1	22	0	0
169	43	2	21	0	37
170	43	3	20	0	-37
171	43	4	-20	0	36
171.5	43	4.5	-20	0	35
172	44	1	-20	0	36
173	44	2	19	0	35
174	44	3	18	0	34
174.5	44	3.5	-18	0	35
174.75	44	3.75	-18	0	36
175	44	4	-18	34	35
175.5	44	4.5	-18	-34	34
176	45	1	17	-34	35
177	45	2	-17	33	-35
177.5	45	2.5	-17	32	-35
178	45	3	-17	33	-35
179	45	4	-17	32	-35
180	46	1	24	31	33
181	46	2	-24	30	-33
182	46	3	25	29	34
184	47	1	21	30	-34
184.25	47	1.25	-21	29	-34
184.5	47	1.5	-21	30	-34
184.75	47	1.75	-21	31	-34
185	47	2	-21	32	0
185.25	47	2.25	-21	30	0
185.5	47	2.5	-21	31	33
185.75	47	2.75	-21	32	-33
186	47	3	22	31	33
188	48	1	18	32	32
189	48	2	25	-32	-32
191	48	4	24	0	0
192	49	1	25	0	0
193	49	2	26	0	38
194	49	3	27	0	-38
195	49	4	-27	38	36
195.5	49	4.5	-27	-38	35
196	50	1	-27	-38	36
196.5	50	1.5	-27	-38	37
197	50	2	26	35	38
197.5	50	2.5	-26	33	-38
198	50	3	25	34	-38
199	50	4	-25	-34	37
199.5	50	4.5	-25	33	-37
200	51	1	24	33	38
203	51	4	-24	35	-38
203.5	51	4.5	-24	34	-38
204	52	1	24	35	0
204.5	52	1.5	-24	34	0
205	52	2	-24	34	36
205.5	52	2.5	-24	33	35
206	52	3	25	34	36
206.5	52	3.5	-25	-34	35
207	52	4	-25	-34	35
207.5	52	4.5	-25	-34	34
208	53	1	21	33	35
208.25	53	1.25	-21	32	-35
208.5	53	1.5	-21	33	-35
208.75	53	1.75	-21	34	-35
209	53	2	-21	32	34
209.25	53	2.25	-21	-32	33
209.5	53	2.5	-21	-32	34
209.75	53	2.75	-21	-32	35
210	53	3	22	-32	33
211	53	4	-22	31	-33
212	54	1	18	32	32
216	55	1	0	0	0
216	55	1	20	0	0
217	55	2	-20	0	31
218	55	3	-20	31	34
219	55	4	-20	34	36
220	56	1	20	36	38
221	56	2	-20	38	34
222	56	3	20	31	36
223	56	4	-20	34	-36
224	57	1	24	-34	35
225	57	2	-24	33	-35
226	57	3	24	0	0
227	57	4	24	0	35
228	58	1	-24	0	36
228.5	58	1.5	-24	0	35
228.75	58	1.75	-24	0	34
229	58	2	24	0	33
230	58	3	25	0	34
230.5	58	3.5	-25	0	35
231	58	4	-25	32	34
231.5	58	4.5	-25	-32	35
232	59	1	22	34	36
232.5	59	1.5	-22	33	-36
232.75	59	1.75	-22	32	-36
233	59	2	-22	31	-36
234	59	3	23	32	-36
235	59	4	-23	-32	35
236	60	1	22	31	36
239	60	4	22	-31	-36
240	61	1	22	0	0
241	61	2	21	0	0
242	61	3	20	31	0
243	61	4	-20	-31	36
244	62	1	-20	32	36
245	62	2	19	33	35
246	62	3	18	34	37
248	63	1	17	-34	35
250	63	3	-17	33	35
251.5	63	4.5	-17	-33	34
252	64	1	24	31	33
253.5	64	2.5	-24	30	-33
254	64	3	25	29	32
255	64	4	-25	34	-32
255.5	64	4.5	-25	-34	31
256	65	1	21	33	30
256.5	65	1.5	-21	-33	30
257	65	2	-21	-33	32
258	65	3	22	-33	-32
259	65	4	-22	-33	31
260	66	1	18	32	32
261	66	2	25	-32	-32
263	66	4	24	0	0
264	67	1	25	0	0
265	67	2	26	0	35
266	67	3	27	0	36
269	68	2	26	35	35
270	68	3	25	36	34
271	68	4	-25	34	-34
272	69	1	24	35	-34
274	69	3	-24	35	33
276	70	1	24	38	0
277	70	2	-24	-38	36
277.5	70	2.5	-24	37	-36
278	70	3	25	36	-36
278.5	70	3.5	-25	-36	35
279	70	4	-25	-36	34
280	71	1	21	35	33
280.25	71	1.25	-21	36	34
280.5	71	1.5	-21	37	35
280.75	71	1.75	-21	36	34
281	71	2	-21	35	32
281.25	71	2.25	-21	33	-32
281.5	71	2.5	-21	34	-32
281.75	71	2.75	-21	35	-32
282	71	3	22	33	-32
283	71	4	-22	-33	31
284	72	1	18	32	32
*-	*-	*-	*-	*-	*-
