**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	25	0	0	0
4	1	3	0	0	0	0	-25	29	0	0
8	2	1	0	0	0	0	22	-29	0	0
12	2	3	0	0	0	0	0	25	0	0
14	2	4	0	0	0	0	25	-25	0	0
18	3	2	0	0	0	0	24	29	0	0
20	3	3	0	0	0	0	27	-29	0	0
22	3	4	0	0	0	0	26	28	0	0
23	3	4.5	0	0	0	0	25	-28	0	0
24	4	1	0	0	0	0	24	31	0	0
26	4	2	0	0	0	0	25	30	0	0
27	4	2.5	0	0	0	0	-25	29	0	0
28	4	3	0	0	0	0	26	28	0	0
30	4	4	0	0	0	0	27	29	0	0
32	5	1	0	0	0	0	28	30	32	0
34	5	2	0	0	0	0	-28	28	-32	0
36	5	3	0	0	0	0	25	-28	-32	36
38	5	4	0	0	0	0	-25	27	-32	-36
39	5	4.5	0	0	0	0	-25	26	-32	-36
40	6	1	0	0	0	0	-25	27	29	-36
41	6	1.5	0	0	0	0	-25	28	-29	-36
42	6	2	0	0	0	0	24	29	-29	-36
44	6	3	0	0	0	0	23	-29	0	32
46	6	4	0	0	0	0	-23	28	32	-32
48	7	1	0	0	0	0	22	27	-32	0
50	7	2	0	0	0	0	-22	26	31	36
52	7	3	0	0	0	0	0	25	34	-36
54	7	4	0	0	0	0	24	26	33	35
55	7	4.5	0	0	0	0	-24	-26	32	-35
56	8	1	0	0	0	0	22	27	31	38
58	8	2	0	0	0	0	23	-27	32	37
59	8	2.5	0	0	0	0	-23	-27	-32	36
60	8	3	0	0	0	0	24	26	33	35
62	8	4	0	0	0	0	22	24	34	36
64	9	1	0	0	32	0	21	25	35	37
66	9	2	0	0	-32	0	-21	28	28	-37
67	9	2.5	0	0	-32	0	-21	-28	-28	38
68	9	3	0	0	-32	36	25	-28	29	39
70	9	4	0	0	-32	-36	-25	27	-29	-39
71	9	4.5	0	0	-32	-36	-25	26	-29	-39
72	10	1	25	0	29	-36	-25	27	-29	39
74	10	2	-25	0	-29	-36	-25	-27	-29	36
75	10	2.5	-25	0	-29	-36	-25	28	-29	-36
76	10	3	-25	29	0	32	27	29	0	-36
77	10	3.5	-25	-29	0	-32	-27	-29	0	35
78	10	4	-25	-29	32	-32	-27	-29	0	34
79	10	4.5	-25	-29	-32	-32	28	-29	0	-34
80	11	1	22	-29	-32	0	29	0	0	33
82	11	2	-22	-29	31	36	-29	0	0	-33
84	11	3	0	25	34	-36	0	0	0	0
86	11	4	25	-25	-34	34	0	0	0	0
88	12	1	-25	0	-34	36	0	0	0	0
90	12	2	24	29	33	38	0	0	0	0
